season,casual,registered,atemp,weathersit,hr,windspeed,holiday,temp,mnth,hum,weekday,yr,workingday,cnt
4.0,122.0,139.0,0.4848,1.0,16.0,0.1642,0.0,0.5,11.0,0.39,5.0,0.0,1.0,261.0
4.0,57.0,127.0,0.4848,1.0,17.0,0.1045,0.0,0.5,11.0,0.34,5.0,0.0,1.0,184.0
4.0,45.0,108.0,0.4545,1.0,18.0,0.0896,0.0,0.46,11.0,0.44,5.0,0.0,1.0,153.0
4.0,38.0,96.0,0.4242,1.0,19.0,0.0,0.0,0.42,11.0,0.67,5.0,0.0,1.0,134.0
4.0,19.0,76.0,0.4091,1.0,20.0,0.0896,0.0,0.4,11.0,0.58,5.0,0.0,1.0,95.0
4.0,24.0,61.0,0.3788,1.0,21.0,0.0,0.0,0.36,11.0,0.71,5.0,0.0,1.0,85.0
4.0,12.0,46.0,0.3485,1.0,22.0,0.0896,0.0,0.34,11.0,0.71,5.0,0.0,1.0,58.0
4.0,5.0,28.0,0.3485,1.0,23.0,0.1045,0.0,0.34,11.0,0.76,5.0,0.0,1.0,33.0
4.0,9.0,38.0,0.3485,1.0,0.0,0.1045,0.0,0.34,11.0,0.76,6.0,0.0,0.0,47.0
4.0,5.0,24.0,0.3333,1.0,1.0,0.0896,0.0,0.32,11.0,0.76,6.0,0.0,0.0,29.0
4.0,3.0,20.0,0.3182,1.0,2.0,0.1045,0.0,0.3,11.0,0.81,6.0,0.0,0.0,23.0
4.0,8.0,9.0,0.3333,1.0,3.0,0.0,0.0,0.3,11.0,0.81,6.0,0.0,0.0,17.0
4.0,0.0,4.0,0.3333,1.0,4.0,0.0,0.0,0.3,11.0,0.81,6.0,0.0,0.0,4.0
4.0,0.0,3.0,0.3182,1.0,5.0,0.1045,0.0,0.3,11.0,0.75,6.0,0.0,0.0,3.0
4.0,2.0,8.0,0.3182,2.0,6.0,0.0896,0.0,0.3,11.0,0.75,6.0,0.0,0.0,10.0
4.0,4.0,13.0,0.2727,1.0,7.0,0.1045,0.0,0.26,11.0,0.87,6.0,0.0,0.0,17.0
4.0,10.0,50.0,0.3333,1.0,8.0,0.0896,0.0,0.32,11.0,0.76,6.0,0.0,0.0,60.0
4.0,16.0,67.0,0.3485,1.0,9.0,0.0896,0.0,0.34,11.0,0.76,6.0,0.0,0.0,83.0
4.0,57.0,84.0,0.3788,1.0,10.0,0.0,0.0,0.36,11.0,0.81,6.0,0.0,0.0,141.0
4.0,107.0,123.0,0.4091,1.0,11.0,0.1045,0.0,0.4,11.0,0.62,6.0,0.0,0.0,230.0
4.0,137.0,172.0,0.4394,1.0,12.0,0.0,0.0,0.44,11.0,0.51,6.0,0.0,0.0,309.0
4.0,177.0,148.0,0.4697,1.0,13.0,0.0,0.0,0.48,11.0,0.44,6.0,0.0,0.0,325.0
4.0,141.0,158.0,0.4697,2.0,14.0,0.1343,0.0,0.48,11.0,0.48,6.0,0.0,0.0,299.0
4.0,154.0,160.0,0.4848,2.0,15.0,0.1045,0.0,0.5,11.0,0.42,6.0,0.0,0.0,314.0
4.0,137.0,138.0,0.4545,2.0,16.0,0.1343,0.0,0.46,11.0,0.47,6.0,0.0,0.0,275.0
4.0,62.0,122.0,0.4545,2.0,17.0,0.1343,0.0,0.46,11.0,0.47,6.0,0.0,0.0,184.0
4.0,67.0,118.0,0.4242,2.0,18.0,0.1642,0.0,0.42,11.0,0.62,6.0,0.0,0.0,185.0
4.0,46.0,100.0,0.4091,2.0,19.0,0.0896,0.0,0.4,11.0,0.71,6.0,0.0,0.0,146.0
4.0,55.0,86.0,0.4242,2.0,20.0,0.0,0.0,0.42,11.0,0.58,6.0,0.0,0.0,141.0
4.0,20.0,72.0,0.3939,2.0,21.0,0.0,0.0,0.38,11.0,0.82,6.0,0.0,0.0,92.0
4.0,14.0,51.0,0.3939,2.0,22.0,0.0,0.0,0.38,11.0,0.76,6.0,0.0,0.0,65.0
4.0,18.0,51.0,0.3788,1.0,23.0,0.0,0.0,0.36,11.0,0.81,6.0,0.0,0.0,69.0
4.0,7.0,39.0,0.3788,1.0,0.0,0.0,0.0,0.36,11.0,0.81,0.0,0.0,0.0,46.0
4.0,9.0,35.0,0.3788,1.0,1.0,0.0,0.0,0.36,11.0,0.81,0.0,0.0,0.0,44.0
4.0,9.0,22.0,0.3636,1.0,2.0,0.0,0.0,0.34,11.0,0.81,0.0,0.0,0.0,31.0
4.0,9.0,8.0,0.3636,1.0,3.0,0.0,0.0,0.34,11.0,0.87,0.0,0.0,0.0,17.0
4.0,0.0,4.0,0.3485,1.0,4.0,0.1045,0.0,0.34,11.0,0.87,0.0,0.0,0.0,4.0
4.0,0.0,5.0,0.3485,1.0,5.0,0.194,0.0,0.36,11.0,0.87,0.0,0.0,0.0,5.0
4.0,0.0,9.0,0.3939,1.0,6.0,0.1642,0.0,0.38,11.0,0.82,0.0,0.0,0.0,9.0
4.0,12.0,11.0,0.3939,1.0,7.0,0.2239,0.0,0.38,11.0,0.87,0.0,0.0,0.0,23.0
4.0,6.0,36.0,0.4091,1.0,8.0,0.2985,0.0,0.4,11.0,0.82,0.0,0.0,0.0,42.0
4.0,21.0,90.0,0.4545,1.0,9.0,0.2836,0.0,0.46,11.0,0.72,0.0,0.0,0.0,111.0
4.0,58.0,131.0,0.4545,1.0,10.0,0.2836,0.0,0.46,11.0,0.72,0.0,0.0,0.0,189.0
4.0,83.0,157.0,0.4848,1.0,11.0,0.3582,0.0,0.5,11.0,0.63,0.0,0.0,0.0,240.0
4.0,63.0,193.0,0.5152,1.0,12.0,0.2836,0.0,0.54,11.0,0.56,0.0,0.0,0.0,256.0
4.0,97.0,216.0,0.5152,1.0,13.0,0.194,0.0,0.54,11.0,0.6,0.0,0.0,0.0,313.0
4.0,113.0,200.0,0.6212,1.0,14.0,0.4627,0.0,0.62,11.0,0.43,0.0,0.0,0.0,313.0
4.0,96.0,221.0,0.6212,1.0,15.0,0.2836,0.0,0.62,11.0,0.43,0.0,0.0,0.0,317.0
4.0,94.0,229.0,0.5303,1.0,16.0,0.2537,0.0,0.56,11.0,0.52,0.0,0.0,0.0,323.0
4.0,37.0,167.0,0.5152,1.0,17.0,0.194,0.0,0.54,11.0,0.56,0.0,0.0,0.0,204.0
4.0,25.0,130.0,0.4848,1.0,18.0,0.1642,0.0,0.5,11.0,0.63,0.0,0.0,0.0,155.0
4.0,30.0,109.0,0.4697,1.0,19.0,0.2239,0.0,0.48,11.0,0.67,0.0,0.0,0.0,139.0
4.0,10.0,94.0,0.4848,1.0,20.0,0.2537,0.0,0.5,11.0,0.63,0.0,0.0,0.0,104.0
4.0,13.0,75.0,0.4697,1.0,21.0,0.2836,0.0,0.48,11.0,0.67,0.0,0.0,0.0,88.0
4.0,13.0,53.0,0.4697,1.0,22.0,0.2537,0.0,0.48,11.0,0.72,0.0,0.0,0.0,66.0
4.0,5.0,27.0,0.4697,1.0,23.0,0.2537,0.0,0.48,11.0,0.72,0.0,0.0,0.0,32.0
4.0,6.0,10.0,0.4545,1.0,0.0,0.2836,0.0,0.46,11.0,0.77,1.0,0.0,1.0,16.0
4.0,1.0,12.0,0.4545,1.0,1.0,0.2985,0.0,0.46,11.0,0.77,1.0,0.0,1.0,13.0
4.0,1.0,4.0,0.4394,1.0,3.0,0.2239,0.0,0.44,11.0,0.88,1.0,0.0,1.0,5.0
4.0,0.0,4.0,0.4394,1.0,4.0,0.0896,0.0,0.44,11.0,0.82,1.0,0.0,1.0,4.0
4.0,0.0,34.0,0.4091,1.0,5.0,0.0,0.0,0.4,11.0,0.87,1.0,0.0,1.0,34.0
4.0,6.0,98.0,0.4242,1.0,6.0,0.0896,0.0,0.42,11.0,0.82,1.0,0.0,1.0,104.0
4.0,7.0,270.0,0.4242,1.0,7.0,0.0,0.0,0.42,11.0,0.88,1.0,0.0,1.0,277.0
4.0,13.0,394.0,0.4242,2.0,8.0,0.0,0.0,0.42,11.0,0.94,1.0,0.0,1.0,407.0
4.0,17.0,191.0,0.4394,2.0,9.0,0.2239,0.0,0.44,11.0,0.88,1.0,0.0,1.0,208.0
4.0,21.0,86.0,0.4697,2.0,10.0,0.1343,0.0,0.48,11.0,0.77,1.0,0.0,1.0,107.0
4.0,11.0,107.0,0.5,2.0,11.0,0.1045,0.0,0.52,11.0,0.68,1.0,0.0,1.0,118.0
4.0,13.0,165.0,0.5303,1.0,12.0,0.1045,0.0,0.56,11.0,0.6,1.0,0.0,1.0,178.0
4.0,25.0,137.0,0.5455,2.0,13.0,0.0,0.0,0.58,11.0,0.56,1.0,0.0,1.0,162.0
4.0,14.0,129.0,0.6212,1.0,14.0,0.0,0.0,0.6,11.0,0.56,1.0,0.0,1.0,143.0
4.0,18.0,132.0,0.5455,1.0,15.0,0.1642,0.0,0.58,11.0,0.6,1.0,0.0,1.0,150.0
4.0,24.0,240.0,0.5303,1.0,16.0,0.194,0.0,0.56,11.0,0.6,1.0,0.0,1.0,264.0
4.0,24.0,444.0,0.5455,1.0,17.0,0.194,0.0,0.58,11.0,0.56,1.0,0.0,1.0,468.0
4.0,20.0,396.0,0.5303,1.0,18.0,0.2239,0.0,0.56,11.0,0.64,1.0,0.0,1.0,416.0
4.0,4.0,260.0,0.5152,1.0,19.0,0.2239,0.0,0.54,11.0,0.73,1.0,0.0,1.0,264.0
4.0,12.0,206.0,0.5152,2.0,20.0,0.2537,0.0,0.54,11.0,0.73,1.0,0.0,1.0,218.0
4.0,4.0,152.0,0.5152,2.0,21.0,0.2239,0.0,0.54,11.0,0.77,1.0,0.0,1.0,156.0
4.0,7.0,102.0,0.5,2.0,22.0,0.1045,0.0,0.52,11.0,0.83,1.0,0.0,1.0,109.0
4.0,5.0,41.0,0.5,2.0,23.0,0.1343,0.0,0.52,11.0,0.83,1.0,0.0,1.0,46.0
4.0,4.0,18.0,0.5,1.0,0.0,0.0,0.0,0.52,11.0,0.83,2.0,0.0,1.0,22.0
4.0,1.0,16.0,0.5,1.0,1.0,0.0896,0.0,0.52,11.0,0.83,2.0,0.0,1.0,17.0
4.0,0.0,5.0,0.4848,2.0,2.0,0.0,0.0,0.5,11.0,0.88,2.0,0.0,1.0,5.0
4.0,0.0,2.0,0.4848,2.0,3.0,0.0,0.0,0.5,11.0,0.88,2.0,0.0,1.0,2.0
4.0,1.0,5.0,0.5,2.0,4.0,0.3284,0.0,0.52,11.0,0.83,2.0,0.0,1.0,6.0
4.0,1.0,21.0,0.4848,1.0,5.0,0.2836,0.0,0.5,11.0,0.88,2.0,0.0,1.0,22.0
4.0,1.0,88.0,0.5,1.0,6.0,0.2836,0.0,0.52,11.0,0.83,2.0,0.0,1.0,89.0
4.0,12.0,330.0,0.5,1.0,7.0,0.2239,0.0,0.52,11.0,0.77,2.0,0.0,1.0,342.0
4.0,9.0,440.0,0.5152,1.0,8.0,0.2836,0.0,0.54,11.0,0.77,2.0,0.0,1.0,449.0
4.0,5.0,197.0,0.5303,3.0,9.0,0.4179,0.0,0.56,11.0,0.73,2.0,0.0,1.0,202.0
4.0,2.0,34.0,0.5303,3.0,10.0,0.4179,0.0,0.56,11.0,0.73,2.0,0.0,1.0,36.0
4.0,1.0,10.0,0.4848,3.0,11.0,0.2985,0.0,0.5,11.0,0.88,2.0,0.0,1.0,11.0
4.0,1.0,17.0,0.4242,3.0,12.0,0.4179,0.0,0.42,11.0,0.82,2.0,0.0,1.0,18.0
4.0,0.0,22.0,0.4242,3.0,13.0,0.2836,0.0,0.42,11.0,0.77,2.0,0.0,1.0,22.0
4.0,1.0,35.0,0.4091,3.0,14.0,0.194,0.0,0.4,11.0,0.94,2.0,0.0,1.0,36.0
4.0,5.0,60.0,0.4091,3.0,15.0,0.3284,0.0,0.4,11.0,0.87,2.0,0.0,1.0,65.0
4.0,5.0,146.0,0.4091,3.0,16.0,0.2239,0.0,0.4,11.0,0.87,2.0,0.0,1.0,151.0
4.0,8.0,346.0,0.4091,2.0,17.0,0.2985,0.0,0.4,11.0,0.87,2.0,0.0,1.0,354.0
4.0,11.0,347.0,0.4091,2.0,18.0,0.2985,0.0,0.4,11.0,0.82,2.0,0.0,1.0,358.0
4.0,6.0,244.0,0.4091,2.0,19.0,0.3284,0.0,0.4,11.0,0.82,2.0,0.0,1.0,250.0
4.0,8.0,176.0,0.3939,2.0,20.0,0.2537,0.0,0.38,11.0,0.87,2.0,0.0,1.0,184.0
4.0,9.0,116.0,0.3939,2.0,21.0,0.2537,0.0,0.38,11.0,0.87,2.0,0.0,1.0,125.0
4.0,5.0,90.0,0.3939,1.0,22.0,0.2985,0.0,0.38,11.0,0.82,2.0,0.0,1.0,95.0
4.0,0.0,53.0,0.3333,1.0,23.0,0.3881,0.0,0.36,11.0,0.76,2.0,0.0,1.0,53.0
4.0,1.0,23.0,0.3333,1.0,0.0,0.4179,0.0,0.36,11.0,0.62,3.0,0.0,1.0,24.0
4.0,0.0,8.0,0.303,1.0,1.0,0.3284,0.0,0.34,11.0,0.66,3.0,0.0,1.0,8.0
4.0,0.0,5.0,0.3182,1.0,2.0,0.1642,0.0,0.32,11.0,0.7,3.0,0.0,1.0,5.0
4.0,0.0,1.0,0.3182,1.0,3.0,0.1642,0.0,0.32,11.0,0.7,3.0,0.0,1.0,1.0
4.0,0.0,5.0,0.2879,1.0,4.0,0.2239,0.0,0.3,11.0,0.75,3.0,0.0,1.0,5.0
4.0,1.0,21.0,0.2727,1.0,5.0,0.194,0.0,0.28,11.0,0.81,3.0,0.0,1.0,22.0
4.0,3.0,100.0,0.2727,1.0,6.0,0.1045,0.0,0.26,11.0,0.87,3.0,0.0,1.0,103.0
4.0,9.0,276.0,0.2727,1.0,7.0,0.1045,0.0,0.26,11.0,0.81,3.0,0.0,1.0,285.0
4.0,13.0,465.0,0.2727,1.0,8.0,0.194,0.0,0.28,11.0,0.81,3.0,0.0,1.0,478.0
4.0,7.0,186.0,0.2879,1.0,9.0,0.2836,0.0,0.3,11.0,0.75,3.0,0.0,1.0,193.0
4.0,15.0,95.0,0.3182,1.0,10.0,0.2239,0.0,0.34,11.0,0.66,3.0,0.0,1.0,110.0
4.0,10.0,112.0,0.3939,1.0,11.0,0.2985,0.0,0.38,11.0,0.54,3.0,0.0,1.0,122.0
4.0,12.0,148.0,0.3333,2.0,12.0,0.2836,0.0,0.36,11.0,0.53,3.0,0.0,1.0,160.0
4.0,16.0,131.0,0.3939,2.0,13.0,0.3582,0.0,0.38,11.0,0.43,3.0,0.0,1.0,147.0
4.0,13.0,99.0,0.3939,2.0,14.0,0.3582,0.0,0.38,11.0,0.43,3.0,0.0,1.0,112.0
4.0,11.0,104.0,0.3333,1.0,15.0,0.3284,0.0,0.36,11.0,0.46,3.0,0.0,1.0,115.0
4.0,27.0,199.0,0.3333,1.0,16.0,0.2836,0.0,0.36,11.0,0.46,3.0,0.0,1.0,226.0
4.0,15.0,365.0,0.303,2.0,17.0,0.3284,0.0,0.34,11.0,0.49,3.0,0.0,1.0,380.0
4.0,7.0,369.0,0.303,1.0,18.0,0.3284,0.0,0.34,11.0,0.49,3.0,0.0,1.0,376.0
4.0,6.0,273.0,0.303,2.0,19.0,0.2836,0.0,0.32,11.0,0.57,3.0,0.0,1.0,279.0
4.0,6.0,184.0,0.303,2.0,20.0,0.2836,0.0,0.32,11.0,0.57,3.0,0.0,1.0,190.0
4.0,7.0,128.0,0.2879,1.0,21.0,0.3881,0.0,0.32,11.0,0.53,3.0,0.0,1.0,135.0
4.0,5.0,82.0,0.2727,1.0,22.0,0.2985,0.0,0.3,11.0,0.56,3.0,0.0,1.0,87.0
4.0,4.0,46.0,0.2576,1.0,23.0,0.2836,0.0,0.28,11.0,0.52,3.0,0.0,1.0,50.0
4.0,1.0,19.0,0.2576,1.0,0.0,0.3284,0.0,0.28,12.0,0.52,4.0,0.0,1.0,20.0
4.0,1.0,9.0,0.2424,1.0,1.0,0.2836,0.0,0.26,12.0,0.6,4.0,0.0,1.0,10.0
4.0,1.0,8.0,0.2273,1.0,2.0,0.2985,0.0,0.26,12.0,0.56,4.0,0.0,1.0,9.0
4.0,1.0,6.0,0.2424,1.0,3.0,0.2537,0.0,0.26,12.0,0.56,4.0,0.0,1.0,7.0
4.0,0.0,1.0,0.2424,1.0,4.0,0.2836,0.0,0.26,12.0,0.56,4.0,0.0,1.0,1.0
4.0,1.0,23.0,0.2424,1.0,5.0,0.2537,0.0,0.26,12.0,0.56,4.0,0.0,1.0,24.0
4.0,5.0,92.0,0.2121,1.0,6.0,0.2836,0.0,0.24,12.0,0.65,4.0,0.0,1.0,97.0
4.0,11.0,265.0,0.2121,1.0,7.0,0.3582,0.0,0.24,12.0,0.65,4.0,0.0,1.0,276.0
4.0,15.0,462.0,0.2273,1.0,8.0,0.3284,0.0,0.26,12.0,0.6,4.0,0.0,1.0,477.0
4.0,9.0,215.0,0.2727,1.0,9.0,0.3284,0.0,0.3,12.0,0.52,4.0,0.0,1.0,224.0
4.0,7.0,86.0,0.303,1.0,10.0,0.2985,0.0,0.32,12.0,0.53,4.0,0.0,1.0,93.0
4.0,7.0,95.0,0.3182,1.0,11.0,0.2537,0.0,0.34,12.0,0.49,4.0,0.0,1.0,102.0
4.0,9.0,139.0,0.3485,1.0,12.0,0.2239,0.0,0.36,12.0,0.46,4.0,0.0,1.0,148.0
4.0,17.0,137.0,0.4091,1.0,13.0,0.2239,0.0,0.4,12.0,0.4,4.0,0.0,1.0,154.0
4.0,20.0,130.0,0.4091,1.0,14.0,0.2239,0.0,0.4,12.0,0.4,4.0,0.0,1.0,150.0
4.0,10.0,144.0,0.4091,1.0,15.0,0.2239,0.0,0.4,12.0,0.4,4.0,0.0,1.0,154.0
4.0,9.0,192.0,0.4091,1.0,16.0,0.194,0.0,0.4,12.0,0.4,4.0,0.0,1.0,201.0
4.0,9.0,409.0,0.3485,1.0,17.0,0.1343,0.0,0.36,12.0,0.46,4.0,0.0,1.0,418.0
4.0,12.0,393.0,0.3636,1.0,18.0,0.1045,0.0,0.36,12.0,0.43,4.0,0.0,1.0,405.0
4.0,9.0,219.0,0.3485,1.0,19.0,0.1045,0.0,0.34,12.0,0.46,4.0,0.0,1.0,228.0
4.0,12.0,178.0,0.3485,1.0,20.0,0.1045,0.0,0.34,12.0,0.46,4.0,0.0,1.0,190.0
4.0,8.0,154.0,0.3182,1.0,21.0,0.1045,0.0,0.3,12.0,0.61,4.0,0.0,1.0,162.0
4.0,5.0,99.0,0.3333,1.0,22.0,0.0,0.0,0.3,12.0,0.61,4.0,0.0,1.0,104.0
4.0,3.0,70.0,0.2879,1.0,23.0,0.0896,0.0,0.26,12.0,0.7,4.0,0.0,1.0,73.0
4.0,6.0,32.0,0.2879,1.0,0.0,0.0896,0.0,0.26,12.0,0.7,5.0,0.0,1.0,38.0
4.0,1.0,14.0,0.2879,1.0,1.0,0.0,0.0,0.24,12.0,0.75,5.0,0.0,1.0,15.0
4.0,0.0,10.0,0.2879,1.0,2.0,0.0,0.0,0.24,12.0,0.75,5.0,0.0,1.0,10.0
4.0,0.0,1.0,0.2727,1.0,3.0,0.0,0.0,0.22,12.0,0.8,5.0,0.0,1.0,1.0
4.0,0.0,3.0,0.2727,1.0,4.0,0.0,0.0,0.22,12.0,0.8,5.0,0.0,1.0,3.0
4.0,0.0,23.0,0.2576,1.0,5.0,0.0896,0.0,0.22,12.0,0.8,5.0,0.0,1.0,23.0
4.0,3.0,84.0,0.2727,1.0,6.0,0.0,0.0,0.22,12.0,0.8,5.0,0.0,1.0,87.0
4.0,6.0,199.0,0.2576,1.0,7.0,0.0896,0.0,0.22,12.0,0.87,5.0,0.0,1.0,205.0
4.0,13.0,432.0,0.2879,1.0,8.0,0.0,0.0,0.24,12.0,0.87,5.0,0.0,1.0,445.0
4.0,12.0,234.0,0.3182,1.0,9.0,0.0,0.0,0.28,12.0,0.81,5.0,0.0,1.0,246.0
4.0,16.0,89.0,0.2879,1.0,10.0,0.2239,0.0,0.3,12.0,0.75,5.0,0.0,1.0,105.0
4.0,18.0,142.0,0.3333,1.0,11.0,0.1642,0.0,0.34,12.0,0.66,5.0,0.0,1.0,160.0
4.0,18.0,186.0,0.3485,1.0,12.0,0.1343,0.0,0.36,12.0,0.57,5.0,0.0,1.0,204.0
4.0,19.0,188.0,0.4091,1.0,13.0,0.1343,0.0,0.4,12.0,0.47,5.0,0.0,1.0,207.0
4.0,25.0,145.0,0.4242,1.0,14.0,0.1045,0.0,0.42,12.0,0.44,5.0,0.0,1.0,170.0
4.0,24.0,175.0,0.4242,1.0,15.0,0.0896,0.0,0.42,12.0,0.41,5.0,0.0,1.0,199.0
4.0,22.0,254.0,0.4242,1.0,16.0,0.0896,0.0,0.42,12.0,0.41,5.0,0.0,1.0,276.0
4.0,20.0,391.0,0.4242,1.0,17.0,0.0,0.0,0.42,12.0,0.38,5.0,0.0,1.0,411.0
4.0,10.0,362.0,0.4091,1.0,18.0,0.0,0.0,0.4,12.0,0.5,5.0,0.0,1.0,372.0
4.0,13.0,252.0,0.3182,1.0,19.0,0.2537,0.0,0.34,12.0,0.53,5.0,0.0,1.0,265.0
4.0,12.0,178.0,0.3939,1.0,20.0,0.2836,0.0,0.38,12.0,0.4,5.0,0.0,1.0,190.0
4.0,9.0,102.0,0.3333,1.0,21.0,0.194,0.0,0.34,12.0,0.49,5.0,0.0,1.0,111.0
4.0,7.0,95.0,0.3182,1.0,22.0,0.194,0.0,0.32,12.0,0.53,5.0,0.0,1.0,102.0
4.0,14.0,81.0,0.303,1.0,23.0,0.2836,0.0,0.32,12.0,0.53,5.0,0.0,1.0,95.0
4.0,10.0,65.0,0.2879,1.0,0.0,0.2537,0.0,0.3,12.0,0.56,6.0,0.0,0.0,75.0
4.0,9.0,62.0,0.2576,1.0,1.0,0.194,0.0,0.26,12.0,0.65,6.0,0.0,0.0,71.0
4.0,9.0,41.0,0.2576,1.0,2.0,0.1642,0.0,0.26,12.0,0.65,6.0,0.0,0.0,50.0
4.0,4.0,5.0,0.2424,1.0,3.0,0.1343,0.0,0.24,12.0,0.7,6.0,0.0,0.0,9.0
4.0,1.0,7.0,0.2273,1.0,4.0,0.1343,0.0,0.22,12.0,0.75,6.0,0.0,0.0,8.0
4.0,0.0,6.0,0.2576,1.0,5.0,0.0896,0.0,0.24,12.0,0.7,6.0,0.0,0.0,6.0
4.0,1.0,10.0,0.2576,1.0,6.0,0.1045,0.0,0.24,12.0,0.65,6.0,0.0,0.0,11.0
4.0,2.0,24.0,0.2576,1.0,7.0,0.0896,0.0,0.22,12.0,0.75,6.0,0.0,0.0,26.0
4.0,1.0,62.0,0.2576,1.0,8.0,0.0896,0.0,0.24,12.0,0.75,6.0,0.0,0.0,63.0
4.0,25.0,99.0,0.2727,1.0,9.0,0.1045,0.0,0.26,12.0,0.7,6.0,0.0,0.0,124.0
4.0,22.0,173.0,0.3333,1.0,10.0,0.1343,0.0,0.32,12.0,0.61,6.0,0.0,0.0,195.0
4.0,48.0,227.0,0.3333,1.0,11.0,0.0896,0.0,0.32,12.0,0.57,6.0,0.0,0.0,275.0
4.0,78.0,280.0,0.3788,1.0,12.0,0.0,0.0,0.36,12.0,0.5,6.0,0.0,0.0,358.0
4.0,70.0,222.0,0.3636,1.0,13.0,0.0896,0.0,0.36,12.0,0.5,6.0,0.0,0.0,292.0
4.0,92.0,251.0,0.3788,1.0,14.0,0.0,0.0,0.36,12.0,0.46,6.0,0.0,0.0,343.0
4.0,100.0,237.0,0.3939,1.0,15.0,0.0,0.0,0.38,12.0,0.46,6.0,0.0,0.0,337.0
4.0,75.0,230.0,0.3939,1.0,16.0,0.0,0.0,0.38,12.0,0.46,6.0,0.0,0.0,305.0
4.0,46.0,186.0,0.3788,1.0,17.0,0.0,0.0,0.36,12.0,0.62,6.0,0.0,0.0,232.0
4.0,31.0,193.0,0.3333,1.0,18.0,0.1343,0.0,0.34,12.0,0.53,6.0,0.0,0.0,224.0
4.0,31.0,144.0,0.3182,1.0,19.0,0.0896,0.0,0.3,12.0,0.61,6.0,0.0,0.0,175.0
4.0,17.0,110.0,0.3182,1.0,20.0,0.0896,0.0,0.3,12.0,0.61,6.0,0.0,0.0,127.0
4.0,5.0,104.0,0.3182,2.0,21.0,0.0896,0.0,0.3,12.0,0.61,6.0,0.0,0.0,109.0
4.0,17.0,97.0,0.3333,2.0,22.0,0.0896,0.0,0.32,12.0,0.61,6.0,0.0,0.0,114.0
4.0,12.0,73.0,0.303,1.0,23.0,0.1343,0.0,0.3,12.0,0.7,6.0,0.0,0.0,85.0
4.0,19.0,64.0,0.3182,1.0,0.0,0.1045,0.0,0.3,12.0,0.7,0.0,0.0,0.0,83.0
4.0,20.0,54.0,0.3182,1.0,1.0,0.0896,0.0,0.3,12.0,0.75,0.0,0.0,0.0,74.0
4.0,11.0,51.0,0.303,1.0,2.0,0.0,0.0,0.26,12.0,0.81,0.0,0.0,0.0,62.0
4.0,7.0,34.0,0.3182,1.0,3.0,0.0,0.0,0.28,12.0,0.75,0.0,0.0,0.0,41.0
4.0,2.0,9.0,0.303,1.0,4.0,0.0,0.0,0.26,12.0,0.87,0.0,0.0,0.0,11.0
4.0,2.0,2.0,0.303,1.0,5.0,0.0,0.0,0.26,12.0,0.81,0.0,0.0,0.0,4.0
4.0,1.0,3.0,0.2879,1.0,6.0,0.0,0.0,0.24,12.0,0.93,0.0,0.0,0.0,4.0
4.0,3.0,23.0,0.303,1.0,7.0,0.0,0.0,0.26,12.0,0.87,0.0,0.0,0.0,26.0
4.0,7.0,48.0,0.303,1.0,8.0,0.0,0.0,0.26,12.0,0.87,0.0,0.0,0.0,55.0
4.0,12.0,114.0,0.3333,1.0,9.0,0.0,0.0,0.3,12.0,0.81,0.0,0.0,0.0,126.0
4.0,36.0,180.0,0.3333,1.0,10.0,0.1343,0.0,0.32,12.0,0.81,0.0,0.0,0.0,216.0
4.0,48.0,206.0,0.3333,1.0,11.0,0.1642,0.0,0.34,12.0,0.81,0.0,0.0,0.0,254.0
4.0,82.0,247.0,0.3485,1.0,12.0,0.1642,0.0,0.36,12.0,0.81,0.0,0.0,0.0,329.0
4.0,88.0,269.0,0.4091,1.0,13.0,0.2239,0.0,0.4,12.0,0.66,0.0,0.0,0.0,357.0
4.0,77.0,246.0,0.4242,1.0,14.0,0.1343,0.0,0.42,12.0,0.62,0.0,0.0,0.0,323.0
4.0,69.0,227.0,0.4242,1.0,15.0,0.194,0.0,0.42,12.0,0.62,0.0,0.0,0.0,296.0
4.0,64.0,266.0,0.4242,1.0,16.0,0.2239,0.0,0.42,12.0,0.58,0.0,0.0,0.0,330.0
4.0,38.0,207.0,0.3939,1.0,17.0,0.1343,0.0,0.38,12.0,0.76,0.0,0.0,0.0,245.0
4.0,10.0,161.0,0.3939,1.0,18.0,0.0,0.0,0.38,12.0,0.71,0.0,0.0,0.0,171.0
4.0,15.0,158.0,0.3939,1.0,19.0,0.0,0.0,0.38,12.0,0.76,0.0,0.0,0.0,173.0
4.0,8.0,116.0,0.3485,1.0,20.0,0.1343,0.0,0.36,12.0,0.76,0.0,0.0,0.0,124.0
4.0,7.0,65.0,0.3636,1.0,21.0,0.1045,0.0,0.36,12.0,0.81,0.0,0.0,0.0,72.0
4.0,5.0,59.0,0.3485,1.0,22.0,0.1045,0.0,0.34,12.0,0.87,0.0,0.0,0.0,64.0
4.0,3.0,42.0,0.3485,1.0,23.0,0.1045,0.0,0.34,12.0,0.87,0.0,0.0,0.0,45.0
4.0,3.0,21.0,0.3333,1.0,0.0,0.0896,0.0,0.32,12.0,0.87,1.0,0.0,1.0,24.0
4.0,2.0,10.0,0.3485,1.0,1.0,0.0,0.0,0.32,12.0,0.87,1.0,0.0,1.0,12.0
4.0,0.0,8.0,0.3485,1.0,2.0,0.0,0.0,0.32,12.0,0.87,1.0,0.0,1.0,8.0
