casual,yr,holiday,windspeed,atemp,temp,hum,workingday,weathersit,season,weekday,mnth,hr,cnt,registered
1.0,1.0,0.0,0.1343,0.2273,0.22,0.93,0.0,3.0,1.0,6.0,2.0,6.0,9.0,8.0
0.0,1.0,0.0,0.1343,0.2273,0.22,0.93,0.0,3.0,1.0,6.0,2.0,7.0,19.0,19.0
1.0,1.0,0.0,0.1343,0.2273,0.22,0.93,0.0,3.0,1.0,6.0,2.0,8.0,78.0,77.0
5.0,1.0,0.0,0.1045,0.2424,0.22,0.93,0.0,3.0,1.0,6.0,2.0,9.0,90.0,85.0
23.0,1.0,0.0,0.1045,0.2424,0.22,0.93,0.0,3.0,1.0,6.0,2.0,10.0,166.0,143.0
26.0,1.0,0.0,0.1045,0.2576,0.24,0.81,0.0,2.0,1.0,6.0,2.0,11.0,183.0,157.0
25.0,1.0,0.0,0.1642,0.2576,0.26,0.81,0.0,2.0,1.0,6.0,2.0,12.0,221.0,196.0
18.0,1.0,0.0,0.2836,0.2424,0.26,0.81,0.0,2.0,1.0,6.0,2.0,13.0,235.0,217.0
38.0,1.0,0.0,0.2537,0.2424,0.26,0.81,0.0,2.0,1.0,6.0,2.0,14.0,243.0,205.0
12.0,1.0,0.0,0.2985,0.2727,0.3,0.61,0.0,2.0,1.0,6.0,2.0,15.0,124.0,112.0
12.0,1.0,0.0,0.4179,0.197,0.22,0.75,0.0,3.0,1.0,6.0,2.0,16.0,146.0,134.0
13.0,1.0,0.0,0.4627,0.1818,0.22,0.69,0.0,3.0,1.0,6.0,2.0,17.0,144.0,131.0
3.0,1.0,0.0,0.6567,0.1818,0.22,0.47,0.0,2.0,1.0,6.0,2.0,18.0,108.0,105.0
2.0,1.0,0.0,0.5522,0.1515,0.2,0.4,0.0,2.0,1.0,6.0,2.0,19.0,87.0,85.0
1.0,1.0,0.0,0.5522,0.1212,0.16,0.43,0.0,2.0,1.0,6.0,2.0,20.0,63.0,62.0
5.0,1.0,0.0,0.6418,0.0758,0.14,0.43,0.0,1.0,1.0,6.0,2.0,21.0,48.0,43.0
0.0,1.0,0.0,0.3881,0.1061,0.14,0.39,0.0,2.0,1.0,6.0,2.0,22.0,46.0,46.0
0.0,1.0,0.0,0.4925,0.0758,0.12,0.5,0.0,3.0,1.0,6.0,2.0,23.0,20.0,20.0
0.0,1.0,0.0,0.3881,0.0758,0.1,0.68,0.0,3.0,1.0,0.0,2.0,0.0,21.0,21.0
0.0,1.0,0.0,0.4627,0.0455,0.08,0.79,0.0,3.0,1.0,0.0,2.0,1.0,24.0,24.0
1.0,1.0,0.0,0.5821,0.0606,0.1,0.58,0.0,2.0,1.0,0.0,2.0,2.0,27.0,26.0
0.0,1.0,0.0,0.6866,0.0455,0.1,0.46,0.0,2.0,1.0,0.0,2.0,3.0,14.0,14.0
0.0,1.0,0.0,0.7164,0.0455,0.1,0.46,0.0,2.0,1.0,0.0,2.0,4.0,1.0,1.0
0.0,1.0,0.0,0.3881,0.0758,0.1,0.49,0.0,1.0,1.0,0.0,2.0,5.0,3.0,3.0
0.0,1.0,0.0,0.3881,0.0758,0.1,0.49,0.0,1.0,1.0,0.0,2.0,6.0,2.0,2.0
0.0,1.0,0.0,0.194,0.0909,0.08,0.53,0.0,1.0,1.0,0.0,2.0,7.0,18.0,18.0
0.0,1.0,0.0,0.2537,0.0758,0.08,0.53,0.0,1.0,1.0,0.0,2.0,8.0,26.0,26.0
3.0,1.0,0.0,0.2985,0.0909,0.1,0.49,0.0,1.0,1.0,0.0,2.0,9.0,63.0,60.0
8.0,1.0,0.0,0.3582,0.1061,0.12,0.42,0.0,1.0,1.0,0.0,2.0,10.0,91.0,83.0
3.0,1.0,0.0,0.2985,0.1061,0.12,0.42,0.0,1.0,1.0,0.0,2.0,11.0,124.0,121.0
7.0,1.0,0.0,0.6418,0.0758,0.14,0.39,0.0,1.0,1.0,0.0,2.0,12.0,140.0,133.0
10.0,1.0,0.0,0.4478,0.1212,0.16,0.4,0.0,1.0,1.0,0.0,2.0,13.0,138.0,128.0
9.0,1.0,0.0,0.5224,0.1212,0.16,0.4,0.0,1.0,1.0,0.0,2.0,14.0,111.0,102.0
5.0,1.0,0.0,0.5522,0.1212,0.16,0.4,0.0,1.0,1.0,0.0,2.0,15.0,155.0,150.0
16.0,1.0,0.0,0.4627,0.1667,0.2,0.34,0.0,1.0,1.0,0.0,2.0,16.0,164.0,148.0
4.0,1.0,0.0,0.4179,0.1515,0.18,0.37,0.0,1.0,1.0,0.0,2.0,17.0,87.0,83.0
4.0,1.0,0.0,0.4627,0.1212,0.16,0.4,0.0,1.0,1.0,0.0,2.0,18.0,96.0,92.0
2.0,1.0,0.0,0.2836,0.1364,0.16,0.4,0.0,1.0,1.0,0.0,2.0,19.0,80.0,78.0
1.0,1.0,0.0,0.3284,0.1212,0.14,0.42,0.0,1.0,1.0,0.0,2.0,20.0,57.0,56.0
0.0,1.0,0.0,0.2985,0.1212,0.14,0.43,0.0,1.0,1.0,0.0,2.0,21.0,36.0,36.0
0.0,1.0,0.0,0.1642,0.1515,0.14,0.43,0.0,1.0,1.0,0.0,2.0,22.0,28.0,28.0
0.0,1.0,0.0,0.2239,0.1364,0.14,0.43,0.0,1.0,1.0,0.0,2.0,23.0,23.0,23.0
0.0,1.0,0.0,0.2239,0.1364,0.14,0.46,1.0,1.0,1.0,1.0,2.0,0.0,9.0,9.0
0.0,1.0,0.0,0.2239,0.1212,0.12,0.5,1.0,1.0,1.0,1.0,2.0,1.0,6.0,6.0
0.0,1.0,0.0,0.194,0.1364,0.14,0.46,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0
0.0,1.0,0.0,0.1045,0.1515,0.12,0.54,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0
0.0,1.0,0.0,0.0896,0.1667,0.12,0.54,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0
0.0,1.0,0.0,0.1343,0.1212,0.1,0.58,1.0,1.0,1.0,1.0,2.0,5.0,17.0,17.0
1.0,1.0,0.0,0.2239,0.1061,0.1,0.54,1.0,1.0,1.0,1.0,2.0,6.0,72.0,71.0
1.0,1.0,0.0,0.194,0.1061,0.1,0.54,1.0,1.0,1.0,1.0,2.0,7.0,195.0,194.0
4.0,1.0,0.0,0.1343,0.1212,0.1,0.54,1.0,1.0,1.0,1.0,2.0,8.0,417.0,413.0
7.0,1.0,0.0,0.194,0.1364,0.12,0.5,1.0,1.0,1.0,1.0,2.0,9.0,205.0,198.0
1.0,1.0,0.0,0.1343,0.1515,0.14,0.5,1.0,1.0,1.0,1.0,2.0,10.0,71.0,70.0
5.0,1.0,0.0,0.194,0.2273,0.22,0.37,1.0,1.0,1.0,1.0,2.0,11.0,90.0,85.0
7.0,1.0,0.0,0.3284,0.2576,0.28,0.28,1.0,1.0,1.0,1.0,2.0,12.0,118.0,111.0
11.0,1.0,0.0,0.2239,0.303,0.32,0.22,1.0,1.0,1.0,1.0,2.0,13.0,140.0,129.0
10.0,1.0,0.0,0.1045,0.3485,0.34,0.23,1.0,1.0,1.0,1.0,2.0,14.0,135.0,125.0
10.0,1.0,0.0,0.1343,0.3485,0.36,0.27,1.0,1.0,1.0,1.0,2.0,15.0,155.0,145.0
5.0,1.0,0.0,0.194,0.3485,0.36,0.23,1.0,1.0,1.0,1.0,2.0,16.0,211.0,206.0
8.0,1.0,0.0,0.194,0.3485,0.36,0.23,1.0,1.0,1.0,1.0,2.0,17.0,407.0,399.0
6.0,1.0,0.0,0.2537,0.3182,0.34,0.25,1.0,1.0,1.0,1.0,2.0,18.0,405.0,399.0
7.0,1.0,0.0,0.1343,0.3333,0.34,0.25,1.0,1.0,1.0,1.0,2.0,19.0,263.0,256.0
4.0,1.0,0.0,0.1642,0.303,0.3,0.42,1.0,1.0,1.0,1.0,2.0,20.0,214.0,210.0
2.0,1.0,0.0,0.1343,0.2879,0.28,0.45,1.0,1.0,1.0,1.0,2.0,21.0,147.0,145.0
3.0,1.0,0.0,0.1045,0.2727,0.26,0.56,1.0,1.0,1.0,1.0,2.0,22.0,102.0,99.0
2.0,1.0,0.0,0.0,0.3182,0.28,0.41,1.0,1.0,1.0,1.0,2.0,23.0,36.0,34.0
0.0,1.0,0.0,0.0,0.303,0.26,0.6,1.0,2.0,1.0,2.0,2.0,0.0,14.0,14.0
0.0,1.0,0.0,0.0,0.303,0.26,0.56,1.0,2.0,1.0,2.0,2.0,1.0,6.0,6.0
0.0,1.0,0.0,0.0,0.3182,0.28,0.41,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0
0.0,1.0,0.0,0.0,0.303,0.26,0.52,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0
0.0,1.0,0.0,0.1045,0.2727,0.26,0.65,1.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0
2.0,1.0,0.0,0.1045,0.2727,0.26,0.65,1.0,2.0,1.0,2.0,2.0,5.0,22.0,20.0
1.0,1.0,0.0,0.0,0.303,0.26,0.56,1.0,2.0,1.0,2.0,2.0,6.0,90.0,89.0
4.0,1.0,0.0,0.0896,0.2576,0.24,0.6,1.0,2.0,1.0,2.0,2.0,7.0,280.0,276.0
3.0,1.0,0.0,0.0,0.2879,0.24,0.7,1.0,2.0,1.0,2.0,2.0,8.0,513.0,510.0
6.0,1.0,0.0,0.0896,0.2879,0.26,0.56,1.0,2.0,1.0,2.0,2.0,9.0,262.0,256.0
8.0,1.0,0.0,0.1343,0.2727,0.26,0.6,1.0,2.0,1.0,2.0,2.0,10.0,98.0,90.0
5.0,1.0,0.0,0.1642,0.303,0.3,0.45,1.0,2.0,1.0,2.0,2.0,11.0,112.0,107.0
10.0,1.0,0.0,0.2239,0.2879,0.3,0.52,1.0,2.0,1.0,2.0,2.0,12.0,172.0,162.0
6.0,1.0,0.0,0.2537,0.3333,0.36,0.4,1.0,2.0,1.0,2.0,2.0,13.0,173.0,167.0
13.0,1.0,0.0,0.2239,0.4091,0.4,0.4,1.0,1.0,1.0,2.0,2.0,14.0,124.0,111.0
7.0,1.0,0.0,0.4478,0.4242,0.42,0.38,1.0,2.0,1.0,2.0,2.0,15.0,145.0,138.0
15.0,1.0,0.0,0.2985,0.4242,0.42,0.35,1.0,1.0,1.0,2.0,2.0,16.0,266.0,251.0
19.0,1.0,0.0,0.3582,0.4242,0.42,0.38,1.0,1.0,1.0,2.0,2.0,17.0,523.0,504.0
8.0,1.0,0.0,0.2985,0.3939,0.38,0.46,1.0,2.0,1.0,2.0,2.0,18.0,406.0,398.0
11.0,1.0,0.0,0.1642,0.3485,0.36,0.5,1.0,2.0,1.0,2.0,2.0,19.0,281.0,270.0
6.0,1.0,0.0,0.1343,0.3939,0.38,0.46,1.0,2.0,1.0,2.0,2.0,20.0,184.0,178.0
4.0,1.0,0.0,0.1045,0.3636,0.36,0.5,1.0,2.0,1.0,2.0,2.0,21.0,109.0,105.0
5.0,1.0,0.0,0.1045,0.3636,0.36,0.5,1.0,2.0,1.0,2.0,2.0,22.0,77.0,72.0
2.0,1.0,0.0,0.0896,0.3636,0.36,0.5,1.0,2.0,1.0,2.0,2.0,23.0,57.0,55.0
0.0,1.0,0.0,0.0,0.3485,0.32,0.57,1.0,1.0,1.0,3.0,2.0,0.0,22.0,22.0
0.0,1.0,0.0,0.0,0.3636,0.34,0.53,1.0,1.0,1.0,3.0,2.0,1.0,5.0,5.0
0.0,1.0,0.0,0.0,0.3333,0.3,0.61,1.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0
0.0,1.0,0.0,0.0,0.3182,0.28,0.75,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0
0.0,1.0,0.0,0.1045,0.2879,0.28,0.7,1.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0
0.0,1.0,0.0,0.1045,0.2879,0.28,0.7,1.0,1.0,1.0,3.0,2.0,5.0,25.0,25.0
3.0,1.0,0.0,0.1343,0.303,0.3,0.61,1.0,1.0,1.0,3.0,2.0,6.0,95.0,92.0
3.0,1.0,0.0,0.194,0.2879,0.3,0.65,1.0,2.0,1.0,3.0,2.0,7.0,321.0,318.0
7.0,1.0,0.0,0.3582,0.2879,0.32,0.61,1.0,1.0,1.0,3.0,2.0,8.0,515.0,508.0
5.0,1.0,0.0,0.3284,0.303,0.32,0.61,1.0,1.0,1.0,3.0,2.0,9.0,231.0,226.0
12.0,1.0,0.0,0.2985,0.303,0.34,0.57,1.0,1.0,1.0,3.0,2.0,10.0,120.0,108.0
13.0,1.0,0.0,0.2836,0.3333,0.36,0.53,1.0,1.0,1.0,3.0,2.0,11.0,138.0,125.0
11.0,1.0,0.0,0.3881,0.3939,0.38,0.46,1.0,1.0,1.0,3.0,2.0,12.0,163.0,152.0
11.0,1.0,0.0,0.2836,0.4091,0.4,0.43,1.0,1.0,1.0,3.0,2.0,13.0,170.0,159.0
6.0,1.0,0.0,0.3582,0.4242,0.42,0.41,1.0,1.0,1.0,3.0,2.0,14.0,134.0,128.0
7.0,1.0,0.0,0.2239,0.4242,0.42,0.41,1.0,1.0,1.0,3.0,2.0,15.0,171.0,164.0
9.0,1.0,0.0,0.194,0.4242,0.42,0.38,1.0,1.0,1.0,3.0,2.0,16.0,231.0,222.0
17.0,1.0,0.0,0.194,0.4242,0.42,0.38,1.0,1.0,1.0,3.0,2.0,17.0,487.0,470.0
9.0,1.0,0.0,0.2239,0.4091,0.4,0.4,1.0,1.0,1.0,3.0,2.0,18.0,468.0,459.0
9.0,1.0,0.0,0.1642,0.3939,0.38,0.43,1.0,1.0,1.0,3.0,2.0,19.0,311.0,302.0
4.0,1.0,0.0,0.1642,0.3485,0.36,0.46,1.0,1.0,1.0,3.0,2.0,20.0,211.0,207.0
8.0,1.0,0.0,0.1642,0.3333,0.34,0.53,1.0,1.0,1.0,3.0,2.0,21.0,178.0,170.0
3.0,1.0,0.0,0.1045,0.3485,0.34,0.49,1.0,1.0,1.0,3.0,2.0,22.0,107.0,104.0
4.0,1.0,0.0,0.0896,0.3485,0.34,0.53,1.0,1.0,1.0,3.0,2.0,23.0,58.0,54.0
1.0,1.0,0.0,0.1343,0.303,0.3,0.7,1.0,2.0,1.0,4.0,2.0,0.0,23.0,22.0
0.0,1.0,0.0,0.0,0.3333,0.3,0.7,1.0,2.0,1.0,4.0,2.0,1.0,5.0,5.0
1.0,1.0,0.0,0.0896,0.3182,0.3,0.7,1.0,2.0,1.0,4.0,2.0,2.0,7.0,6.0
0.0,1.0,0.0,0.0,0.3333,0.3,0.61,1.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0
0.0,1.0,0.0,0.0896,0.3182,0.3,0.7,1.0,3.0,1.0,4.0,2.0,4.0,3.0,3.0
0.0,1.0,0.0,0.0,0.3333,0.3,0.7,1.0,2.0,1.0,4.0,2.0,5.0,20.0,20.0
4.0,1.0,0.0,0.0896,0.3182,0.3,0.7,1.0,2.0,1.0,4.0,2.0,6.0,87.0,83.0
3.0,1.0,0.0,0.1343,0.303,0.3,0.7,1.0,2.0,1.0,4.0,2.0,7.0,288.0,285.0
9.0,1.0,0.0,0.0896,0.3182,0.3,0.7,1.0,2.0,1.0,4.0,2.0,8.0,498.0,489.0
3.0,1.0,0.0,0.1642,0.303,0.3,0.7,1.0,2.0,1.0,4.0,2.0,9.0,202.0,199.0
2.0,1.0,0.0,0.1343,0.3333,0.32,0.7,1.0,3.0,1.0,4.0,2.0,10.0,44.0,42.0
2.0,1.0,0.0,0.1045,0.3333,0.32,0.7,1.0,3.0,1.0,4.0,2.0,11.0,71.0,69.0
1.0,1.0,0.0,0.0896,0.3333,0.32,0.76,1.0,3.0,1.0,4.0,2.0,12.0,45.0,44.0
2.0,1.0,0.0,0.2537,0.3182,0.34,0.71,1.0,3.0,1.0,4.0,2.0,13.0,64.0,62.0
1.0,1.0,0.0,0.194,0.3182,0.32,0.81,1.0,3.0,1.0,4.0,2.0,14.0,31.0,30.0
3.0,1.0,0.0,0.0,0.3636,0.34,0.76,1.0,3.0,1.0,4.0,2.0,15.0,53.0,50.0
8.0,1.0,0.0,0.0,0.3636,0.34,0.81,1.0,3.0,1.0,4.0,2.0,16.0,118.0,110.0
8.0,1.0,0.0,0.0,0.3636,0.34,0.87,1.0,3.0,1.0,4.0,2.0,17.0,289.0,281.0
8.0,1.0,0.0,0.1343,0.3333,0.34,0.87,1.0,3.0,1.0,4.0,2.0,18.0,353.0,345.0
4.0,1.0,0.0,0.1642,0.3182,0.32,0.87,1.0,2.0,1.0,4.0,2.0,19.0,258.0,254.0
5.0,1.0,0.0,0.1343,0.3333,0.32,0.87,1.0,2.0,1.0,4.0,2.0,20.0,216.0,211.0
3.0,1.0,0.0,0.1045,0.3485,0.34,0.81,1.0,2.0,1.0,4.0,2.0,21.0,145.0,142.0
3.0,1.0,0.0,0.0,0.3485,0.32,0.81,1.0,2.0,1.0,4.0,2.0,22.0,111.0,108.0
3.0,1.0,0.0,0.0896,0.3333,0.32,0.81,1.0,1.0,1.0,4.0,2.0,23.0,73.0,70.0
2.0,1.0,0.0,0.0,0.3333,0.3,0.87,1.0,2.0,1.0,5.0,2.0,0.0,34.0,32.0
2.0,1.0,0.0,0.0,0.3333,0.3,0.93,1.0,2.0,1.0,5.0,2.0,1.0,18.0,16.0
1.0,1.0,0.0,0.1045,0.3182,0.3,0.93,1.0,2.0,1.0,5.0,2.0,2.0,12.0,11.0
0.0,1.0,0.0,0.1045,0.2879,0.28,0.93,1.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0
0.0,1.0,0.0,0.194,0.2727,0.28,0.93,1.0,2.0,1.0,5.0,2.0,4.0,1.0,1.0
0.0,1.0,0.0,0.1642,0.2727,0.28,0.93,1.0,2.0,1.0,5.0,2.0,5.0,16.0,16.0
1.0,1.0,0.0,0.1343,0.2879,0.28,0.96,1.0,2.0,1.0,5.0,2.0,6.0,71.0,70.0
4.0,1.0,0.0,0.1045,0.2879,0.28,0.93,1.0,2.0,1.0,5.0,2.0,7.0,226.0,222.0
4.0,1.0,0.0,0.0,0.303,0.26,1.0,1.0,2.0,1.0,5.0,2.0,8.0,520.0,516.0
8.0,1.0,0.0,0.0,0.303,0.26,1.0,1.0,2.0,1.0,5.0,2.0,9.0,283.0,275.0
13.0,1.0,0.0,0.2836,0.3182,0.34,0.71,1.0,1.0,1.0,5.0,2.0,10.0,116.0,103.0
9.0,1.0,0.0,0.4179,0.3333,0.36,0.62,1.0,1.0,1.0,5.0,2.0,11.0,142.0,133.0
21.0,1.0,0.0,0.3881,0.3939,0.38,0.46,1.0,1.0,1.0,5.0,2.0,12.0,198.0,177.0
34.0,1.0,0.0,0.3582,0.4091,0.4,0.43,1.0,1.0,1.0,5.0,2.0,13.0,205.0,171.0
33.0,1.0,0.0,0.3582,0.4091,0.4,0.37,1.0,1.0,1.0,5.0,2.0,14.0,170.0,137.0
41.0,1.0,0.0,0.4179,0.4242,0.42,0.35,1.0,1.0,1.0,5.0,2.0,15.0,221.0,180.0
56.0,1.0,0.0,0.2985,0.4242,0.42,0.32,1.0,1.0,1.0,5.0,2.0,16.0,307.0,251.0
36.0,1.0,0.0,0.3284,0.4242,0.42,0.32,1.0,1.0,1.0,5.0,2.0,17.0,465.0,429.0
15.0,1.0,0.0,0.2537,0.4091,0.4,0.35,1.0,1.0,1.0,5.0,2.0,18.0,377.0,362.0
16.0,1.0,0.0,0.2239,0.3939,0.38,0.37,1.0,1.0,1.0,5.0,2.0,19.0,282.0,266.0
13.0,1.0,0.0,0.194,0.4091,0.4,0.35,1.0,1.0,1.0,5.0,2.0,20.0,171.0,158.0
15.0,1.0,0.0,0.194,0.3939,0.38,0.37,1.0,1.0,1.0,5.0,2.0,21.0,129.0,114.0
15.0,1.0,0.0,0.2239,0.3485,0.36,0.4,1.0,1.0,1.0,5.0,2.0,22.0,107.0,92.0
10.0,1.0,0.0,0.194,0.3485,0.36,0.4,1.0,1.0,1.0,5.0,2.0,23.0,82.0,72.0
5.0,1.0,0.0,0.1642,0.3333,0.34,0.42,0.0,1.0,1.0,6.0,2.0,0.0,86.0,81.0
7.0,1.0,0.0,0.1642,0.3182,0.32,0.49,0.0,1.0,1.0,6.0,2.0,1.0,45.0,38.0
6.0,1.0,0.0,0.2537,0.2879,0.3,0.61,0.0,1.0,1.0,6.0,2.0,2.0,45.0,39.0
3.0,1.0,0.0,0.1045,0.2879,0.28,0.65,0.0,1.0,1.0,6.0,2.0,3.0,18.0,15.0
3.0,1.0,0.0,0.0,0.303,0.26,0.7,0.0,1.0,1.0,6.0,2.0,4.0,7.0,4.0
0.0,1.0,0.0,0.0896,0.2576,0.24,0.7,0.0,1.0,1.0,6.0,2.0,5.0,1.0,1.0
1.0,1.0,0.0,0.0,0.2879,0.24,0.7,0.0,1.0,1.0,6.0,2.0,6.0,9.0,8.0
8.0,1.0,0.0,0.0,0.2879,0.24,0.7,0.0,1.0,1.0,6.0,2.0,7.0,41.0,33.0
10.0,1.0,0.0,0.0,0.2727,0.22,0.87,0.0,1.0,1.0,6.0,2.0,8.0,102.0,92.0
22.0,1.0,0.0,0.1045,0.2424,0.22,0.8,0.0,1.0,1.0,6.0,2.0,9.0,138.0,116.0
48.0,1.0,0.0,0.1045,0.2727,0.26,0.81,0.0,1.0,1.0,6.0,2.0,10.0,205.0,157.0
102.0,1.0,0.0,0.1343,0.3333,0.32,0.57,0.0,1.0,1.0,6.0,2.0,11.0,286.0,184.0
128.0,1.0,0.0,0.194,0.3485,0.36,0.43,0.0,1.0,1.0,6.0,2.0,12.0,369.0,241.0
165.0,1.0,0.0,0.2836,0.4091,0.4,0.43,0.0,1.0,1.0,6.0,2.0,13.0,384.0,219.0
183.0,1.0,0.0,0.3582,0.4394,0.44,0.35,0.0,1.0,1.0,6.0,2.0,14.0,427.0,244.0
229.0,1.0,0.0,0.2537,0.4242,0.42,0.41,0.0,1.0,1.0,6.0,2.0,15.0,499.0,270.0
186.0,1.0,0.0,0.3284,0.4394,0.44,0.44,0.0,1.0,1.0,6.0,2.0,16.0,404.0,218.0
142.0,1.0,0.0,0.2836,0.4697,0.48,0.36,0.0,1.0,1.0,6.0,2.0,17.0,364.0,222.0
70.0,1.0,0.0,0.2985,0.4545,0.46,0.38,0.0,1.0,1.0,6.0,2.0,18.0,246.0,176.0
38.0,1.0,0.0,0.1642,0.4394,0.44,0.44,0.0,1.0,1.0,6.0,2.0,19.0,188.0,150.0
25.0,1.0,0.0,0.1642,0.4394,0.44,0.44,0.0,1.0,1.0,6.0,2.0,20.0,148.0,123.0
25.0,1.0,0.0,0.2985,0.4394,0.44,0.33,0.0,1.0,1.0,6.0,2.0,21.0,114.0,89.0
17.0,1.0,0.0,0.4478,0.4091,0.4,0.4,0.0,1.0,1.0,6.0,2.0,22.0,118.0,101.0
12.0,1.0,0.0,0.3881,0.3333,0.36,0.4,0.0,2.0,1.0,6.0,2.0,23.0,74.0,62.0
9.0,1.0,0.0,0.3582,0.303,0.34,0.39,0.0,2.0,1.0,0.0,2.0,0.0,74.0,65.0
10.0,1.0,0.0,0.2537,0.303,0.32,0.39,0.0,2.0,1.0,0.0,2.0,1.0,72.0,62.0
3.0,1.0,0.0,0.2836,0.2879,0.3,0.36,0.0,2.0,1.0,0.0,2.0,2.0,48.0,45.0
3.0,1.0,0.0,0.2239,0.2879,0.3,0.36,0.0,2.0,1.0,0.0,2.0,3.0,15.0,12.0
0.0,1.0,0.0,0.3881,0.2576,0.28,0.41,0.0,2.0,1.0,0.0,2.0,4.0,3.0,3.0
1.0,1.0,0.0,0.2985,0.2273,0.26,0.48,0.0,2.0,1.0,0.0,2.0,5.0,2.0,1.0
0.0,1.0,0.0,0.3284,0.2121,0.24,0.52,0.0,1.0,1.0,0.0,2.0,6.0,5.0,5.0
2.0,1.0,0.0,0.2836,0.2121,0.24,0.52,0.0,2.0,1.0,0.0,2.0,7.0,14.0,12.0
8.0,1.0,0.0,0.194,0.2273,0.24,0.56,0.0,2.0,1.0,0.0,2.0,8.0,56.0,48.0
20.0,1.0,0.0,0.2537,0.2273,0.24,0.56,0.0,2.0,1.0,0.0,2.0,9.0,93.0,73.0
49.0,1.0,0.0,0.2537,0.2424,0.26,0.52,0.0,2.0,1.0,0.0,2.0,10.0,191.0,142.0
82.0,1.0,0.0,0.3284,0.2273,0.26,0.56,0.0,2.0,1.0,0.0,2.0,11.0,226.0,144.0
71.0,1.0,0.0,0.2537,0.2727,0.28,0.52,0.0,2.0,1.0,0.0,2.0,12.0,255.0,184.0
64.0,1.0,0.0,0.1642,0.303,0.3,0.49,0.0,1.0,1.0,0.0,2.0,13.0,261.0,197.0
48.0,1.0,0.0,0.194,0.3182,0.32,0.45,0.0,2.0,1.0,0.0,2.0,14.0,237.0,189.0
85.0,1.0,0.0,0.194,0.2879,0.3,0.49,0.0,2.0,1.0,0.0,2.0,15.0,253.0,168.0
62.0,1.0,0.0,0.2836,0.303,0.32,0.45,0.0,2.0,1.0,0.0,2.0,16.0,212.0,150.0
22.0,1.0,0.0,0.2537,0.2879,0.3,0.49,0.0,2.0,1.0,0.0,2.0,17.0,157.0,135.0
23.0,1.0,0.0,0.3284,0.2727,0.3,0.49,0.0,2.0,1.0,0.0,2.0,18.0,167.0,144.0
18.0,1.0,0.0,0.2537,0.2879,0.3,0.52,0.0,2.0,1.0,0.0,2.0,19.0,119.0,101.0
22.0,1.0,0.0,0.2836,0.2879,0.3,0.52,0.0,2.0,1.0,0.0,2.0,20.0,103.0,81.0
3.0,1.0,0.0,0.1642,0.2576,0.26,0.65,0.0,3.0,1.0,0.0,2.0,21.0,36.0,33.0
8.0,1.0,0.0,0.0896,0.2576,0.24,0.75,0.0,3.0,1.0,0.0,2.0,22.0,55.0,47.0
5.0,1.0,0.0,0.1642,0.2273,0.22,0.93,0.0,2.0,1.0,0.0,2.0,23.0,35.0,30.0
5.0,1.0,1.0,0.0896,0.2576,0.24,0.87,0.0,2.0,1.0,1.0,2.0,0.0,41.0,36.0
3.0,1.0,1.0,0.0896,0.2576,0.24,0.87,0.0,2.0,1.0,1.0,2.0,1.0,15.0,12.0
1.0,1.0,1.0,0.0896,0.2576,0.24,0.87,0.0,2.0,1.0,1.0,2.0,2.0,20.0,19.0
0.0,1.0,1.0,0.194,0.2273,0.24,0.81,0.0,2.0,1.0,1.0,2.0,3.0,8.0,8.0
0.0,1.0,1.0,0.3582,0.2121,0.24,0.6,0.0,2.0,1.0,1.0,2.0,5.0,6.0,6.0
1.0,1.0,1.0,0.4179,0.197,0.24,0.52,0.0,1.0,1.0,1.0,2.0,6.0,10.0,9.0
2.0,1.0,1.0,0.3284,0.197,0.22,0.55,0.0,2.0,1.0,1.0,2.0,7.0,44.0,42.0
9.0,1.0,1.0,0.3582,0.1818,0.2,0.59,0.0,1.0,1.0,1.0,2.0,8.0,120.0,111.0
12.0,1.0,1.0,0.3582,0.1818,0.2,0.59,0.0,1.0,1.0,1.0,2.0,9.0,110.0,98.0
30.0,1.0,1.0,0.4478,0.197,0.22,0.55,0.0,1.0,1.0,1.0,2.0,10.0,143.0,113.0
45.0,1.0,1.0,0.3582,0.2273,0.26,0.48,0.0,1.0,1.0,1.0,2.0,11.0,208.0,163.0
65.0,1.0,1.0,0.2239,0.2727,0.28,0.45,0.0,1.0,1.0,1.0,2.0,12.0,281.0,216.0
66.0,1.0,1.0,0.2836,0.2879,0.3,0.42,0.0,1.0,1.0,1.0,2.0,13.0,312.0,246.0
57.0,1.0,1.0,0.194,0.3182,0.32,0.36,0.0,1.0,1.0,1.0,2.0,14.0,263.0,206.0
54.0,1.0,1.0,0.2239,0.3182,0.34,0.34,0.0,1.0,1.0,1.0,2.0,15.0,289.0,235.0
64.0,1.0,1.0,0.1045,0.3788,0.36,0.29,0.0,1.0,1.0,1.0,2.0,16.0,280.0,216.0
