temp,hum,weekday,yr,cnt,registered,season,hr,workingday,atemp,holiday,casual,weathersit,mnth,windspeed
0.5,0.68,0.0,1.0,10.0,6.0,2.0,5.0,0.0,0.4848,0.0,4.0,1.0,4.0,0.1642
0.5,0.63,0.0,1.0,16.0,11.0,2.0,6.0,0.0,0.4848,0.0,5.0,1.0,4.0,0.1343
0.5,0.63,0.0,1.0,46.0,30.0,2.0,7.0,0.0,0.4848,0.0,16.0,1.0,4.0,0.1045
0.52,0.59,0.0,1.0,97.0,64.0,2.0,8.0,0.0,0.5,0.0,33.0,1.0,4.0,0.0
0.54,0.56,0.0,1.0,251.0,154.0,2.0,9.0,0.0,0.5152,0.0,97.0,1.0,4.0,0.2239
0.58,0.53,0.0,1.0,421.0,235.0,2.0,10.0,0.0,0.5455,0.0,186.0,1.0,4.0,0.2239
0.62,0.46,0.0,1.0,528.0,301.0,2.0,11.0,0.0,0.6212,0.0,227.0,1.0,4.0,0.2985
0.64,0.44,0.0,1.0,635.0,360.0,2.0,12.0,0.0,0.6212,0.0,275.0,1.0,4.0,0.2836
0.66,0.44,0.0,1.0,681.0,383.0,2.0,13.0,0.0,0.6212,0.0,298.0,1.0,4.0,0.2836
0.7,0.39,0.0,1.0,628.0,346.0,2.0,14.0,0.0,0.6364,0.0,282.0,1.0,4.0,0.2836
0.7,0.39,0.0,1.0,617.0,351.0,2.0,15.0,0.0,0.6364,0.0,266.0,1.0,4.0,0.3881
0.72,0.39,0.0,1.0,616.0,330.0,2.0,16.0,0.0,0.6515,0.0,286.0,1.0,4.0,0.3582
0.7,0.42,0.0,1.0,623.0,361.0,2.0,17.0,0.0,0.6364,0.0,262.0,1.0,4.0,0.3284
0.7,0.42,0.0,1.0,479.0,295.0,2.0,18.0,0.0,0.6364,0.0,184.0,1.0,4.0,0.2537
0.7,0.42,0.0,1.0,379.0,265.0,2.0,19.0,0.0,0.6364,0.0,114.0,1.0,4.0,0.2537
0.64,0.5,0.0,1.0,291.0,205.0,2.0,20.0,0.0,0.6212,0.0,86.0,1.0,4.0,0.2239
0.62,0.57,0.0,1.0,229.0,153.0,2.0,21.0,0.0,0.6212,0.0,76.0,1.0,4.0,0.2537
0.68,0.44,0.0,1.0,134.0,97.0,2.0,22.0,0.0,0.6364,0.0,37.0,1.0,4.0,0.3582
0.66,0.5,0.0,1.0,90.0,65.0,2.0,23.0,0.0,0.6212,0.0,25.0,1.0,4.0,0.3881
0.64,0.53,1.0,1.0,41.0,26.0,2.0,0.0,0.0,0.6212,1.0,15.0,1.0,4.0,0.3284
0.62,0.61,1.0,1.0,28.0,21.0,2.0,1.0,0.0,0.6061,1.0,7.0,1.0,4.0,0.3582
0.6,0.64,1.0,1.0,14.0,9.0,2.0,2.0,0.0,0.6061,1.0,5.0,1.0,4.0,0.2537
0.58,0.68,1.0,1.0,8.0,5.0,2.0,3.0,0.0,0.5455,1.0,3.0,1.0,4.0,0.194
0.54,0.77,1.0,1.0,6.0,6.0,2.0,4.0,0.0,0.5152,1.0,0.0,1.0,4.0,0.2239
0.54,0.77,1.0,1.0,38.0,34.0,2.0,5.0,0.0,0.5152,1.0,4.0,1.0,4.0,0.2239
0.52,0.83,1.0,1.0,133.0,123.0,2.0,6.0,0.0,0.5,1.0,10.0,1.0,4.0,0.1642
0.52,0.83,1.0,1.0,387.0,367.0,2.0,7.0,0.0,0.5,1.0,20.0,1.0,4.0,0.1343
0.56,0.83,1.0,1.0,597.0,549.0,2.0,8.0,0.0,0.5303,1.0,48.0,2.0,4.0,0.1642
0.62,0.69,1.0,1.0,297.0,238.0,2.0,9.0,0.0,0.6061,1.0,59.0,1.0,4.0,0.2239
0.62,0.69,1.0,1.0,224.0,149.0,2.0,10.0,0.0,0.6061,1.0,75.0,1.0,4.0,0.2537
0.64,0.65,1.0,1.0,251.0,136.0,2.0,11.0,0.0,0.6061,1.0,115.0,1.0,4.0,0.2537
0.68,0.57,1.0,1.0,271.0,196.0,2.0,12.0,0.0,0.6364,1.0,75.0,1.0,4.0,0.2537
0.74,0.45,1.0,1.0,263.0,184.0,2.0,13.0,0.0,0.6667,1.0,79.0,1.0,4.0,0.2985
0.76,0.45,1.0,1.0,288.0,183.0,2.0,14.0,0.0,0.6818,1.0,105.0,1.0,4.0,0.3284
0.8,0.33,1.0,1.0,275.0,194.0,2.0,15.0,0.0,0.697,1.0,81.0,1.0,4.0,0.4478
0.8,0.33,1.0,1.0,358.0,266.0,2.0,16.0,0.0,0.697,1.0,92.0,1.0,4.0,0.4627
0.8,0.33,1.0,1.0,712.0,601.0,2.0,17.0,0.0,0.697,1.0,111.0,1.0,4.0,0.3881
0.8,0.31,1.0,1.0,676.0,589.0,2.0,18.0,0.0,0.697,1.0,87.0,1.0,4.0,0.3881
0.76,0.35,1.0,1.0,522.0,461.0,2.0,19.0,0.0,0.6667,1.0,61.0,1.0,4.0,0.3881
0.74,0.37,1.0,1.0,375.0,327.0,2.0,20.0,0.0,0.6515,1.0,48.0,1.0,4.0,0.2985
0.68,0.51,1.0,1.0,271.0,232.0,2.0,21.0,0.0,0.6364,1.0,39.0,1.0,4.0,0.2537
0.68,0.51,1.0,1.0,214.0,179.0,2.0,22.0,0.0,0.6364,1.0,35.0,1.0,4.0,0.2537
0.7,0.45,1.0,1.0,121.0,97.0,2.0,23.0,0.0,0.6364,1.0,24.0,1.0,4.0,0.2985
0.66,0.54,2.0,1.0,43.0,33.0,2.0,0.0,1.0,0.6212,0.0,10.0,1.0,4.0,0.194
0.64,0.57,2.0,1.0,11.0,5.0,2.0,1.0,1.0,0.6212,0.0,6.0,1.0,4.0,0.1642
0.56,0.83,2.0,1.0,4.0,3.0,2.0,2.0,1.0,0.5303,0.0,1.0,1.0,4.0,0.1045
0.56,0.83,2.0,1.0,6.0,6.0,2.0,3.0,1.0,0.5303,0.0,0.0,1.0,4.0,0.0896
0.66,0.44,2.0,1.0,9.0,6.0,2.0,4.0,1.0,0.6212,0.0,3.0,1.0,4.0,0.2239
0.6,0.53,2.0,1.0,30.0,29.0,2.0,5.0,1.0,0.6212,0.0,1.0,1.0,4.0,0.2537
0.6,0.46,2.0,1.0,144.0,136.0,2.0,6.0,1.0,0.6212,0.0,8.0,1.0,4.0,0.2537
0.6,0.43,2.0,1.0,461.0,443.0,2.0,7.0,1.0,0.6212,0.0,18.0,1.0,4.0,0.2537
0.6,0.43,2.0,1.0,673.0,631.0,2.0,8.0,1.0,0.6212,0.0,42.0,1.0,4.0,0.2239
0.6,0.38,2.0,1.0,400.0,329.0,2.0,9.0,1.0,0.6212,0.0,71.0,1.0,4.0,0.4925
0.6,0.38,2.0,1.0,217.0,165.0,2.0,10.0,1.0,0.6212,0.0,52.0,1.0,4.0,0.4179
0.6,0.33,2.0,1.0,239.0,174.0,2.0,11.0,1.0,0.6212,0.0,65.0,1.0,4.0,0.4179
0.6,0.33,2.0,1.0,244.0,179.0,2.0,12.0,1.0,0.6212,0.0,65.0,1.0,4.0,0.3582
0.62,0.29,2.0,1.0,239.0,187.0,2.0,13.0,1.0,0.6212,0.0,52.0,1.0,4.0,0.2537
0.64,0.27,2.0,1.0,257.0,198.0,2.0,14.0,1.0,0.6212,0.0,59.0,1.0,4.0,0.2836
0.66,0.24,2.0,1.0,308.0,217.0,2.0,15.0,1.0,0.6212,0.0,91.0,1.0,4.0,0.3284
0.68,0.22,2.0,1.0,370.0,320.0,2.0,16.0,1.0,0.6212,0.0,50.0,1.0,4.0,0.3582
0.64,0.25,2.0,1.0,781.0,673.0,2.0,17.0,1.0,0.6061,0.0,108.0,1.0,4.0,0.2985
0.64,0.25,2.0,1.0,775.0,670.0,2.0,18.0,1.0,0.6061,0.0,105.0,1.0,4.0,0.2836
0.6,0.26,2.0,1.0,537.0,464.0,2.0,19.0,1.0,0.6061,0.0,73.0,1.0,4.0,0.2537
0.6,0.23,2.0,1.0,402.0,358.0,2.0,20.0,1.0,0.6061,0.0,44.0,1.0,4.0,0.2836
0.56,0.26,2.0,1.0,297.0,260.0,2.0,21.0,1.0,0.5303,0.0,37.0,1.0,4.0,0.2985
0.54,0.3,2.0,1.0,162.0,144.0,2.0,22.0,1.0,0.5152,0.0,18.0,1.0,4.0,0.2537
0.54,0.32,2.0,1.0,82.0,72.0,2.0,23.0,1.0,0.5152,0.0,10.0,1.0,4.0,0.2239
0.54,0.32,3.0,1.0,38.0,35.0,2.0,0.0,1.0,0.5152,0.0,3.0,1.0,4.0,0.1642
0.52,0.34,3.0,1.0,14.0,13.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,4.0,0.194
0.5,0.42,3.0,1.0,9.0,8.0,2.0,2.0,1.0,0.4848,0.0,1.0,2.0,4.0,0.194
0.5,0.42,3.0,1.0,6.0,6.0,2.0,3.0,1.0,0.4848,0.0,0.0,2.0,4.0,0.2239
0.5,0.42,3.0,1.0,7.0,7.0,2.0,4.0,1.0,0.4848,0.0,0.0,2.0,4.0,0.2836
0.5,0.39,3.0,1.0,34.0,34.0,2.0,5.0,1.0,0.4848,0.0,0.0,2.0,4.0,0.2836
0.5,0.39,3.0,1.0,134.0,128.0,2.0,6.0,1.0,0.4848,0.0,6.0,2.0,4.0,0.2836
0.5,0.39,3.0,1.0,418.0,408.0,2.0,7.0,1.0,0.4848,0.0,10.0,2.0,4.0,0.194
0.5,0.39,3.0,1.0,576.0,551.0,2.0,8.0,1.0,0.4848,0.0,25.0,3.0,4.0,0.194
0.48,0.44,3.0,1.0,265.0,245.0,2.0,9.0,1.0,0.4697,0.0,20.0,3.0,4.0,0.2985
0.48,0.47,3.0,1.0,147.0,116.0,2.0,10.0,1.0,0.4697,0.0,31.0,3.0,4.0,0.2239
0.46,0.47,3.0,1.0,119.0,105.0,2.0,11.0,1.0,0.4545,0.0,14.0,3.0,4.0,0.2537
0.46,0.51,3.0,1.0,110.0,95.0,2.0,12.0,1.0,0.4545,0.0,15.0,3.0,4.0,0.1045
0.46,0.59,3.0,1.0,64.0,51.0,2.0,13.0,1.0,0.4545,0.0,13.0,3.0,4.0,0.0
0.44,0.72,3.0,1.0,51.0,43.0,2.0,14.0,1.0,0.4394,0.0,8.0,3.0,4.0,0.1045
0.42,0.77,3.0,1.0,98.0,88.0,2.0,15.0,1.0,0.4242,0.0,10.0,3.0,4.0,0.194
0.42,0.77,3.0,1.0,235.0,199.0,2.0,16.0,1.0,0.4242,0.0,36.0,2.0,4.0,0.2239
0.42,0.77,3.0,1.0,488.0,442.0,2.0,17.0,1.0,0.4242,0.0,46.0,2.0,4.0,0.194
0.42,0.77,3.0,1.0,505.0,478.0,2.0,18.0,1.0,0.4242,0.0,27.0,2.0,4.0,0.0
0.42,0.77,3.0,1.0,368.0,342.0,2.0,19.0,1.0,0.4242,0.0,26.0,2.0,4.0,0.1343
0.42,0.77,3.0,1.0,260.0,252.0,2.0,20.0,1.0,0.4242,0.0,8.0,2.0,4.0,0.1045
0.42,0.82,3.0,1.0,189.0,165.0,2.0,21.0,1.0,0.4242,0.0,24.0,2.0,4.0,0.0896
0.42,0.77,3.0,1.0,162.0,153.0,2.0,22.0,1.0,0.4242,0.0,9.0,2.0,4.0,0.0896
0.42,0.77,3.0,1.0,70.0,56.0,2.0,23.0,1.0,0.4242,0.0,14.0,2.0,4.0,0.0
0.42,0.77,4.0,1.0,25.0,20.0,2.0,0.0,1.0,0.4242,0.0,5.0,3.0,4.0,0.0
0.42,0.77,4.0,1.0,13.0,11.0,2.0,1.0,1.0,0.4242,0.0,2.0,3.0,4.0,0.1045
0.42,0.77,4.0,1.0,6.0,4.0,2.0,2.0,1.0,0.4242,0.0,2.0,2.0,4.0,0.0
0.42,0.77,4.0,1.0,4.0,3.0,2.0,3.0,1.0,0.4242,0.0,1.0,2.0,4.0,0.0
0.42,0.71,4.0,1.0,4.0,4.0,2.0,4.0,1.0,0.4242,0.0,0.0,2.0,4.0,0.0
0.4,0.82,4.0,1.0,30.0,30.0,2.0,5.0,1.0,0.4091,0.0,0.0,1.0,4.0,0.0
0.4,0.82,4.0,1.0,120.0,116.0,2.0,6.0,1.0,0.4091,0.0,4.0,2.0,4.0,0.1045
0.4,0.82,4.0,1.0,406.0,391.0,2.0,7.0,1.0,0.4091,0.0,15.0,2.0,4.0,0.1343
0.42,0.82,4.0,1.0,677.0,651.0,2.0,8.0,1.0,0.4242,0.0,26.0,2.0,4.0,0.1045
0.46,0.72,4.0,1.0,301.0,270.0,2.0,9.0,1.0,0.4545,0.0,31.0,2.0,4.0,0.0
0.48,0.63,4.0,1.0,189.0,143.0,2.0,10.0,1.0,0.4697,0.0,46.0,1.0,4.0,0.0896
0.52,0.48,4.0,1.0,229.0,183.0,2.0,11.0,1.0,0.5,0.0,46.0,1.0,4.0,0.0
0.54,0.49,4.0,1.0,264.0,213.0,2.0,12.0,1.0,0.5152,0.0,51.0,1.0,4.0,0.0
0.56,0.46,4.0,1.0,238.0,186.0,2.0,13.0,1.0,0.5303,0.0,52.0,1.0,4.0,0.0
0.58,0.43,4.0,1.0,237.0,183.0,2.0,14.0,1.0,0.5455,0.0,54.0,1.0,4.0,0.0
0.6,0.43,4.0,1.0,262.0,196.0,2.0,15.0,1.0,0.6212,0.0,66.0,1.0,4.0,0.0
0.62,0.41,4.0,1.0,387.0,324.0,2.0,16.0,1.0,0.6212,0.0,63.0,1.0,4.0,0.1045
0.6,0.43,4.0,1.0,748.0,663.0,2.0,17.0,1.0,0.6212,0.0,85.0,1.0,4.0,0.0896
0.6,0.43,4.0,1.0,776.0,677.0,2.0,18.0,1.0,0.6212,0.0,99.0,1.0,4.0,0.0896
0.58,0.46,4.0,1.0,586.0,516.0,2.0,19.0,1.0,0.5455,0.0,70.0,1.0,4.0,0.1343
0.56,0.49,4.0,1.0,404.0,352.0,2.0,20.0,1.0,0.5303,0.0,52.0,1.0,4.0,0.2239
0.52,0.55,4.0,1.0,267.0,240.0,2.0,21.0,1.0,0.5,0.0,27.0,1.0,4.0,0.1045
0.52,0.59,4.0,1.0,248.0,219.0,2.0,22.0,1.0,0.5,0.0,29.0,1.0,4.0,0.194
0.5,0.63,4.0,1.0,144.0,124.0,2.0,23.0,1.0,0.4848,0.0,20.0,1.0,4.0,0.1045
0.48,0.67,5.0,1.0,64.0,59.0,2.0,0.0,1.0,0.4697,0.0,5.0,1.0,4.0,0.1045
0.46,0.82,5.0,1.0,25.0,22.0,2.0,1.0,1.0,0.4545,0.0,3.0,1.0,4.0,0.194
0.44,0.88,5.0,1.0,21.0,18.0,2.0,2.0,1.0,0.4394,0.0,3.0,1.0,4.0,0.194
0.44,0.88,5.0,1.0,10.0,9.0,2.0,3.0,1.0,0.4394,0.0,1.0,1.0,4.0,0.1045
0.42,0.94,5.0,1.0,3.0,3.0,2.0,4.0,1.0,0.4242,0.0,0.0,1.0,4.0,0.1045
0.42,0.94,5.0,1.0,25.0,24.0,2.0,5.0,1.0,0.4242,0.0,1.0,1.0,4.0,0.0
0.42,0.88,5.0,1.0,113.0,105.0,2.0,6.0,1.0,0.4242,0.0,8.0,1.0,4.0,0.0
0.42,0.94,5.0,1.0,359.0,350.0,2.0,7.0,1.0,0.4242,0.0,9.0,1.0,4.0,0.0
0.44,0.94,5.0,1.0,700.0,668.0,2.0,8.0,1.0,0.4394,0.0,32.0,1.0,4.0,0.0
0.46,0.88,5.0,1.0,359.0,329.0,2.0,9.0,1.0,0.4545,0.0,30.0,1.0,4.0,0.0896
0.5,0.77,5.0,1.0,237.0,170.0,2.0,10.0,1.0,0.4848,0.0,67.0,1.0,4.0,0.194
0.54,0.68,5.0,1.0,254.0,190.0,2.0,11.0,1.0,0.5152,0.0,64.0,1.0,4.0,0.1642
0.58,0.53,5.0,1.0,362.0,260.0,2.0,12.0,1.0,0.5455,0.0,102.0,1.0,4.0,0.194
0.62,0.43,5.0,1.0,381.0,276.0,2.0,13.0,1.0,0.6212,0.0,105.0,1.0,4.0,0.194
0.64,0.44,5.0,1.0,394.0,238.0,2.0,14.0,1.0,0.6212,0.0,156.0,1.0,4.0,0.2239
0.64,0.47,5.0,1.0,407.0,262.0,2.0,15.0,1.0,0.6212,0.0,145.0,1.0,4.0,0.194
0.66,0.44,5.0,1.0,580.0,429.0,2.0,16.0,1.0,0.6212,0.0,151.0,1.0,4.0,0.194
0.64,0.47,5.0,1.0,819.0,697.0,2.0,17.0,1.0,0.6212,0.0,122.0,1.0,4.0,0.2836
0.62,0.5,5.0,1.0,668.0,558.0,2.0,18.0,1.0,0.6212,0.0,110.0,1.0,4.0,0.2836
0.6,0.53,5.0,1.0,492.0,410.0,2.0,19.0,1.0,0.6212,0.0,82.0,1.0,4.0,0.194
0.58,0.56,5.0,1.0,341.0,289.0,2.0,20.0,1.0,0.5455,0.0,52.0,1.0,4.0,0.1642
0.56,0.68,5.0,1.0,287.0,252.0,2.0,21.0,1.0,0.5303,0.0,35.0,1.0,4.0,0.1343
0.54,0.68,5.0,1.0,202.0,176.0,2.0,22.0,1.0,0.5152,0.0,26.0,1.0,4.0,0.2537
0.52,0.72,5.0,1.0,187.0,156.0,2.0,23.0,1.0,0.5,0.0,31.0,1.0,4.0,0.1343
0.52,0.77,6.0,1.0,142.0,111.0,2.0,0.0,0.0,0.5,0.0,31.0,1.0,4.0,0.2239
0.52,0.77,6.0,1.0,88.0,64.0,2.0,1.0,0.0,0.5,0.0,24.0,1.0,4.0,0.2239
0.52,0.77,6.0,1.0,81.0,69.0,2.0,2.0,0.0,0.5,0.0,12.0,1.0,4.0,0.1343
0.5,0.82,6.0,1.0,29.0,25.0,2.0,3.0,0.0,0.4848,0.0,4.0,1.0,4.0,0.2239
0.5,0.82,6.0,1.0,9.0,9.0,2.0,4.0,0.0,0.4848,0.0,0.0,1.0,4.0,0.2537
0.5,0.82,6.0,1.0,1.0,1.0,2.0,5.0,0.0,0.4848,0.0,0.0,1.0,4.0,0.2537
0.5,0.82,6.0,1.0,31.0,21.0,2.0,6.0,0.0,0.4848,0.0,10.0,1.0,4.0,0.2239
0.5,0.82,6.0,1.0,76.0,55.0,2.0,7.0,0.0,0.4848,0.0,21.0,1.0,4.0,0.2836
0.52,0.81,6.0,1.0,201.0,149.0,2.0,8.0,0.0,0.5,0.0,52.0,1.0,4.0,0.2537
0.54,0.77,6.0,1.0,331.0,216.0,2.0,9.0,0.0,0.5152,0.0,115.0,1.0,4.0,0.1642
0.6,0.64,6.0,1.0,482.0,299.0,2.0,10.0,0.0,0.6061,0.0,183.0,1.0,4.0,0.2836
0.62,0.61,6.0,1.0,608.0,348.0,2.0,11.0,0.0,0.6061,0.0,260.0,1.0,4.0,0.3284
0.64,0.57,6.0,1.0,640.0,378.0,2.0,12.0,0.0,0.6212,0.0,262.0,1.0,4.0,0.2239
0.66,0.54,6.0,1.0,649.0,358.0,2.0,13.0,0.0,0.6212,0.0,291.0,1.0,4.0,0.2239
0.7,0.45,6.0,1.0,609.0,331.0,2.0,14.0,0.0,0.6364,0.0,278.0,1.0,4.0,0.2836
0.72,0.39,6.0,1.0,628.0,361.0,2.0,15.0,0.0,0.6515,0.0,267.0,1.0,4.0,0.2537
0.7,0.42,6.0,1.0,639.0,372.0,2.0,16.0,0.0,0.6364,0.0,267.0,1.0,4.0,0.3284
0.74,0.3,6.0,1.0,568.0,309.0,2.0,17.0,0.0,0.6515,0.0,259.0,2.0,4.0,0.3881
0.68,0.47,6.0,1.0,416.0,283.0,2.0,18.0,0.0,0.6364,0.0,133.0,2.0,4.0,0.4925
0.56,0.73,6.0,1.0,54.0,45.0,2.0,19.0,0.0,0.5303,0.0,9.0,3.0,4.0,0.4925
0.5,0.82,6.0,1.0,39.0,34.0,2.0,20.0,0.0,0.4848,0.0,5.0,3.0,4.0,0.2985
0.5,0.82,6.0,1.0,102.0,82.0,2.0,21.0,0.0,0.4848,0.0,20.0,3.0,4.0,0.3881
0.48,0.82,6.0,1.0,110.0,90.0,2.0,22.0,0.0,0.4697,0.0,20.0,1.0,4.0,0.2985
0.46,0.82,6.0,1.0,91.0,73.0,2.0,23.0,0.0,0.4545,0.0,18.0,2.0,4.0,0.2836
0.46,0.82,0.0,1.0,117.0,85.0,2.0,0.0,0.0,0.4545,0.0,32.0,2.0,4.0,0.194
0.46,0.82,0.0,1.0,73.0,63.0,2.0,1.0,0.0,0.4545,0.0,10.0,2.0,4.0,0.3284
0.46,0.72,0.0,1.0,56.0,49.0,2.0,2.0,0.0,0.4545,0.0,7.0,1.0,4.0,0.2836
0.44,0.82,0.0,1.0,40.0,33.0,2.0,3.0,0.0,0.4394,0.0,7.0,2.0,4.0,0.1642
0.44,0.77,0.0,1.0,7.0,7.0,2.0,4.0,0.0,0.4394,0.0,0.0,2.0,4.0,0.1642
0.44,0.77,0.0,1.0,6.0,6.0,2.0,5.0,0.0,0.4394,0.0,0.0,2.0,4.0,0.2239
0.44,0.72,0.0,1.0,12.0,6.0,2.0,6.0,0.0,0.4394,0.0,6.0,2.0,4.0,0.3284
0.42,0.77,0.0,1.0,24.0,22.0,2.0,7.0,0.0,0.4242,0.0,2.0,3.0,4.0,0.3881
0.4,0.82,0.0,1.0,51.0,43.0,2.0,8.0,0.0,0.4091,0.0,8.0,3.0,4.0,0.2537
0.4,0.82,0.0,1.0,79.0,71.0,2.0,9.0,0.0,0.4091,0.0,8.0,3.0,4.0,0.2537
0.38,0.82,0.0,1.0,68.0,57.0,2.0,10.0,0.0,0.3939,0.0,11.0,3.0,4.0,0.3284
0.38,0.87,0.0,1.0,77.0,70.0,2.0,11.0,0.0,0.3939,0.0,7.0,3.0,4.0,0.2985
0.38,0.87,0.0,1.0,61.0,56.0,2.0,12.0,0.0,0.3939,0.0,5.0,3.0,4.0,0.3284
0.38,0.82,0.0,1.0,52.0,47.0,2.0,13.0,0.0,0.3939,0.0,5.0,3.0,4.0,0.3582
0.38,0.87,0.0,1.0,53.0,50.0,2.0,14.0,0.0,0.3939,0.0,3.0,3.0,4.0,0.3284
0.38,0.87,0.0,1.0,38.0,38.0,2.0,15.0,0.0,0.3939,0.0,0.0,3.0,4.0,0.3881
0.38,0.87,0.0,1.0,36.0,32.0,2.0,16.0,0.0,0.3939,0.0,4.0,3.0,4.0,0.4478
0.36,0.93,0.0,1.0,27.0,25.0,2.0,17.0,0.0,0.3182,0.0,2.0,3.0,4.0,0.4478
0.36,0.93,0.0,1.0,39.0,38.0,2.0,18.0,0.0,0.3182,0.0,1.0,3.0,4.0,0.4478
0.36,0.87,0.0,1.0,35.0,34.0,2.0,19.0,0.0,0.3182,0.0,1.0,3.0,4.0,0.5224
0.36,0.93,0.0,1.0,35.0,34.0,2.0,20.0,0.0,0.3333,0.0,1.0,3.0,4.0,0.4179
0.36,0.87,0.0,1.0,11.0,11.0,2.0,21.0,0.0,0.3333,0.0,0.0,3.0,4.0,0.3881
0.34,0.87,0.0,1.0,13.0,13.0,2.0,22.0,0.0,0.2879,0.0,0.0,3.0,4.0,0.5224
0.36,0.81,0.0,1.0,17.0,17.0,2.0,23.0,0.0,0.3182,0.0,0.0,3.0,4.0,0.4627
0.36,0.81,1.0,1.0,6.0,6.0,2.0,0.0,1.0,0.3333,0.0,0.0,3.0,4.0,0.4179
0.34,0.87,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.303,0.0,1.0,3.0,4.0,0.3582
0.32,0.87,1.0,1.0,4.0,3.0,2.0,2.0,1.0,0.303,0.0,1.0,2.0,4.0,0.3284
0.32,0.81,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.303,0.0,0.0,2.0,4.0,0.2836
0.3,0.81,1.0,1.0,3.0,3.0,2.0,4.0,1.0,0.2879,0.0,0.0,3.0,4.0,0.2836
0.3,0.81,1.0,1.0,14.0,14.0,2.0,5.0,1.0,0.2879,0.0,0.0,3.0,4.0,0.2836
0.3,0.81,1.0,1.0,45.0,43.0,2.0,6.0,1.0,0.2727,0.0,2.0,2.0,4.0,0.2985
0.3,0.81,1.0,1.0,207.0,206.0,2.0,7.0,1.0,0.2879,0.0,1.0,3.0,4.0,0.2537
0.3,0.75,1.0,1.0,482.0,471.0,2.0,8.0,1.0,0.2727,0.0,11.0,2.0,4.0,0.3284
0.3,0.75,1.0,1.0,272.0,255.0,2.0,9.0,1.0,0.2727,0.0,17.0,2.0,4.0,0.3881
0.32,0.7,1.0,1.0,100.0,88.0,2.0,10.0,1.0,0.303,0.0,12.0,2.0,4.0,0.3284
0.32,0.7,1.0,1.0,101.0,91.0,2.0,11.0,1.0,0.2879,0.0,10.0,2.0,4.0,0.3582
0.34,0.71,1.0,1.0,129.0,117.0,2.0,12.0,1.0,0.303,0.0,12.0,3.0,4.0,0.3582
0.34,0.66,1.0,1.0,107.0,98.0,2.0,13.0,1.0,0.303,0.0,9.0,3.0,4.0,0.3881
0.36,0.62,1.0,1.0,114.0,102.0,2.0,14.0,1.0,0.3182,0.0,12.0,3.0,4.0,0.4478
0.36,0.62,1.0,1.0,112.0,101.0,2.0,15.0,1.0,0.3333,0.0,11.0,2.0,4.0,0.3881
0.3,0.81,1.0,1.0,103.0,93.0,2.0,16.0,1.0,0.2727,0.0,10.0,3.0,4.0,0.3582
0.3,0.82,1.0,1.0,232.0,219.0,2.0,17.0,1.0,0.2727,0.0,13.0,3.0,4.0,0.3284
0.32,0.81,1.0,1.0,379.0,369.0,2.0,18.0,1.0,0.3333,0.0,10.0,3.0,4.0,0.1343
0.34,0.76,1.0,1.0,298.0,287.0,2.0,19.0,1.0,0.3182,0.0,11.0,2.0,4.0,0.2239
0.32,0.76,1.0,1.0,203.0,186.0,2.0,20.0,1.0,0.3182,0.0,17.0,2.0,4.0,0.1642
0.32,0.81,1.0,1.0,152.0,145.0,2.0,21.0,1.0,0.303,0.0,7.0,2.0,4.0,0.2239
0.32,0.76,1.0,1.0,89.0,71.0,2.0,22.0,1.0,0.3182,0.0,18.0,1.0,4.0,0.194
0.32,0.76,1.0,1.0,59.0,49.0,2.0,23.0,1.0,0.3182,0.0,10.0,1.0,4.0,0.1642
0.32,0.76,2.0,1.0,13.0,13.0,2.0,0.0,1.0,0.3333,0.0,0.0,2.0,4.0,0.1343
0.32,0.81,2.0,1.0,7.0,6.0,2.0,1.0,1.0,0.3333,0.0,1.0,2.0,4.0,0.1343
0.32,0.81,2.0,1.0,3.0,3.0,2.0,2.0,1.0,0.3182,0.0,0.0,1.0,4.0,0.194
0.32,0.81,2.0,1.0,2.0,2.0,2.0,3.0,1.0,0.303,0.0,0.0,1.0,4.0,0.2239
0.3,0.7,2.0,1.0,3.0,3.0,2.0,4.0,1.0,0.2879,0.0,0.0,1.0,4.0,0.194
0.3,0.7,2.0,1.0,22.0,22.0,2.0,5.0,1.0,0.2879,0.0,0.0,1.0,4.0,0.194
0.3,0.7,2.0,1.0,120.0,117.0,2.0,6.0,1.0,0.2879,0.0,3.0,1.0,4.0,0.2239
0.32,0.66,2.0,1.0,390.0,387.0,2.0,7.0,1.0,0.303,0.0,3.0,1.0,4.0,0.2836
0.34,0.61,2.0,1.0,611.0,599.0,2.0,8.0,1.0,0.3182,0.0,12.0,1.0,4.0,0.2537
0.4,0.47,2.0,1.0,308.0,302.0,2.0,9.0,1.0,0.4091,0.0,6.0,1.0,4.0,0.3582
0.42,0.47,2.0,1.0,162.0,129.0,2.0,10.0,1.0,0.4242,0.0,33.0,1.0,4.0,0.2985
0.46,0.31,2.0,1.0,184.0,157.0,2.0,11.0,1.0,0.4545,0.0,27.0,1.0,4.0,0.3881
0.48,0.29,2.0,1.0,224.0,188.0,2.0,12.0,1.0,0.4697,0.0,36.0,1.0,4.0,0.3881
0.5,0.29,2.0,1.0,224.0,189.0,2.0,13.0,1.0,0.4848,0.0,35.0,1.0,4.0,0.3881
0.5,0.25,2.0,1.0,216.0,166.0,2.0,14.0,1.0,0.4848,0.0,50.0,1.0,4.0,0.3881
