mcg,gvh,vac,erl,alm,nuc,pox,mit,class
0.77,0.72,0.51,0.5,0.48,0.22,0.0,0.26,EXC
0.44,0.42,0.5,0.5,0.57,0.25,0.0,0.22,NUC
0.74,0.74,0.5,0.5,0.51,0.22,0.0,0.27,EXC
0.39,0.81,0.51,0.5,0.35,0.45,0.0,0.28,ME3
0.53,0.54,0.53,0.5,0.43,0.31,0.0,0.18,NUC
0.38,0.45,0.52,0.5,0.37,0.3,0.0,0.19,ME3
0.4,0.37,0.48,0.5,0.54,0.22,0.0,0.13,NUC
0.31,0.3,0.55,0.5,0.34,0.3,0.0,0.19,ME3
0.5,0.42,0.48,0.5,0.57,0.27,0.0,0.49,NUC
0.59,0.61,0.51,0.5,0.51,0.38,0.0,0.62,MIT
0.45,0.4,0.51,0.5,0.43,0.48,0.0,0.22,NUC
0.47,0.54,0.52,0.5,0.53,0.36,0.0,0.77,MIT
0.77,0.78,0.33,0.5,0.51,0.22,0.0,0.28,EXC
0.74,0.71,0.27,0.5,0.52,0.22,0.0,0.3,EXC
0.77,0.73,0.34,0.5,0.51,0.22,0.0,0.27,EXC
0.47,0.61,0.49,0.5,0.5,0.22,0.0,0.23,ME3
0.78,0.69,0.54,0.5,0.44,0.22,0.0,0.26,ME1
0.49,0.6,0.5,0.5,0.3,0.43,0.0,0.34,ME3
0.27,0.56,0.52,0.5,0.3,0.39,0.0,0.14,ME3
0.4,0.39,0.51,0.5,0.33,0.31,0.0,0.17,VAC
0.55,0.51,0.56,0.5,0.54,0.22,0.0,0.2,CYT
0.95,0.71,0.31,0.5,0.27,0.22,0.0,0.39,ME2
0.97,0.71,0.35,0.5,0.29,0.22,0.0,0.42,ME2
0.44,0.43,0.55,0.5,0.34,0.4,0.0,0.21,ME3
0.39,0.49,0.52,0.5,0.3,0.31,0.0,0.19,ME3
0.38,0.48,0.5,0.5,0.51,0.32,0.0,0.13,NUC
0.37,0.51,0.51,0.5,0.39,0.27,0.0,0.18,ME3
0.27,0.49,0.49,0.5,0.36,0.26,0.0,0.26,ME3
0.49,0.48,0.55,0.5,0.52,0.22,0.0,0.2,NUC
0.36,0.39,0.5,0.5,0.54,0.28,0.0,0.16,NUC
0.54,0.53,0.49,0.5,0.48,0.33,0.0,0.14,NUC
0.37,0.48,0.52,0.5,0.5,0.39,0.0,0.26,NUC
0.25,0.39,0.5,0.5,0.5,0.28,0.0,0.23,NUC
0.49,0.71,0.58,0.5,0.54,0.22,0.0,0.13,NUC
0.56,0.5,0.53,0.5,0.56,0.27,0.0,0.26,NUC
0.41,0.53,0.54,0.5,0.41,0.25,0.0,0.15,NUC
0.5,0.45,0.28,0.5,0.53,0.22,0.0,0.21,NUC
0.46,0.37,0.48,0.5,0.48,0.22,0.0,0.36,POX
0.66,0.55,0.62,0.5,0.34,0.22,0.0,0.2,ME3
0.42,0.65,0.5,0.5,0.58,0.22,0.0,0.34,MIT
0.45,0.47,0.52,0.5,0.53,0.27,0.0,0.15,CYT
0.42,0.28,0.53,0.5,0.51,0.27,0.0,0.23,NUC
0.51,0.48,0.54,0.5,0.46,0.22,0.0,0.29,CYT
0.75,0.69,0.57,0.5,0.48,0.4,0.0,0.13,VAC
0.69,0.7,0.54,0.5,0.5,0.22,0.0,0.3,VAC
0.63,0.55,0.55,0.5,0.53,0.22,0.0,0.51,VAC
0.55,0.63,0.45,0.5,0.54,0.27,0.0,0.16,CYT
0.46,0.62,0.46,0.5,0.54,0.22,0.0,0.25,CYT
0.53,0.59,0.51,0.5,0.48,0.22,0.0,0.14,CYT
0.42,0.53,0.49,0.5,0.57,0.22,0.0,0.17,CYT
0.52,0.46,0.5,0.5,0.56,0.22,0.0,0.2,CYT
0.53,0.43,0.39,0.5,0.57,0.28,0.0,0.24,CYT
0.33,0.35,0.5,0.5,0.56,0.22,0.0,0.19,NUC
0.45,0.48,0.47,0.5,0.56,0.22,0.0,0.56,NUC
0.56,0.48,0.51,0.5,0.5,0.26,0.0,0.17,CYT
0.77,0.57,0.53,0.5,0.45,0.22,0.0,0.17,CYT
0.56,0.59,0.48,0.5,0.54,0.46,0.0,0.18,NUC
0.33,0.39,0.47,0.5,0.52,0.28,0.0,0.09,NUC
0.48,0.41,0.51,0.5,0.54,0.22,0.0,0.39,NUC
0.3,0.3,0.45,0.5,0.46,0.22,0.0,0.32,NUC
0.38,0.26,0.48,0.5,0.6,0.44,0.0,0.1,NUC
0.68,0.39,0.48,0.5,0.5,0.37,0.0,0.15,NUC
0.62,0.41,0.48,0.5,0.52,0.22,0.0,0.17,NUC
0.52,0.37,0.55,0.5,0.48,0.22,0.0,0.13,NUC
0.32,0.48,0.47,0.5,0.49,0.22,0.0,0.17,NUC
0.34,0.35,0.46,0.5,0.58,0.32,0.0,0.2,NUC
0.33,0.21,0.52,1.0,0.53,0.5,0.0,0.15,NUC
0.49,0.45,0.47,0.5,0.57,0.38,0.0,0.24,NUC
0.4,0.28,0.49,0.5,0.48,0.42,0.0,0.06,NUC
0.51,0.39,0.51,0.5,0.56,0.33,0.0,0.25,NUC
0.45,0.45,0.54,0.5,0.52,0.22,0.0,0.17,CYT
0.28,0.51,0.57,0.5,0.55,0.22,0.0,0.19,CYT
0.51,0.51,0.54,0.5,0.56,0.27,0.0,0.28,CYT
0.48,0.56,0.5,0.5,0.49,0.22,0.0,0.32,CYT
0.59,0.46,0.49,0.5,0.48,0.22,0.0,0.46,CYT
0.51,0.46,0.49,0.5,0.4,0.22,0.0,0.65,MIT
0.37,0.44,0.5,0.5,0.51,0.38,0.0,0.56,NUC
0.81,0.55,0.51,0.5,0.35,0.22,0.0,0.34,ME2
0.53,0.45,0.42,0.5,0.53,0.22,0.0,0.18,CYT
0.45,0.27,0.53,0.5,0.5,0.26,0.0,0.33,CYT
0.36,0.33,0.55,0.5,0.38,0.36,0.0,0.15,ME3
0.48,0.5,0.33,0.5,0.56,0.22,0.0,0.11,CYT
0.35,0.47,0.48,0.5,0.53,0.22,0.0,0.19,CYT
0.48,0.48,0.58,0.5,0.56,0.22,0.0,0.18,CYT
0.6,0.59,0.53,0.5,0.47,0.22,0.0,0.47,MIT
0.45,0.53,0.52,0.5,0.51,0.22,0.0,0.42,MIT
0.29,0.4,0.53,0.5,0.41,0.3,0.0,0.48,NUC
0.58,0.53,0.51,0.5,0.33,0.22,0.0,0.26,ME3
0.46,0.43,0.48,0.5,0.5,0.31,0.0,0.24,CYT
0.43,0.46,0.49,0.5,0.5,0.34,0.0,0.21,CYT
0.61,0.55,0.52,0.5,0.51,0.22,0.0,0.26,CYT
0.5,0.62,0.56,0.5,0.52,0.22,0.0,0.3,MIT
0.49,0.45,0.55,0.5,0.54,0.22,0.0,0.4,MIT
0.64,0.53,0.53,0.5,0.59,0.22,0.0,0.14,MIT
0.57,0.6,0.52,0.5,0.54,0.22,0.0,0.17,MIT
0.38,0.31,0.46,0.5,0.59,0.22,0.0,0.19,MIT
0.68,0.53,0.51,0.5,0.44,0.22,0.0,0.31,MIT
0.24,0.41,0.51,0.5,0.47,0.38,0.0,0.16,NUC
0.61,0.39,0.43,0.5,0.53,0.26,0.0,0.14,NUC
0.39,0.16,0.51,0.5,0.59,0.27,0.0,0.08,NUC
0.33,0.28,0.46,0.5,0.5,0.61,0.0,0.4,NUC
0.51,0.55,0.5,0.5,0.56,0.38,0.0,0.18,NUC
0.39,0.44,0.51,0.5,0.54,0.49,0.0,0.24,NUC
0.43,0.48,0.46,0.5,0.53,0.22,0.0,0.18,NUC
0.47,0.43,0.46,0.5,0.48,0.27,0.0,0.16,NUC
0.52,0.5,0.51,0.5,0.51,0.22,0.0,0.2,NUC
0.33,0.28,0.51,0.5,0.52,0.86,0.0,0.15,NUC
0.36,0.48,0.49,0.5,0.5,0.6,0.0,0.13,NUC
0.45,0.54,0.49,0.5,0.49,0.25,0.0,0.29,NUC
0.55,0.59,0.49,0.5,0.53,0.22,0.0,0.15,NUC
0.31,0.39,0.46,0.5,0.55,0.31,0.0,0.28,NUC
0.43,0.41,0.49,0.5,0.51,0.28,0.0,0.34,NUC
0.64,0.5,0.51,0.5,0.53,0.22,0.0,0.1,NUC
0.41,0.52,0.48,0.5,0.56,0.32,0.0,0.26,NUC
0.48,0.47,0.56,0.5,0.59,0.27,0.0,0.41,NUC
0.49,0.49,0.52,0.5,0.51,0.71,0.0,0.29,NUC
0.41,0.52,0.52,0.5,0.51,0.44,0.0,0.22,NUC
0.51,0.61,0.52,0.5,0.5,0.61,0.0,0.23,NUC
0.59,0.47,0.53,0.5,0.51,0.26,0.0,0.53,CYT
0.4,0.6,0.51,0.5,0.5,0.22,0.0,0.16,CYT
0.54,0.53,0.51,0.5,0.53,0.39,0.0,0.17,NUC
0.61,0.46,0.47,0.5,0.54,0.22,0.0,0.11,CYT
0.66,0.55,0.43,0.5,0.54,0.22,0.0,0.18,CYT
0.53,0.46,0.51,0.5,0.54,0.3,0.0,0.37,NUC
0.41,0.41,0.53,0.5,0.43,0.22,0.0,0.61,MIT
0.58,0.31,0.47,0.5,0.6,0.33,0.0,0.12,NUC
0.49,0.67,0.43,0.5,0.5,0.22,0.0,0.28,NUC
0.44,0.33,0.49,0.5,0.55,0.22,0.0,0.16,NUC
0.44,0.45,0.41,0.5,0.53,0.28,0.0,0.19,NUC
0.57,0.55,0.49,0.5,0.52,0.39,0.0,0.16,NUC
0.45,0.66,0.54,0.5,0.39,0.22,0.0,0.11,ME3
0.32,0.49,0.5,0.5,0.53,0.5,0.0,0.28,NUC
0.35,0.42,0.47,0.5,0.56,0.22,0.0,0.28,NUC
0.46,0.41,0.48,0.5,0.58,0.22,0.0,0.1,NUC
0.57,0.51,0.51,0.5,0.58,0.22,0.0,0.22,NUC
0.47,0.47,0.51,0.5,0.54,0.33,0.0,0.19,NUC
0.34,0.58,0.51,0.5,0.5,0.22,0.0,0.26,NUC
0.55,0.45,0.49,0.5,0.58,0.22,0.0,0.25,NUC
0.4,0.66,0.52,0.5,0.34,0.26,0.0,0.21,NUC
0.42,0.21,0.47,0.5,0.59,0.27,0.0,0.3,NUC
0.6,0.48,0.4,0.5,0.46,0.33,0.0,0.32,CYT
0.64,0.44,0.53,0.5,0.51,0.22,0.0,0.35,CYT
0.35,0.4,0.53,0.5,0.44,0.57,0.0,0.25,NUC
0.55,0.38,0.47,0.5,0.64,0.22,0.0,0.42,MIT
0.45,0.43,0.47,0.5,0.5,0.22,0.0,0.25,MIT
0.47,0.53,0.54,0.5,0.48,0.22,0.0,0.51,MIT
0.45,0.49,0.48,0.5,0.57,0.22,0.0,0.25,NUC
0.45,0.52,0.6,0.5,0.5,0.22,0.0,0.12,CYT
0.56,0.51,0.48,0.5,0.32,0.22,0.0,0.49,NUC
0.37,0.58,0.47,0.5,0.5,0.22,0.0,0.22,NUC
0.47,0.45,0.46,0.5,0.51,0.26,0.0,0.33,NUC
0.5,0.36,0.37,0.5,0.64,0.33,0.0,0.37,NUC
0.43,0.44,0.38,0.5,0.64,0.33,0.0,0.19,NUC
0.38,0.4,0.44,0.5,0.59,0.22,0.0,0.25,CYT
0.39,0.39,0.45,0.5,0.59,0.22,0.0,0.25,CYT
0.54,0.55,0.5,0.5,0.56,0.25,0.0,0.14,CYT
0.45,0.5,0.44,0.5,0.57,0.11,0.0,0.29,CYT
0.45,0.5,0.44,0.5,0.57,0.11,0.0,0.29,CYT
0.61,0.38,0.44,0.5,0.57,0.21,0.0,0.36,CYT
0.61,0.38,0.44,0.5,0.57,0.21,0.0,0.36,CYT
0.43,0.33,0.38,0.5,0.54,0.16,0.0,0.37,CYT
0.43,0.33,0.38,0.5,0.54,0.16,0.0,0.37,CYT
0.51,0.39,0.47,0.5,0.58,0.22,0.0,0.19,CYT
0.72,0.51,0.54,0.5,0.52,0.22,0.0,0.08,NUC
0.35,0.41,0.47,0.5,0.53,0.29,0.0,0.27,NUC
0.56,0.49,0.5,0.5,0.54,0.35,0.0,0.15,NUC
0.57,0.37,0.53,0.5,0.43,0.28,0.0,0.27,NUC
0.57,0.49,0.52,0.5,0.61,0.22,0.0,0.26,NUC
0.48,0.45,0.58,0.5,0.63,0.22,0.0,0.19,NUC
0.34,0.48,0.5,0.5,0.47,0.3,0.0,0.19,NUC
0.54,0.57,0.5,0.5,0.55,0.22,0.0,0.18,NUC
0.38,0.44,0.47,0.5,0.55,0.51,0.0,0.44,NUC
0.4,0.3,0.46,0.5,0.57,0.22,0.0,0.13,NUC
0.27,0.31,0.5,0.5,0.55,0.22,0.0,0.13,NUC
0.52,0.46,0.52,0.5,0.56,0.22,0.0,0.25,NUC
0.44,0.5,0.48,0.5,0.55,0.22,0.0,0.24,NUC
0.34,0.47,0.42,0.5,0.48,0.22,0.0,0.32,NUC
0.5,0.56,0.42,0.5,0.63,0.22,0.0,0.25,NUC
0.46,0.53,0.51,0.5,0.47,0.36,0.0,0.37,NUC
0.31,0.6,0.46,0.5,0.65,0.22,0.0,0.18,NUC
0.57,0.42,0.68,0.5,0.63,0.32,0.0,0.22,NUC
0.37,0.45,0.49,0.5,0.53,0.22,0.0,0.14,NUC
0.38,0.38,0.54,0.5,0.54,0.22,0.0,0.24,NUC
0.36,0.49,0.55,0.5,0.55,0.33,0.0,0.21,NUC
0.29,0.4,0.51,0.5,0.5,0.34,0.0,0.16,NUC
0.37,0.3,0.58,0.5,0.51,0.26,0.0,0.15,NUC
0.35,0.33,0.47,0.5,0.48,0.43,0.0,0.42,CYT
0.46,0.35,0.3,0.5,0.69,0.25,0.0,0.18,CYT
0.46,0.35,0.3,0.5,0.69,0.25,0.0,0.18,CYT
0.57,0.43,0.37,0.5,0.52,0.11,0.0,0.3,CYT
0.57,0.43,0.37,0.5,0.52,0.11,0.0,0.3,CYT
0.59,0.51,0.54,0.5,0.48,0.31,0.0,0.12,CYT
0.59,0.51,0.54,0.5,0.48,0.31,0.0,0.12,CYT
0.61,0.53,0.44,0.5,0.59,0.28,0.0,0.17,CYT
0.61,0.48,0.53,0.5,0.56,0.31,0.0,0.19,CYT
0.61,0.48,0.53,0.5,0.56,0.31,0.0,0.19,CYT
0.44,0.56,0.5,0.5,0.52,0.11,0.0,0.18,CYT
0.36,0.56,0.45,0.5,0.52,0.16,0.0,0.18,CYT
0.37,0.44,0.36,0.5,0.64,0.27,0.0,0.48,CYT
0.72,0.37,0.4,0.5,0.63,0.14,0.0,0.38,CYT
0.72,0.37,0.4,0.5,0.63,0.14,0.0,0.38,CYT
0.44,0.36,0.53,0.5,0.64,0.11,0.0,0.45,CYT
0.58,0.45,0.48,0.5,0.55,0.11,0.0,0.27,CYT
0.63,0.64,0.43,0.5,0.45,0.22,0.0,0.26,CYT
0.63,0.64,0.43,0.5,0.45,0.22,0.0,0.26,CYT
0.43,0.33,0.45,0.5,0.67,0.23,0.0,0.12,CYT
0.43,0.33,0.43,0.5,0.67,0.23,0.0,0.12,CYT
0.58,0.44,0.52,0.5,0.5,0.22,0.0,0.26,CYT
0.38,0.43,0.48,0.5,0.53,0.11,0.0,0.22,CYT
0.4,0.45,0.44,0.5,0.61,0.22,0.0,0.29,CYT
0.4,0.45,0.44,0.5,0.61,0.22,0.0,0.29,CYT
0.34,0.34,0.32,0.5,0.65,0.16,0.0,0.4,CYT
0.34,0.34,0.32,0.5,0.65,0.16,0.0,0.4,CYT
0.43,0.22,0.22,0.5,0.79,0.0,0.0,0.79,CYT
0.35,0.21,0.13,0.5,1.0,0.01,0.0,0.8,CYT
0.35,0.21,0.13,0.5,1.0,0.01,0.0,0.8,CYT
0.56,0.35,0.5,0.5,0.47,0.22,0.0,0.41,CYT
0.56,0.35,0.52,0.5,0.47,0.22,0.0,0.35,CYT
0.54,0.44,0.47,0.5,0.55,0.22,0.0,0.48,CYT
0.35,0.39,0.49,0.5,0.56,0.41,0.0,0.2,CYT
0.48,0.46,0.45,0.5,0.58,0.22,0.0,0.16,CYT
0.48,0.55,0.55,0.5,0.48,0.22,0.0,0.1,CYT
0.66,0.6,0.69,0.5,0.52,0.22,0.0,0.19,CYT
0.69,0.54,0.73,0.5,0.55,0.22,0.0,0.23,CYT
0.73,0.6,0.72,0.5,0.47,0.22,0.0,0.2,CYT
0.78,0.82,0.69,0.5,0.56,0.22,0.0,0.21,CYT
0.42,0.49,0.57,0.5,0.49,0.26,0.0,0.36,MIT
0.44,0.62,0.49,0.5,0.53,0.22,0.0,0.27,NUC
0.56,0.61,0.52,0.5,0.52,0.32,0.0,0.19,NUC
0.47,0.56,0.51,0.5,0.46,0.22,0.0,0.5,MIT
0.46,0.33,0.41,0.5,0.45,0.37,0.0,0.22,CYT
0.52,0.43,0.45,0.5,0.61,0.22,0.0,0.22,CYT
0.52,0.43,0.45,0.5,0.61,0.22,0.0,0.22,CYT
0.32,0.44,0.4,0.5,0.54,0.19,0.0,0.21,CYT
0.32,0.44,0.4,0.5,0.54,0.19,0.0,0.21,CYT
0.48,0.41,0.51,0.5,0.52,0.26,0.0,0.33,CYT
0.46,0.39,0.48,0.5,0.54,0.25,0.0,0.22,CYT
0.46,0.39,0.48,0.5,0.54,0.25,0.0,0.22,CYT
0.42,0.5,0.49,0.5,0.64,0.22,0.0,0.13,CYT
0.46,0.54,0.53,0.5,0.59,0.21,0.0,0.41,CYT
0.46,0.54,0.53,0.5,0.59,0.21,0.0,0.41,CYT
0.39,0.65,0.44,0.5,0.57,0.25,0.0,0.19,CYT
0.39,0.65,0.43,0.5,0.57,0.25,0.0,0.19,CYT
0.38,0.5,0.54,0.5,0.52,0.11,0.0,0.44,CYT
0.38,0.5,0.54,0.5,0.52,0.11,0.0,0.44,CYT
0.51,0.52,0.47,0.5,0.58,0.28,0.0,0.17,CYT
0.57,0.48,0.5,0.5,0.54,0.11,0.0,0.22,CYT
0.5,0.5,0.35,0.5,0.62,0.11,0.0,0.23,CYT
0.41,0.49,0.59,0.5,0.65,0.57,0.0,0.28,CYT
0.53,0.57,0.5,0.5,0.6,0.22,0.0,0.36,CYT
0.53,0.57,0.5,0.5,0.6,0.22,0.0,0.36,CYT
0.37,0.3,0.44,0.5,0.62,0.39,0.0,0.43,CYT
0.37,0.3,0.44,0.5,0.62,0.39,0.0,0.43,CYT
0.6,0.57,0.46,0.5,0.52,0.48,0.0,0.14,NUC
0.42,0.38,0.42,0.5,0.52,0.22,0.0,0.29,NUC
0.41,0.46,0.51,0.5,0.58,0.28,0.0,0.08,NUC
0.49,0.4,0.47,0.5,0.58,0.27,0.0,0.23,CYT
0.37,0.37,0.44,0.5,0.51,0.22,0.0,0.38,CYT
0.57,0.5,0.47,0.5,0.4,0.22,0.0,0.08,ME3
0.51,0.4,0.48,0.5,0.5,0.27,0.0,0.28,CYT
0.34,0.25,0.51,0.5,0.55,0.49,0.0,0.28,CYT
0.77,0.86,0.48,0.5,0.44,0.22,0.0,0.27,ME1
0.59,0.54,0.48,0.5,0.53,0.22,0.0,0.14,CYT
0.5,0.48,0.53,0.5,0.48,0.68,0.0,0.23,CYT
0.39,1.0,0.5,0.5,0.38,0.27,0.0,0.41,MIT
0.56,0.42,0.51,0.5,0.52,0.22,0.0,0.14,CYT
0.39,0.46,0.53,0.5,0.33,0.22,0.0,0.18,ME3
0.52,0.54,0.54,0.5,0.47,0.22,0.0,0.49,MIT
0.46,0.49,0.56,0.5,0.55,0.22,0.0,0.18,NUC
0.56,0.65,0.49,0.5,0.49,0.22,0.0,0.56,MIT
0.53,0.51,0.46,0.5,0.55,0.22,0.0,0.57,MIT
0.54,0.64,0.51,0.5,0.4,0.22,0.0,0.56,MIT
0.47,0.58,0.54,0.5,0.47,0.22,0.0,0.52,MIT
0.46,0.42,0.56,0.5,0.51,0.22,0.0,0.16,CYT
0.6,0.51,0.53,0.5,0.49,0.38,0.0,0.18,CYT
0.85,0.66,0.51,0.5,0.49,0.22,0.0,0.18,ME1
0.55,0.52,0.56,0.5,0.44,0.22,0.0,0.2,ME2
0.49,0.38,0.46,0.5,0.56,0.22,0.0,0.09,CYT
0.38,0.4,0.55,0.5,0.53,0.22,0.0,0.12,CYT
0.55,0.55,0.53,0.5,0.52,0.25,0.0,0.13,CYT
0.46,0.44,0.55,0.5,0.58,0.22,0.0,0.17,CYT
0.34,0.46,0.53,0.5,0.52,0.26,0.0,0.19,CYT
0.58,0.56,0.51,0.5,0.46,0.22,0.0,0.14,CYT
0.46,0.47,0.46,1.0,0.44,0.22,0.0,0.18,ME2
0.44,0.71,0.54,0.5,0.5,0.27,0.0,0.21,CYT
0.56,0.49,0.5,0.5,0.32,0.22,0.0,0.22,ME2
0.41,0.49,0.49,0.5,0.47,0.22,0.0,0.09,CYT
0.44,0.51,0.53,0.5,0.53,0.22,0.0,0.3,CYT
0.54,0.51,0.54,0.5,0.56,0.31,0.0,0.15,CYT
0.51,0.51,0.54,0.5,0.32,0.22,0.0,0.27,ME3
0.46,0.38,0.51,0.5,0.51,0.22,0.0,0.2,CYT
0.55,0.72,0.49,0.5,0.35,0.22,0.0,0.26,ME3
0.54,0.44,0.51,0.5,0.35,0.27,0.0,0.19,ME3
0.65,0.66,0.52,0.5,0.37,0.27,0.0,0.12,ME3
0.41,0.4,0.56,0.5,0.56,0.22,0.0,0.17,CYT
0.39,0.71,0.5,0.5,0.38,0.22,0.0,0.14,ME2
0.37,0.42,0.51,0.5,0.46,0.31,0.0,0.15,ME2
0.59,0.55,0.51,0.5,0.57,0.22,0.0,0.18,CYT
0.48,0.51,0.54,0.5,0.5,0.38,0.0,0.24,CYT
0.39,0.3,0.43,0.5,0.63,0.47,0.0,0.2,CYT
0.47,0.52,0.54,0.5,0.54,0.29,0.0,0.25,MIT
0.77,0.82,0.38,0.5,0.4,0.22,0.0,0.36,ME1
0.52,0.55,0.55,1.0,0.39,0.25,0.0,0.09,ME3
0.42,0.28,0.39,0.5,0.33,0.26,0.0,0.23,ME3
0.47,0.37,0.52,0.5,0.46,0.99,0.0,0.28,NUC
0.48,0.5,0.46,0.5,0.47,0.27,0.0,0.29,NUC
0.3,0.33,0.53,0.5,0.55,0.38,0.0,0.12,CYT
0.49,0.49,0.51,0.5,0.52,0.25,0.0,0.18,NUC
0.54,0.59,0.49,0.5,0.57,0.22,0.0,0.34,NUC
0.7,0.78,0.48,0.5,0.53,0.22,0.0,0.24,VAC
0.85,0.69,0.57,0.5,0.34,0.3,0.0,0.31,ME1
0.56,0.59,0.54,0.5,0.45,0.22,0.0,0.15,MIT
0.47,0.56,0.53,0.5,0.53,0.22,0.0,0.44,MIT
0.53,0.49,0.53,0.5,0.47,0.22,0.0,0.21,CYT
0.7,0.57,0.53,0.5,0.34,0.27,0.0,0.19,ME2
0.42,0.43,0.42,0.5,0.67,0.25,0.0,0.7,CYT
0.47,0.44,0.47,0.5,0.53,0.29,0.0,0.18,NUC
0.4,0.49,0.44,0.5,0.53,0.26,0.0,0.23,NUC
0.45,0.65,0.49,0.5,0.51,0.22,0.0,0.17,NUC
0.42,0.42,0.43,0.5,0.55,0.22,0.0,0.31,NUC
0.45,0.41,0.49,0.5,0.53,0.31,0.0,0.49,NUC
0.42,0.28,0.55,0.5,0.49,0.34,0.0,0.22,NUC
0.47,0.5,0.53,0.5,0.47,0.45,0.0,0.22,NUC
0.33,0.42,0.52,0.5,0.55,0.43,0.0,0.23,NUC
0.56,0.55,0.54,0.5,0.57,0.25,0.0,0.15,CYT
0.37,0.47,0.47,0.5,0.49,0.31,0.0,0.12,NUC
0.32,0.6,0.53,0.5,0.48,0.22,0.0,0.13,NUC
0.38,0.42,0.52,0.5,0.31,0.22,0.0,0.35,ME3
0.46,0.56,0.43,0.5,0.56,0.22,0.0,0.25,NUC
0.47,0.55,0.52,0.5,0.57,0.66,0.0,0.17,NUC
0.37,0.55,0.42,0.5,0.52,0.8,0.0,0.13,CYT
0.46,0.48,0.39,0.5,0.38,0.45,0.0,0.22,ME3
0.8,0.69,0.51,0.5,0.53,0.22,0.0,0.33,ME2
0.52,0.65,0.52,0.5,0.36,0.34,0.0,0.37,ME3
0.19,0.16,0.49,0.5,0.68,0.21,0.0,0.36,NUC
0.64,0.31,0.53,0.5,0.53,0.31,0.0,0.15,CYT
0.4,0.43,0.51,0.5,0.36,0.22,0.0,0.33,ME3
0.47,0.56,0.52,0.5,0.51,0.59,0.0,0.2,NUC
0.4,0.75,0.49,0.5,0.44,0.22,0.0,0.12,NUC
0.48,0.55,0.38,0.5,0.58,0.69,0.0,0.18,NUC
0.57,0.51,0.53,0.5,0.34,0.27,0.0,0.13,MIT
0.23,0.37,0.53,0.5,0.32,0.22,0.0,0.13,MIT
0.54,0.5,0.52,0.5,0.51,0.22,0.0,0.26,CYT
0.6,0.64,0.46,0.5,0.56,0.27,0.0,0.36,CYT
0.27,0.41,0.49,0.5,0.24,0.22,0.0,0.2,ME3
0.25,0.35,0.46,0.5,0.22,0.22,0.0,0.18,ME3
0.39,0.45,0.54,0.5,0.51,0.22,0.0,0.29,CYT
0.33,0.47,0.45,0.5,0.55,0.67,0.0,0.24,NUC
0.37,0.4,0.51,0.5,0.38,0.22,0.0,0.18,ME3
0.43,0.47,0.47,0.5,0.47,0.22,0.0,0.18,CYT
0.66,0.43,0.19,0.5,0.57,0.33,0.0,0.6,NUC
0.55,0.4,0.37,0.5,0.62,0.28,0.0,0.22,NUC
0.33,0.46,0.51,0.5,0.6,0.26,0.0,0.18,NUC
0.51,0.5,0.6,0.5,0.54,0.22,0.0,0.11,NUC
0.54,0.6,0.44,0.5,0.57,0.22,0.0,0.17,NUC
0.45,0.57,0.53,0.5,0.38,0.31,0.0,0.28,ME3
0.55,0.57,0.55,0.5,0.51,0.22,0.0,0.07,CYT
0.54,0.47,0.46,0.5,0.58,0.27,0.0,0.4,MIT
0.36,0.32,0.47,0.5,0.55,0.43,0.0,0.27,NUC
0.46,0.41,0.48,0.5,0.45,0.22,0.0,0.23,NUC
0.4,0.39,0.52,0.5,0.6,0.31,0.0,0.23,NUC
0.52,0.47,0.34,0.5,0.58,0.11,0.0,0.18,CYT
0.52,0.47,0.34,0.5,0.58,0.11,0.0,0.18,CYT
0.5,0.45,0.53,0.5,0.51,0.25,0.0,0.19,CYT
0.57,0.55,0.51,0.5,0.51,0.43,0.0,0.18,NUC
0.44,0.43,0.45,0.5,0.46,0.29,0.0,0.28,NUC
0.46,0.5,0.5,0.5,0.5,0.37,0.0,0.28,NUC
0.66,0.65,0.51,0.5,0.54,0.22,0.0,0.4,EXC
0.77,0.73,0.38,0.5,0.49,0.22,0.0,0.46,EXC
0.38,0.58,0.52,0.5,0.46,0.22,0.0,0.21,NUC
0.32,0.68,0.55,0.5,0.51,0.22,0.83,0.16,POX
0.27,0.46,0.49,0.5,0.52,0.44,0.0,0.17,NUC
0.52,0.45,0.48,0.5,0.45,0.22,0.0,0.13,NUC
0.37,0.29,0.49,0.5,0.45,0.22,0.0,0.15,NUC
0.37,0.48,0.56,0.5,0.67,0.62,0.0,0.37,NUC
0.44,0.59,0.49,0.5,0.54,0.22,0.0,0.18,NUC
0.48,0.65,0.54,0.5,0.36,0.31,0.0,0.24,NUC
0.59,0.49,0.45,0.5,0.45,0.31,0.0,0.22,NUC
0.73,0.52,0.51,0.5,0.59,0.22,0.0,0.25,NUC
0.5,0.43,0.46,0.5,0.5,0.47,0.0,0.17,NUC
0.23,0.13,0.53,0.5,0.51,0.51,0.0,0.16,NUC
0.49,0.6,0.53,0.5,0.54,0.46,0.0,0.35,NUC
0.52,0.31,0.55,0.5,0.56,0.22,0.0,0.16,NUC
0.49,0.48,0.53,0.5,0.51,0.22,0.0,0.21,NUC
0.49,0.6,0.58,0.5,0.42,0.28,0.0,0.18,NUC
0.6,0.62,0.51,0.5,0.54,0.22,0.0,0.11,NUC
0.55,0.47,0.4,0.5,0.53,0.22,0.0,0.2,NUC
0.47,0.32,0.54,0.5,0.51,0.27,0.0,0.24,NUC
