fAsym,fM3Trans,fLength,fConc1,fWidth,fDist,fConc,fM3Long,fAlpha,fSize,class
-40.9347,26.5058,81.4337,0.103,32.5604,290.058,0.1694,54.5472,3.511,3.527,g
-50.6075,19.7241,60.2584,0.2863,26.2875,275.464,0.4786,-47.9288,7.944,2.5581,g
80.511,12.2065,101.552,0.0554,40.472,318.629,0.1061,68.9832,0.2386,4.0642,g
39.2446,-18.0229,64.9205,0.0905,28.2735,143.302,0.15,39.969,3.321,3.206,g
42.7597,14.0244,59.0483,0.0852,24.8113,226.055,0.1566,-23.8426,8.161,3.2908,g
50.1595,-5.5471,35.7533,0.1371,18.1937,209.088,0.2697,-18.5923,4.507,2.9547,g
1.6643,-10.6166,39.3749,0.1587,19.9326,226.6,0.2857,-33.789,3.97,3.0312,g
51.5156,-12.3509,80.6253,0.101,27.1587,307.818,0.193,68.8006,1.804,3.1872,g
-34.9839,31.8603,62.4341,0.1104,40.7553,328.353,0.1938,52.4417,30.6078,3.0308,g
8.2414,7.6827,25.9087,0.2005,15.0075,183.491,0.3935,15.484,89.502,2.6037,g
96.473,-16.873,79.7198,0.0629,25.455,233.092,0.1251,65.5872,2.8691,3.472,g
17.4651,10.9228,31.9568,0.1655,17.1046,233.674,0.3265,-28.3225,3.1113,2.6415,g
16.9138,-9.0758,26.6585,0.256,15.5999,243.223,0.4611,16.2574,2.148,2.5237,g
30.3809,-4.9499,22.4003,0.3027,10.0684,186.46,0.5919,-14.9306,18.907,2.3483,g
-14.1281,5.1149,25.7545,0.3458,7.7716,153.144,0.6617,14.8342,7.3793,2.3032,g
24.0545,-9.0928,28.3882,0.3328,13.6672,191.799,0.4903,26.7332,19.803,2.4886,g
102.099,-24.5622,139.136,0.1199,23.9501,241.478,0.218,153.371,10.4186,2.9839,g
37.5939,11.5416,41.1215,0.1555,12.8906,173.33,0.3054,-5.9903,5.2825,2.7247,g
51.5881,19.228,47.1009,0.1309,23.5645,155.445,0.2183,22.1658,1.477,3.043,g
72.6734,11.8337,73.0376,0.0932,22.2678,282.813,0.1745,63.8847,2.13,3.4429,g
22.9675,-7.8145,24.9536,0.248,16.3245,129.657,0.4246,10.8965,11.7131,2.4014,g
16.0178,14.404,31.8418,0.1761,20.5389,174.561,0.2934,23.4138,7.063,2.9703,g
-53.1761,23.6593,122.595,0.0962,35.7976,291.848,0.1661,19.0332,10.239,3.6811,g
44.6055,-19.6776,93.7259,0.1065,27.8761,165.461,0.1895,113.066,18.6002,3.2193,g
54.6299,12.3666,55.968,0.1571,14.1856,222.656,0.2672,-28.4815,19.1473,2.7745,g
14.0223,9.8892,25.1866,0.2981,16.6027,194.373,0.485,-12.7892,3.873,2.5447,g
20.939,47.9927,86.5392,0.0551,44.0574,214.05,0.1068,102.948,9.7698,4.033,g
2.1033,-9.255,67.3675,0.0844,21.6919,200.603,0.1651,17.8321,13.062,2.9093,g
-17.564,-12.0332,24.97,0.2736,13.5539,149.155,0.5057,-12.6707,5.3656,2.3375,g
-39.8552,-14.8623,50.2054,0.2235,20.0516,205.736,0.3341,-45.9275,16.239,2.8225,g
30.2204,-8.4548,23.8937,0.175,18.0731,158.392,0.33,17.3579,76.0065,2.699,g
5.4333,-7.0224,18.3436,0.4569,9.9863,123.784,0.6986,-14.2569,15.6436,2.3201,g
58.3857,12.5959,62.6872,0.1175,19.8937,216.692,0.2187,43.5989,2.3854,2.9926,g
75.8217,13.3581,77.2949,0.0995,24.0908,230.41,0.1876,61.5344,7.626,3.2658,g
-67.1697,-17.9863,87.5146,0.119,22.1137,263.99,0.2286,62.1714,12.3675,2.8713,g
-42.7538,-28.4436,92.9002,0.1352,27.648,318.747,0.2237,71.7958,1.324,3.3638,g
-77.7971,-11.5214,58.4242,0.255,12.1812,264.003,0.4335,19.461,7.512,2.6955,g
23.3114,-6.3617,21.3644,0.3977,6.9235,82.7555,0.7104,12.0794,22.934,2.1123,g
32.5407,10.0635,35.7658,0.2266,12.3442,153.462,0.3969,25.0423,6.9809,2.5916,g
-14.3895,-5.2885,33.2935,0.1899,16.2165,225.768,0.3421,21.4594,5.2329,2.6781,g
43.3646,-7.1795,76.4172,0.1179,23.2299,261.636,0.2167,59.0817,9.7797,2.9759,g
14.1937,-11.0395,13.0998,0.4425,10.8861,138.358,0.7666,-4.4901,43.273,2.1569,g
-12.8931,-4.0291,86.0885,0.1337,36.2589,372.98,0.2359,-56.7464,4.158,3.4839,g
3.335,-6.7473,30.3428,0.1764,15.1581,76.4942,0.326,10.3652,42.6194,2.6138,g
-15.0053,-11.7542,12.9627,0.382,11.2948,137.259,0.7468,4.0567,61.5575,2.0663,g
55.7414,-10.8305,79.7275,0.1035,28.2803,222.653,0.1722,68.21,7.103,3.5529,g
-144.451,5.6413,101.165,0.1126,27.0771,355.033,0.2224,-41.0916,1.0165,3.3387,g
36.6986,-31.5078,72.0033,0.0724,44.486,62.3561,0.1368,74.3933,0.346,3.8963,g
39.0882,-14.8405,34.475,0.1731,23.8176,171.405,0.29,22.2381,22.7149,2.7279,g
7.3513,-6.9802,42.6815,0.1474,17.6534,194.61,0.2872,38.7058,5.212,2.8159,g
-21.057,-1.3472,20.8139,0.4336,8.5075,189.241,0.6777,-14.7265,9.508,2.3243,g
22.0115,-3.8002,19.7129,0.3761,9.4478,199.787,0.6081,12.6034,26.3583,2.3464,g
25.832,-4.1581,19.2975,0.2787,9.9982,233.159,0.5517,4.0307,26.997,2.2405,g
73.5451,-7.1886,51.472,0.1838,10.4108,176.559,0.3276,17.7028,16.7782,2.5453,g
-20.328,2.8133,19.1572,0.4174,7.0447,196.529,0.8228,-12.7218,41.337,2.2214,g
7.0474,-9.8903,25.0832,0.2781,11.5271,234.508,0.4833,11.0623,41.3992,2.5172,g
40.8022,6.4978,28.7994,0.1913,11.9519,223.234,0.3788,11.3579,0.9082,2.4216,g
7.832,8.6482,26.8902,0.2321,16.3246,141.534,0.369,22.7451,71.498,2.6232,g
23.1562,18.519,46.7996,0.0975,28.0491,155.62,0.1778,35.179,18.651,3.2139,g
14.857,-5.4001,69.7429,0.0795,27.4255,224.784,0.1572,55.6712,2.414,3.3414,g
47.9553,10.3147,43.2269,0.1141,23.174,282.843,0.2164,35.3128,26.0548,2.9743,g
-11.1144,7.0717,20.8834,0.2966,12.9015,231.214,0.5364,-10.5109,18.7607,2.4495,g
24.4257,-16.5316,81.9918,0.0617,31.9306,241.16,0.1184,73.9395,3.5195,3.7042,g
14.3046,15.7468,19.1704,0.2245,17.5386,203.272,0.4299,12.844,12.502,2.4969,g
-15.4295,-14.8925,63.1931,0.0805,20.5842,228.735,0.1486,19.689,0.431,3.1334,g
29.1185,-10.4033,31.6299,0.1639,26.834,132.66,0.2997,20.5005,16.007,2.8287,g
-1.0343,-7.6607,15.2576,0.3983,11.9421,37.5615,0.6542,-2.0711,48.9647,2.4698,g
15.5004,8.1003,22.3486,0.2761,10.7661,132.545,0.5274,17.912,52.817,2.3032,g
17.073,11.82,29.3854,0.2507,10.0191,153.614,0.4749,8.6749,7.1928,2.2776,g
37.86,-9.3744,69.7376,0.217,22.0464,245.704,0.418,43.8114,0.306,2.4928,g
59.2695,-15.7422,95.4476,0.0968,24.1218,255.995,0.1844,86.2177,0.601,3.7656,g
0.3493,-5.4332,18.3682,0.2994,10.5026,115.972,0.5556,-4.7146,63.084,2.2095,g
-94.6108,16.1766,65.6917,0.1141,20.4169,192.604,0.2271,58.3127,6.115,2.9576,g
-95.0508,-0.9609,92.7752,0.3533,1.141,326.514,0.6267,-66.2954,3.0299,2.3522,g
-0.6405,7.9662,23.602,0.2169,17.0341,79.4087,0.4303,21.0054,17.2382,2.7589,g
15.5496,-18.5833,46.8511,0.1398,20.0086,182.05,0.2691,38.7909,6.56,3.2301,g
20.6119,11.4202,21.0701,0.375,9.7165,111.115,0.6649,18.804,6.7698,2.2742,g
-5.5718,-30.167,40.7509,0.1861,29.0026,239.255,0.3419,41.8396,20.762,2.7966,g
7.4195,-11.8535,40.3394,0.1694,18.3309,115.644,0.335,-28.7926,2.9018,2.8932,g
-74.6932,17.1267,86.4015,0.0983,30.646,287.023,0.1771,50.0957,4.1261,3.6466,g
-105.995,12.6649,76.7605,0.1143,21.3045,279.831,0.2203,48.867,4.141,2.9854,g
87.5914,19.9127,81.2634,0.116,20.0779,237.359,0.2236,71.385,2.447,3.0271,g
22.2126,9.4438,28.1067,0.2426,13.507,193.543,0.483,22.8514,31.39,2.6585,g
-7.3899,-13.4591,49.5412,0.1254,18.069,202.579,0.2346,-26.4839,0.699,2.8338,g
17.2947,-4.8137,20.8963,0.313,10.5549,158.436,0.6218,16.987,50.047,2.3766,g
17.4019,20.8716,99.9709,0.0902,41.3621,379.018,0.157,32.3496,0.459,3.8151,g
-46.1002,19.0372,65.6748,0.1857,18.7886,294.649,0.3512,43.6162,1.0087,2.8401,g
28.2548,6.4868,21.491,0.2009,15.6538,161.573,0.3871,3.828,70.1989,2.5328,g
32.117,10.4147,49.6847,0.1571,16.4927,219.427,0.2643,47.5202,1.3506,2.9358,g
21.6326,-10.9649,20.7424,0.3119,10.3588,121.748,0.619,18.1328,14.987,2.3222,g
97.9172,18.7157,110.097,0.1304,27.4314,257.735,0.2357,113.708,5.346,3.0168,g
53.6457,-23.0436,101.963,0.0242,53.8539,246.456,0.048,85.6497,1.971,4.4168,g
67.0681,11.4383,55.4637,0.1813,16.456,172.289,0.3275,-15.671,10.662,2.6309,g
-22.914,17.9508,48.6145,0.1357,24.0409,78.4377,0.2597,-40.983,88.2424,2.8822,g
52.903,14.0758,67.8641,0.1002,18.5765,211.423,0.1988,53.2713,2.5919,3.1082,g
-87.1443,-12.5668,77.6016,0.0895,25.8625,275.341,0.1746,-23.5197,4.629,3.1364,g
-7.5519,-2.664,18.8638,0.4194,7.0231,167.844,0.8337,12.3037,50.3182,2.3043,g
18.8702,12.8328,29.7952,0.2044,18.0364,198.702,0.383,13.7636,5.2474,2.5899,g
28.3101,0.0,24.4367,0.3615,0.0,157.149,0.6948,11.4763,19.3086,2.0273,g
-4.5621,7.0176,25.3794,0.243,10.3391,185.969,0.4638,-19.9611,30.0704,2.4306,g
-78.9968,6.6305,78.8852,0.1824,11.1709,262.414,0.3321,59.0032,2.6813,2.7412,g
-32.545,-6.3207,27.9623,0.2894,11.7168,149.648,0.4795,-19.6516,16.7287,2.4654,g
14.9979,-11.0697,12.3403,0.3384,12.1511,272.18,0.6768,1.0015,7.271,2.1189,g
-29.9985,16.4681,86.8646,0.1279,30.5756,332.352,0.1974,63.331,3.97,3.4769,g
23.032,-13.7466,45.7402,0.2038,18.7901,181.076,0.3032,36.0472,4.7763,3.1214,g
44.0278,3.8219,48.3776,0.1243,23.7405,202.663,0.2139,-18.7428,8.3229,3.1498,g
46.245,-18.971,78.1465,0.167,21.7463,383.674,0.3065,47.6317,6.181,3.0794,g
-12.0283,11.4137,37.1941,0.1666,22.1046,78.257,0.2598,-13.7916,4.9759,2.9673,g
19.9128,-6.7702,24.5719,0.2649,12.8338,216.425,0.4504,15.1604,1.0147,2.5478,g
-46.5365,-17.1485,71.4886,0.1079,23.9922,283.428,0.2111,54.7414,3.3555,3.2861,g
22.4194,-9.3747,21.6685,0.2614,15.6788,166.474,0.4351,13.3947,22.365,2.4548,g
35.149,-8.573,33.6473,0.1963,16.4682,64.9293,0.3805,-16.0461,30.914,2.5165,g
-19.8992,19.4858,39.5085,0.1772,20.9302,236.413,0.2935,-33.7291,4.7427,2.7828,g
1.3431,9.5819,22.3722,0.3153,9.5392,168.334,0.6023,-13.8852,0.3141,2.2455,g
-49.6865,20.2177,90.2585,0.1716,20.3062,312.003,0.2769,70.6911,1.981,3.385,g
-133.528,22.131,99.5314,0.2153,19.1983,287.736,0.3919,24.828,0.6273,2.7924,g
-25.637,-3.9279,22.1571,0.2732,14.7328,185.137,0.4536,-13.4367,57.7866,2.48,g
-18.6531,11.2367,31.2236,0.1965,12.0292,65.8247,0.3813,16.1585,31.0,2.4099,g
98.1666,-15.8127,99.674,0.1785,17.6964,276.091,0.323,71.4059,6.932,2.7003,g
19.2833,-10.9841,20.7349,0.3541,11.2396,140.395,0.6162,20.0391,9.5667,2.2672,g
-62.54,24.7932,116.268,0.1322,26.7356,280.236,0.194,54.5899,7.167,3.4509,g
-0.1262,-20.2517,30.0632,0.1681,22.3774,132.394,0.3226,-25.7678,80.8951,2.7723,g
45.4483,-7.7151,37.8264,0.2164,15.0317,174.051,0.3517,24.7203,8.9491,2.7903,g
2.8528,5.0346,19.83,0.4095,7.3303,108.464,0.7521,-9.7666,13.794,2.2541,g
69.8721,-10.5092,80.2483,0.1015,24.8864,252.371,0.1893,65.6409,0.646,3.5431,g
41.4284,9.0066,29.4979,0.1986,12.7272,288.692,0.3905,11.5067,67.167,2.4691,g
-14.9637,6.9418,12.8427,0.4232,11.3821,183.979,0.7191,8.5891,82.4198,2.1255,g
0.2891,17.334,18.1898,0.2473,17.1594,104.287,0.4945,5.3279,2.5785,2.3589,g
3.0085,-10.0377,24.9913,0.2617,20.5808,229.259,0.3963,-22.4761,19.6425,2.8733,g
17.3043,-2.4762,22.6334,0.3154,10.7394,256.424,0.5897,17.7547,5.8519,2.29,g
24.1931,-9.5344,22.3636,0.2564,10.636,203.772,0.5091,18.0312,9.9173,2.4393,g
18.9688,-3.9242,26.0112,0.2929,11.2412,111.307,0.5341,11.1488,21.922,2.5647,g
-25.7925,16.6199,27.6855,0.2447,20.8327,79.6568,0.4246,-17.5356,37.548,2.4893,g
33.2781,-11.4548,20.7502,0.2395,16.4512,132.97,0.479,-17.504,74.477,2.3064,g
9.6772,-19.3439,39.7607,0.1803,20.618,140.55,0.2859,32.9845,2.7224,2.9654,g
12.4033,13.2303,21.6056,0.265,15.0938,161.126,0.5086,4.0507,28.138,2.6684,g
32.727,13.7546,43.5004,0.1291,21.3132,166.936,0.2318,33.0916,18.5411,3.1599,g
-12.6893,4.7681,12.9881,0.5116,10.4816,135.751,0.7591,-4.6937,85.6648,2.1804,g
24.1973,-10.2401,22.2067,0.2725,10.355,151.512,0.545,17.7733,31.234,2.3464,g
22.0069,-5.899,18.3747,0.3393,10.1736,49.7125,0.6389,11.0897,17.161,2.4014,g
37.7426,8.0582,65.7719,0.1073,23.8371,234.476,0.2015,62.2809,0.555,3.2423,g
7.1935,-17.8315,29.0153,0.1759,20.734,154.146,0.3428,26.5562,31.796,2.9521,g
21.3988,-6.071,20.9636,0.4346,6.8796,215.311,0.7511,14.1561,57.837,2.0737,g
0.3023,9.6364,19.9388,0.2635,12.6867,118.118,0.4615,-4.4867,75.848,2.485,g
-5.6056,-8.4932,23.5819,0.3559,10.3709,229.378,0.5461,-18.9137,17.237,2.4241,g
-41.3602,-19.0741,65.1513,0.144,29.9163,323.143,0.2438,47.6741,17.772,3.1392,g
50.9233,14.7155,63.0772,0.1064,28.5331,267.428,0.1911,51.3763,6.295,3.3701,g
-61.1017,-14.1305,70.8301,0.1643,24.4164,276.347,0.2668,61.0348,5.7941,2.8899,g
26.9529,16.6354,60.2779,0.1204,20.7181,187.995,0.2151,45.2479,25.9201,2.8901,g
14.3462,2.6816,18.0566,0.3491,12.3393,146.57,0.6477,15.4808,63.1428,2.5004,g
20.0726,4.4315,19.6663,0.4369,6.9833,109.869,0.8091,13.8156,21.319,2.1889,g
7.481,-10.1171,29.343,0.2254,14.3352,47.2501,0.3933,17.3714,85.8903,2.5192,g
-23.0042,-5.953,20.7706,0.3878,7.0894,143.924,0.7347,-11.9469,19.8866,2.0881,g
-1.9269,-9.2856,19.3382,0.2904,12.613,237.436,0.5263,11.2469,40.7067,2.4091,g
32.2326,11.4086,28.0488,0.3612,11.8991,182.558,0.5767,15.0283,8.2259,2.5085,g
-19.4777,-11.544,20.2339,0.2075,18.7936,64.4979,0.3775,-11.7949,42.79,2.5058,g
-23.3234,26.2819,108.6,0.0325,51.6088,291.739,0.0621,82.0186,0.013,4.3048,g
20.2784,9.4868,29.5906,0.1988,18.5962,130.696,0.3899,16.6716,16.103,2.7122,g
28.326,-20.2304,50.8142,0.1061,27.7736,187.57,0.1901,39.9401,4.7419,3.3463,g
9.615,7.9559,24.4082,0.2198,19.4895,91.0575,0.36,15.303,20.487,2.9914,g
58.6048,25.8018,62.4115,0.1138,31.2051,267.515,0.2222,51.5254,6.1268,3.4099,g
-0.8379,-5.7382,20.4405,0.3803,7.2784,77.4207,0.7042,6.9937,3.57,2.0273,g
-1.6762,-8.7804,20.1939,0.2724,12.0628,131.568,0.5265,-4.8527,16.3257,2.437,g
10.5048,-8.2767,21.0895,0.3324,11.704,196.733,0.6136,20.3281,17.201,2.2455,g
18.7566,11.6233,38.8799,0.1047,21.5881,185.251,0.2025,-24.0106,0.704,3.0573,g
-35.3683,7.6363,35.3566,0.2201,13.6785,172.417,0.4077,-31.2304,0.2316,2.5296,g
17.2165,-11.3661,24.2769,0.1922,16.841,212.428,0.3656,-8.3624,12.8676,2.6274,g
-0.0329,-9.7284,24.2182,0.3293,16.0602,158.347,0.5374,12.4265,84.1374,2.3936,g
-15.9028,-10.1953,12.6039,0.3714,11.829,200.713,0.702,8.9233,70.514,2.0881,g
1.8486,12.5337,33.2729,0.1901,17.7705,155.029,0.3525,32.4516,13.2336,2.8366,g
20.53,11.6961,29.9967,0.1496,25.4047,108.183,0.2593,20.0918,16.23,3.1074,g
-4.9477,8.917,34.7572,0.1794,12.3778,155.676,0.3563,18.219,18.3397,2.6004,g
31.235,-7.5348,34.8237,0.2072,18.5148,159.61,0.3345,18.6614,14.577,3.0109,g
82.1756,17.483,80.4024,0.0848,27.0418,248.09,0.1695,72.9953,4.39,3.4859,g
3.0499,6.41,17.1244,0.3324,11.0466,187.262,0.6069,-8.1208,11.2213,2.238,g
-23.1196,2.8633,21.1916,0.1996,16.5081,286.074,0.3812,-10.7226,20.613,2.3483,g
-5.1744,16.8873,39.5479,0.2786,21.6209,325.929,0.494,-12.2811,23.6586,2.5211,g
-7.2447,-14.1643,45.9104,0.1254,20.7149,189.415,0.2481,-22.0213,7.206,2.8485,g
108.849,19.1019,94.6741,0.0616,33.5956,305.609,0.1232,80.329,1.437,3.9912,g
32.3152,19.7863,73.1977,0.089,32.0477,228.049,0.1548,63.2748,3.608,3.6917,g
18.6758,-9.3636,24.6708,0.2594,14.9745,176.784,0.449,10.3846,21.4367,2.5883,g
-26.7225,-14.5608,34.6124,0.1977,19.7954,96.0238,0.3192,15.6467,53.2181,2.6749,g
2.8213,-15.2108,25.0243,0.2949,18.4051,141.123,0.4672,-21.7414,29.556,2.5453,g
19.2151,13.6998,39.9538,0.1362,24.8292,127.164,0.2385,33.1294,0.139,3.3153,g
25.3668,-15.2941,60.8614,0.097,21.4058,207.824,0.1844,32.1837,1.277,3.2929,g
20.4275,7.9866,32.007,0.1571,17.9917,174.252,0.2897,23.943,16.472,2.9325,g
23.4979,-4.5183,18.3681,0.3024,10.479,143.021,0.5748,9.463,70.269,2.2227,g
-13.9931,8.1363,22.0463,0.2209,16.7734,215.894,0.4305,-12.7762,42.592,2.7259,g
-34.6607,27.2597,69.7508,0.0971,34.8726,295.405,0.1804,43.4377,1.9807,3.5986,g
21.7321,33.4573,75.611,0.1497,29.5493,296.378,0.2419,60.338,3.808,3.2041,g
12.3343,12.9669,24.1674,0.2031,18.4684,229.638,0.3498,-10.8168,8.688,2.6294,g
-18.473,-6.9071,26.04,0.388,9.8212,94.5966,0.6154,-10.9135,31.6781,2.4661,g
-74.9578,-24.2944,75.4576,0.0907,36.3955,255.246,0.1655,41.7518,4.6873,3.8115,g
4.4733,-9.1012,21.5261,0.4322,10.2191,216.857,0.622,17.9128,16.6298,2.5447,g
-10.5439,-15.3245,23.393,0.1942,17.642,175.294,0.3557,8.1856,23.0778,2.4401,g
-20.3706,-9.0404,63.3996,0.0693,24.6266,213.275,0.1336,34.9363,2.0648,3.3913,g
-10.295,-11.0628,30.4343,0.2088,11.7743,217.838,0.4148,-15.5618,12.7025,2.5465,g
55.8659,-6.9127,45.467,0.205,14.6861,222.084,0.328,-30.7041,5.028,2.699,g
18.3812,-16.5139,21.5265,0.3118,19.2545,78.0479,0.4843,16.0471,3.88,2.4579,g
137.948,-18.3524,112.948,0.067,39.3367,197.973,0.1335,80.0759,0.938,3.2619,g
25.1245,-10.4222,41.8024,0.292,16.7535,206.748,0.4585,55.0076,20.2025,2.841,g
20.9707,-6.3024,21.3109,0.4561,6.7047,117.518,0.7448,15.0206,82.9943,2.0774,g
1.9747,9.5373,38.1462,0.2359,14.2061,228.445,0.4541,25.1101,1.4627,2.7931,g
-42.7736,9.6436,40.8309,0.1337,17.2319,167.216,0.251,-17.5628,0.573,3.0154,g
24.3302,8.9115,21.2515,0.3081,12.6117,204.287,0.5586,15.152,51.1727,2.4433,g
46.2739,-12.1819,88.9487,0.0882,22.009,256.048,0.1677,79.3842,1.388,3.5943,g
9.7469,-8.1566,24.7146,0.3305,10.1689,170.58,0.5389,17.7125,24.9908,2.3757,g
-14.0254,8.7183,12.9795,0.4579,10.9893,70.4909,0.7473,6.5432,49.544,2.1351,g
24.6018,9.8111,26.5291,0.2481,15.9191,84.1926,0.4005,21.35,1.578,2.5988,g
-31.9187,11.91,50.4186,0.126,16.1182,126.379,0.2419,-30.4202,9.691,3.1106,g
-2.5555,21.6869,90.1886,0.1023,28.5581,327.52,0.1989,61.9911,1.932,3.6162,g
2.7526,7.4272,16.4309,0.3727,11.3088,210.842,0.6204,-6.3198,6.8181,2.3345,g
-5.6407,-22.7449,89.3694,0.1215,31.2917,334.959,0.2104,51.9378,0.022,3.5514,g
33.0369,17.2267,71.9732,0.1037,22.5107,273.148,0.1984,63.4685,1.7301,3.2503,g
7.6935,7.2858,19.2995,0.3488,10.6247,130.025,0.6927,-16.805,37.2878,2.3118,g
-31.4925,9.9377,26.0965,0.1806,16.0825,103.521,0.3551,-14.3983,17.638,2.5179,g
19.1899,-3.5857,27.0368,0.3081,9.9898,230.98,0.5766,-11.2125,20.8434,2.4822,g
-14.0924,-7.4292,22.4501,0.3087,11.8352,124.448,0.5047,-5.5442,9.0379,2.6294,g
21.5544,-7.4514,25.1106,0.2589,12.9009,155.673,0.4714,8.8261,26.4601,2.4472,g
5.5204,15.7203,21.8358,0.2887,17.4525,194.941,0.4528,18.3525,53.28,2.4232,g
21.4801,17.3767,67.8372,0.1226,24.1273,204.394,0.2442,76.6759,5.0087,2.9664,g
50.2192,-15.0709,67.4572,0.1292,22.0192,229.732,0.2132,71.0193,2.653,3.2475,g
11.978,4.2585,84.4221,0.1085,36.4121,351.706,0.2002,43.8629,4.2808,3.6229,g
2.81,-11.4261,23.0121,0.2602,15.7051,158.464,0.4711,-17.6436,32.861,2.723,g
16.836,-12.4277,30.0408,0.3155,14.5306,155.279,0.4428,23.4254,9.1325,2.6698,g
14.6812,5.6413,22.999,0.3359,10.0378,119.039,0.5673,-13.5328,11.3007,2.5826,g
11.3523,-8.5467,50.3756,0.1327,21.5114,281.523,0.2303,-25.1446,2.857,2.9722,g
19.749,11.5523,21.3507,0.3985,10.1132,177.479,0.6436,19.8488,41.9953,2.3054,g
-11.8147,3.1513,23.5829,0.3897,9.2915,77.7996,0.5897,-7.7884,40.6189,2.3847,g
3.5466,-15.3449,91.4237,0.1162,28.1963,365.286,0.2306,46.9415,1.781,3.673,g
66.2468,9.9487,53.7323,0.0999,23.3465,252.211,0.1933,43.5955,3.667,2.9617,g
14.207,-11.5902,13.2479,0.4385,10.6409,207.357,0.7842,3.8366,57.4463,2.3334,g
-8.8212,20.638,57.0139,0.0989,30.3512,207.457,0.1867,-41.8256,2.6075,3.474,g
27.8803,-12.2719,30.2759,0.2484,16.6339,136.94,0.3758,15.6985,6.723,2.7493,g
29.2356,13.7615,31.2072,0.1563,27.5033,188.7,0.2521,17.3943,5.8754,3.0883,g
81.6777,-7.915,93.5964,0.1155,26.9103,231.475,0.2023,87.7648,0.25,3.1206,g
27.584,7.7657,23.8302,0.3848,9.5854,104.336,0.6067,-8.0138,20.9266,2.2504,g
-36.5278,-12.6528,25.5917,0.2383,14.8809,147.706,0.4673,11.3536,36.394,2.5065,g
-23.5984,4.444,19.6328,0.3359,9.6145,158.861,0.5949,-10.4701,4.2029,2.29,g
15.3646,8.4497,44.1911,0.1695,16.6013,195.022,0.2786,36.7431,8.469,2.873,g
27.6032,-11.1314,31.7945,0.1828,12.0796,102.622,0.3656,16.5782,5.629,2.356,g
10.3473,-10.1295,18.2772,0.2422,17.6995,145.464,0.4652,18.0634,53.8203,2.3191,g
-14.7485,12.9528,46.7818,0.1415,17.6851,212.679,0.2662,31.3517,7.6187,2.8887,g
49.4512,-12.639,56.5222,0.1238,20.4612,288.36,0.2411,52.2958,3.306,2.9661,g
15.0669,-19.3016,42.2747,0.1415,22.156,212.249,0.262,26.1845,21.6547,3.0936,g
1.4751,7.2393,19.5436,0.2471,12.6227,165.866,0.4639,-3.9319,31.933,2.4735,g
-16.0459,9.8347,64.5851,0.1582,14.9835,219.668,0.2534,-51.2555,7.6842,2.8633,g
-43.2932,6.8252,79.8173,0.1521,17.6495,287.518,0.251,46.9464,3.144,3.1767,g
-106.118,-17.9237,88.5796,0.1375,18.1558,257.161,0.2665,74.8369,7.9233,2.9206,g
21.2347,-3.6052,19.6295,0.3936,9.4028,208.185,0.617,13.3563,11.997,2.3711,g
-139.903,-24.3736,89.9267,0.0979,38.6728,400.619,0.1838,37.7896,0.42,3.7577,g
55.493,-18.5071,72.926,0.1051,24.6827,251.882,0.196,59.4025,3.3709,3.363,g
12.9321,8.3618,35.5835,0.1295,27.9572,94.6888,0.232,23.2692,15.7121,3.3001,g
-9.7892,9.8775,32.174,0.2494,8.6703,157.615,0.4547,-22.6632,5.0804,2.3551,g
-10.9785,-8.5912,20.3585,0.2841,12.8363,206.497,0.5101,-14.8085,28.3104,2.3493,g
2.0845,-10.7916,35.0368,0.1665,14.4674,221.437,0.3198,11.7581,11.385,2.7255,g
9.4786,-11.7009,32.2136,0.1834,17.0121,206.205,0.344,14.4098,0.596,2.8995,g
46.4158,-9.5293,39.9566,0.1432,18.1984,117.604,0.2705,24.2614,22.14,2.842,g
28.2809,-16.6342,34.5344,0.2362,20.8554,262.144,0.4,34.1069,9.6722,2.6021,g
1.8633,6.518,34.1813,0.2056,15.8859,189.155,0.3518,25.8877,4.2283,2.7821,g
-35.6368,-13.0992,92.7512,0.213,16.9491,97.6517,0.3672,-90.4231,16.2144,2.749,g
16.546,14.2056,31.9028,0.2028,14.83,224.639,0.3978,19.945,6.9052,2.8052,g
-22.008,-30.6784,63.7425,0.1955,39.0333,312.637,0.2773,-19.6726,18.0086,3.2621,g
-12.3452,10.9383,33.3331,0.1514,17.4154,153.997,0.3013,20.3642,8.866,3.1432,g
48.3995,13.9913,42.2458,0.1119,23.9115,156.757,0.2154,32.072,15.024,3.2827,g
31.722,14.0854,76.1336,0.1125,23.7964,265.939,0.2228,57.4564,0.5748,3.3493,g
-111.58,15.7723,85.3154,0.0611,28.7665,218.334,0.1171,74.0532,0.7571,3.6874,g
-25.3522,-9.3335,20.3065,0.2585,12.665,131.574,0.505,-13.495,64.14,2.3971,g
-22.8936,-9.2525,84.6964,0.1191,12.5755,233.223,0.2362,-45.472,0.7814,2.6985,g
4.8949,-1.8713,43.3949,0.1636,20.1472,219.882,0.2811,-31.9114,5.069,2.9694,g
7.2806,19.704,39.8069,0.137,25.6209,186.213,0.242,31.4572,29.426,2.699,g
-98.9128,15.6502,81.8663,0.1076,22.5846,242.715,0.2062,56.3823,4.4916,3.0037,g
32.5539,-5.9688,32.2731,0.213,12.8275,215.423,0.3856,-15.3179,14.4105,2.3483,g
-51.3737,-13.7279,36.6371,0.1476,17.8658,157.466,0.2921,14.5003,15.401,2.4983,g
