fWidth,fM3Long,fSize,fDist,fConc1,fAsym,fAlpha,fM3Trans,fLength,fConc,class
19.6081,-29.321,2.913,284.039,0.2046,-77.3754,5.841,-19.4123,59.435,0.3177,g
0.0,0.0,2.1931,231.484,0.3173,0.0,77.0283,-9.7897,30.2816,0.6154,g
11.5698,15.8089,2.6107,155.778,0.315,-11.2555,0.1453,10.6832,31.6768,0.5,g
11.8039,10.29,2.3971,66.2116,0.2986,-1.3538,66.158,11.4076,20.8079,0.509,g
10.28,-6.5581,2.1477,124.327,0.5231,-12.3598,66.082,-8.6419,13.023,0.7829,g
9.9131,-7.7106,2.2393,124.509,0.4986,-12.9121,0.708,11.2857,13.3791,0.8184,g
7.4401,7.4645,2.2393,86.2408,0.4755,-2.4933,76.831,-2.728,18.7188,0.7781,g
18.4984,-81.1744,2.2799,149.028,0.2546,-76.4084,88.2467,-10.7762,100.61,0.4672,g
19.1991,14.8654,2.6325,37.3899,0.3019,4.5498,83.7468,-18.1092,24.9369,0.4429,g
18.7279,96.6087,2.7899,147.036,0.1257,61.3292,19.081,-11.4585,82.8786,0.2514,g
12.4768,28.4496,2.5955,124.769,0.2069,1.9553,37.3983,-7.6765,38.4696,0.401,g
20.4661,36.25,2.8851,131.885,0.1453,-23.9646,1.706,-11.7916,40.2456,0.2567,g
20.6028,72.0646,2.7589,173.233,0.1542,56.4569,8.618,5.3155,88.1093,0.2718,g
32.5615,93.7059,3.2632,287.924,0.1203,77.3058,7.923,29.603,91.1262,0.1909,g
19.4973,8.0538,2.7857,156.844,0.2088,4.4912,85.328,9.883,25.1525,0.4095,g
21.4952,49.3437,3.1553,268.278,0.122,40.9583,5.881,-8.4313,54.7308,0.2287,g
28.1583,72.9245,3.5255,288.411,0.0908,-73.6525,3.3954,-19.1671,84.5812,0.1634,g
10.02,12.8968,2.3365,120.232,0.394,19.6741,82.8204,-5.6857,18.0866,0.6682,g
24.5063,72.0013,2.993,255.071,0.1082,78.8095,9.031,-14.9402,91.1777,0.2063,g
33.7804,-63.6065,3.4059,368.97,0.1718,-12.0088,0.054,12.3629,83.0728,0.2867,g
10.5688,-18.7027,2.4786,140.551,0.3538,-8.9334,3.4541,11.1678,24.6879,0.5748,g
9.3185,-4.3213,2.2889,232.916,0.4344,-14.7365,49.1374,11.6238,13.8125,0.8483,g
9.9778,15.5312,2.2695,56.5999,0.3898,-4.7403,17.646,-9.5154,20.1426,0.6022,g
12.6108,20.5079,2.6959,161.345,0.2931,23.1749,6.352,8.0023,25.8508,0.4894,g
10.2187,11.8441,2.4082,139.102,0.3613,20.8493,24.1656,5.8978,18.0787,0.6523,g
15.0596,13.7201,2.4857,49.225,0.2141,35.4576,47.1567,12.1509,25.2365,0.4248,g
14.6751,-18.5469,2.5132,98.3364,0.3328,-4.5055,17.4089,-9.4986,22.829,0.5368,g
16.6392,-23.0971,3.0502,198.165,0.1394,43.5765,7.831,1.7797,44.4396,0.237,g
19.8051,-14.5275,2.636,92.073,0.2116,-10.3978,53.953,8.99,31.838,0.3422,g
19.6176,-16.4431,2.6289,154.215,0.1774,24.7849,1.041,15.2197,31.0833,0.3196,g
15.615,24.0564,2.9204,177.552,0.2,19.5004,3.5025,6.1461,32.8576,0.3471,g
24.7688,50.6709,3.1271,254.877,0.1228,-86.3192,0.9455,-14.2413,91.5518,0.2187,g
8.2153,-18.9347,2.1931,143.198,0.3365,-13.9212,58.4118,-4.5283,27.4926,0.5962,g
19.2043,60.3149,2.7821,305.959,0.1627,78.4398,7.444,-12.7054,93.5917,0.3154,g
25.5263,39.7093,3.4071,136.557,0.1302,32.5232,3.6587,-11.1213,50.0617,0.2354,g
15.0827,-10.1243,2.601,160.485,0.2343,1.9166,4.7988,-9.9299,21.3167,0.4511,g
13.0781,-10.0954,2.5231,162.479,0.3103,11.4719,14.853,11.2769,21.3972,0.5997,g
17.7641,21.4711,2.541,131.4,0.2288,27.5289,0.49,-13.6596,37.914,0.3885,g
50.1502,114.566,3.7825,177.431,0.0651,97.5641,8.428,-32.5722,111.755,0.1274,g
20.5255,-24.683,2.8354,80.5694,0.2199,-10.6254,13.937,-10.5382,28.1683,0.3506,g
11.4535,20.0915,2.2455,105.586,0.3778,13.5851,36.5241,6.2059,21.5387,0.5909,g
12.4175,12.0755,2.4907,210.152,0.2601,-8.8324,16.2389,10.5371,32.9748,0.4136,g
0.0,-16.2725,2.081,213.934,0.4191,-25.0209,37.3886,0.0,24.0872,0.7469,g
14.562,-46.8887,2.5838,139.731,0.2699,-12.3226,16.129,-11.9187,54.3344,0.4068,g
20.5655,13.0944,2.74,80.0205,0.2084,5.4321,64.2875,4.5499,26.296,0.3494,g
19.7964,64.1715,2.9612,290.707,0.1657,-50.507,0.9563,12.0108,91.3563,0.3084,g
11.0744,6.4843,2.2516,205.42,0.4398,-14.3643,32.928,-10.2405,12.9945,0.7507,g
19.3567,36.1859,3.0402,235.575,0.1572,23.3922,8.4288,-13.5979,37.7923,0.2999,g
20.1241,37.3625,2.6479,209.743,0.2216,0.1577,4.089,8.8601,40.5406,0.3645,g
20.5379,64.1282,3.3846,289.1,0.1029,14.1129,1.454,-10.2698,80.0086,0.1951,g
25.4188,27.0457,3.1508,340.193,0.2025,9.6662,1.1889,14.8198,76.8511,0.3208,g
12.1773,16.1439,2.3936,187.665,0.2848,8.8077,5.4587,-9.5715,26.3029,0.4808,g
7.037,-12.041,2.2405,184.494,0.3247,-11.3626,44.767,3.5256,27.2175,0.5805,g
31.4836,54.1411,3.4847,277.526,0.0808,-63.6622,0.901,-15.1319,87.1492,0.1399,g
16.4894,27.5567,2.7505,126.279,0.1785,9.2587,35.8363,9.0456,34.0331,0.3268,g
6.9048,-14.5912,2.1889,206.362,0.4498,-20.1305,19.2493,-5.3604,20.2414,0.7896,g
11.758,-7.2481,2.0512,191.67,0.3689,15.4943,73.203,11.1789,12.6594,0.7111,g
16.8773,21.4719,2.8779,211.993,0.1331,53.1722,2.233,-15.6775,49.7239,0.2609,g
12.8122,11.4169,2.4735,106.922,0.2639,8.6242,14.634,-7.5557,19.3469,0.4941,g
19.0416,-26.5626,3.0235,195.773,0.1208,37.3298,2.443,9.4237,45.7365,0.235,g
17.6167,19.3482,2.7566,194.435,0.2741,13.5749,19.1417,12.3625,24.2101,0.4203,g
11.5542,16.1411,2.5179,208.126,0.1745,38.6376,13.218,-6.5826,46.0093,0.3429,g
9.9695,18.1866,2.3655,179.343,0.3168,23.2794,34.198,10.9782,22.1311,0.5948,g
10.3505,17.2788,2.2175,130.364,0.3,-85.9953,1.1506,8.2329,76.1338,0.5758,g
17.9479,-17.2976,2.9222,192.595,0.1501,-16.0724,3.9756,12.0176,36.1859,0.2787,g
19.7212,78.0387,3.3456,275.064,0.1397,63.9161,5.5266,10.4831,82.3239,0.2477,g
18.1801,-27.1004,2.6749,243.835,0.1871,-0.2124,13.175,12.5623,38.8861,0.3256,g
39.4608,43.7692,3.3164,287.001,0.0895,-56.4029,7.797,-35.609,70.7565,0.1525,g
11.0807,15.1443,2.4955,224.57,0.2923,8.4642,15.9689,4.0944,27.0691,0.4537,g
21.134,25.2125,2.9518,173.205,0.1078,-8.9092,0.501,-17.2325,42.9701,0.2067,g
18.6686,38.4813,2.8633,139.811,0.1884,21.2334,41.3483,-6.4606,40.9467,0.3151,g
13.7052,14.2798,2.5085,241.804,0.1969,-15.0803,14.972,-7.5102,28.5785,0.3752,g
6.9481,-12.3834,2.1255,157.978,0.4007,-23.028,30.5302,-6.2814,21.2362,0.7191,g
29.8274,62.4938,3.7988,251.288,0.0699,18.5903,2.4966,21.6046,77.8804,0.1313,g
19.4567,21.7586,3.1486,166.789,0.1445,-0.0334,2.8997,-10.0193,45.1661,0.2401,g
37.578,44.0412,3.712,351.427,0.0905,10.1767,1.661,24.4337,87.7908,0.1741,g
11.4758,19.091,2.301,155.806,0.3375,12.2599,35.676,-6.173,20.1492,0.6,g
23.1913,99.3906,3.5286,278.802,0.1076,52.2521,1.5716,-12.6465,96.5547,0.1913,g
15.793,-14.1881,2.5072,165.33,0.3313,8.6408,88.0664,11.3575,16.5728,0.5443,g
37.4755,83.2125,4.0688,309.096,0.0512,-52.3417,0.846,-19.7864,96.5847,0.0958,g
23.8097,50.2255,2.8594,179.994,0.1292,28.8653,26.6457,21.154,57.0559,0.2211,g
11.2645,7.2293,2.3444,51.4114,0.3688,-4.2469,16.3315,7.6066,16.3081,0.6425,g
23.98,56.0688,3.3601,185.195,0.0858,17.4816,5.9768,-9.2849,63.5666,0.158,g
22.0705,48.9388,3.3893,230.0,0.1324,19.4883,4.1776,7.2945,51.5682,0.2363,g
11.1525,-18.8549,2.1553,56.1808,0.3112,-14.0051,65.5712,7.0017,21.4699,0.5594,g
17.5794,23.6746,2.49,84.0178,0.2443,5.8651,9.3392,13.9072,23.7592,0.4822,g
21.3975,13.7637,2.5065,201.288,0.2508,-4.7425,25.641,12.0767,23.3948,0.4393,g
10.7448,-15.9745,2.4314,237.998,0.3981,8.6462,72.273,-9.0776,18.1586,0.6556,g
20.0706,-10.2698,2.8222,184.876,0.186,2.955,13.7154,-18.6686,30.1938,0.3614,g
18.9191,10.3083,2.9069,138.958,0.1729,36.0446,16.353,-5.1025,37.7991,0.2999,g
19.7139,16.7179,2.772,87.9986,0.1868,6.6832,37.73,-7.9014,23.8929,0.3702,g
15.0095,17.559,2.616,176.033,0.2458,-10.8927,3.6204,12.4594,31.7355,0.3995,g
23.9183,30.6895,3.1552,210.862,0.0906,102.504,2.742,18.6116,61.4663,0.1728,g
22.0517,134.783,3.0185,259.954,0.0858,121.24,8.201,-15.8498,146.654,0.1687,g
27.8548,74.3167,3.2298,288.693,0.1057,24.892,13.735,1.8096,95.89,0.1844,g
14.7692,16.0988,2.6985,178.934,0.2232,-8.459,5.159,-11.3684,29.826,0.4144,g
12.741,-11.576,2.243,139.584,0.3229,-27.4324,1.7,4.3727,23.7252,0.5657,g
14.3836,-12.2453,2.7532,132.209,0.2251,1.5996,1.4484,7.5601,30.359,0.3619,g
7.2387,-11.46,2.1287,39.1327,0.4052,4.7046,79.812,-4.6424,19.6686,0.7807,g
9.8122,-17.1612,2.2148,178.728,0.3262,6.1071,65.052,10.8257,21.3579,0.6159,g
12.6453,13.8988,2.5459,135.535,0.3115,16.5084,39.5399,-4.6716,19.8334,0.5206,g
11.985,60.7987,2.9802,323.597,0.2412,-37.9746,0.986,-9.0666,71.359,0.4061,g
23.5811,73.4946,3.1877,204.991,0.1133,74.4307,2.8894,-14.9511,73.3171,0.2214,g
18.8586,27.8414,3.0887,177.935,0.1146,18.2189,7.0622,-10.7417,42.8086,0.2275,g
9.1517,-12.1687,2.5185,179.576,0.3136,29.8428,7.576,9.8526,22.8654,0.6182,g
12.0859,-24.0635,2.5244,206.525,0.2287,11.3552,23.3573,5.7086,32.3768,0.4066,g
10.1082,6.4155,2.224,215.791,0.4627,13.7432,76.26,-11.6218,13.4415,0.8119,g
10.5476,-4.5051,2.1746,126.962,0.4916,-13.127,83.5804,9.7143,13.0775,0.7759,g
7.2304,11.4996,2.1746,156.436,0.4114,-5.0536,19.071,4.3149,19.5102,0.7893,g
19.4342,-11.9383,2.9462,226.958,0.1138,11.4503,11.258,-10.765,38.3174,0.2105,g
12.1793,-9.1786,2.6435,144.539,0.258,-13.5068,1.577,5.5149,22.1272,0.5091,g
18.026,14.7763,2.8882,157.306,0.1378,-35.9719,15.821,-9.0004,33.4169,0.2652,g
16.8228,35.4231,2.8152,209.649,0.189,14.0728,10.21,-9.8911,47.5445,0.3244,g
11.2635,2.9776,2.1255,227.144,0.3783,-15.0,71.697,-11.7922,12.9823,0.7491,g
10.689,-2.4955,2.1351,174.191,0.4066,-14.7727,41.248,-11.8731,13.2771,0.7839,g
35.0643,72.1546,3.9292,294.503,0.0739,-66.2563,0.147,19.5836,84.3102,0.1366,g
27.2533,41.4548,3.1582,141.621,0.1601,37.6236,66.846,11.7286,46.2189,0.2397,g
31.2844,69.656,3.5004,220.547,0.0769,61.683,13.0114,23.0812,71.2165,0.1479,g
31.1437,68.3527,3.8364,297.734,0.0887,-32.729,0.616,-11.2108,92.4049,0.1593,g
23.6958,16.1963,2.8179,107.747,0.1179,-27.3047,18.427,-9.2507,31.3502,0.2251,g
16.3249,26.0992,2.6776,225.174,0.2595,15.3124,0.2595,-14.094,32.087,0.3908,g
30.1456,81.1524,3.5906,291.692,0.0805,35.3944,2.152,-19.9712,87.1478,0.1535,g
0.0029,-9.7671,2.0774,197.337,0.3556,-28.9957,52.1801,-0.0001,24.6784,0.6778,g
19.9461,72.7092,2.9345,362.781,0.1878,1.1037,1.18,-24.2614,93.0951,0.3047,g
21.8092,-23.0368,2.5933,220.445,0.2079,52.5079,18.967,-14.1844,40.6332,0.3622,g
16.1153,18.6075,2.3531,248.012,0.2905,9.4828,21.221,-13.8144,23.4921,0.5055,g
11.9473,13.8411,2.4464,185.055,0.2737,-4.0191,63.3878,11.3123,20.8222,0.5259,g
11.6631,16.205,2.6091,152.69,0.2079,23.9949,4.4626,5.2814,32.7943,0.4133,g
12.1864,-8.6124,2.4306,187.384,0.2616,28.3514,5.8095,4.952,20.8102,0.5083,g
14.6054,-25.9866,2.5465,224.416,0.1889,-0.3041,48.5058,-10.9995,39.5291,0.3239,g
42.34,99.2544,4.0321,238.303,0.0599,79.9018,8.181,27.6699,97.9047,0.1185,g
29.2227,88.2692,3.3919,321.6,0.0809,111.726,0.046,7.3521,102.412,0.1614,g
34.1769,95.6895,3.1958,164.426,0.0876,15.2711,35.216,14.6144,103.824,0.1644,g
9.2726,11.7518,2.4456,157.12,0.1846,-53.4062,19.5139,-3.975,34.6616,0.362,g
10.8106,6.1115,2.3054,235.016,0.2698,-0.7882,7.3429,-3.3512,17.9872,0.5248,g
12.424,-31.941,2.618,224.595,0.2012,-0.432,7.966,-6.7805,38.0313,0.3614,g
17.6345,106.15,2.9528,261.138,0.1577,53.3517,3.5551,-11.8643,100.325,0.2865,g
21.6578,22.1614,2.7076,61.5537,0.248,20.4182,83.6227,14.7272,28.7277,0.3608,g
21.8287,87.5179,3.403,266.413,0.0808,58.1605,4.5497,12.3925,83.0419,0.1569,g
12.9893,-13.9394,2.5224,169.663,0.2447,18.237,23.302,9.5932,28.448,0.4354,g
12.5133,-8.9109,2.5231,198.305,0.2264,30.4578,7.979,-10.1482,21.8522,0.4378,g
31.7363,60.4856,3.5028,300.595,0.1114,62.6778,1.067,-23.6438,72.8669,0.2193,g
17.6983,12.4993,2.7177,204.851,0.2079,9.2148,2.1915,17.2474,27.1569,0.3851,g
20.0366,-18.0175,2.7455,203.703,0.195,-17.3388,37.8646,-12.2312,27.7759,0.3863,g
15.8055,23.4079,2.8011,152.801,0.1794,14.4272,8.06,-12.3842,29.855,0.3526,g
40.4816,-46.4003,3.4125,391.28,0.105,-91.0433,4.5116,25.8974,90.5838,0.2089,g
21.4731,34.5178,3.1176,169.975,0.1117,38.7698,4.4779,8.4768,53.4755,0.2029,g
10.7224,18.3466,2.6091,222.018,0.2153,26.2007,6.43,-11.8347,34.4984,0.4133,g
43.6088,68.3708,3.926,206.475,0.0602,51.1807,1.302,-24.5087,73.489,0.12,g
12.788,16.0998,2.5231,188.409,0.2024,26.5064,37.374,-8.7955,29.5677,0.3868,g
11.6514,-13.0332,2.4997,232.138,0.2168,-9.045,30.0405,3.5355,28.4461,0.3956,g
37.7139,67.7417,3.4756,374.651,0.1112,-109.354,9.1004,-25.3806,99.8472,0.2191,g
9.3126,14.5437,2.3054,47.9455,0.4282,19.6809,18.231,2.9802,19.3561,0.6337,g
16.8524,-27.3328,2.637,128.834,0.1949,-38.0625,9.7853,-13.4097,31.6799,0.3437,g
19.9877,-19.1324,2.9001,109.44,0.1064,-9.3446,51.921,10.8885,49.2717,0.2089,g
16.8244,-22.0768,2.6702,143.712,0.234,-14.4532,18.698,11.572,40.4564,0.3739,g
11.9961,15.918,2.5416,204.921,0.2514,8.1878,1.0613,-7.8882,27.0193,0.4914,g
13.7282,-17.9589,2.6594,71.9444,0.1961,-6.3537,8.827,4.7721,26.8447,0.379,g
26.6834,37.7841,3.269,152.188,0.0988,44.7883,23.8454,10.3951,45.4388,0.1905,g
12.4609,29.1928,2.6609,174.77,0.2216,24.9123,3.9175,9.015,44.0786,0.3821,g
23.5801,32.7971,3.2239,182.674,0.1185,-4.0812,11.0611,17.7866,42.9738,0.2126,g
10.4007,10.8837,2.3655,141.818,0.3341,21.8701,71.9141,5.7515,18.0642,0.6293,g
24.1908,22.7677,3.1655,85.9586,0.182,27.0484,6.0268,14.5544,29.4395,0.3149,g
31.4188,53.6824,3.3434,216.281,0.0755,-113.206,7.116,24.3952,106.554,0.1397,g
11.5078,-26.2585,2.3997,175.448,0.2649,-32.3977,1.2785,3.1136,50.9972,0.4462,g
19.1012,47.185,2.9227,220.18,0.1213,61.4797,0.961,9.8901,65.2318,0.2246,g
10.6219,8.5384,2.5453,167.716,0.255,36.8135,6.1065,6.3812,27.518,0.5071,g
17.9904,-19.5435,2.641,196.901,0.1771,59.4194,0.5398,-12.2521,47.027,0.3406,g
9.5189,20.2944,2.2601,109.902,0.4313,19.573,5.205,11.5292,21.8607,0.6648,g
23.2121,68.8204,3.4987,305.733,0.1575,-24.8013,1.3127,15.7485,89.3435,0.2315,g
12.0956,14.293,2.5302,216.885,0.2404,16.7515,19.1921,5.2434,25.3603,0.4602,g
10.1805,21.6104,2.404,122.124,0.2308,34.1894,11.201,-7.2943,27.6891,0.4458,g
5.8291,19.3008,2.2707,197.262,0.6139,14.7993,0.351,-5.8138,20.1279,0.8257,g
19.6413,51.9813,3.1888,230.44,0.122,72.4752,8.831,12.9438,56.817,0.2311,g
16.6652,-122.173,2.3617,340.767,0.3239,-103.423,6.673,-7.5258,158.532,0.6174,g
14.1931,-16.0054,2.5723,135.352,0.2075,22.8128,25.688,6.9977,25.6487,0.3989,g
10.4908,-3.5519,2.1717,151.915,0.4141,-14.6938,5.5558,-11.8719,13.3657,0.7946,g
10.5032,-12.7121,2.5099,220.918,0.2334,24.6519,3.651,3.5871,33.1995,0.3988,g
21.0949,46.0319,2.637,262.672,0.2318,37.8608,19.0791,15.8292,48.1644,0.436,g
15.2972,27.3937,2.8038,151.441,0.194,13.9076,1.573,-5.6248,33.6832,0.3441,g
17.3139,118.965,2.9292,71.8962,0.156,113.915,50.738,-12.6074,154.037,0.2719,g
19.9671,28.1588,2.9675,209.56,0.1029,-76.1834,8.333,-10.4487,77.8998,0.2047,g
16.8385,10.8386,2.6821,147.553,0.1965,18.0093,7.086,-12.5505,24.6852,0.3867,g
10.6832,-3.1901,2.2822,123.7,0.4569,-13.8626,2.2784,-11.0846,13.1662,0.7781,g
15.4917,28.083,2.382,145.657,0.2261,40.1648,9.2366,15.7419,34.1115,0.4191,g
22.8653,84.6643,3.6501,242.774,0.0973,84.0961,1.7098,7.2546,80.9531,0.1818,g
11.2952,-8.2844,2.3729,169.801,0.3199,3.8575,59.9534,5.7912,16.6298,0.6017,g
21.8785,24.7518,2.9731,151.092,0.125,18.066,22.8615,12.8875,34.4997,0.2394,g
15.4451,-6.7434,2.4232,180.783,0.3264,25.3906,1.635,-17.2455,20.1074,0.6,g
17.1498,-45.019,2.7774,129.754,0.1845,-26.09,5.413,-9.618,53.069,0.2838,g
23.0933,20.9811,2.7404,92.8759,0.1682,15.6732,23.9855,-18.097,30.9444,0.3145,g
20.7097,9.6262,3.0443,168.992,0.1061,-10.6918,1.0347,9.8165,41.7332,0.2104,g
14.3425,-19.2248,2.7803,250.313,0.2811,-5.8179,5.4551,-12.5195,31.3912,0.4444,g
24.024,74.3565,3.3941,210.589,0.1132,55.5414,2.76,-16.8204,71.4686,0.2167,g
12.5027,95.1581,2.7076,162.842,0.2539,61.607,11.8646,5.4175,99.4918,0.4176,g
17.6279,-29.4894,3.0533,217.651,0.1305,-52.0346,0.3636,14.7127,48.4137,0.2574,g
11.1914,19.5615,2.2672,226.003,0.3,13.6674,20.949,-8.2848,22.8668,0.5622,g
23.1313,68.8152,3.1678,208.775,0.1702,-132.362,0.29,-22.1816,80.4507,0.2705,g
19.9991,-17.942,2.7173,187.65,0.185,-11.8517,17.682,-16.4464,26.7645,0.3317,g
6.827,12.3509,2.0774,259.471,0.4059,23.2776,88.9063,6.4888,21.6071,0.7029,g
16.679,-11.2706,2.4624,223.683,0.3121,28.2408,11.79,13.0344,21.9208,0.469,g
12.44,9.3586,2.3953,67.208,0.2596,27.4178,60.023,9.3778,20.9428,0.4789,g
16.4359,-7.4694,2.6165,160.527,0.2648,12.7882,7.158,15.4448,21.1531,0.4547,g
19.3494,21.1635,2.8014,72.8249,0.1856,19.8369,9.652,15.415,29.306,0.3602,g
31.6442,50.3227,3.4755,280.455,0.0801,53.9654,1.7327,20.6942,61.6277,0.1559,g
39.6292,38.4254,3.9398,90.4525,0.0761,27.7288,15.0666,2.9934,51.9288,0.138,g
14.1497,16.9994,3.033,199.036,0.1478,68.2041,1.962,9.5422,46.3207,0.2919,g
10.7934,18.9219,2.4526,214.57,0.2663,8.9849,6.5289,3.391,23.3736,0.4832,g
15.8483,-11.7925,2.8457,205.721,0.1947,-28.5884,0.829,5.9756,40.4803,0.368,g
17.3947,59.5806,2.9151,304.903,0.1574,-94.2446,3.4423,-18.0118,78.8664,0.3088,g
18.9343,21.3642,2.8663,202.086,0.1367,-43.6281,4.734,11.7471,48.7467,0.2585,g
24.9616,-25.6589,3.2901,54.8415,0.1192,13.6326,17.388,-14.1046,43.4952,0.2102,g
0.0,-15.9103,2.0952,231.044,0.4137,-25.4216,6.4563,0.0001,24.2128,0.739,g
9.5119,32.8639,2.3865,244.987,0.3676,38.1536,22.0967,6.586,39.4071,0.5462,g
24.9284,99.8901,3.2967,166.431,0.1028,64.9894,7.025,7.1257,101.736,0.1803,g
21.5379,-64.139,2.7181,328.773,0.2268,-113.579,2.594,-11.8532,117.034,0.3904,g
11.1879,7.3138,2.0986,156.36,0.4343,-14.5557,53.7924,-9.678,12.94,0.741,g
22.3432,73.2423,2.894,272.43,0.1347,-112.04,3.1709,-16.7104,81.5335,0.2591,g
18.4474,14.4374,2.8079,233.578,0.1502,-4.344,19.0804,-10.4699,27.4989,0.2942,g
11.3577,19.4341,2.3304,201.641,0.3061,19.9072,74.4019,-10.1197,20.4531,0.5888,g
10.3682,-16.3115,2.243,105.127,0.3171,3.9919,57.3003,-7.5029,21.3516,0.5771,g
6.0469,18.6435,2.2443,59.3725,0.5726,16.5804,49.2261,-6.1087,20.8126,0.7977,g
7.4896,-3.3562,2.1599,73.717,0.474,0.2135,45.2279,3.5175,18.8412,0.7405,g
22.0948,-25.2602,2.6149,157.839,0.1566,-19.6795,19.576,-10.9333,32.002,0.2718,g
19.5192,-9.0393,2.7344,231.372,0.1853,-1.6455,4.265,-9.3433,28.5929,0.3171,g
15.5699,5.802,2.5971,161.972,0.1985,32.3845,6.449,12.019,33.3829,0.3464,g
23.2976,53.4382,3.2848,211.55,0.1067,44.6431,3.3089,-14.2908,56.0798,0.1889,g
27.2611,26.3683,2.9954,74.7238,0.145,-2.4964,18.143,15.4869,30.977,0.2668,g
33.2234,-55.8526,2.6075,294.403,0.1963,-63.7398,16.152,26.8952,69.4757,0.3679,g
10.8425,18.3315,2.2577,159.182,0.2845,-33.8096,57.169,-8.2798,23.435,0.5635,g
28.5031,62.9564,3.5611,305.311,0.1257,-25.2592,2.2074,-12.1108,86.3712,0.2135,g
15.7057,-10.4165,2.5416,122.371,0.2313,-11.1,44.497,-9.6726,21.5706,0.4483,g
17.863,-11.9629,2.2999,99.3695,0.2281,-25.7814,62.949,-8.402,23.3601,0.4361,g
45.5282,54.0209,3.5016,250.69,0.0666,21.6406,9.056,-55.3522,60.1824,0.1267,g
26.6722,48.5028,3.3559,205.348,0.0659,-10.1246,4.558,-11.4634,59.4155,0.1313,g
19.5018,-32.1282,2.9509,212.902,0.145,32.9563,1.7074,-14.6519,54.5124,0.2531,g
16.9277,20.9917,2.5623,232.175,0.1795,44.1889,13.511,14.4195,33.3747,0.3589,g
17.8524,23.9118,3.1116,110.852,0.1435,9.8933,14.2862,-9.6162,38.9357,0.2869,g
21.4325,75.5197,3.5977,228.566,0.0741,61.393,2.008,-11.2675,81.8428,0.1326,g
17.9932,27.851,2.6998,217.719,0.1487,37.261,0.8845,12.792,37.1179,0.2735,g
30.916,82.6968,3.7167,197.238,0.0888,41.4188,3.0387,20.4082,80.6494,0.1569,g
29.7673,98.9246,3.3742,173.821,0.1088,43.919,10.06,-10.9787,88.3846,0.1876,g
18.5649,-15.8067,2.7478,129.389,0.2046,0.0774,15.7122,-9.7258,23.49,0.3878,g
14.5305,23.2323,2.73,135.178,0.1927,27.8753,1.702,9.5886,28.5,0.3706,g
18.1107,-18.3317,2.8417,108.315,0.3736,1.9443,17.075,-14.7175,23.0401,0.4838,g
7.6865,-19.4521,2.3424,93.3278,0.4295,-14.0032,24.6644,7.5515,24.7242,0.7091,g
25.9007,78.9545,3.3077,203.421,0.1051,17.0072,5.231,-20.2618,74.6202,0.1881,g
16.5543,18.1795,2.8058,181.039,0.24,22.7666,3.6582,-10.683,25.889,0.4238,g
18.5857,42.1384,3.1614,222.666,0.1134,43.3999,2.932,4.8725,54.3867,0.2255,g
9.3418,-7.367,2.2625,157.327,0.3197,-25.271,5.5511,-1.8277,20.3129,0.612,g
41.3546,69.8179,3.7575,324.403,0.0812,-74.9413,4.663,-39.9739,92.6832,0.1594,g
13.0382,30.2373,2.8021,190.364,0.1617,10.5899,2.6994,7.7737,46.1716,0.3186,g
12.2549,12.6462,2.2945,114.657,0.368,26.0595,5.9657,7.0634,23.6634,0.6193,g
8.75,-15.9859,2.3979,171.557,0.33,4.3099,4.5212,10.7728,22.3085,0.628,g
17.1836,-25.997,2.7846,194.961,0.1355,36.9789,3.517,11.346,43.6493,0.2496,g
32.4104,52.4496,3.0372,113.173,0.1537,11.3851,5.328,-23.5629,48.8508,0.2487,g
0.0025,12.5949,2.2,126.784,0.4827,-4.3533,24.195,0.0,21.1346,0.8139,g
24.7602,31.5945,3.4715,229.318,0.0947,25.2273,14.916,18.3064,46.0188,0.1854,g
29.8467,61.4144,3.7147,258.645,0.0753,-82.4063,0.439,15.4813,83.6276,0.1416,g
24.4705,-21.5705,2.7059,169.957,0.1211,11.1273,1.837,3.9355,35.0964,0.2362,g
16.7086,37.3177,2.6459,186.202,0.2362,36.4684,4.972,6.702,42.2218,0.4,g
13.8909,58.5706,2.6702,171.802,0.2147,32.4753,8.609,10.0235,61.6586,0.4145,g
35.0272,64.1156,3.6171,212.489,0.0805,1.6442,18.4316,23.5996,65.045,0.1519,g
39.5121,94.346,3.4648,182.45,0.0619,73.6714,9.8048,16.1733,76.4722,0.1238,g
17.6827,15.7114,2.8435,146.996,0.1398,26.673,27.846,-7.6168,34.975,0.2781,g
19.7604,-17.8472,2.955,222.587,0.1514,-2.7236,9.3727,11.9466,42.9026,0.2607,g
17.6144,22.0442,2.679,159.189,0.1476,-57.7771,5.5823,15.0057,33.1479,0.2785,g
13.1936,20.1504,2.4158,217.084,0.1862,-52.8142,15.0459,8.7126,33.8351,0.3455,g
15.0071,7.7191,2.3464,229.922,0.2545,-36.7844,1.4,-14.218,26.4138,0.4279,g
25.66,20.3758,3.231,228.505,0.1102,18.6048,0.052,9.2744,58.556,0.1816,g
24.6707,-28.9203,2.8341,200.505,0.1941,-14.6332,28.28,-18.9417,59.7264,0.2901,g
25.6855,45.7886,3.2838,280.151,0.1652,-49.93,0.023,20.1317,57.9726,0.2981,g
20.025,12.4281,2.8296,191.395,0.1429,9.2616,9.546,-12.2456,36.8114,0.2842,g
17.6638,17.1221,2.6937,127.801,0.2277,-22.4674,87.6397,-11.473,23.5984,0.3887,g
