fDist,fLength,fWidth,fAlpha,fSize,fConc,fConc1,fM3Trans,fAsym,fM3Long,class
135.89,24.4285,0.0,49.8852,2.0434,0.7059,0.3756,0.0,27.5567,12.9859,g
147.389,43.7985,15.563,6.324,2.6902,0.2714,0.1357,6.3077,45.5099,28.5198,g
74.5681,13.0635,10.9843,63.3618,2.1055,0.7608,0.4353,-11.0148,-14.3582,5.3086,g
156.565,23.9911,16.2626,4.869,2.5966,0.4709,0.2367,-11.417,18.8501,14.9584,g
157.905,32.3988,21.6611,34.772,2.9874,0.2851,0.158,-6.6219,-7.4064,21.2979,g
211.577,56.3949,22.885,3.4732,3.4192,0.2087,0.1061,-11.9653,31.2806,53.6087,g
206.909,70.9727,38.4229,31.475,3.554,0.1343,0.0686,-34.8934,72.596,72.4627,g
78.3395,24.3798,9.6194,46.6564,2.4125,0.5609,0.3346,-5.9295,-12.5854,13.0954,g
191.503,43.4234,15.0007,5.0326,2.905,0.3248,0.2383,-9.5313,24.1464,29.5295,g
86.7517,20.6311,7.2234,25.186,2.0314,0.707,0.3674,5.8889,1.3775,-8.45,g
201.41,12.9963,11.0961,27.469,2.1287,0.7509,0.4349,-10.4878,14.4476,-6.4413,g
142.248,25.4562,19.7935,0.2694,2.5569,0.4161,0.2372,13.5827,6.6005,-15.6275,g
205.448,45.4444,11.349,5.059,2.7332,0.3937,0.2486,8.2332,9.2073,34.8387,g
56.7602,20.2655,15.6989,79.7296,2.4955,0.4441,0.2316,3.9816,24.7215,14.164,g
99.2704,20.6036,7.2364,75.0703,2.0394,0.7032,0.3699,5.8712,1.0823,-7.7699,g
133.173,50.635,41.1529,65.912,3.2905,0.1358,0.0684,34.9292,54.2725,-23.3843,g
227.08,117.879,18.6235,3.408,2.8146,0.2851,0.1709,-5.0068,45.097,133.877,g
123.759,51.115,18.5114,21.9356,2.752,0.2159,0.1142,-12.2658,8.1215,-25.515,g
188.885,29.108,16.6512,17.2551,2.635,0.3708,0.2074,4.3751,20.6134,15.4043,g
290.482,94.5656,24.9475,7.7603,3.1767,0.2057,0.1089,11.0564,53.6245,77.9926,g
198.631,23.4048,15.839,48.901,2.4564,0.4895,0.278,14.7473,10.4208,17.4069,g
156.726,60.0423,21.4568,52.36,3.0179,0.2294,0.1252,-11.2749,-68.6727,-10.1213,g
169.383,12.8908,9.6284,18.4308,2.2266,0.8131,0.5786,-8.6595,10.9329,9.1271,g
269.468,84.0324,29.9255,1.839,3.2917,0.1619,0.1014,13.1296,-69.83,65.0036,g
89.9856,28.6277,24.2951,76.584,2.9506,0.2611,0.1395,7.502,7.7134,-17.4477,g
127.306,19.321,16.7591,70.87,2.4624,0.4759,0.2914,11.3353,1.7892,11.5461,g
127.905,35.8316,11.1439,0.059,2.5205,0.3922,0.2398,-8.1048,20.3968,25.6027,g
183.768,30.9446,15.9522,4.834,2.8822,0.3751,0.1948,14.7736,18.4557,-17.392,g
142.059,23.4077,21.8669,8.293,2.702,0.4409,0.2651,-16.8746,12.8615,17.995,g
276.536,81.4536,20.3701,5.2231,3.381,0.2354,0.152,11.2162,-53.6616,67.2432,g
272.28,40.8475,12.6122,2.995,2.6439,0.4495,0.2463,-6.9769,15.9419,41.3819,g
130.23,13.3663,8.0592,5.787,2.4241,0.8889,0.6045,-10.6035,10.4752,11.1805,g
180.545,30.7607,13.698,2.423,2.4616,0.3972,0.2401,12.3671,21.8286,22.3039,g
63.2308,27.2369,19.2143,13.341,2.7173,0.3164,0.1812,-8.5868,-17.5434,13.2407,g
113.506,29.0298,28.6276,79.5884,2.9172,0.3303,0.1712,16.1288,16.4985,-21.5674,g
148.022,22.7309,18.9412,66.851,2.4298,0.3978,0.2175,17.5185,17.4354,-16.9273,g
151.46,13.2183,10.8221,7.022,2.1351,0.7766,0.3919,11.8929,-14.9535,0.9057,g
179.25,29.7142,18.3829,67.617,2.6144,0.3256,0.1665,-14.8931,-32.0756,14.9118,g
191.493,45.1514,18.1741,2.642,2.9243,0.2786,0.1518,4.5365,8.8386,-10.7427,g
132.624,25.579,18.0211,24.588,2.4065,0.4039,0.202,16.8807,36.8669,-10.6968,g
91.0879,28.6893,19.4822,43.7063,2.634,0.2811,0.1429,16.0918,28.5064,-14.0549,g
137.929,25.7821,19.0607,35.16,2.6889,0.3501,0.1853,-7.6053,16.7257,8.9445,g
155.949,30.7134,15.0453,25.312,2.6064,0.3861,0.2092,-9.6453,10.1764,-21.2118,g
290.7,60.4692,15.6627,12.857,2.8466,0.3986,0.2427,-10.8052,-48.2832,39.4267,g
150.686,35.3705,15.0417,9.3046,2.7105,0.3174,0.1685,-4.5924,-28.5264,18.3136,g
357.692,83.4713,18.4533,3.1439,2.9581,0.391,0.2439,7.9963,27.5574,31.2314,g
117.355,22.7982,18.0663,10.6855,2.5717,0.4879,0.2748,-6.2713,7.2067,-13.8599,g
116.364,17.3357,10.9817,22.2335,2.2833,0.5781,0.2995,3.6979,-22.4642,-9.4314,g
223.58,67.4766,29.8525,4.9318,3.8447,0.1419,0.0809,8.3472,44.6409,53.1833,g
121.969,12.5104,11.9542,81.3693,2.0774,0.6946,0.3556,-10.9443,-15.7612,7.7917,g
274.892,69.7979,20.3134,1.825,3.1824,0.2227,0.1225,16.8988,-85.3467,-24.53,g
251.259,69.399,10.8157,6.251,2.8136,0.427,0.2527,-7.2771,68.4614,63.9922,g
286.426,112.373,34.0878,4.9835,3.4071,0.1383,0.0707,23.8863,-146.619,69.8675,g
135.605,50.741,36.7379,18.85,3.8913,0.1335,0.0678,14.2597,4.3911,39.5033,g
124.016,12.8337,11.5004,9.9252,2.2292,0.7316,0.3805,11.5261,15.1577,-5.9048,g
340.59,91.2612,29.9126,0.8864,3.66,0.2035,0.1043,10.7067,11.2769,43.9246,g
260.536,74.9967,21.5708,2.154,3.3613,0.2263,0.119,-14.5231,-70.0755,68.1114,g
378.241,75.6875,25.5368,0.7458,3.2299,0.3522,0.1946,-19.8616,37.1585,-15.0001,g
213.687,27.5744,12.4088,4.591,2.3646,0.4881,0.257,-7.8102,34.9461,11.3264,g
169.349,13.2669,10.3993,26.089,2.1569,0.7944,0.4704,11.271,13.5434,5.8101,g
225.341,35.1654,18.8176,3.828,2.7712,0.3421,0.1804,2.3737,-20.5156,-29.6739,g
212.947,61.3543,16.2208,6.0857,2.7749,0.2351,0.1352,9.3806,-62.543,-29.7386,g
218.411,41.9622,13.5936,10.3535,2.711,0.2977,0.1644,-5.5027,-14.5723,21.1732,g
250.943,55.6733,19.326,1.5532,3.1896,0.3321,0.2039,10.3608,41.0557,52.473,g
169.451,29.5149,15.1711,9.6888,2.8106,0.3697,0.2049,-7.5056,3.3765,17.0961,g
127.346,18.3881,16.5036,64.378,2.5296,0.6027,0.4505,5.7358,8.788,12.8557,g
241.422,19.6089,12.8532,4.228,2.372,0.5053,0.2994,-3.31,-15.4731,-12.7648,g
169.867,22.4294,14.0145,9.239,2.5315,0.5029,0.3221,11.6916,-13.1996,-13.354,g
163.248,53.1491,23.4733,13.5688,3.1508,0.2481,0.1502,-10.9404,46.851,45.1187,g
109.393,38.3229,31.2785,7.47,3.2961,0.1992,0.1145,-27.2385,4.6628,21.9823,g
152.247,33.922,19.5203,8.826,2.6928,0.2738,0.145,8.6852,-12.6419,-21.6683,g
239.627,71.0185,17.7497,1.003,3.0527,0.2232,0.1298,-6.8361,31.7908,75.4977,g
275.836,83.1274,31.9012,0.6755,3.6883,0.1736,0.1055,-4.7056,88.4984,75.1592,g
173.98,24.6409,16.5116,27.087,2.5849,0.4187,0.2146,-4.5091,6.14,15.8566,g
291.552,42.1245,24.5639,11.3741,2.8684,0.2668,0.1347,-10.8984,19.652,24.4436,g
299.482,94.618,31.6664,2.903,3.7625,0.1773,0.0955,27.6919,-81.1632,62.7514,g
121.816,39.8874,25.9122,7.437,3.227,0.1856,0.0934,-5.7609,12.6365,26.0955,g
154.92,20.2173,7.0909,49.5995,2.1414,0.7726,0.4079,-5.3643,-21.6288,-12.9913,g
64.2661,30.9203,18.9283,5.861,2.8179,0.2692,0.1361,-10.537,12.1482,23.322,g
100.664,34.6136,17.6494,12.037,2.6749,0.2748,0.1427,11.4362,48.0518,-18.2315,g
157.675,28.5144,25.1769,59.9787,2.7271,0.3093,0.179,-13.0677,-21.9314,18.2613,g
198.647,26.6497,18.45,11.7935,2.6375,0.3295,0.1832,-10.756,9.3045,-23.3255,g
99.477,13.0995,10.7571,65.0289,2.1508,0.7703,0.4629,10.5492,-13.778,3.2958,g
155.814,37.598,19.7521,19.158,2.9793,0.2381,0.1306,9.8806,17.9564,15.8218,g
137.294,46.4459,21.7747,20.0742,2.8739,0.2794,0.1598,14.6852,17.2378,30.7022,g
206.641,32.0237,12.6492,20.2901,2.4298,0.4796,0.3364,-5.1363,-25.3114,-23.6305,g
90.8102,17.8425,16.6565,41.436,2.5922,0.4962,0.2596,14.633,3.1041,-11.5213,g
196.411,50.9379,28.2706,19.3908,3.4046,0.1836,0.116,10.9688,43.6241,31.6884,g
238.102,45.0049,18.6284,9.235,3.0384,0.259,0.1396,15.423,0.573,31.2092,g
252.015,48.3543,17.1386,6.4053,3.0804,0.2975,0.1899,-13.894,36.4247,35.0022,g
107.001,29.7983,19.8669,36.3005,2.9006,0.3457,0.2256,15.2876,-20.8631,-19.9547,g
105.479,22.3488,12.8311,58.019,2.2553,0.5833,0.3472,8.7341,11.6407,14.4753,g
166.196,38.0433,25.083,0.4688,3.1359,0.2384,0.1239,15.0552,28.8149,25.6803,g
159.805,74.5539,19.2874,13.815,2.5276,0.3264,0.1825,2.5358,-51.8199,-64.9695,g
286.413,85.6279,34.8662,1.92,3.9472,0.134,0.0677,25.721,16.5888,74.0012,g
128.141,23.919,18.5958,27.0943,2.7778,0.352,0.196,-10.8149,-1.1588,-15.3057,g
219.155,62.9308,19.1078,8.58,2.9501,0.2782,0.1666,-13.1482,31.524,51.5405,g
97.1196,82.5891,16.4813,2.533,2.9276,0.2942,0.1742,9.5267,37.7848,87.6402,g
175.683,55.9692,23.7766,3.2503,3.0408,0.2021,0.1033,13.5666,71.9799,24.7609,g
185.801,41.8804,17.7293,6.862,2.8965,0.2627,0.1402,7.061,-49.61,-19.7398,g
200.2,18.3648,9.9588,45.014,2.2788,0.6684,0.3658,6.1841,-20.9967,-12.0123,g
208.996,18.7532,10.2804,3.5066,2.2648,0.5598,0.2853,5.0807,0.7603,-6.4056,g
197.505,33.8279,21.1245,20.2701,2.4778,0.3594,0.188,13.1486,-16.7273,-24.0378,g
61.034,19.4371,9.0561,16.244,2.2788,0.6632,0.45,-3.7914,-19.0207,-15.2036,g
202.092,93.0962,39.7987,3.5745,3.9481,0.1128,0.057,-23.8583,34.9875,101.462,g
275.603,94.4748,20.942,3.4604,2.8035,0.4151,0.2288,10.8375,-54.9409,-40.4334,g
157.278,30.6982,16.7852,22.856,2.829,0.3291,0.1964,9.4149,8.8165,19.0026,g
199.951,26.7552,11.6863,32.4811,2.4166,0.4636,0.251,-7.9108,5.2469,16.098,g
245.658,28.2025,21.6164,20.162,2.766,0.3119,0.1928,8.9818,-25.8824,-18.5048,g
210.92,29.1673,18.0125,6.382,2.841,0.3417,0.1925,-8.975,24.9667,10.1387,g
185.909,37.3119,17.1725,2.7907,2.6314,0.3481,0.1834,5.2623,36.0601,24.4252,g
173.444,21.8794,10.9246,24.791,2.2765,0.5503,0.2937,-10.1413,22.2202,19.1731,g
161.453,20.6987,13.6872,85.8793,2.4742,0.5671,0.3339,-3.8453,21.9694,16.0626,g
250.253,114.324,22.4208,40.2357,2.6758,0.3207,0.1677,-10.2281,85.0677,117.912,g
195.796,110.567,31.4565,1.9947,3.7702,0.1456,0.078,-10.2756,64.9389,123.468,g
315.529,100.961,46.5423,3.045,4.1751,0.0899,0.0478,25.0621,10.6786,82.1558,g
220.687,72.1379,11.6246,0.5105,2.6972,0.3193,0.1777,-5.8937,53.933,57.9968,g
225.009,17.3109,11.1244,89.4859,2.2553,0.55,0.275,-0.1954,2.0205,-7.7244,g
276.474,72.3741,21.5584,2.071,3.0699,0.212,0.1205,17.2783,-85.2818,37.9501,g
176.991,62.3448,32.0626,7.61,3.5533,0.1516,0.0815,20.2344,40.7165,63.985,g
157.456,20.0758,9.4666,34.4105,2.3139,0.5971,0.2985,-3.5768,25.9808,-0.2571,g
220.761,21.407,6.6989,85.7558,2.081,0.7386,0.4523,-6.3594,-21.2155,-14.8517,g
152.917,19.8723,7.3787,47.741,2.2999,0.7268,0.4135,5.1661,1.2087,-7.3216,g
231.863,34.8842,13.3152,9.986,2.6186,0.3538,0.201,9.3523,35.8911,-26.5572,g
165.158,34.0197,9.4725,0.4852,2.4983,0.419,0.2143,4.0494,-1.6241,-22.6261,g
119.954,22.015,6.592,49.8198,2.1383,0.7345,0.4327,6.6499,22.6912,13.5859,g
290.363,58.3566,29.5155,3.237,2.9963,0.2229,0.1256,-30.215,63.4419,38.3185,g
237.673,74.5253,25.4305,10.152,2.9055,0.1777,0.1038,15.8341,-101.878,-57.1529,g
160.851,19.3309,7.4555,13.369,2.1861,0.7296,0.4463,4.4678,0.3978,-4.6025,g
122.932,25.7036,16.313,8.435,2.7889,0.4488,0.2659,13.6775,1.7939,18.0822,g
204.247,29.719,16.6646,4.549,2.5031,0.3893,0.2213,17.7535,-34.3291,-25.141,g
210.715,21.8935,10.848,42.836,2.29,0.5949,0.3513,-6.9016,16.6034,18.4514,g
239.572,29.7168,13.9412,11.8286,2.7372,0.4707,0.2903,-9.6773,-16.7875,-10.0601,g
206.229,32.5973,13.8445,7.556,2.4786,0.4917,0.2608,-13.3874,-19.9957,-25.6857,g
250.027,36.9596,16.6503,10.1152,2.7723,0.2838,0.1512,-10.5973,-4.0322,-28.5974,g
120.804,39.301,17.2702,4.5729,2.7156,0.3715,0.2069,11.1277,41.9106,-17.2948,g
140.242,31.1816,19.884,35.4229,2.7672,0.3402,0.1735,-18.1463,13.1058,24.1669,g
189.52,34.6933,11.4502,3.7316,2.4346,0.4559,0.2592,-8.4072,6.6377,-21.8955,g
220.402,67.6373,32.5679,1.646,3.4624,0.1662,0.0905,23.5379,37.8883,48.8606,g
244.691,63.4169,16.863,7.695,2.8727,0.2802,0.1642,-10.4784,-97.3093,36.9142,g
105.775,27.3301,18.1564,23.2359,2.3711,0.4128,0.2362,13.5505,3.3111,20.968,g
88.8504,28.7755,10.9466,5.5984,2.5198,0.4471,0.2432,-7.5287,9.7904,13.7141,g
198.377,24.8069,15.3206,6.1642,2.6527,0.3582,0.1969,-13.3818,-9.8548,-10.8912,g
98.7475,44.5422,26.3072,67.7603,3.0133,0.1629,0.082,-10.5406,-18.3504,-14.0598,g
106.772,61.5118,38.5405,32.635,3.6745,0.1466,0.0742,26.34,15.4284,53.6536,g
209.183,26.8817,14.6968,7.9798,2.4378,0.427,0.2135,7.1459,30.7917,19.3043,g
20.2445,36.2401,15.557,79.392,2.7796,0.4186,0.2234,-9.714,-47.5843,-21.0625,g
195.544,24.1267,17.7874,2.425,2.841,0.3663,0.2358,-12.9329,8.2591,13.3919,g
146.096,82.7882,32.0348,1.5868,3.5019,0.1212,0.0634,13.7145,67.0641,90.7246,g
42.8497,13.2703,10.6491,42.1949,2.1658,0.785,0.4266,11.7401,14.4291,3.5272,g
164.902,20.0714,15.7187,64.773,2.356,0.4361,0.2357,-4.7599,2.4543,-11.5654,g
311.14,77.3151,26.2535,1.125,3.3316,0.2777,0.1391,13.4308,-69.911,34.1751,g
250.684,98.5903,23.9551,0.1561,3.0894,0.1669,0.0916,15.6326,92.2141,98.9695,g
195.248,17.2906,11.1882,57.878,2.1732,0.557,0.2919,-3.9301,-0.1805,3.378,g
144.261,33.8329,18.7762,31.828,2.76,0.3249,0.1937,13.7306,-10.3804,-15.9305,g
266.12,48.5814,15.7596,9.4002,3.0336,0.3276,0.1772,9.3497,41.9293,48.3135,g
169.467,34.546,20.8963,3.103,2.9157,0.2866,0.156,4.9595,5.3318,28.0222,g
234.385,22.5931,0.0033,19.423,2.2418,0.7736,0.4155,0.0,-3.9542,13.6766,g
171.63,39.2972,16.7651,6.5895,2.7882,0.2801,0.1507,-8.0415,24.6147,-23.715,g
252.21,128.315,32.0179,23.202,3.0737,0.1857,0.1017,21.3786,-125.176,84.952,g
227.08,92.769,36.7959,5.8385,4.094,0.1,0.0505,-32.9371,17.6552,82.5596,g
264.772,97.2927,25.5448,9.6868,3.4678,0.157,0.0812,18.4005,79.0117,81.0806,g
172.054,26.2102,13.9899,14.1372,2.5971,0.3692,0.1985,3.2219,6.574,15.7111,g
180.612,32.5359,14.9203,26.551,2.6575,0.3322,0.2035,-6.4223,-15.1835,-24.1938,g
354.313,76.7307,24.2085,3.436,3.037,0.3021,0.1584,-17.545,12.6502,26.3846,g
179.991,35.8929,7.3843,0.583,2.3811,0.5031,0.3056,3.3494,24.1892,21.891,g
226.582,18.5099,12.7852,71.9926,2.3775,0.5199,0.3082,8.9043,0.021,-5.8835,g
221.253,45.71,19.8224,4.655,3.1506,0.239,0.1311,4.9942,24.2414,18.1879,g
232.547,21.6476,6.7539,48.7888,2.1477,0.7117,0.4235,-6.4993,-22.6078,-13.3679,g
286.684,75.3265,25.881,0.2422,3.6141,0.1743,0.0937,12.7916,30.375,65.9936,g
83.9524,32.3432,17.8505,17.4491,2.6021,0.43,0.2188,-16.2215,29.8188,30.9411,g
399.088,93.1864,28.2204,4.5743,2.8503,0.271,0.1475,21.0606,-77.5131,-34.3062,g
213.613,47.7599,11.7024,19.6618,2.4314,0.4296,0.2426,8.0892,-52.3848,-32.5899,g
104.987,19.3469,16.4401,5.061,2.3096,0.5686,0.2966,17.1408,-26.1887,10.2652,g
198.194,30.2859,7.5366,3.777,2.2765,0.5556,0.2884,-6.0659,-11.5687,6.1563,g
223.819,19.9033,12.9443,7.195,2.3738,0.482,0.2474,-5.0188,12.506,5.5234,g
221.458,59.1682,14.8932,1.915,2.798,0.2946,0.1537,-8.1425,-108.977,51.494,g
80.0587,19.605,7.0065,20.337,2.2707,0.8097,0.4316,4.3033,20.2043,13.5906,g
306.642,77.7137,28.0408,15.5424,3.1989,0.2479,0.1382,-21.8082,-13.7509,66.8555,g
179.925,22.7125,17.0527,11.114,2.7316,0.4416,0.2273,8.8451,22.233,-16.3228,g
216.761,37.5288,18.976,16.2846,2.975,0.2352,0.1266,-7.2892,21.8879,21.3864,g
192.223,36.369,12.5435,13.7183,2.7582,0.2949,0.1527,-9.3526,9.6028,20.7647,g
174.503,45.9608,19.8827,1.305,2.9302,0.2983,0.1885,14.2798,37.2304,23.9056,g
359.42,84.7047,33.7394,3.5519,3.0471,0.262,0.1476,20.8756,18.2757,41.8923,g
302.636,95.6848,28.0674,1.128,3.8144,0.1639,0.0873,19.3259,-96.9083,73.6066,g
173.044,36.6025,19.477,0.912,3.1703,0.2358,0.1247,13.7172,-14.3219,-30.0775,g
162.898,36.9247,15.4856,7.671,2.9482,0.3346,0.182,6.7274,42.2854,19.0956,g
150.025,13.081,10.6518,29.4058,2.2707,0.7721,0.4799,-9.9668,13.4071,2.6747,g
129.562,21.2283,11.7792,5.0985,2.3096,0.6471,0.3309,-9.8108,-19.2114,-20.9541,g
383.006,97.6192,39.026,1.822,3.7412,0.1782,0.0926,31.6856,-158.012,44.4587,g
20.5405,20.7378,6.9311,79.647,2.1319,0.7601,0.4317,-5.8867,-21.2693,-14.0378,g
148.139,36.1482,13.3309,17.981,2.6138,0.3601,0.1959,12.2182,11.5804,15.4709,g
46.0426,21.5515,16.1259,56.071,2.8218,0.431,0.2163,11.7299,13.3084,7.0258,g
81.9677,20.3039,9.1894,21.937,2.3096,0.6176,0.3505,3.4761,23.8253,10.6663,g
213.576,36.2113,22.3153,26.6964,2.9047,0.2665,0.1438,-13.4973,23.5805,-16.2273,g
261.316,32.6529,17.3812,7.4018,2.9413,0.3526,0.2456,-12.4937,21.6438,23.3878,g
287.99,86.9693,22.3447,6.5938,3.2544,0.2199,0.125,8.8729,-44.233,73.376,g
120.357,29.2209,6.6438,3.625,2.2742,0.5372,0.2793,-2.7864,-10.6477,-13.2483,g
352.786,94.1338,29.9863,3.4297,3.0077,0.2692,0.1351,3.5768,22.629,-71.8447,g
132.931,33.3767,12.7573,20.889,2.6212,0.3421,0.1974,8.0334,-9.2543,-17.7165,g
268.823,81.2822,14.8174,5.648,2.5353,0.3324,0.1735,-5.1315,-70.4742,-11.6602,g
231.329,25.7688,12.833,27.5018,2.5328,0.4692,0.2507,-5.4308,16.7479,16.1553,g
279.93,77.7891,22.0943,5.253,2.9908,0.2615,0.1486,-16.006,53.5162,52.3456,g
144.682,27.5225,13.9228,10.826,2.4942,0.4808,0.274,8.8797,-22.0035,14.1893,g
62.3132,12.7041,11.6915,26.524,2.1538,0.7158,0.3754,11.1111,15.4641,-7.4387,g
273.628,58.2087,20.5589,2.861,2.6632,0.3214,0.1726,11.4194,39.0342,45.1295,g
94.3593,30.4842,27.2376,24.4731,3.2831,0.2449,0.1295,16.7266,19.8131,25.7304,g
53.4406,23.3594,9.4249,24.993,2.1931,0.609,0.3429,-9.2768,29.0231,-11.2872,g
191.053,31.0425,10.6676,0.0086,2.4224,0.4423,0.2401,-6.2343,-43.1704,17.6831,g
220.061,19.7247,12.8248,17.9567,2.3608,0.5795,0.2985,8.7923,14.6508,6.771,g
278.761,100.686,20.2,0.667,3.2508,0.2161,0.1148,-16.1377,44.4752,83.4147,g
132.907,33.9347,10.8862,0.334,2.5328,0.4047,0.2155,3.492,-25.0369,-23.1659,g
275.629,69.8407,23.3806,4.3842,2.6981,0.3166,0.1653,26.9454,-110.919,47.0692,g
192.401,25.3524,16.9733,11.066,2.6946,0.3818,0.1949,-5.5567,34.8166,15.4934,g
265.573,96.8365,18.7737,7.8896,3.0763,0.2005,0.1036,-16.7148,37.3768,93.4159,g
167.646,18.5415,16.8608,10.326,2.5185,0.4424,0.2409,-7.7187,7.0053,-12.7647,g
101.463,13.2334,10.4749,44.4218,2.3355,0.7898,0.4688,-11.1831,13.5829,5.3945,g
136.831,92.3374,77.28,48.2051,4.0936,0.0897,0.0519,-82.4042,60.524,102.36,g
32.4562,20.1931,7.0939,53.202,2.1569,0.7735,0.4077,-5.3349,21.6152,12.9742,g
171.685,44.8409,20.9502,1.0638,2.896,0.2757,0.1696,13.106,-7.7753,-38.3082,g
245.111,54.8714,21.792,0.651,3.0191,0.2957,0.1641,-15.3335,6.9911,40.378,g
216.992,47.7165,18.8286,0.0597,3.1884,0.2087,0.1111,14.0365,20.4066,-28.5835,g
115.213,27.7722,23.0145,7.2,2.8976,0.2544,0.1361,-13.8578,10.8862,10.2693,g
210.272,55.7065,18.7898,5.801,2.9948,0.2662,0.1473,-17.1832,0.649,47.6613,g
264.354,71.0454,31.5358,4.348,3.41,0.1988,0.1017,19.5975,47.2843,70.4096,g
186.44,20.5862,7.154,5.13,2.0917,0.7368,0.3765,5.8065,-23.2456,-11.4081,g
238.908,42.6125,22.9955,7.055,3.0175,0.2161,0.1129,-11.5942,28.7517,16.5333,g
114.849,27.0596,15.8193,37.992,2.4669,0.4812,0.2884,13.2184,16.0704,13.371,g
102.503,34.6979,12.5605,12.355,2.608,0.3527,0.1985,10.5018,-0.2024,22.787,g
187.753,19.1646,17.466,70.0002,2.5611,0.4725,0.3091,13.3304,11.0321,15.1562,g
164.364,25.9297,14.8099,12.5848,2.5786,0.4406,0.2309,-12.4451,25.2963,-20.1359,g
230.195,30.5237,17.6603,55.3074,2.5927,0.2963,0.1571,-12.0675,-6.6595,-17.9369,g
161.913,39.6329,17.7916,8.817,2.5786,0.3404,0.1755,15.9754,-47.7698,-17.7292,g
179.746,27.388,15.9788,19.1785,2.7356,0.443,0.2289,8.3257,26.401,9.4057,g
267.294,85.6095,32.714,6.809,3.1411,0.159,0.0856,-19.3002,-60.6188,38.2362,g
309.12,83.936,34.3769,0.8126,3.6205,0.1982,0.1396,-20.6941,-52.399,53.6893,g
274.787,56.5581,18.4582,3.622,2.9598,0.2436,0.1245,13.0424,18.394,56.5939,g
233.962,20.9196,12.3885,19.31,2.357,0.4703,0.2484,10.5233,-1.0318,7.3312,g
222.183,72.7622,26.5519,8.582,3.0271,0.1935,0.1123,-17.1872,-106.193,41.1035,g
334.836,79.7636,39.5237,6.664,3.426,0.1489,0.0838,34.9232,-28.04,54.1323,g
219.354,80.8379,37.1796,5.0145,4.0425,0.1007,0.0513,13.7594,8.7002,75.746,g
152.557,22.7203,10.1826,12.9105,2.4281,0.5672,0.3041,-6.2829,-30.7763,15.115,g
251.305,19.186,15.6962,43.216,2.3683,0.5182,0.2805,-11.7533,-5.5894,16.8472,g
121.695,35.8907,26.6034,1.943,3.1742,0.2236,0.1162,-15.2957,13.5096,27.943,g
128.902,67.0368,29.699,0.1579,3.461,0.1505,0.0915,12.1411,49.5524,58.883,g
278.873,60.4752,19.7973,4.335,2.9238,0.2753,0.1651,21.0158,-62.8282,38.2324,g
158.763,20.393,7.2693,8.8679,2.0774,0.7197,0.3808,5.6807,1.7435,-8.8963,g
226.797,34.7469,14.7559,3.009,2.527,0.4458,0.2273,6.4425,16.4935,27.33,g
218.008,17.4227,10.88,33.191,2.1959,0.5987,0.3471,-6.7264,-1.525,6.564,g
185.186,20.2629,12.6787,17.0032,2.4864,0.5155,0.2594,-9.4982,24.8652,14.2747,g
169.257,105.761,37.9127,3.634,3.2134,0.1218,0.0639,16.2744,81.4085,97.9701,g
183.373,20.3349,7.2629,9.4078,2.0663,0.7296,0.382,-5.6116,-2.3018,9.7089,g
201.839,68.701,26.7423,6.285,3.3344,0.1324,0.0702,-15.7322,8.7165,57.4395,g
257.193,65.2745,27.5888,0.334,3.2881,0.1736,0.0883,-6.1923,23.1461,48.7096,g
156.783,37.0949,17.5767,16.5347,2.8429,0.3288,0.1845,-6.9509,26.4898,27.7515,g
51.8786,22.555,10.4001,56.916,2.2989,0.5678,0.3392,11.0315,22.3943,19.4033,g
57.351,20.2153,12.2239,39.3447,2.317,0.4964,0.2964,10.8678,0.3888,3.536,g
204.331,40.9211,14.307,5.717,2.8624,0.3294,0.1887,7.5323,-4.9989,15.6654,g
202.539,59.1793,27.7158,11.7406,3.1826,0.1609,0.0851,-12.6641,-4.6849,-26.0344,g
147.031,47.9143,21.5263,8.8996,3.0512,0.2018,0.116,15.3573,42.4916,29.1216,g
154.251,67.5356,28.5682,2.531,3.6705,0.1676,0.0898,-11.9984,35.1468,70.1802,g
257.031,59.8461,38.4766,3.465,2.8871,0.262,0.1524,-24.6622,69.2133,42.4882,g
217.556,17.551,10.8105,21.124,2.3054,0.6089,0.3144,-6.0037,-3.4101,9.1472,g
264.764,87.5064,28.9553,0.337,3.5233,0.1472,0.0823,18.936,5.0497,48.4553,g
182.689,62.5506,34.2142,8.974,3.9139,0.1311,0.0686,-23.1977,64.4961,57.6459,g
114.872,26.8527,15.1268,18.3145,2.8156,0.3685,0.198,9.8889,10.413,16.3541,g
314.395,49.1701,25.8629,8.474,2.6464,0.5124,0.2585,16.456,-50.407,-31.4249,g
182.764,21.4278,6.8068,45.363,2.1222,0.7245,0.4264,6.3816,-22.2295,-13.6566,g
143.568,35.426,20.6164,3.278,2.9345,0.2802,0.1413,15.4887,-3.8964,27.1753,g
133.93,22.8448,0.0,11.186,2.0952,0.7631,0.4056,0.0,-3.6145,13.4868,g
294.596,106.247,24.1369,2.871,2.9435,0.238,0.1384,-7.7795,-46.935,18.8556,g
230.499,20.1645,7.2982,40.5831,2.0737,0.7342,0.3924,-5.4454,-2.2715,9.4568,g
205.989,29.8072,12.2518,22.5916,2.4393,0.5018,0.2818,10.4134,-27.7055,-16.8471,g
282.661,80.1359,34.931,5.1312,3.5736,0.1642,0.0826,20.9043,-48.8281,66.5127,g
