fLength,fWidth,fAlpha,fSize,fConc,fConc1,fM3Trans,fM3Long,fAsym,fDist,class
24.0872,0.0,37.3886,2.081,0.7469,0.4191,0.0,-16.2725,-25.0209,213.934,g
54.3344,14.562,16.129,2.5838,0.4068,0.2699,-11.9187,-46.8887,-12.3226,139.731,g
26.296,20.5655,64.2875,2.74,0.3494,0.2084,4.5499,13.0944,5.4321,80.0205,g
91.3563,19.7964,0.9563,2.9612,0.3084,0.1657,12.0108,64.1715,-50.507,290.707,g
12.9945,11.0744,32.928,2.2516,0.7507,0.4398,-10.2405,6.4843,-14.3643,205.42,g
37.7923,19.3567,8.4288,3.0402,0.2999,0.1572,-13.5979,36.1859,23.3922,235.575,g
40.5406,20.1241,4.089,2.6479,0.3645,0.2216,8.8601,37.3625,0.1577,209.743,g
80.0086,20.5379,1.454,3.3846,0.1951,0.1029,-10.2698,64.1282,14.1129,289.1,g
76.8511,25.4188,1.1889,3.1508,0.3208,0.2025,14.8198,27.0457,9.6662,340.193,g
26.3029,12.1773,5.4587,2.3936,0.4808,0.2848,-9.5715,16.1439,8.8077,187.665,g
27.2175,7.037,44.767,2.2405,0.5805,0.3247,3.5256,-12.041,-11.3626,184.494,g
87.1492,31.4836,0.901,3.4847,0.1399,0.0808,-15.1319,54.1411,-63.6622,277.526,g
34.0331,16.4894,35.8363,2.7505,0.3268,0.1785,9.0456,27.5567,9.2587,126.279,g
20.2414,6.9048,19.2493,2.1889,0.7896,0.4498,-5.3604,-14.5912,-20.1305,206.362,g
12.6594,11.758,73.203,2.0512,0.7111,0.3689,11.1789,-7.2481,15.4943,191.67,g
49.7239,16.8773,2.233,2.8779,0.2609,0.1331,-15.6775,21.4719,53.1722,211.993,g
19.3469,12.8122,14.634,2.4735,0.4941,0.2639,-7.5557,11.4169,8.6242,106.922,g
45.7365,19.0416,2.443,3.0235,0.235,0.1208,9.4237,-26.5626,37.3298,195.773,g
24.2101,17.6167,19.1417,2.7566,0.4203,0.2741,12.3625,19.3482,13.5749,194.435,g
46.0093,11.5542,13.218,2.5179,0.3429,0.1745,-6.5826,16.1411,38.6376,208.126,g
22.1311,9.9695,34.198,2.3655,0.5948,0.3168,10.9782,18.1866,23.2794,179.343,g
76.1338,10.3505,1.1506,2.2175,0.5758,0.3,8.2329,17.2788,-85.9953,130.364,g
36.1859,17.9479,3.9756,2.9222,0.2787,0.1501,12.0176,-17.2976,-16.0724,192.595,g
82.3239,19.7212,5.5266,3.3456,0.2477,0.1397,10.4831,78.0387,63.9161,275.064,g
38.8861,18.1801,13.175,2.6749,0.3256,0.1871,12.5623,-27.1004,-0.2124,243.835,g
70.7565,39.4608,7.797,3.3164,0.1525,0.0895,-35.609,43.7692,-56.4029,287.001,g
27.0691,11.0807,15.9689,2.4955,0.4537,0.2923,4.0944,15.1443,8.4642,224.57,g
42.9701,21.134,0.501,2.9518,0.2067,0.1078,-17.2325,25.2125,-8.9092,173.205,g
40.9467,18.6686,41.3483,2.8633,0.3151,0.1884,-6.4606,38.4813,21.2334,139.811,g
28.5785,13.7052,14.972,2.5085,0.3752,0.1969,-7.5102,14.2798,-15.0803,241.804,g
21.2362,6.9481,30.5302,2.1255,0.7191,0.4007,-6.2814,-12.3834,-23.028,157.978,g
77.8804,29.8274,2.4966,3.7988,0.1313,0.0699,21.6046,62.4938,18.5903,251.288,g
45.1661,19.4567,2.8997,3.1486,0.2401,0.1445,-10.0193,21.7586,-0.0334,166.789,g
87.7908,37.578,1.661,3.712,0.1741,0.0905,24.4337,44.0412,10.1767,351.427,g
20.1492,11.4758,35.676,2.301,0.6,0.3375,-6.173,19.091,12.2599,155.806,g
96.5547,23.1913,1.5716,3.5286,0.1913,0.1076,-12.6465,99.3906,52.2521,278.802,g
16.5728,15.793,88.0664,2.5072,0.5443,0.3313,11.3575,-14.1881,8.6408,165.33,g
96.5847,37.4755,0.846,4.0688,0.0958,0.0512,-19.7864,83.2125,-52.3417,309.096,g
57.0559,23.8097,26.6457,2.8594,0.2211,0.1292,21.154,50.2255,28.8653,179.994,g
16.3081,11.2645,16.3315,2.3444,0.6425,0.3688,7.6066,7.2293,-4.2469,51.4114,g
63.5666,23.98,5.9768,3.3601,0.158,0.0858,-9.2849,56.0688,17.4816,185.195,g
51.5682,22.0705,4.1776,3.3893,0.2363,0.1324,7.2945,48.9388,19.4883,230.0,g
21.4699,11.1525,65.5712,2.1553,0.5594,0.3112,7.0017,-18.8549,-14.0051,56.1808,g
23.7592,17.5794,9.3392,2.49,0.4822,0.2443,13.9072,23.6746,5.8651,84.0178,g
23.3948,21.3975,25.641,2.5065,0.4393,0.2508,12.0767,13.7637,-4.7425,201.288,g
18.1586,10.7448,72.273,2.4314,0.6556,0.3981,-9.0776,-15.9745,8.6462,237.998,g
30.1938,20.0706,13.7154,2.8222,0.3614,0.186,-18.6686,-10.2698,2.955,184.876,g
37.7991,18.9191,16.353,2.9069,0.2999,0.1729,-5.1025,10.3083,36.0446,138.958,g
23.8929,19.7139,37.73,2.772,0.3702,0.1868,-7.9014,16.7179,6.6832,87.9986,g
31.7355,15.0095,3.6204,2.616,0.3995,0.2458,12.4594,17.559,-10.8927,176.033,g
61.4663,23.9183,2.742,3.1552,0.1728,0.0906,18.6116,30.6895,102.504,210.862,g
146.654,22.0517,8.201,3.0185,0.1687,0.0858,-15.8498,134.783,121.24,259.954,g
95.89,27.8548,13.735,3.2298,0.1844,0.1057,1.8096,74.3167,24.892,288.693,g
29.826,14.7692,5.159,2.6985,0.4144,0.2232,-11.3684,16.0988,-8.459,178.934,g
23.7252,12.741,1.7,2.243,0.5657,0.3229,4.3727,-11.576,-27.4324,139.584,g
30.359,14.3836,1.4484,2.7532,0.3619,0.2251,7.5601,-12.2453,1.5996,132.209,g
19.6686,7.2387,79.812,2.1287,0.7807,0.4052,-4.6424,-11.46,4.7046,39.1327,g
21.3579,9.8122,65.052,2.2148,0.6159,0.3262,10.8257,-17.1612,6.1071,178.728,g
19.8334,12.6453,39.5399,2.5459,0.5206,0.3115,-4.6716,13.8988,16.5084,135.535,g
71.359,11.985,0.986,2.9802,0.4061,0.2412,-9.0666,60.7987,-37.9746,323.597,g
73.3171,23.5811,2.8894,3.1877,0.2214,0.1133,-14.9511,73.4946,74.4307,204.991,g
42.8086,18.8586,7.0622,3.0887,0.2275,0.1146,-10.7417,27.8414,18.2189,177.935,g
22.8654,9.1517,7.576,2.5185,0.6182,0.3136,9.8526,-12.1687,29.8428,179.576,g
32.3768,12.0859,23.3573,2.5244,0.4066,0.2287,5.7086,-24.0635,11.3552,206.525,g
13.4415,10.1082,76.26,2.224,0.8119,0.4627,-11.6218,6.4155,13.7432,215.791,g
13.0775,10.5476,83.5804,2.1746,0.7759,0.4916,9.7143,-4.5051,-13.127,126.962,g
19.5102,7.2304,19.071,2.1746,0.7893,0.4114,4.3149,11.4996,-5.0536,156.436,g
38.3174,19.4342,11.258,2.9462,0.2105,0.1138,-10.765,-11.9383,11.4503,226.958,g
22.1272,12.1793,1.577,2.6435,0.5091,0.258,5.5149,-9.1786,-13.5068,144.539,g
33.4169,18.026,15.821,2.8882,0.2652,0.1378,-9.0004,14.7763,-35.9719,157.306,g
47.5445,16.8228,10.21,2.8152,0.3244,0.189,-9.8911,35.4231,14.0728,209.649,g
12.9823,11.2635,71.697,2.1255,0.7491,0.3783,-11.7922,2.9776,-15.0,227.144,g
13.2771,10.689,41.248,2.1351,0.7839,0.4066,-11.8731,-2.4955,-14.7727,174.191,g
84.3102,35.0643,0.147,3.9292,0.1366,0.0739,19.5836,72.1546,-66.2563,294.503,g
46.2189,27.2533,66.846,3.1582,0.2397,0.1601,11.7286,41.4548,37.6236,141.621,g
71.2165,31.2844,13.0114,3.5004,0.1479,0.0769,23.0812,69.656,61.683,220.547,g
92.4049,31.1437,0.616,3.8364,0.1593,0.0887,-11.2108,68.3527,-32.729,297.734,g
31.3502,23.6958,18.427,2.8179,0.2251,0.1179,-9.2507,16.1963,-27.3047,107.747,g
32.087,16.3249,0.2595,2.6776,0.3908,0.2595,-14.094,26.0992,15.3124,225.174,g
87.1478,30.1456,2.152,3.5906,0.1535,0.0805,-19.9712,81.1524,35.3944,291.692,g
24.6784,0.0029,52.1801,2.0774,0.6778,0.3556,-0.0001,-9.7671,-28.9957,197.337,g
93.0951,19.9461,1.18,2.9345,0.3047,0.1878,-24.2614,72.7092,1.1037,362.781,g
40.6332,21.8092,18.967,2.5933,0.3622,0.2079,-14.1844,-23.0368,52.5079,220.445,g
23.4921,16.1153,21.221,2.3531,0.5055,0.2905,-13.8144,18.6075,9.4828,248.012,g
20.8222,11.9473,63.3878,2.4464,0.5259,0.2737,11.3123,13.8411,-4.0191,185.055,g
32.7943,11.6631,4.4626,2.6091,0.4133,0.2079,5.2814,16.205,23.9949,152.69,g
20.8102,12.1864,5.8095,2.4306,0.5083,0.2616,4.952,-8.6124,28.3514,187.384,g
39.5291,14.6054,48.5058,2.5465,0.3239,0.1889,-10.9995,-25.9866,-0.3041,224.416,g
97.9047,42.34,8.181,4.0321,0.1185,0.0599,27.6699,99.2544,79.9018,238.303,g
102.412,29.2227,0.046,3.3919,0.1614,0.0809,7.3521,88.2692,111.726,321.6,g
103.824,34.1769,35.216,3.1958,0.1644,0.0876,14.6144,95.6895,15.2711,164.426,g
34.6616,9.2726,19.5139,2.4456,0.362,0.1846,-3.975,11.7518,-53.4062,157.12,g
17.9872,10.8106,7.3429,2.3054,0.5248,0.2698,-3.3512,6.1115,-0.7882,235.016,g
38.0313,12.424,7.966,2.618,0.3614,0.2012,-6.7805,-31.941,-0.432,224.595,g
100.325,17.6345,3.5551,2.9528,0.2865,0.1577,-11.8643,106.15,53.3517,261.138,g
28.7277,21.6578,83.6227,2.7076,0.3608,0.248,14.7272,22.1614,20.4182,61.5537,g
83.0419,21.8287,4.5497,3.403,0.1569,0.0808,12.3925,87.5179,58.1605,266.413,g
28.448,12.9893,23.302,2.5224,0.4354,0.2447,9.5932,-13.9394,18.237,169.663,g
21.8522,12.5133,7.979,2.5231,0.4378,0.2264,-10.1482,-8.9109,30.4578,198.305,g
72.8669,31.7363,1.067,3.5028,0.2193,0.1114,-23.6438,60.4856,62.6778,300.595,g
27.1569,17.6983,2.1915,2.7177,0.3851,0.2079,17.2474,12.4993,9.2148,204.851,g
27.7759,20.0366,37.8646,2.7455,0.3863,0.195,-12.2312,-18.0175,-17.3388,203.703,g
29.855,15.8055,8.06,2.8011,0.3526,0.1794,-12.3842,23.4079,14.4272,152.801,g
90.5838,40.4816,4.5116,3.4125,0.2089,0.105,25.8974,-46.4003,-91.0433,391.28,g
53.4755,21.4731,4.4779,3.1176,0.2029,0.1117,8.4768,34.5178,38.7698,169.975,g
34.4984,10.7224,6.43,2.6091,0.4133,0.2153,-11.8347,18.3466,26.2007,222.018,g
73.489,43.6088,1.302,3.926,0.12,0.0602,-24.5087,68.3708,51.1807,206.475,g
29.5677,12.788,37.374,2.5231,0.3868,0.2024,-8.7955,16.0998,26.5064,188.409,g
28.4461,11.6514,30.0405,2.4997,0.3956,0.2168,3.5355,-13.0332,-9.045,232.138,g
99.8472,37.7139,9.1004,3.4756,0.2191,0.1112,-25.3806,67.7417,-109.354,374.651,g
19.3561,9.3126,18.231,2.3054,0.6337,0.4282,2.9802,14.5437,19.6809,47.9455,g
31.6799,16.8524,9.7853,2.637,0.3437,0.1949,-13.4097,-27.3328,-38.0625,128.834,g
49.2717,19.9877,51.921,2.9001,0.2089,0.1064,10.8885,-19.1324,-9.3446,109.44,g
40.4564,16.8244,18.698,2.6702,0.3739,0.234,11.572,-22.0768,-14.4532,143.712,g
27.0193,11.9961,1.0613,2.5416,0.4914,0.2514,-7.8882,15.918,8.1878,204.921,g
26.8447,13.7282,8.827,2.6594,0.379,0.1961,4.7721,-17.9589,-6.3537,71.9444,g
45.4388,26.6834,23.8454,3.269,0.1905,0.0988,10.3951,37.7841,44.7883,152.188,g
44.0786,12.4609,3.9175,2.6609,0.3821,0.2216,9.015,29.1928,24.9123,174.77,g
42.9738,23.5801,11.0611,3.2239,0.2126,0.1185,17.7866,32.7971,-4.0812,182.674,g
18.0642,10.4007,71.9141,2.3655,0.6293,0.3341,5.7515,10.8837,21.8701,141.818,g
29.4395,24.1908,6.0268,3.1655,0.3149,0.182,14.5544,22.7677,27.0484,85.9586,g
106.554,31.4188,7.116,3.3434,0.1397,0.0755,24.3952,53.6824,-113.206,216.281,g
50.9972,11.5078,1.2785,2.3997,0.4462,0.2649,3.1136,-26.2585,-32.3977,175.448,g
65.2318,19.1012,0.961,2.9227,0.2246,0.1213,9.8901,47.185,61.4797,220.18,g
27.518,10.6219,6.1065,2.5453,0.5071,0.255,6.3812,8.5384,36.8135,167.716,g
47.027,17.9904,0.5398,2.641,0.3406,0.1771,-12.2521,-19.5435,59.4194,196.901,g
21.8607,9.5189,5.205,2.2601,0.6648,0.4313,11.5292,20.2944,19.573,109.902,g
89.3435,23.2121,1.3127,3.4987,0.2315,0.1575,15.7485,68.8204,-24.8013,305.733,g
25.3603,12.0956,19.1921,2.5302,0.4602,0.2404,5.2434,14.293,16.7515,216.885,g
27.6891,10.1805,11.201,2.404,0.4458,0.2308,-7.2943,21.6104,34.1894,122.124,g
20.1279,5.8291,0.351,2.2707,0.8257,0.6139,-5.8138,19.3008,14.7993,197.262,g
56.817,19.6413,8.831,3.1888,0.2311,0.122,12.9438,51.9813,72.4752,230.44,g
158.532,16.6652,6.673,2.3617,0.6174,0.3239,-7.5258,-122.173,-103.423,340.767,g
25.6487,14.1931,25.688,2.5723,0.3989,0.2075,6.9977,-16.0054,22.8128,135.352,g
13.3657,10.4908,5.5558,2.1717,0.7946,0.4141,-11.8719,-3.5519,-14.6938,151.915,g
33.1995,10.5032,3.651,2.5099,0.3988,0.2334,3.5871,-12.7121,24.6519,220.918,g
48.1644,21.0949,19.0791,2.637,0.436,0.2318,15.8292,46.0319,37.8608,262.672,g
33.6832,15.2972,1.573,2.8038,0.3441,0.194,-5.6248,27.3937,13.9076,151.441,g
154.037,17.3139,50.738,2.9292,0.2719,0.156,-12.6074,118.965,113.915,71.8962,g
77.8998,19.9671,8.333,2.9675,0.2047,0.1029,-10.4487,28.1588,-76.1834,209.56,g
24.6852,16.8385,7.086,2.6821,0.3867,0.1965,-12.5505,10.8386,18.0093,147.553,g
13.1662,10.6832,2.2784,2.2822,0.7781,0.4569,-11.0846,-3.1901,-13.8626,123.7,g
34.1115,15.4917,9.2366,2.382,0.4191,0.2261,15.7419,28.083,40.1648,145.657,g
80.9531,22.8653,1.7098,3.6501,0.1818,0.0973,7.2546,84.6643,84.0961,242.774,g
16.6298,11.2952,59.9534,2.3729,0.6017,0.3199,5.7912,-8.2844,3.8575,169.801,g
34.4997,21.8785,22.8615,2.9731,0.2394,0.125,12.8875,24.7518,18.066,151.092,g
20.1074,15.4451,1.635,2.4232,0.6,0.3264,-17.2455,-6.7434,25.3906,180.783,g
53.069,17.1498,5.413,2.7774,0.2838,0.1845,-9.618,-45.019,-26.09,129.754,g
30.9444,23.0933,23.9855,2.7404,0.3145,0.1682,-18.097,20.9811,15.6732,92.8759,g
41.7332,20.7097,1.0347,3.0443,0.2104,0.1061,9.8165,9.6262,-10.6918,168.992,g
31.3912,14.3425,5.4551,2.7803,0.4444,0.2811,-12.5195,-19.2248,-5.8179,250.313,g
71.4686,24.024,2.76,3.3941,0.2167,0.1132,-16.8204,74.3565,55.5414,210.589,g
99.4918,12.5027,11.8646,2.7076,0.4176,0.2539,5.4175,95.1581,61.607,162.842,g
48.4137,17.6279,0.3636,3.0533,0.2574,0.1305,14.7127,-29.4894,-52.0346,217.651,g
22.8668,11.1914,20.949,2.2672,0.5622,0.3,-8.2848,19.5615,13.6674,226.003,g
80.4507,23.1313,0.29,3.1678,0.2705,0.1702,-22.1816,68.8152,-132.362,208.775,g
26.7645,19.9991,17.682,2.7173,0.3317,0.185,-16.4464,-17.942,-11.8517,187.65,g
21.6071,6.827,88.9063,2.0774,0.7029,0.4059,6.4888,12.3509,23.2776,259.471,g
21.9208,16.679,11.79,2.4624,0.469,0.3121,13.0344,-11.2706,28.2408,223.683,g
20.9428,12.44,60.023,2.3953,0.4789,0.2596,9.3778,9.3586,27.4178,67.208,g
21.1531,16.4359,7.158,2.6165,0.4547,0.2648,15.4448,-7.4694,12.7882,160.527,g
29.306,19.3494,9.652,2.8014,0.3602,0.1856,15.415,21.1635,19.8369,72.8249,g
61.6277,31.6442,1.7327,3.4755,0.1559,0.0801,20.6942,50.3227,53.9654,280.455,g
51.9288,39.6292,15.0666,3.9398,0.138,0.0761,2.9934,38.4254,27.7288,90.4525,g
46.3207,14.1497,1.962,3.033,0.2919,0.1478,9.5422,16.9994,68.2041,199.036,g
23.3736,10.7934,6.5289,2.4526,0.4832,0.2663,3.391,18.9219,8.9849,214.57,g
40.4803,15.8483,0.829,2.8457,0.368,0.1947,5.9756,-11.7925,-28.5884,205.721,g
78.8664,17.3947,3.4423,2.9151,0.3088,0.1574,-18.0118,59.5806,-94.2446,304.903,g
48.7467,18.9343,4.734,2.8663,0.2585,0.1367,11.7471,21.3642,-43.6281,202.086,g
43.4952,24.9616,17.388,3.2901,0.2102,0.1192,-14.1046,-25.6589,13.6326,54.8415,g
24.2128,0.0,6.4563,2.0952,0.739,0.4137,0.0001,-15.9103,-25.4216,231.044,g
39.4071,9.5119,22.0967,2.3865,0.5462,0.3676,6.586,32.8639,38.1536,244.987,g
101.736,24.9284,7.025,3.2967,0.1803,0.1028,7.1257,99.8901,64.9894,166.431,g
117.034,21.5379,2.594,2.7181,0.3904,0.2268,-11.8532,-64.139,-113.579,328.773,g
12.94,11.1879,53.7924,2.0986,0.741,0.4343,-9.678,7.3138,-14.5557,156.36,g
81.5335,22.3432,3.1709,2.894,0.2591,0.1347,-16.7104,73.2423,-112.04,272.43,g
27.4989,18.4474,19.0804,2.8079,0.2942,0.1502,-10.4699,14.4374,-4.344,233.578,g
20.4531,11.3577,74.4019,2.3304,0.5888,0.3061,-10.1197,19.4341,19.9072,201.641,g
21.3516,10.3682,57.3003,2.243,0.5771,0.3171,-7.5029,-16.3115,3.9919,105.127,g
20.8126,6.0469,49.2261,2.2443,0.7977,0.5726,-6.1087,18.6435,16.5804,59.3725,g
18.8412,7.4896,45.2279,2.1599,0.7405,0.474,3.5175,-3.3562,0.2135,73.717,g
32.002,22.0948,19.576,2.6149,0.2718,0.1566,-10.9333,-25.2602,-19.6795,157.839,g
28.5929,19.5192,4.265,2.7344,0.3171,0.1853,-9.3433,-9.0393,-1.6455,231.372,g
33.3829,15.5699,6.449,2.5971,0.3464,0.1985,12.019,5.802,32.3845,161.972,g
56.0798,23.2976,3.3089,3.2848,0.1889,0.1067,-14.2908,53.4382,44.6431,211.55,g
30.977,27.2611,18.143,2.9954,0.2668,0.145,15.4869,26.3683,-2.4964,74.7238,g
69.4757,33.2234,16.152,2.6075,0.3679,0.1963,26.8952,-55.8526,-63.7398,294.403,g
23.435,10.8425,57.169,2.2577,0.5635,0.2845,-8.2798,18.3315,-33.8096,159.182,g
86.3712,28.5031,2.2074,3.5611,0.2135,0.1257,-12.1108,62.9564,-25.2592,305.311,g
21.5706,15.7057,44.497,2.5416,0.4483,0.2313,-9.6726,-10.4165,-11.1,122.371,g
23.3601,17.863,62.949,2.2999,0.4361,0.2281,-8.402,-11.9629,-25.7814,99.3695,g
60.1824,45.5282,9.056,3.5016,0.1267,0.0666,-55.3522,54.0209,21.6406,250.69,g
59.4155,26.6722,4.558,3.3559,0.1313,0.0659,-11.4634,48.5028,-10.1246,205.348,g
54.5124,19.5018,1.7074,2.9509,0.2531,0.145,-14.6519,-32.1282,32.9563,212.902,g
33.3747,16.9277,13.511,2.5623,0.3589,0.1795,14.4195,20.9917,44.1889,232.175,g
38.9357,17.8524,14.2862,3.1116,0.2869,0.1435,-9.6162,23.9118,9.8933,110.852,g
81.8428,21.4325,2.008,3.5977,0.1326,0.0741,-11.2675,75.5197,61.393,228.566,g
37.1179,17.9932,0.8845,2.6998,0.2735,0.1487,12.792,27.851,37.261,217.719,g
80.6494,30.916,3.0387,3.7167,0.1569,0.0888,20.4082,82.6968,41.4188,197.238,g
88.3846,29.7673,10.06,3.3742,0.1876,0.1088,-10.9787,98.9246,43.919,173.821,g
23.49,18.5649,15.7122,2.7478,0.3878,0.2046,-9.7258,-15.8067,0.0774,129.389,g
28.5,14.5305,1.702,2.73,0.3706,0.1927,9.5886,23.2323,27.8753,135.178,g
23.0401,18.1107,17.075,2.8417,0.4838,0.3736,-14.7175,-18.3317,1.9443,108.315,g
24.7242,7.6865,24.6644,2.3424,0.7091,0.4295,7.5515,-19.4521,-14.0032,93.3278,g
74.6202,25.9007,5.231,3.3077,0.1881,0.1051,-20.2618,78.9545,17.0072,203.421,g
25.889,16.5543,3.6582,2.8058,0.4238,0.24,-10.683,18.1795,22.7666,181.039,g
54.3867,18.5857,2.932,3.1614,0.2255,0.1134,4.8725,42.1384,43.3999,222.666,g
20.3129,9.3418,5.5511,2.2625,0.612,0.3197,-1.8277,-7.367,-25.271,157.327,g
92.6832,41.3546,4.663,3.7575,0.1594,0.0812,-39.9739,69.8179,-74.9413,324.403,g
46.1716,13.0382,2.6994,2.8021,0.3186,0.1617,7.7737,30.2373,10.5899,190.364,g
23.6634,12.2549,5.9657,2.2945,0.6193,0.368,7.0634,12.6462,26.0595,114.657,g
22.3085,8.75,4.5212,2.3979,0.628,0.33,10.7728,-15.9859,4.3099,171.557,g
43.6493,17.1836,3.517,2.7846,0.2496,0.1355,11.346,-25.997,36.9789,194.961,g
48.8508,32.4104,5.328,3.0372,0.2487,0.1537,-23.5629,52.4496,11.3851,113.173,g
21.1346,0.0025,24.195,2.2,0.8139,0.4827,0.0,12.5949,-4.3533,126.784,g
46.0188,24.7602,14.916,3.4715,0.1854,0.0947,18.3064,31.5945,25.2273,229.318,g
83.6276,29.8467,0.439,3.7147,0.1416,0.0753,15.4813,61.4144,-82.4063,258.645,g
35.0964,24.4705,1.837,2.7059,0.2362,0.1211,3.9355,-21.5705,11.1273,169.957,g
42.2218,16.7086,4.972,2.6459,0.4,0.2362,6.702,37.3177,36.4684,186.202,g
61.6586,13.8909,8.609,2.6702,0.4145,0.2147,10.0235,58.5706,32.4753,171.802,g
65.045,35.0272,18.4316,3.6171,0.1519,0.0805,23.5996,64.1156,1.6442,212.489,g
76.4722,39.5121,9.8048,3.4648,0.1238,0.0619,16.1733,94.346,73.6714,182.45,g
34.975,17.6827,27.846,2.8435,0.2781,0.1398,-7.6168,15.7114,26.673,146.996,g
42.9026,19.7604,9.3727,2.955,0.2607,0.1514,11.9466,-17.8472,-2.7236,222.587,g
33.1479,17.6144,5.5823,2.679,0.2785,0.1476,15.0057,22.0442,-57.7771,159.189,g
33.8351,13.1936,15.0459,2.4158,0.3455,0.1862,8.7126,20.1504,-52.8142,217.084,g
26.4138,15.0071,1.4,2.3464,0.4279,0.2545,-14.218,7.7191,-36.7844,229.922,g
58.556,25.66,0.052,3.231,0.1816,0.1102,9.2744,20.3758,18.6048,228.505,g
59.7264,24.6707,28.28,2.8341,0.2901,0.1941,-18.9417,-28.9203,-14.6332,200.505,g
57.9726,25.6855,0.023,3.2838,0.2981,0.1652,20.1317,45.7886,-49.93,280.151,g
36.8114,20.025,9.546,2.8296,0.2842,0.1429,-12.2456,12.4281,9.2616,191.395,g
23.5984,17.6638,87.6397,2.6937,0.3887,0.2277,-11.473,17.1221,-22.4674,127.801,g
41.3935,9.6415,1.811,2.4393,0.4364,0.2491,-6.2314,-16.0567,54.5746,185.406,g
22.611,15.8921,59.5027,2.5132,0.4018,0.204,-9.1635,7.0359,25.5608,101.814,g
87.6679,24.0653,0.145,3.3732,0.1465,0.0773,9.8767,62.753,101.123,251.117,g
17.2203,11.0972,88.7401,2.2455,0.5795,0.3267,-6.0428,-6.9469,1.8081,193.558,g
59.534,27.4756,6.0118,3.3914,0.2441,0.1403,23.4491,42.0865,-56.9153,269.094,g
35.7929,16.2839,6.769,2.937,0.3468,0.1983,10.0584,-16.5182,-26.7915,181.39,g
28.6874,15.1153,4.195,2.618,0.4554,0.2494,9.2523,17.6482,15.3396,66.3042,g
42.6463,15.7421,5.392,2.7612,0.2548,0.1291,11.2601,22.9909,-48.4286,167.227,g
65.2483,27.0474,7.5304,3.4956,0.2096,0.1254,12.1599,61.5653,56.0609,185.25,g
37.4641,20.2337,6.867,3.0022,0.2786,0.1517,14.7785,10.7198,-12.552,167.449,g
82.8129,27.0704,2.569,3.3368,0.3675,0.242,14.6997,28.3339,17.2462,358.141,g
16.0952,11.4597,32.5307,2.2788,0.6158,0.3974,-7.8056,-3.1813,0.6879,186.921,g
98.4686,27.0713,0.921,3.5626,0.1306,0.0656,-15.1245,83.2974,74.4344,270.988,g
44.9628,14.8971,7.5196,2.866,0.3077,0.1627,8.393,-30.5689,28.0756,193.503,g
19.8177,12.4765,4.498,2.472,0.4958,0.2816,-10.0654,-8.4311,1.9274,108.877,g
22.1144,9.7491,5.197,2.2695,0.6075,0.3199,-11.0295,17.9628,23.4231,238.8,g
62.6862,23.7632,1.4357,3.2362,0.2409,0.1303,-13.6863,49.3294,-50.357,277.996,g
93.955,42.4963,18.873,3.2955,0.1332,0.0767,-26.7852,53.6545,-56.7601,285.59,g
32.6908,17.9545,10.018,2.8065,0.292,0.1475,-12.4178,-22.1105,18.3858,244.041,g
107.237,64.1651,0.8238,4.4178,0.0618,0.0313,46.7638,80.753,19.6742,286.306,g
23.9315,12.9132,7.943,2.5224,0.5225,0.2808,5.8235,9.6108,23.3239,191.47,g
12.5969,11.8327,56.6622,2.2266,0.6944,0.3769,7.468,-9.8924,16.1353,192.025,g
106.523,26.591,5.144,3.0286,0.2163,0.1128,-15.9754,86.5058,31.8217,294.539,g
17.8221,10.7634,23.8976,2.2068,0.5714,0.3012,-3.7268,9.5784,22.9165,110.593,g
26.6038,18.6558,68.2129,2.7582,0.3124,0.1702,-4.9362,-6.9082,-16.1551,53.7854,g
29.3091,17.9348,24.9607,2.766,0.3685,0.2151,16.9561,20.5415,18.5997,135.511,g
28.68,11.3248,46.602,2.4023,0.4713,0.2436,-6.2009,24.5807,27.6661,136.067,g
18.9358,17.9101,78.822,2.5428,0.467,0.308,9.5202,-10.9451,-0.5129,100.036,g
60.2993,11.0859,17.5315,2.3757,0.5095,0.2842,4.0346,48.0403,38.6706,198.135,g
18.3843,12.3029,62.5869,2.4676,0.5588,0.3492,-10.7463,-10.6956,3.9061,99.7899,g
44.7062,23.1218,15.9683,3.0978,0.1741,0.0874,-11.9017,38.3811,-8.3978,224.221,g
22.4719,12.3808,18.2742,2.4306,0.5455,0.2876,-6.1479,-9.8406,29.1367,185.337,g
27.4773,21.7036,17.8597,3.0513,0.2968,0.1559,-18.545,-10.5479,-13.1776,141.443,g
49.1764,23.1906,0.7988,3.2172,0.2432,0.1252,-17.457,37.2549,49.2386,231.706,g
20.7636,16.296,54.781,2.634,0.4413,0.2381,-12.4308,14.4432,8.5442,48.6631,g
74.3917,32.0574,5.7626,3.7889,0.1255,0.0684,-20.8752,66.1814,49.1721,217.139,g
35.8286,16.8952,0.472,2.8802,0.307,0.1746,11.3048,17.2509,38.7674,234.868,g
16.5073,11.5561,0.444,2.1931,0.5962,0.3237,5.14,-3.5917,0.3593,130.239,g
90.3579,34.2975,0.803,3.6335,0.1823,0.1115,12.4814,57.1895,-56.1703,343.313,g
78.3373,18.1086,7.9135,2.7675,0.2408,0.1204,-5.8706,-77.2964,153.662,257.187,g
18.0667,12.8863,86.453,2.4158,0.5643,0.3013,7.8956,-10.67,2.7454,167.368,g
29.0629,21.854,18.7851,2.9528,0.2564,0.1321,-9.9417,10.6287,-20.1555,84.8094,g
