fDist,fLength,fAlpha,fWidth,fM3Trans,fConc1,fConc,fSize,fAsym,fM3Long,class
154.759,36.9453,2.242,12.8993,4.3445,0.1779,0.3531,2.5593,-25.1823,28.5104,g
172.348,36.3631,18.0525,19.8916,-13.9196,0.1624,0.2859,2.8085,5.8322,-12.1568,g
184.019,18.9249,18.7148,9.182,-2.7311,0.4661,0.6615,2.2833,17.9983,15.4613,g
80.2072,19.0605,2.805,9.8311,-5.6369,0.3157,0.6212,2.2967,-23.7916,-9.6045,g
240.263,68.222,8.2019,13.291,-9.323,0.2137,0.3513,2.8179,54.4541,66.8235,g
250.738,62.1376,8.626,23.3124,6.6418,0.1215,0.2325,3.3193,38.1039,64.4663,g
290.962,73.6582,1.321,27.5359,10.2546,0.1195,0.2184,3.5329,-36.8723,53.1831,g
47.3296,24.8408,70.606,14.8699,7.5544,0.2678,0.4362,2.6459,4.3568,20.3579,g
222.1,63.1451,10.179,20.0494,9.1234,0.1332,0.2301,2.8555,5.8427,-30.8421,g
146.477,18.423,15.175,12.554,-9.6204,0.4228,0.5991,2.5058,12.1573,15.8397,g
271.929,129.756,15.4674,31.1928,-22.7875,0.109,0.1916,3.1814,-171.905,54.6739,g
164.826,28.738,8.0769,12.184,-10.1241,0.2192,0.4017,2.5484,-16.1462,13.0976,g
94.833,38.4475,22.3126,14.7924,-10.152,0.2993,0.4946,2.4456,18.1005,30.9733,g
145.391,28.2788,20.694,13.7217,-11.5038,0.2809,0.4858,2.5664,22.1734,22.8593,g
102.645,19.8912,11.5,16.7321,-7.8787,0.2194,0.4342,2.3355,10.693,18.1222,g
351.038,123.987,0.813,17.4709,13.0368,0.1547,0.298,2.7906,-190.105,84.4861,g
280.2,46.2893,10.6382,12.3993,-6.6611,0.1671,0.3165,2.8651,-82.4823,37.1961,g
201.544,66.0346,2.0758,11.7658,10.5566,0.2117,0.3804,2.6212,70.6669,63.5139,g
291.219,78.8829,3.939,27.055,-14.5304,0.0932,0.1811,3.4497,53.4896,66.8412,g
27.187,30.6525,37.007,18.9983,13.5634,0.2028,0.3573,2.7774,24.3228,13.7714,g
230.953,37.2618,11.346,13.9046,-6.6054,0.1907,0.3249,2.695,21.9309,19.2815,g
235.795,48.9319,1.645,19.9172,-10.1152,0.1271,0.2259,3.1913,26.6507,49.5332,g
278.888,48.8366,0.0805,22.2845,5.1744,0.2025,0.3192,2.9802,-62.0644,27.0951,g
335.755,80.2574,1.406,22.0414,15.4147,0.1101,0.2134,3.0671,-24.5504,70.873,g
150.746,45.6239,6.262,17.151,-8.153,0.1245,0.2481,3.0269,20.786,36.879,g
176.064,12.3934,50.0643,12.0919,0.0,0.3502,0.6751,2.2,-16.8836,10.6145,g
190.598,81.244,7.946,42.1421,-24.0068,0.05,0.0999,3.7943,83.9376,71.3451,g
195.217,44.5093,3.81,14.7591,-11.1243,0.1816,0.3118,2.721,-66.2386,25.6017,g
159.512,51.0625,4.629,21.492,15.7351,0.1183,0.1958,3.1045,3.7852,-37.1419,g
241.578,72.4802,1.3082,30.4155,-19.35,0.0716,0.142,3.8673,-19.9983,79.7748,g
199.131,15.8465,48.699,11.8639,3.1949,0.3182,0.6257,2.2718,1.2776,-4.6367,g
247.871,51.326,7.26,17.6006,7.9215,0.2047,0.3002,3.0554,10.5117,53.6403,g
82.2643,47.3469,12.801,11.7963,7.6897,0.1939,0.3676,2.596,21.8027,41.0234,g
44.6987,20.9445,53.159,7.127,-6.1163,0.3568,0.7035,1.9978,-24.5181,-9.5235,g
250.174,106.087,2.801,18.9681,-11.0818,0.1118,0.2104,2.9225,91.3772,114.887,g
50.4624,35.6588,82.3558,23.4655,16.8961,0.1471,0.2707,3.1214,7.5011,16.7297,g
35.0255,26.9787,72.624,13.9285,-11.3593,0.2568,0.4625,2.5224,31.9032,18.0542,g
252.886,61.8217,1.251,14.0563,-6.6789,0.2616,0.4496,2.4116,-88.3227,47.814,g
218.544,23.3073,2.7033,17.421,10.7805,0.2608,0.4532,2.444,8.7773,4.4608,g
165.182,37.8758,8.426,15.6684,-4.066,0.1884,0.3175,2.9516,9.5403,35.0116,g
348.961,90.663,0.4799,35.1567,16.7387,0.1161,0.1909,3.2034,7.8809,38.1563,g
174.065,52.3941,8.7641,19.6636,-11.0781,0.1536,0.2709,3.38,24.2068,43.4488,g
128.879,26.7604,23.959,16.6151,8.6584,0.2695,0.4829,2.5065,-19.225,-14.5471,g
180.696,26.7045,7.055,9.9059,5.7653,0.2231,0.4231,2.4807,14.6508,-17.9119,g
228.147,32.7643,6.2504,20.1371,-10.2736,0.1476,0.2746,2.8331,-32.2521,-30.0399,g
185.545,68.9157,19.048,7.9361,4.9703,0.2741,0.5422,2.2201,-75.7325,-31.2334,g
173.184,50.704,3.9822,11.6095,7.7336,0.2626,0.434,2.608,42.8249,40.0821,g
203.765,39.3034,23.734,16.2019,11.8838,0.1817,0.354,2.6299,13.9773,36.7876,g
215.234,78.5832,6.4886,31.9728,24.3835,0.0602,0.1161,3.3153,-1.2141,61.1027,g
235.034,60.9046,6.978,20.4221,-15.2615,0.1042,0.1874,3.1955,75.238,42.1983,g
244.438,30.7178,15.2359,11.253,-5.3455,0.2622,0.4549,2.4594,-16.6958,12.278,g
73.1766,12.9176,17.4554,11.1995,-8.4019,0.4388,0.7343,2.224,14.5232,-7.7005,g
107.286,20.4624,25.2239,7.0807,-5.647,0.4041,0.7592,2.0881,22.0253,12.8465,g
205.687,69.6783,9.78,12.7037,8.6389,0.1839,0.3183,2.6675,-38.7109,-58.8637,g
257.161,16.6056,45.0711,11.4797,-5.6688,0.3304,0.5906,2.233,0.8373,-4.8092,g
169.642,28.3463,6.785,13.4075,-12.7297,0.3009,0.5297,2.4433,34.0842,17.2129,g
245.109,91.4258,3.1195,25.4403,-7.6524,0.0652,0.1301,3.8901,-0.1459,87.7213,g
223.475,26.1423,2.4225,15.0354,-7.8636,0.1889,0.3671,2.6707,-22.0885,16.7328,g
155.34,18.0165,57.922,17.3877,16.6684,0.3762,0.5277,2.4871,13.5811,15.9863,g
143.47,33.1412,11.856,18.2692,12.7008,0.1641,0.2876,2.8695,22.1164,20.581,g
141.174,19.7308,8.753,18.5745,-12.7012,0.2401,0.4709,2.3314,12.0694,-18.3026,g
108.966,28.9813,46.863,20.9051,-11.9563,0.1542,0.2936,2.9405,7.621,16.5318,g
351.557,55.3617,13.822,33.223,-12.6643,0.171,0.3214,2.7983,1.9585,-33.7951,g
212.424,40.8191,9.6533,35.1622,-27.4077,0.1074,0.203,2.7716,-27.1055,33.1106,g
87.9567,36.0474,18.862,9.6582,10.5147,0.2553,0.4478,2.5993,10.7562,-27.961,g
183.489,61.0765,7.7011,22.1349,9.5081,0.1012,0.1966,2.9317,16.4389,-22.8588,g
184.752,84.7669,8.012,25.0483,19.5176,0.1438,0.25,2.9009,7.0941,87.5265,g
227.711,12.6594,43.5434,11.7413,-8.7126,0.3846,0.7033,2.1351,-15.8596,9.4522,g
260.734,57.9453,5.7196,31.8343,28.0336,0.0935,0.1843,3.271,44.2126,39.0148,g
246.042,13.2301,58.504,10.5832,11.3528,0.4545,0.7855,2.1383,-13.8896,-4.5036,g
81.2112,36.1546,6.3767,7.3768,5.3122,0.2331,0.4444,2.3608,23.3872,17.9313,g
198.973,29.8441,15.5205,16.2333,-8.4272,0.1527,0.2987,2.4742,37.132,-16.2669,g
233.125,77.7337,1.5881,30.2057,-19.3327,0.0674,0.1333,3.926,16.7036,69.886,g
362.994,69.6868,5.4304,32.5131,25.3644,0.1486,0.2857,3.2821,25.7331,51.743,g
183.153,49.4996,12.7026,20.1666,-15.0923,0.0984,0.1947,2.9682,-17.5656,18.3328,g
121.953,13.2009,40.863,10.4273,10.8975,0.4815,0.7901,2.3064,-13.3062,-5.7732,g
136.0,17.2568,13.267,11.1001,-4.0082,0.2876,0.5645,2.2695,2.7427,-8.4161,g
369.88,97.6967,1.141,38.7353,-33.6818,0.1057,0.1796,3.7623,8.5151,61.5963,g
179.693,12.9947,15.465,10.7499,-7.0574,0.4847,0.7525,2.1688,13.3733,-4.7981,g
158.948,53.6201,41.257,20.2256,7.6072,0.2492,0.4009,2.6547,48.1771,47.9499,g
166.835,41.7719,23.56,24.6557,-16.3009,0.1028,0.205,3.2041,49.2567,-15.436,g
153.326,34.9377,42.679,24.2443,-17.874,0.1429,0.2772,2.6744,-10.3992,-9.9848,g
252.719,55.0058,0.817,19.5329,14.2766,0.1319,0.2333,3.3413,26.3947,54.7244,g
271.433,38.2724,0.378,15.6283,10.6781,0.2235,0.4047,2.9047,-59.0244,24.2217,g
212.74,26.8184,3.2859,13.5756,-6.6274,0.2344,0.419,2.6449,6.8003,-11.5951,g
280.958,45.6204,3.6192,33.144,-19.3154,0.0938,0.1847,3.2983,-19.2351,7.2994,g
320.377,88.9818,2.6107,30.85,-25.3884,0.1125,0.1969,3.2423,-39.2575,72.5296,g
122.925,31.5758,87.7159,26.4066,-20.0698,0.1528,0.2917,2.8552,15.6043,14.9725,g
241.698,78.1631,7.741,27.3822,-27.3007,0.0881,0.1726,3.3964,3.0264,70.0042,g
286.915,93.6783,0.667,37.3368,21.5958,0.0573,0.1141,4.0157,52.8575,75.7577,g
106.31,21.0834,48.7767,16.5408,-11.5017,0.219,0.4155,2.6015,-27.1121,5.5636,g
139.592,53.0719,8.118,22.5881,-17.9499,0.1668,0.2973,2.9467,32.0257,53.2193,g
105.688,17.9174,7.9443,10.8499,3.3192,0.2712,0.5236,2.3263,0.751,-5.9624,g
200.442,23.2781,4.3351,12.7693,6.4226,0.2623,0.5211,2.4533,3.1716,18.1523,g
112.46,30.3343,9.129,20.6495,10.3996,0.16,0.286,2.6739,32.8752,-16.7559,g
90.3746,20.017,55.3309,9.5305,-3.2733,0.3061,0.5939,2.2175,25.509,6.2839,g
98.5799,16.5612,38.001,11.5193,5.4076,0.3269,0.5934,2.2601,-0.4669,3.9436,g
187.018,18.9645,18.749,12.9814,4.7404,0.3105,0.523,2.527,10.1536,12.8059,g
158.255,18.3027,17.005,7.4384,2.7875,0.4983,0.7904,2.1629,-2.5708,6.582,g
251.347,96.1,5.9111,21.5383,-14.8999,0.1243,0.2398,3.1321,-88.5163,66.3915,g
199.352,18.6569,0.3301,12.3497,8.8575,0.3333,0.5837,2.4793,2.9159,-12.4217,g
237.808,82.7995,0.2339,19.4289,-15.4854,0.1351,0.2479,3.0856,55.3938,82.3098,g
226.555,77.3322,4.744,27.6013,-18.1929,0.0776,0.146,3.5761,19.3071,70.8455,g
139.102,39.0165,3.2298,23.3996,-21.3361,0.1377,0.237,3.1053,8.3237,-22.4536,g
153.271,28.4057,11.239,21.1799,13.6423,0.1478,0.2672,3.0077,-14.156,13.3182,g
238.194,71.828,5.3892,25.1169,-22.1722,0.0933,0.1762,3.2619,33.4948,73.5989,g
230.809,21.0807,9.294,6.8859,6.1605,0.4276,0.742,2.1508,21.7918,13.8324,g
237.858,35.059,4.005,9.7044,-6.6261,0.2227,0.4153,2.5635,41.8213,29.3147,g
266.12,59.1733,1.806,30.5268,18.6478,0.1045,0.1876,3.6819,-64.0055,20.0881,g
252.332,59.4409,3.819,21.1101,11.0171,0.083,0.1644,3.2783,-13.7027,45.0604,g
199.989,47.2489,0.7073,18.8375,13.7532,0.1331,0.2517,2.9151,-9.9978,-34.2862,g
248.691,64.3999,8.889,31.2076,18.7924,0.102,0.1976,3.2383,15.8983,57.1013,g
106.332,41.8138,58.8998,22.462,-4.5173,0.1113,0.211,2.7828,-30.8827,34.4853,g
44.5039,30.5117,56.063,11.0617,-9.5436,0.2282,0.4484,2.4014,-46.0453,20.1266,g
113.551,27.6918,2.0797,9.9536,-7.3498,0.2412,0.4536,2.3847,34.1069,21.0871,g
179.808,26.826,1.707,16.5478,5.3518,0.2074,0.3639,2.8119,12.777,16.4399,g
144.012,36.0763,4.6563,24.2552,-8.1573,0.128,0.2551,3.0467,6.2996,25.4849,g
198.918,21.6029,82.4952,0.0,10.3787,0.476,0.7749,2.1319,0.0,0.0,g
190.33,25.9857,56.1948,18.4585,15.217,0.1814,0.3538,2.5231,-25.48,-6.2044,g
278.165,54.6986,23.358,27.7552,19.8388,0.1173,0.228,2.9621,-87.178,31.1115,g
203.496,44.5095,2.472,21.3266,15.9669,0.143,0.2634,2.9467,36.3432,14.4895,g
138.822,30.244,28.51,26.4647,-4.8562,0.1298,0.2456,2.7589,16.5457,11.6027,g
187.851,38.6092,0.4442,24.3726,-19.0668,0.1017,0.1971,3.1016,39.7835,22.5295,g
118.085,42.027,4.897,19.8294,-11.3906,0.1493,0.2928,2.5378,10.6125,-21.2785,g
184.472,19.5744,42.1379,16.3541,17.5096,0.295,0.5676,2.3464,26.0276,-7.91,g
253.346,70.8145,1.74,27.9615,-14.8321,0.0983,0.1832,3.6166,37.7711,59.1989,g
230.252,45.2953,4.313,10.8189,7.4897,0.1577,0.3154,2.7392,21.8341,21.4259,g
132.148,21.1504,22.674,10.6335,-10.5705,0.2958,0.5812,2.281,22.0334,18.4466,g
140.607,21.034,66.1205,7.0887,-6.1728,0.3657,0.7055,2.1889,-24.2465,-10.1613,g
210.212,24.1889,0.0002,0.0037,0.0001,0.3498,0.6784,2.1508,0.2123,-5.6575,g
213.129,63.4767,11.8804,28.9711,11.5376,0.0663,0.1318,3.3728,18.5203,37.3319,g
391.958,98.5879,6.4959,31.7271,20.4089,0.2149,0.3534,2.7189,-51.4059,-83.8285,g
167.011,35.2812,4.4652,21.2289,-14.707,0.1285,0.2524,3.1204,36.8962,23.7727,g
248.385,74.664,2.0827,28.3225,18.6824,0.0854,0.1572,3.3298,92.582,61.8213,g
208.724,19.1301,38.478,9.0426,-10.1033,0.4714,0.6719,2.2833,3.9814,-13.5623,g
161.42,24.0789,22.926,11.8664,-11.2132,0.2758,0.5023,2.6294,9.9897,14.9815,g
177.608,87.3876,5.6,29.3532,-18.1224,0.0628,0.1223,3.6577,46.1759,107.705,g
75.377,23.2473,34.217,18.4047,-10.2722,0.2764,0.4286,2.6839,-9.8798,10.6638,g
179.442,36.1806,8.2714,17.9444,-10.2895,0.1414,0.2803,2.6015,21.7259,14.442,g
311.553,54.8072,6.3332,22.3495,18.7526,0.2829,0.5226,2.7259,-51.6456,-56.1794,g
195.086,40.8823,16.879,12.2532,5.3826,0.1546,0.3022,2.7578,21.7843,-23.0124,g
201.711,36.6127,2.269,15.1914,-8.3285,0.1954,0.3653,2.5927,-36.5592,-34.1768,g
216.975,35.3463,7.6086,17.0601,-5.8566,0.184,0.3316,3.0523,-23.1575,10.4458,g
161.699,46.2564,6.5852,19.1547,-10.3703,0.122,0.2276,2.9609,52.6054,21.5971,g
161.675,12.9884,26.41,10.72,4.7611,0.4891,0.7477,2.2055,13.2726,-4.5371,g
319.759,101.551,1.7955,27.5733,15.434,0.1128,0.2041,3.7108,-41.8538,81.5373,g
181.272,21.0532,2.989,10.5069,-9.4586,0.3176,0.5597,2.2014,-5.7473,17.2358,g
238.473,29.8389,3.7372,14.5906,9.7966,0.2584,0.4116,2.6503,-17.4478,10.6311,g
138.553,31.3363,10.025,10.0005,6.8461,0.2634,0.4839,2.4456,-18.2729,-24.6263,g
67.0224,16.5314,60.649,11.1284,-5.4375,0.3258,0.627,2.3874,-20.6686,-9.6798,g
195.949,19.0738,65.7379,10.1021,4.2673,0.3018,0.561,2.2148,-24.4013,-8.6983,g
217.683,21.7283,32.7666,10.6288,-7.5813,0.3519,0.6019,2.3139,17.4416,17.9036,g
282.715,97.2091,0.6959,33.2444,-9.6149,0.0536,0.1009,4.0381,-21.5963,85.6669,g
212.519,36.5188,17.6334,19.7845,-14.7077,0.1937,0.377,2.4571,-45.5581,-15.5398,g
268.22,35.8368,23.853,16.2619,-5.9703,0.154,0.3051,2.549,-26.4422,24.2467,g
285.288,71.0871,24.0961,24.7024,25.1188,0.1242,0.2432,2.9795,-47.6616,66.8521,g
140.594,38.2371,8.6172,19.4698,-8.4689,0.1593,0.2691,2.9393,-18.0537,-17.955,g
73.3097,33.9295,11.448,12.1658,-8.8548,0.2378,0.3929,2.5296,44.5229,20.1583,g
118.244,22.3966,18.996,15.2822,10.5538,0.2942,0.4693,2.4425,13.8438,15.2297,g
109.509,41.1185,6.1592,15.2694,7.7235,0.2043,0.3717,2.5126,58.1164,-25.6832,g
113.182,60.4957,15.639,17.6753,14.4117,0.0894,0.1753,2.938,31.3257,-15.9801,g
178.978,39.018,0.783,16.3085,-12.9746,0.1471,0.2816,2.749,49.0054,-26.2935,g
220.873,29.7859,16.9344,16.8267,14.1359,0.1937,0.3748,2.5017,-19.1892,-24.7732,g
131.335,31.1773,7.611,20.1391,6.4543,0.1638,0.2842,2.8666,-0.3975,17.2716,g
242.418,18.8375,32.256,11.9932,-9.8301,0.3558,0.5565,2.472,-0.4388,-8.7199,g
156.924,40.3693,17.8601,10.5989,-6.5915,0.1819,0.3571,2.7756,-5.2245,20.7647,g
166.373,35.8815,12.4385,16.4234,10.0959,0.1978,0.3924,2.4997,44.8964,-12.3575,g
181.276,22.0734,1.283,16.2121,11.1452,0.2568,0.4439,2.5883,-14.9276,-15.5985,g
22.5963,28.1264,56.248,22.3366,16.6081,0.1981,0.3605,2.863,-15.8589,22.5345,g
111.337,24.1044,0.134,10.5084,-7.1906,0.2717,0.4843,2.4322,3.9049,19.2134,g
246.644,62.707,6.0467,11.8072,6.4025,0.2288,0.3971,2.616,-95.3366,49.8416,g
112.325,33.5218,13.501,26.0405,-21.5304,0.1227,0.2376,3.4344,35.551,22.9681,g
256.989,62.4538,0.139,20.9787,-17.4804,0.1121,0.2093,3.1475,22.681,48.5582,g
214.958,32.8932,10.7955,14.7584,14.0561,0.2613,0.5066,2.5763,4.6285,-13.7969,g
138.91,25.2587,10.78,0.0,0.0,0.3799,0.7112,2.2162,-28.5412,-11.4024,g
158.12,34.7527,16.5306,16.3799,7.2786,0.1376,0.2703,2.6212,21.9455,23.6607,g
71.743,21.4824,35.8283,12.6292,9.8983,0.2293,0.4444,2.3253,28.1533,11.1342,g
208.7,60.9972,0.8192,16.1369,13.6536,0.113,0.2195,3.0851,50.887,30.7445,g
154.793,32.3086,36.13,21.2245,-15.1043,0.1215,0.2415,2.8373,-42.0749,-14.8047,g
90.0006,31.3719,28.6317,23.3887,-15.9902,0.1592,0.2896,3.071,18.6838,22.6569,g
116.025,48.8058,1.4845,34.6768,-7.6062,0.0868,0.1516,3.6885,37.4582,38.7533,g
111.753,19.3627,60.349,7.4401,4.4826,0.443,0.7426,2.0737,1.2864,-6.8666,g
251.922,55.9732,8.528,14.3168,-11.9677,0.159,0.3048,2.7202,-90.4592,24.4704,g
131.011,21.3428,0.6445,16.2565,11.2714,0.2186,0.4144,2.42,28.1162,-9.8288,g
176.077,34.7547,1.236,15.8012,10.6691,0.1721,0.3078,2.8192,17.3265,-20.6272,g
224.906,51.9877,3.8346,17.7295,-3.2394,0.1875,0.3253,2.836,15.4982,51.2734,g
105.236,17.941,2.105,7.4752,-3.522,0.5219,0.7815,2.2889,1.2938,-4.1966,g
194.343,22.4868,5.507,10.2285,-8.0406,0.3145,0.6139,2.4241,13.4286,16.5919,g
185.712,27.3488,23.736,19.4246,-13.8324,0.203,0.347,2.7474,19.1549,-16.1544,g
214.316,26.8176,78.5386,15.9384,5.468,0.2144,0.4092,2.485,14.3457,9.0264,g
45.7957,30.5265,65.9587,17.9152,-6.4695,0.1693,0.3162,2.7945,24.9069,-17.8305,g
173.08,37.5974,13.599,13.5298,-9.8457,0.3285,0.5,2.4942,45.5117,-8.699,g
237.018,53.9881,5.2981,17.591,-13.8356,0.1344,0.2416,2.8423,51.1265,19.1993,g
158.232,32.752,23.863,11.6661,-8.4706,0.3614,0.5468,2.4175,-8.7188,-25.4862,g
267.816,111.923,3.3939,20.6943,-11.0316,0.1315,0.2457,2.8426,23.5205,122.498,g
158.054,21.3424,51.719,10.1083,-10.7113,0.3132,0.6,2.2788,-6.4027,17.53,g
179.184,27.2242,20.1203,15.6492,9.1207,0.2223,0.3894,2.6551,11.0418,14.2168,g
340.782,106.419,0.6179,36.7662,21.2697,0.0683,0.1246,3.9834,-20.7275,62.648,g
347.909,83.381,2.332,26.181,13.4268,0.1405,0.2671,3.4373,9.4793,65.7381,g
88.5302,22.1774,52.7541,6.6565,-6.7297,0.384,0.73,2.1189,-25.0282,-9.0378,g
99.9141,23.9257,24.452,15.9532,11.9046,0.2072,0.4019,2.5065,13.2554,11.8988,g
146.661,13.0301,35.096,11.1805,-11.8252,0.3773,0.7546,2.1351,14.9999,0.4644,g
146.454,31.0187,19.3334,15.6989,3.8618,0.2577,0.4965,2.3253,-33.8046,-20.4213,g
91.5397,34.8629,14.161,20.5725,-9.652,0.1404,0.2809,3.1017,39.1696,26.9348,g
112.254,25.4438,17.21,16.3217,10.3872,0.1884,0.3769,2.5605,29.0955,19.9386,g
254.646,38.8245,0.804,16.474,-9.777,0.1679,0.3228,2.7899,17.4768,34.4857,g
138.537,16.9741,51.3957,15.6818,8.3497,0.4042,0.6355,2.3304,1.4646,15.4677,g
142.128,26.3469,11.3556,16.3506,-7.0471,0.1871,0.3701,2.6893,34.2159,21.3861,g
210.646,71.5951,0.8714,19.3552,5.1734,0.1018,0.1966,3.1949,44.053,65.8521,g
38.3559,21.4181,39.5774,6.9042,6.3918,0.3991,0.7085,2.0473,-23.3197,-12.1158,g
152.957,24.5434,61.886,15.9465,-10.296,0.3046,0.4892,2.3191,7.1094,15.2248,g
261.15,77.7161,1.0204,30.1417,-23.6233,0.0711,0.1406,3.8886,44.8366,63.5847,g
340.434,104.323,2.8968,68.6842,26.5348,0.0428,0.083,4.3813,-115.614,67.3795,g
246.783,60.1777,1.877,22.4696,14.277,0.1071,0.2042,3.1116,79.6533,44.1507,g
97.1298,28.1749,22.765,12.494,10.2744,0.2099,0.3845,2.4526,-14.796,-7.7343,g
252.267,67.7679,5.381,22.5004,8.8888,0.0964,0.1814,3.4059,-89.9773,47.1606,g
136.368,60.0265,2.832,19.5911,8.4799,0.0961,0.1858,3.0362,-1.2711,47.2173,g
271.724,66.0494,5.112,19.0231,6.7123,0.2707,0.47,2.4893,56.4694,45.4999,g
199.807,57.2663,4.819,15.509,-11.4585,0.1483,0.2687,2.7292,68.9602,37.5807,g
166.335,35.0877,15.532,26.2968,11.2854,0.1418,0.2508,3.0288,8.172,17.2455,g
301.244,48.2002,26.8176,25.6478,19.6924,0.1972,0.3527,2.76,-60.6256,22.5389,g
136.613,38.97,21.4609,19.5489,15.8438,0.1942,0.3208,2.8865,41.2319,31.2267,g
308.79,81.1205,2.296,30.8274,-8.6438,0.1186,0.1953,3.3071,-21.8809,57.8889,g
161.221,27.4953,7.113,16.4672,7.0734,0.2142,0.4099,2.5112,33.6518,17.0504,g
91.5343,26.9416,10.626,9.7191,4.2848,0.2408,0.4646,2.2467,-11.4888,15.2022,g
84.4406,34.737,39.615,23.5412,9.1531,0.1715,0.292,3.0175,30.2955,29.3417,g
133.806,27.009,20.582,12.9943,9.5451,0.2986,0.4756,2.6632,-0.695,13.4028,g
193.225,14.3875,20.35,11.5851,-9.7663,0.5021,0.6933,2.3766,0.3622,3.734,g
307.667,107.246,2.5599,62.9248,38.8656,0.0331,0.0654,4.4209,-91.8615,80.1344,g
55.8725,30.7144,25.431,21.3005,-7.9586,0.1854,0.2988,3.1342,2.1477,18.5775,g
224.628,12.9091,0.3707,11.2356,-8.7673,0.4342,0.7339,2.2516,14.623,-7.7891,g
178.317,36.5576,5.614,21.8014,-15.9367,0.1712,0.2832,2.9263,-4.7287,24.7698,g
186.627,18.8857,2.783,7.3566,2.8273,0.4578,0.7928,2.2911,3.9281,-9.2363,g
255.658,43.2815,6.025,8.7109,-5.5561,0.2764,0.5466,2.2068,28.2203,27.6114,g
230.721,61.672,7.336,17.609,-16.0009,0.1386,0.276,2.8814,48.3396,45.1577,g
221.556,67.5024,6.022,20.0193,-11.4106,0.1312,0.2459,3.162,24.5278,75.3529,g
176.512,32.9844,2.3056,17.0734,-9.1443,0.2057,0.3869,2.5647,45.6145,-22.6128,g
94.4891,20.5786,56.336,7.1865,-5.8163,0.3645,0.7291,2.1746,23.728,10.6638,g
150.605,31.0843,28.549,6.1756,-2.1975,0.314,0.58,2.3979,37.7332,13.6314,g
293.818,93.0034,1.64,28.1488,-9.9072,0.0817,0.1608,3.6363,-67.5172,73.348,g
263.572,77.6049,4.328,18.3815,14.5436,0.143,0.2489,3.0222,-67.0847,43.3979,g
152.567,38.7378,7.3257,16.5018,-6.4778,0.2118,0.42,2.7551,19.2488,32.5873,g
394.213,25.4947,84.7935,23.168,12.3783,0.4032,0.7062,2.3414,-30.9852,18.599,g
243.435,67.8904,18.4779,32.9046,31.1822,0.1047,0.1866,3.2645,-96.0978,41.8175,g
188.546,24.6574,20.618,18.8849,-12.1915,0.2225,0.409,2.7443,-31.4044,17.982,g
290.816,88.0102,8.4648,44.629,10.8999,0.0646,0.1224,3.9169,73.8944,81.9724,g
304.471,56.7558,8.026,19.1792,-11.4445,0.2249,0.3586,2.9325,-58.5754,23.163,g
246.615,32.8908,18.3564,13.6784,-11.554,0.1571,0.3115,2.5635,-25.1963,6.4356,g
151.036,27.5203,57.6127,11.1225,10.0941,0.2467,0.4629,2.3598,19.2496,-17.6584,g
188.706,19.1504,58.209,7.4601,-4.128,0.4554,0.747,2.317,-1.1812,6.3935,g
135.323,38.0888,23.484,27.8921,-17.8351,0.1233,0.2264,2.9715,-5.2831,9.6439,g
57.7961,12.6243,47.441,9.2136,-6.7862,0.6204,0.8215,2.2467,9.8606,10.054,g
170.349,38.8055,5.344,20.8356,-13.962,0.1525,0.2632,3.0611,-8.1288,-17.7058,g
89.6726,29.638,52.0176,22.3916,-10.0104,0.1673,0.3086,2.7871,13.1261,21.6969,g
131.716,24.1451,78.7982,19.6937,-14.222,0.2688,0.4307,2.4764,9.5297,16.9144,g
339.732,75.5502,3.6374,29.2845,13.8984,0.1625,0.2734,3.5567,8.599,53.1994,g
236.929,27.3437,21.3597,9.4993,2.1875,0.2449,0.4715,2.4338,13.2194,-16.6525,g
218.377,55.8123,14.328,16.9689,7.8019,0.1241,0.2255,2.9872,8.824,44.7144,g
45.3717,30.3325,6.8354,23.707,18.4295,0.1847,0.3469,2.7608,15.1503,29.9378,g
272.448,82.6686,5.8704,15.6,11.274,0.2509,0.4041,2.6439,-114.02,52.8269,g
114.08,25.8231,20.852,11.662,4.2261,0.2159,0.3961,2.4886,-9.6338,-11.4662,g
149.58,68.2371,4.6306,16.9432,10.2918,0.1125,0.1993,2.9101,41.9837,13.4506,g
195.541,25.4758,1.0915,16.9708,-12.1401,0.2055,0.371,2.7789,28.7346,15.7739,g
170.923,38.1652,18.6818,23.3782,10.0201,0.1015,0.1997,2.9452,33.78,25.2137,g
200.338,55.2926,4.5618,13.3843,6.3705,0.154,0.2902,2.8636,68.9945,-11.6242,g
65.015,17.8476,43.7863,10.4929,-2.2703,0.3537,0.6011,2.2742,20.8677,11.6185,g
237.488,26.4947,36.725,9.9971,-6.0532,0.2685,0.5032,2.3738,31.3412,21.2906,g
130.786,19.5927,44.7241,10.2759,-6.1643,0.3912,0.658,2.2856,-5.206,15.5873,g
241.873,50.5199,12.511,17.5663,-14.4995,0.1315,0.2598,2.9692,8.4112,43.074,g
230.314,59.5295,2.942,13.4897,-4.7392,0.1437,0.2789,2.8534,-111.14,52.8608,g
237.141,44.8602,5.874,14.8309,-6.3106,0.1621,0.2754,2.993,-24.7215,20.9483,g
259.82,19.3191,29.312,10.0015,-9.2155,0.4203,0.6374,2.2601,-5.275,15.1394,g
219.953,23.856,20.7251,12.2327,8.8336,0.2739,0.4522,2.4346,7.6639,11.3909,g
250.817,96.5421,14.594,40.3366,23.4068,0.0885,0.1599,3.4214,-115.922,60.6116,g
