dividends_from_stocks,capital_losses,age,weeks_worked_in_year,detailed_industry_recode,detailed_occupation_recode,detailed_household_and_family_stat,education,major_industry_code,major_occupation_code,country_of_birth_father,country_of_birth_mother,country_of_birth_self,hispanic_origin,race,detailed_household_summary_in_household,tax_filer_stat,veterans_benefits,marital_stat,citizenship,live_in_this_house_1_year_ago,own_business_or_self_employed,income,sex,year,full_or_part_time_employment_stat,num_persons_worked_for_employer,class_of_worker,migration_code-change_in_msa,migration_code-change_in_reg,migration_code-move_within_reg,family_members_under_18,enroll_in_edu_inst_last_wk,fill_inc_questionnaire_for_veteran's_admin,reason_for_unemployment,member_of_a_labor_union,migration_prev_res_in_sunbelt,region_of_previous_residence,state_of_previous_residence,wage_per_hour,capital_gains,instance_weight
0.0,0.0,45.0,52.0,40.0,12.0,6.0,14.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,3956.64
100.0,0.0,43.0,52.0,43.0,10.0,10.0,14.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2911.67
0.0,0.0,28.0,52.0,9.0,3.0,18.0,10.0,7.0,13.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2719.46
33000.0,0.0,41.0,52.0,29.0,32.0,23.0,11.0,18.0,3.0,2.0,2.0,2.0,5.0,2.0,8.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,6.0,6.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,294.83
0.0,0.0,37.0,40.0,37.0,30.0,11.0,15.0,13.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,1.0,-3.0,-3.0,-3.0,0.0,0.0,1117.98
0.0,0.0,28.0,52.0,33.0,3.0,10.0,11.0,10.0,13.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,1.0,-3.0,-3.0,-3.0,650.0,0.0,1813.28
0.0,0.0,18.0,50.0,33.0,19.0,23.0,8.0,10.0,5.0,2.0,2.0,2.0,5.0,5.0,8.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,-3.0,-3.0,-3.0,-3.0,1.0,-3.0,-3.0,1.0,-3.0,-3.0,-3.0,475.0,0.0,2170.36
0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,-3.0,2.0,2.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,-3.0,-3.0,-3.0,-3.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,4450.41
0.0,0.0,60.0,0.0,0.0,0.0,11.0,10.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,-3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2420.38
0.0,0.0,49.0,52.0,0.0,0.0,18.0,10.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2275.31
0.0,0.0,32.0,0.0,0.0,0.0,10.0,10.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1027.68
0.0,0.0,26.0,52.0,33.0,29.0,6.0,12.0,10.0,3.0,2.0,2.0,2.0,5.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.0,-3.0,-3.0,-3.0,0.0,0.0,1895.67
0.0,0.0,72.0,40.0,37.0,20.0,11.0,11.0,13.0,5.0,34.0,34.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1026.07
0.0,0.0,22.0,52.0,32.0,2.0,23.0,11.0,9.0,13.0,11.0,11.0,11.0,4.0,5.0,8.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,-3.0,-3.0,-3.0,-3.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1928.3
0.0,0.0,24.0,52.0,6.0,23.0,23.0,12.0,7.0,6.0,34.0,34.0,2.0,5.0,5.0,8.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,1.0,-3.0,-3.0,-3.0,1100.0,0.0,2226.61
0.0,0.0,81.0,0.0,0.0,0.0,10.0,10.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,4.0,6.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,-3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1056.14
0.0,0.0,16.0,1.0,37.0,26.0,1.0,6.0,13.0,6.0,2.0,2.0,2.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,-3.0,-3.0,-3.0,1.0,1.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2078.57
0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,-3.0,34.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,-3.0,-3.0,-3.0,-3.0,1.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1753.4
0.0,0.0,28.0,52.0,43.0,7.0,6.0,15.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,8.0,3.0,3.0,3.0,-3.0,-3.0,-3.0,-3.0,2.0,2.0,2.0,2.0,0.0,0.0,3395.58
0.0,0.0,38.0,52.0,18.0,26.0,11.0,10.0,7.0,6.0,10.0,10.0,10.0,4.0,1.0,5.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,7298.0,516.39
0.0,0.0,64.0,0.0,0.0,0.0,18.0,12.0,1.0,-3.0,20.0,20.0,20.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1477.3
0.0,0.0,37.0,52.0,34.0,26.0,10.0,12.0,11.0,6.0,20.0,20.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.0,-3.0,-3.0,-3.0,560.0,0.0,3434.13
0.0,0.0,43.0,52.0,50.0,21.0,10.0,10.0,6.0,6.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1589.4
0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,-3.0,-3.0,-3.0,-3.0,1.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1651.53
4.0,0.0,46.0,52.0,9.0,37.0,11.0,10.0,7.0,11.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1929.24
0.0,0.0,34.0,52.0,36.0,27.0,6.0,10.0,12.0,14.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,-3.0,-3.0,-3.0,1.0,-3.0,1.0,4.0,33.0,0.0,0.0,1329.22
7.0,0.0,27.0,52.0,34.0,26.0,10.0,11.0,11.0,6.0,1.0,1.0,1.0,2.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1972.62
0.0,0.0,60.0,51.0,33.0,16.0,10.0,10.0,10.0,5.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,6.0,4.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1373.15
0.0,0.0,29.0,52.0,37.0,19.0,27.0,11.0,13.0,5.0,2.0,2.0,2.0,5.0,4.0,8.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,4458.53
2100.0,0.0,76.0,0.0,0.0,0.0,18.0,10.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,-3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1037.25
0.0,0.0,73.0,0.0,0.0,0.0,11.0,11.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,5.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2991.05
0.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,-3.0,2.0,2.0,2.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2779.4
0.0,0.0,50.0,0.0,0.0,0.0,10.0,5.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1425.26
0.0,0.0,35.0,52.0,33.0,16.0,11.0,14.0,10.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,15024.0,824.91
0.0,0.0,44.0,52.0,43.0,12.0,10.0,16.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,7.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1643.75
0.0,0.0,33.0,52.0,34.0,23.0,10.0,10.0,11.0,6.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,1.0,-3.0,-3.0,-3.0,0.0,0.0,289.6
0.0,0.0,41.0,52.0,32.0,18.0,11.0,12.0,9.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1858.26
0.0,0.0,42.0,20.0,33.0,37.0,10.0,10.0,10.0,11.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.0,-3.0,-3.0,-3.0,450.0,0.0,2282.57
0.0,0.0,15.0,0.0,0.0,0.0,2.0,8.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,-3.0,-3.0,-3.0,-3.0,1.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1078.51
0.0,0.0,25.0,8.0,0.0,0.0,23.0,3.0,1.0,-3.0,1.0,1.0,1.0,1.0,5.0,8.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2426.74
1000.0,0.0,36.0,52.0,35.0,11.0,10.0,15.0,11.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,7.0,6.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2657.58
0.0,0.0,34.0,52.0,2.0,44.0,11.0,12.0,4.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,384.2
0.0,0.0,41.0,52.0,45.0,11.0,18.0,17.0,17.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,453.68
0.0,0.0,43.0,0.0,0.0,0.0,11.0,10.0,1.0,-3.0,-3.0,-3.0,-3.0,5.0,5.0,5.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,-3.0,7.0,6.0,6.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.0,6.0,11.0,0.0,0.0,1990.24
0.0,0.0,43.0,52.0,43.0,30.0,10.0,12.0,5.0,3.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,7.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,1005.69
0.0,0.0,65.0,52.0,0.0,0.0,10.0,12.0,1.0,-3.0,2.0,2.0,2.0,5.0,5.0,4.0,6.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,-3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,703.36
0.0,0.0,11.0,0.0,0.0,0.0,1.0,1.0,1.0,-3.0,24.0,24.0,24.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,-3.0,-3.0,-3.0,-3.0,1.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,856.52
0.0,0.0,31.0,52.0,1.0,44.0,11.0,10.0,4.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2419.92
0.0,0.0,43.0,52.0,41.0,8.0,10.0,13.0,22.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.0,-3.0,-3.0,-3.0,1850.0,0.0,3036.87
0.0,0.0,47.0,52.0,50.0,3.0,11.0,14.0,6.0,13.0,34.0,9.0,9.0,4.0,1.0,5.0,3.0,3.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,2435.08
