dividends_from_stocks,sex,instance_weight,detailed_occupation_recode,country_of_birth_mother,tax_filer_stat,marital_stat,class_of_worker,wage_per_hour,major_industry_code,enroll_in_edu_inst_last_wk,age,major_occupation_code,detailed_industry_recode,full_or_part_time_employment_stat,detailed_household_summary_in_household,migration_code-change_in_msa,migration_code-move_within_reg,reason_for_unemployment,own_business_or_self_employed,weeks_worked_in_year,hispanic_origin,state_of_previous_residence,migration_code-change_in_reg,year,migration_prev_res_in_sunbelt,family_members_under_18,country_of_birth_self,region_of_previous_residence,detailed_household_and_family_stat,citizenship,income,member_of_a_labor_union,veterans_benefits,fill_inc_questionnaire_for_veteran's_admin,live_in_this_house_1_year_ago,capital_gains,capital_losses,num_persons_worked_for_employer,race,country_of_birth_father,education
0.0,2.0,3956.64,12.0,2.0,4.0,1.0,4.0,0.0,2.0,-3.0,45.0,2.0,40.0,1.0,3.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,6.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,1.0,5.0,2.0,14.0
100.0,1.0,2911.67,10.0,2.0,3.0,2.0,3.0,0.0,5.0,-3.0,43.0,2.0,43.0,2.0,4.0,-3.0,-3.0,-3.0,3.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,2.0,5.0,2.0,14.0
0.0,1.0,2719.46,3.0,2.0,4.0,1.0,3.0,0.0,7.0,-3.0,28.0,13.0,9.0,2.0,5.0,-3.0,-3.0,-3.0,3.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,18.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,3.0,5.0,2.0,10.0
33000.0,2.0,294.83,32.0,2.0,4.0,1.0,6.0,0.0,18.0,-3.0,41.0,3.0,29.0,2.0,8.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,23.0,1.0,2.0,-3.0,3.0,-3.0,1.0,0.0,0.0,6.0,2.0,2.0,11.0
0.0,1.0,1117.98,30.0,2.0,3.0,2.0,3.0,0.0,13.0,-3.0,37.0,3.0,37.0,1.0,5.0,2.0,2.0,-3.0,3.0,40.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,1.0,3.0,-3.0,2.0,0.0,0.0,4.0,5.0,2.0,15.0
0.0,2.0,1813.28,3.0,2.0,3.0,2.0,3.0,650.0,10.0,-3.0,28.0,13.0,33.0,1.0,4.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,1.0,3.0,-3.0,2.0,0.0,0.0,2.0,5.0,2.0,11.0
0.0,2.0,2170.36,19.0,2.0,4.0,1.0,3.0,475.0,10.0,1.0,18.0,5.0,33.0,2.0,8.0,-3.0,-3.0,-3.0,3.0,50.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,23.0,1.0,1.0,1.0,3.0,-3.0,1.0,0.0,0.0,2.0,5.0,2.0,8.0
0.0,2.0,4450.41,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,2.0,-3.0,0.0,1.0,1.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,3.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0
0.0,2.0,2420.38,0.0,2.0,3.0,2.0,-3.0,0.0,1.0,-3.0,60.0,-3.0,0.0,1.0,5.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,0.0,5.0,2.0,10.0
0.0,1.0,2275.31,0.0,2.0,4.0,5.0,-3.0,0.0,1.0,-3.0,49.0,-3.0,0.0,1.0,5.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,18.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,1.0,5.0,2.0,10.0
0.0,1.0,1027.68,0.0,2.0,3.0,2.0,-3.0,0.0,1.0,-3.0,32.0,-3.0,0.0,4.0,4.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,0.0,5.0,2.0,10.0
0.0,1.0,1895.67,29.0,2.0,4.0,1.0,3.0,0.0,10.0,-3.0,26.0,3.0,33.0,2.0,3.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,6.0,1.0,1.0,1.0,3.0,-3.0,1.0,0.0,0.0,6.0,5.0,2.0,12.0
0.0,2.0,1026.07,20.0,34.0,2.0,2.0,3.0,0.0,13.0,-3.0,72.0,5.0,37.0,2.0,5.0,-3.0,-3.0,-3.0,1.0,40.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,2.0,1.0,1.0,0.0,0.0,6.0,5.0,34.0,11.0
0.0,2.0,1928.3,2.0,11.0,4.0,1.0,3.0,0.0,9.0,2.0,22.0,13.0,32.0,2.0,8.0,-3.0,-3.0,-3.0,1.0,52.0,4.0,-3.0,-3.0,2.0,-3.0,-3.0,11.0,-3.0,23.0,2.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,3.0,5.0,11.0,11.0
0.0,1.0,2226.61,23.0,34.0,4.0,1.0,3.0,1100.0,7.0,-3.0,24.0,6.0,6.0,1.0,8.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,23.0,1.0,1.0,1.0,3.0,-3.0,2.0,0.0,0.0,6.0,5.0,34.0,12.0
0.0,1.0,1056.14,0.0,2.0,6.0,2.0,-3.0,0.0,1.0,-3.0,81.0,-3.0,0.0,1.0,4.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,0.0,5.0,2.0,10.0
0.0,2.0,2078.57,26.0,2.0,1.0,1.0,3.0,0.0,13.0,1.0,16.0,6.0,37.0,4.0,1.0,-3.0,-3.0,-3.0,1.0,1.0,5.0,-3.0,-3.0,2.0,-3.0,1.0,2.0,-3.0,1.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,1.0,5.0,2.0,6.0
0.0,2.0,1753.4,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,2.0,-3.0,0.0,1.0,1.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,1.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,5.0,34.0,1.0
0.0,2.0,3395.58,7.0,2.0,4.0,1.0,8.0,0.0,5.0,-3.0,28.0,2.0,43.0,1.0,3.0,3.0,3.0,-3.0,3.0,52.0,5.0,2.0,3.0,1.0,2.0,-3.0,2.0,2.0,6.0,1.0,1.0,2.0,3.0,-3.0,3.0,0.0,0.0,3.0,5.0,2.0,15.0
0.0,1.0,516.39,26.0,10.0,3.0,2.0,3.0,0.0,7.0,-3.0,38.0,6.0,18.0,2.0,5.0,-3.0,-3.0,-3.0,1.0,52.0,4.0,-3.0,-3.0,2.0,-3.0,-3.0,10.0,-3.0,11.0,2.0,1.0,-3.0,3.0,-3.0,1.0,7298.0,0.0,4.0,1.0,10.0,10.0
0.0,2.0,1477.3,0.0,20.0,1.0,5.0,-3.0,0.0,1.0,-3.0,64.0,-3.0,0.0,4.0,5.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,20.0,-3.0,18.0,5.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,0.0,5.0,20.0,12.0
0.0,1.0,3434.13,26.0,20.0,3.0,2.0,3.0,560.0,11.0,-3.0,37.0,6.0,34.0,2.0,4.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,1.0,3.0,-3.0,1.0,0.0,0.0,4.0,5.0,20.0,12.0
0.0,1.0,1589.4,21.0,2.0,3.0,2.0,8.0,0.0,6.0,-3.0,43.0,6.0,50.0,1.0,4.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,3.0,5.0,2.0,10.0
0.0,2.0,1651.53,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,5.0,-3.0,0.0,1.0,1.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,1.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0
4.0,1.0,1929.24,37.0,2.0,3.0,2.0,3.0,0.0,7.0,-3.0,46.0,11.0,9.0,2.0,5.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,6.0,5.0,2.0,10.0
0.0,1.0,1329.22,27.0,2.0,4.0,5.0,3.0,0.0,12.0,-3.0,34.0,14.0,36.0,1.0,3.0,3.0,3.0,1.0,1.0,52.0,2.0,33.0,3.0,1.0,1.0,-3.0,2.0,4.0,6.0,1.0,1.0,-3.0,3.0,-3.0,3.0,0.0,0.0,4.0,5.0,2.0,10.0
7.0,1.0,1972.62,26.0,1.0,3.0,2.0,3.0,0.0,11.0,-3.0,27.0,6.0,34.0,1.0,4.0,2.0,2.0,-3.0,1.0,52.0,2.0,-3.0,2.0,1.0,-3.0,-3.0,1.0,-3.0,10.0,2.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,6.0,5.0,1.0,11.0
0.0,1.0,1373.15,16.0,2.0,3.0,2.0,4.0,0.0,10.0,-3.0,60.0,5.0,33.0,2.0,4.0,-3.0,-3.0,-3.0,2.0,51.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,6.0,5.0,2.0,10.0
0.0,2.0,4458.53,19.0,2.0,5.0,1.0,3.0,0.0,13.0,-3.0,29.0,5.0,37.0,2.0,8.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,27.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,6.0,4.0,2.0,11.0
2100.0,1.0,1037.25,0.0,2.0,4.0,6.0,-3.0,0.0,1.0,-3.0,76.0,-3.0,0.0,1.0,5.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,18.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,0.0,5.0,2.0,10.0
0.0,2.0,2991.05,0.0,2.0,6.0,2.0,-3.0,0.0,1.0,-3.0,73.0,-3.0,0.0,4.0,5.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,0.0,5.0,2.0,11.0
0.0,1.0,2779.4,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,13.0,-3.0,0.0,1.0,1.0,2.0,2.0,-3.0,1.0,0.0,5.0,-3.0,2.0,1.0,-3.0,3.0,2.0,-3.0,1.0,1.0,1.0,-3.0,1.0,-3.0,2.0,0.0,0.0,0.0,5.0,2.0,1.0
0.0,1.0,1425.26,0.0,2.0,1.0,2.0,-3.0,0.0,1.0,-3.0,50.0,-3.0,0.0,4.0,4.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,0.0,5.0,2.0,5.0
0.0,2.0,824.91,16.0,2.0,3.0,2.0,3.0,0.0,10.0,-3.0,35.0,5.0,33.0,1.0,5.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,2.0,-3.0,3.0,-3.0,2.0,15024.0,0.0,4.0,5.0,2.0,14.0
0.0,1.0,1643.75,12.0,2.0,3.0,2.0,7.0,0.0,5.0,-3.0,44.0,2.0,43.0,1.0,4.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,6.0,5.0,2.0,16.0
0.0,1.0,289.6,23.0,2.0,3.0,2.0,3.0,0.0,11.0,-3.0,33.0,6.0,34.0,1.0,4.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,1.0,3.0,-3.0,2.0,0.0,0.0,2.0,5.0,2.0,10.0
0.0,2.0,1858.26,18.0,2.0,3.0,2.0,3.0,0.0,9.0,-3.0,41.0,5.0,32.0,1.0,5.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,3.0,5.0,2.0,12.0
0.0,1.0,2282.57,37.0,2.0,3.0,2.0,3.0,450.0,10.0,-3.0,42.0,11.0,33.0,2.0,4.0,-3.0,-3.0,-3.0,1.0,20.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,1.0,3.0,-3.0,1.0,0.0,0.0,4.0,5.0,2.0,10.0
0.0,1.0,1078.51,0.0,2.0,1.0,1.0,-3.0,0.0,1.0,-3.0,15.0,-3.0,0.0,4.0,2.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,1.0,2.0,-3.0,2.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,0.0,5.0,2.0,8.0
0.0,1.0,2426.74,0.0,1.0,4.0,1.0,-3.0,0.0,1.0,-3.0,25.0,-3.0,0.0,4.0,8.0,-3.0,-3.0,-3.0,1.0,8.0,1.0,-3.0,-3.0,2.0,-3.0,-3.0,1.0,-3.0,23.0,2.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,3.0,5.0,1.0,3.0
1000.0,1.0,2657.58,11.0,2.0,3.0,2.0,3.0,0.0,11.0,-3.0,36.0,2.0,35.0,7.0,4.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,2.0,-3.0,3.0,-3.0,1.0,0.0,0.0,6.0,4.0,2.0,15.0
0.0,2.0,384.2,44.0,2.0,5.0,5.0,3.0,0.0,4.0,-3.0,34.0,4.0,2.0,2.0,5.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,2.0,5.0,2.0,12.0
0.0,2.0,453.68,11.0,2.0,4.0,1.0,4.0,0.0,17.0,-3.0,41.0,2.0,45.0,1.0,5.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,18.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,1.0,5.0,2.0,17.0
0.0,2.0,1990.24,0.0,-3.0,1.0,2.0,-3.0,0.0,1.0,-3.0,43.0,-3.0,0.0,1.0,5.0,7.0,6.0,-3.0,1.0,0.0,5.0,11.0,6.0,1.0,1.0,-3.0,-3.0,6.0,11.0,2.0,1.0,-3.0,3.0,-3.0,3.0,0.0,0.0,0.0,5.0,-3.0,10.0
0.0,1.0,1005.69,30.0,2.0,3.0,2.0,7.0,0.0,5.0,-3.0,43.0,3.0,43.0,2.0,4.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,1.0,0.0,0.0,5.0,5.0,2.0,12.0
0.0,1.0,703.36,0.0,2.0,6.0,2.0,-3.0,0.0,1.0,-3.0,65.0,-3.0,0.0,1.0,4.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,2.0,5.0,2.0,12.0
0.0,1.0,856.52,0.0,24.0,1.0,1.0,-3.0,0.0,1.0,-3.0,11.0,-3.0,0.0,1.0,1.0,-3.0,-3.0,-3.0,1.0,0.0,5.0,-3.0,-3.0,2.0,-3.0,1.0,24.0,-3.0,1.0,2.0,1.0,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,3.0,24.0,1.0
0.0,2.0,2419.92,44.0,2.0,4.0,1.0,3.0,0.0,4.0,-3.0,31.0,4.0,1.0,1.0,5.0,2.0,2.0,-3.0,1.0,52.0,5.0,-3.0,2.0,1.0,-3.0,-3.0,2.0,-3.0,11.0,1.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,1.0,5.0,2.0,10.0
0.0,1.0,3036.87,8.0,2.0,3.0,2.0,3.0,1850.0,22.0,-3.0,43.0,2.0,41.0,2.0,4.0,-3.0,-3.0,-3.0,1.0,52.0,5.0,-3.0,-3.0,2.0,-3.0,-3.0,2.0,-3.0,10.0,1.0,1.0,1.0,3.0,-3.0,1.0,0.0,0.0,4.0,5.0,2.0,13.0
0.0,2.0,2435.08,3.0,9.0,3.0,2.0,8.0,0.0,6.0,-3.0,47.0,13.0,50.0,1.0,5.0,2.0,2.0,-3.0,1.0,52.0,4.0,-3.0,2.0,1.0,-3.0,-3.0,9.0,-3.0,11.0,5.0,1.0,-3.0,3.0,-3.0,2.0,0.0,0.0,1.0,1.0,34.0,14.0
