migration_prev_res_in_sunbelt,country_of_birth_mother,dividends_from_stocks,country_of_birth_father,instance_weight,migration_code-move_within_reg,full_or_part_time_employment_stat,migration_code-change_in_reg,migration_code-change_in_msa,marital_stat,member_of_a_labor_union,num_persons_worked_for_employer,race,citizenship,major_occupation_code,major_industry_code,detailed_occupation_recode,family_members_under_18,age,state_of_previous_residence,reason_for_unemployment,region_of_previous_residence,country_of_birth_self,year,class_of_worker,detailed_industry_recode,education,income,live_in_this_house_1_year_ago,detailed_household_summary_in_household,capital_gains,veterans_benefits,own_business_or_self_employed,weeks_worked_in_year,capital_losses,tax_filer_stat,hispanic_origin,sex,fill_inc_questionnaire_for_veteran's_admin,enroll_in_edu_inst_last_wk,wage_per_hour,detailed_household_and_family_stat
-3.0,2.0,0.0,2.0,3956.64,2.0,1.0,2.0,2.0,1.0,-3.0,1.0,5.0,1.0,2.0,2.0,12.0,-3.0,45.0,-3.0,-3.0,-3.0,2.0,1.0,4.0,40.0,14.0,1.0,2.0,3.0,0.0,3.0,1.0,52.0,0.0,4.0,5.0,2.0,-3.0,-3.0,0.0,6.0
-3.0,2.0,100.0,2.0,2911.67,-3.0,2.0,-3.0,-3.0,2.0,-3.0,2.0,5.0,1.0,2.0,5.0,10.0,-3.0,43.0,-3.0,-3.0,-3.0,2.0,2.0,3.0,43.0,14.0,1.0,1.0,4.0,0.0,3.0,3.0,52.0,0.0,3.0,5.0,1.0,-3.0,-3.0,0.0,10.0
-3.0,2.0,0.0,2.0,2719.46,-3.0,2.0,-3.0,-3.0,1.0,-3.0,3.0,5.0,1.0,13.0,7.0,3.0,-3.0,28.0,-3.0,-3.0,-3.0,2.0,2.0,3.0,9.0,10.0,1.0,1.0,5.0,0.0,3.0,3.0,52.0,0.0,4.0,5.0,1.0,-3.0,-3.0,0.0,18.0
-3.0,2.0,33000.0,2.0,294.83,-3.0,2.0,-3.0,-3.0,1.0,-3.0,6.0,2.0,1.0,3.0,18.0,32.0,-3.0,41.0,-3.0,-3.0,-3.0,2.0,2.0,6.0,29.0,11.0,2.0,1.0,8.0,0.0,3.0,1.0,52.0,0.0,4.0,5.0,2.0,-3.0,-3.0,0.0,23.0
-3.0,2.0,0.0,2.0,1117.98,2.0,1.0,2.0,2.0,2.0,1.0,4.0,5.0,1.0,3.0,13.0,30.0,-3.0,37.0,-3.0,-3.0,-3.0,2.0,1.0,3.0,37.0,15.0,1.0,2.0,5.0,0.0,3.0,3.0,40.0,0.0,3.0,5.0,1.0,-3.0,-3.0,0.0,11.0
-3.0,2.0,0.0,2.0,1813.28,2.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,13.0,10.0,3.0,-3.0,28.0,-3.0,-3.0,-3.0,2.0,1.0,3.0,33.0,11.0,1.0,2.0,4.0,0.0,3.0,1.0,52.0,0.0,3.0,5.0,2.0,-3.0,-3.0,650.0,10.0
-3.0,2.0,0.0,2.0,2170.36,-3.0,2.0,-3.0,-3.0,1.0,1.0,2.0,5.0,1.0,5.0,10.0,19.0,-3.0,18.0,-3.0,-3.0,-3.0,2.0,2.0,3.0,33.0,8.0,1.0,1.0,8.0,0.0,3.0,3.0,50.0,0.0,4.0,5.0,2.0,-3.0,1.0,475.0,23.0
-3.0,2.0,0.0,2.0,4450.41,-3.0,1.0,-3.0,-3.0,1.0,-3.0,0.0,4.0,1.0,-3.0,1.0,0.0,3.0,2.0,-3.0,-3.0,-3.0,2.0,2.0,-3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,-3.0,-3.0,0.0,1.0
-3.0,2.0,0.0,2.0,2420.38,2.0,1.0,2.0,2.0,2.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,-3.0,60.0,-3.0,-3.0,-3.0,2.0,1.0,-3.0,0.0,10.0,1.0,2.0,5.0,0.0,3.0,1.0,0.0,0.0,3.0,5.0,2.0,-3.0,-3.0,0.0,11.0
-3.0,2.0,0.0,2.0,2275.31,2.0,1.0,2.0,2.0,5.0,-3.0,1.0,5.0,1.0,-3.0,1.0,0.0,-3.0,49.0,-3.0,-3.0,-3.0,2.0,1.0,-3.0,0.0,10.0,1.0,2.0,5.0,0.0,3.0,1.0,52.0,0.0,4.0,5.0,1.0,-3.0,-3.0,0.0,18.0
-3.0,2.0,0.0,2.0,1027.68,-3.0,4.0,-3.0,-3.0,2.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,-3.0,32.0,-3.0,-3.0,-3.0,2.0,2.0,-3.0,0.0,10.0,1.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,3.0,5.0,1.0,-3.0,-3.0,0.0,10.0
-3.0,2.0,0.0,2.0,1895.67,-3.0,2.0,-3.0,-3.0,1.0,1.0,6.0,5.0,1.0,3.0,10.0,29.0,-3.0,26.0,-3.0,-3.0,-3.0,2.0,2.0,3.0,33.0,12.0,1.0,1.0,3.0,0.0,3.0,1.0,52.0,0.0,4.0,5.0,1.0,-3.0,-3.0,0.0,6.0
-3.0,34.0,0.0,34.0,1026.07,-3.0,2.0,-3.0,-3.0,2.0,-3.0,6.0,5.0,1.0,5.0,13.0,20.0,-3.0,72.0,-3.0,-3.0,-3.0,2.0,2.0,3.0,37.0,11.0,1.0,1.0,5.0,0.0,2.0,1.0,40.0,0.0,2.0,5.0,2.0,1.0,-3.0,0.0,11.0
-3.0,11.0,0.0,11.0,1928.3,-3.0,2.0,-3.0,-3.0,1.0,-3.0,3.0,5.0,2.0,13.0,9.0,2.0,-3.0,22.0,-3.0,-3.0,-3.0,11.0,2.0,3.0,32.0,11.0,1.0,1.0,8.0,0.0,3.0,1.0,52.0,0.0,4.0,4.0,2.0,-3.0,2.0,0.0,23.0
-3.0,34.0,0.0,34.0,2226.61,2.0,1.0,2.0,2.0,1.0,1.0,6.0,5.0,1.0,6.0,7.0,23.0,-3.0,24.0,-3.0,-3.0,-3.0,2.0,1.0,3.0,6.0,12.0,1.0,2.0,8.0,0.0,3.0,1.0,52.0,0.0,4.0,5.0,1.0,-3.0,-3.0,1100.0,23.0
-3.0,2.0,0.0,2.0,1056.14,2.0,1.0,2.0,2.0,2.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,-3.0,81.0,-3.0,-3.0,-3.0,2.0,1.0,-3.0,0.0,10.0,1.0,2.0,4.0,0.0,3.0,1.0,0.0,0.0,6.0,5.0,1.0,-3.0,-3.0,0.0,10.0
-3.0,2.0,0.0,2.0,2078.57,-3.0,4.0,-3.0,-3.0,1.0,-3.0,1.0,5.0,1.0,6.0,13.0,26.0,1.0,16.0,-3.0,-3.0,-3.0,2.0,2.0,3.0,37.0,6.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,5.0,2.0,-3.0,1.0,0.0,1.0
-3.0,2.0,0.0,34.0,1753.4,-3.0,1.0,-3.0,-3.0,1.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,1.0,2.0,-3.0,-3.0,-3.0,2.0,2.0,-3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,-3.0,-3.0,0.0,1.0
2.0,2.0,0.0,2.0,3395.58,3.0,1.0,3.0,3.0,1.0,2.0,3.0,5.0,1.0,2.0,5.0,7.0,-3.0,28.0,2.0,-3.0,2.0,2.0,1.0,8.0,43.0,15.0,1.0,3.0,3.0,0.0,3.0,3.0,52.0,0.0,4.0,5.0,2.0,-3.0,-3.0,0.0,6.0
-3.0,10.0,0.0,10.0,516.39,-3.0,2.0,-3.0,-3.0,2.0,-3.0,4.0,1.0,2.0,6.0,7.0,26.0,-3.0,38.0,-3.0,-3.0,-3.0,10.0,2.0,3.0,18.0,10.0,1.0,1.0,5.0,7298.0,3.0,1.0,52.0,0.0,3.0,4.0,1.0,-3.0,-3.0,0.0,11.0
-3.0,20.0,0.0,20.0,1477.3,-3.0,4.0,-3.0,-3.0,5.0,-3.0,0.0,5.0,5.0,-3.0,1.0,0.0,-3.0,64.0,-3.0,-3.0,-3.0,20.0,2.0,-3.0,0.0,12.0,1.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,2.0,-3.0,-3.0,0.0,18.0
-3.0,20.0,0.0,20.0,3434.13,-3.0,2.0,-3.0,-3.0,2.0,1.0,4.0,5.0,1.0,6.0,11.0,26.0,-3.0,37.0,-3.0,-3.0,-3.0,2.0,2.0,3.0,34.0,12.0,1.0,1.0,4.0,0.0,3.0,1.0,52.0,0.0,3.0,5.0,1.0,-3.0,-3.0,560.0,10.0
-3.0,2.0,0.0,2.0,1589.4,2.0,1.0,2.0,2.0,2.0,-3.0,3.0,5.0,1.0,6.0,6.0,21.0,-3.0,43.0,-3.0,-3.0,-3.0,2.0,1.0,8.0,50.0,10.0,1.0,2.0,4.0,0.0,3.0,1.0,52.0,0.0,3.0,5.0,1.0,-3.0,-3.0,0.0,10.0
-3.0,2.0,0.0,2.0,1651.53,-3.0,1.0,-3.0,-3.0,1.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,1.0,5.0,-3.0,-3.0,-3.0,2.0,2.0,-3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,-3.0,-3.0,0.0,1.0
-3.0,2.0,4.0,2.0,1929.24,-3.0,2.0,-3.0,-3.0,2.0,-3.0,6.0,5.0,1.0,11.0,7.0,37.0,-3.0,46.0,-3.0,-3.0,-3.0,2.0,2.0,3.0,9.0,10.0,1.0,1.0,5.0,0.0,3.0,1.0,52.0,0.0,3.0,5.0,1.0,-3.0,-3.0,0.0,11.0
1.0,2.0,0.0,2.0,1329.22,3.0,1.0,3.0,3.0,5.0,-3.0,4.0,5.0,1.0,14.0,12.0,27.0,-3.0,34.0,33.0,1.0,4.0,2.0,1.0,3.0,36.0,10.0,1.0,3.0,3.0,0.0,3.0,1.0,52.0,0.0,4.0,2.0,1.0,-3.0,-3.0,0.0,6.0
-3.0,1.0,7.0,1.0,1972.62,2.0,1.0,2.0,2.0,2.0,-3.0,6.0,5.0,2.0,6.0,11.0,26.0,-3.0,27.0,-3.0,-3.0,-3.0,1.0,1.0,3.0,34.0,11.0,1.0,2.0,4.0,0.0,3.0,1.0,52.0,0.0,3.0,2.0,1.0,-3.0,-3.0,0.0,10.0
-3.0,2.0,0.0,2.0,1373.15,-3.0,2.0,-3.0,-3.0,2.0,-3.0,6.0,5.0,1.0,5.0,10.0,16.0,-3.0,60.0,-3.0,-3.0,-3.0,2.0,2.0,4.0,33.0,10.0,1.0,1.0,4.0,0.0,3.0,2.0,51.0,0.0,3.0,5.0,1.0,-3.0,-3.0,0.0,10.0
-3.0,2.0,0.0,2.0,4458.53,-3.0,2.0,-3.0,-3.0,1.0,-3.0,6.0,4.0,1.0,5.0,13.0,19.0,-3.0,29.0,-3.0,-3.0,-3.0,2.0,2.0,3.0,37.0,11.0,1.0,1.0,8.0,0.0,3.0,1.0,52.0,0.0,5.0,5.0,2.0,-3.0,-3.0,0.0,27.0
-3.0,2.0,2100.0,2.0,1037.25,2.0,1.0,2.0,2.0,6.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,-3.0,76.0,-3.0,-3.0,-3.0,2.0,1.0,-3.0,0.0,10.0,1.0,2.0,5.0,0.0,3.0,1.0,0.0,0.0,4.0,5.0,1.0,-3.0,-3.0,0.0,18.0
-3.0,2.0,0.0,2.0,2991.05,-3.0,4.0,-3.0,-3.0,2.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,-3.0,73.0,-3.0,-3.0,-3.0,2.0,2.0,-3.0,0.0,11.0,1.0,1.0,5.0,0.0,3.0,1.0,0.0,0.0,6.0,5.0,2.0,-3.0,-3.0,0.0,11.0
-3.0,2.0,0.0,2.0,2779.4,2.0,1.0,2.0,2.0,1.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,3.0,13.0,-3.0,-3.0,-3.0,2.0,1.0,-3.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,-3.0,-3.0,0.0,1.0
-3.0,2.0,0.0,2.0,1425.26,-3.0,4.0,-3.0,-3.0,2.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,-3.0,50.0,-3.0,-3.0,-3.0,2.0,2.0,-3.0,0.0,5.0,1.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,1.0,-3.0,-3.0,0.0,10.0
-3.0,2.0,0.0,2.0,824.91,2.0,1.0,2.0,2.0,2.0,-3.0,4.0,5.0,1.0,5.0,10.0,16.0,-3.0,35.0,-3.0,-3.0,-3.0,2.0,1.0,3.0,33.0,14.0,2.0,2.0,5.0,15024.0,3.0,1.0,52.0,0.0,3.0,5.0,2.0,-3.0,-3.0,0.0,11.0
-3.0,2.0,0.0,2.0,1643.75,2.0,1.0,2.0,2.0,2.0,-3.0,6.0,5.0,1.0,2.0,5.0,12.0,-3.0,44.0,-3.0,-3.0,-3.0,2.0,1.0,7.0,43.0,16.0,1.0,2.0,4.0,0.0,3.0,1.0,52.0,0.0,3.0,5.0,1.0,-3.0,-3.0,0.0,10.0
-3.0,2.0,0.0,2.0,289.6,2.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,6.0,11.0,23.0,-3.0,33.0,-3.0,-3.0,-3.0,2.0,1.0,3.0,34.0,10.0,1.0,2.0,4.0,0.0,3.0,1.0,52.0,0.0,3.0,5.0,1.0,-3.0,-3.0,0.0,10.0
-3.0,2.0,0.0,2.0,1858.26,2.0,1.0,2.0,2.0,2.0,-3.0,3.0,5.0,1.0,5.0,9.0,18.0,-3.0,41.0,-3.0,-3.0,-3.0,2.0,1.0,3.0,32.0,12.0,1.0,2.0,5.0,0.0,3.0,1.0,52.0,0.0,3.0,5.0,2.0,-3.0,-3.0,0.0,11.0
-3.0,2.0,0.0,2.0,2282.57,-3.0,2.0,-3.0,-3.0,2.0,1.0,4.0,5.0,1.0,11.0,10.0,37.0,-3.0,42.0,-3.0,-3.0,-3.0,2.0,2.0,3.0,33.0,10.0,1.0,1.0,4.0,0.0,3.0,1.0,20.0,0.0,3.0,5.0,1.0,-3.0,-3.0,450.0,10.0
-3.0,2.0,0.0,2.0,1078.51,-3.0,4.0,-3.0,-3.0,1.0,-3.0,0.0,5.0,1.0,-3.0,1.0,0.0,1.0,15.0,-3.0,-3.0,-3.0,2.0,2.0,-3.0,0.0,8.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,1.0,-3.0,-3.0,0.0,2.0
-3.0,1.0,0.0,1.0,2426.74,-3.0,4.0,-3.0,-3.0,1.0,-3.0,3.0,5.0,2.0,-3.0,1.0,0.0,-3.0,25.0,-3.0,-3.0,-3.0,1.0,2.0,-3.0,0.0,3.0,1.0,1.0,8.0,0.0,3.0,1.0,8.0,0.0,4.0,1.0,1.0,-3.0,-3.0,0.0,23.0
-3.0,2.0,1000.0,2.0,2657.58,-3.0,7.0,-3.0,-3.0,2.0,-3.0,6.0,4.0,1.0,2.0,11.0,11.0,-3.0,36.0,-3.0,-3.0,-3.0,2.0,2.0,3.0,35.0,15.0,2.0,1.0,4.0,0.0,3.0,1.0,52.0,0.0,3.0,5.0,1.0,-3.0,-3.0,0.0,10.0
-3.0,2.0,0.0,2.0,384.2,-3.0,2.0,-3.0,-3.0,5.0,-3.0,2.0,5.0,1.0,4.0,4.0,44.0,-3.0,34.0,-3.0,-3.0,-3.0,2.0,2.0,3.0,2.0,12.0,1.0,1.0,5.0,0.0,3.0,1.0,52.0,0.0,5.0,5.0,2.0,-3.0,-3.0,0.0,11.0
-3.0,2.0,0.0,2.0,453.68,2.0,1.0,2.0,2.0,1.0,-3.0,1.0,5.0,1.0,2.0,17.0,11.0,-3.0,41.0,-3.0,-3.0,-3.0,2.0,1.0,4.0,45.0,17.0,1.0,2.0,5.0,0.0,3.0,1.0,52.0,0.0,4.0,5.0,2.0,-3.0,-3.0,0.0,18.0
1.0,-3.0,0.0,-3.0,1990.24,6.0,1.0,6.0,7.0,2.0,-3.0,0.0,5.0,2.0,-3.0,1.0,0.0,-3.0,43.0,11.0,-3.0,6.0,-3.0,1.0,-3.0,0.0,10.0,1.0,3.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,5.0,2.0,-3.0,-3.0,0.0,11.0
-3.0,2.0,0.0,2.0,1005.69,-3.0,2.0,-3.0,-3.0,2.0,-3.0,5.0,5.0,1.0,3.0,5.0,30.0,-3.0,43.0,-3.0,-3.0,-3.0,2.0,2.0,7.0,43.0,12.0,1.0,1.0,4.0,0.0,3.0,1.0,52.0,0.0,3.0,5.0,1.0,-3.0,-3.0,0.0,10.0
-3.0,2.0,0.0,2.0,703.36,2.0,1.0,2.0,2.0,2.0,-3.0,2.0,5.0,1.0,-3.0,1.0,0.0,-3.0,65.0,-3.0,-3.0,-3.0,2.0,1.0,-3.0,0.0,12.0,1.0,2.0,4.0,0.0,3.0,1.0,52.0,0.0,6.0,5.0,1.0,-3.0,-3.0,0.0,10.0
-3.0,24.0,0.0,24.0,856.52,-3.0,1.0,-3.0,-3.0,1.0,-3.0,0.0,3.0,2.0,-3.0,1.0,0.0,1.0,11.0,-3.0,-3.0,-3.0,24.0,2.0,-3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,-3.0,-3.0,0.0,1.0
-3.0,2.0,0.0,2.0,2419.92,2.0,1.0,2.0,2.0,1.0,-3.0,1.0,5.0,1.0,4.0,4.0,44.0,-3.0,31.0,-3.0,-3.0,-3.0,2.0,1.0,3.0,1.0,10.0,1.0,2.0,5.0,0.0,3.0,1.0,52.0,0.0,4.0,5.0,2.0,-3.0,-3.0,0.0,11.0
-3.0,2.0,0.0,2.0,3036.87,-3.0,2.0,-3.0,-3.0,2.0,1.0,4.0,5.0,1.0,2.0,22.0,8.0,-3.0,43.0,-3.0,-3.0,-3.0,2.0,2.0,3.0,41.0,13.0,1.0,1.0,4.0,0.0,3.0,1.0,52.0,0.0,3.0,5.0,1.0,-3.0,-3.0,1850.0,10.0
-3.0,9.0,0.0,34.0,2435.08,2.0,1.0,2.0,2.0,2.0,-3.0,1.0,1.0,5.0,13.0,6.0,3.0,-3.0,47.0,-3.0,-3.0,-3.0,9.0,1.0,8.0,50.0,14.0,1.0,2.0,5.0,0.0,3.0,1.0,52.0,0.0,3.0,4.0,2.0,-3.0,-3.0,0.0,11.0
