length,whole_weight,shell_weight,viscera_weight,height,diameter,shucked_weight,rings
0.555,0.7575,0.275,0.1635,0.165,0.43,0.2735,13.0
0.595,1.0965,0.35,0.229,0.17,0.475,0.419,17.0
0.6,1.229,0.415,0.2735,0.175,0.48,0.4125,13.0
0.585,1.171,0.4,0.2355,0.19,0.465,0.3905,17.0
0.415,0.388,0.125,0.09,0.125,0.315,0.068,12.0
0.465,0.5265,0.165,0.1185,0.13,0.36,0.2105,10.0
0.46,0.5105,0.205,0.1045,0.14,0.375,0.192,9.0
0.36,0.2225,0.075,0.053,0.09,0.27,0.083,6.0
0.655,1.5455,0.415,0.3765,0.2,0.59,0.654,11.0
0.6,1.2675,0.38,0.2815,0.175,0.485,0.4995,13.0
0.65,1.793,0.53,0.339,0.18,0.495,0.8005,14.0
0.51,0.6185,0.24,0.1385,0.145,0.395,0.216,12.0
0.52,0.5825,0.175,0.1565,0.135,0.38,0.2505,8.0
0.495,0.7485,0.285,0.134,0.165,0.415,0.264,13.0
0.43,0.406,0.135,0.0935,0.115,0.335,0.166,8.0
0.55,0.869,0.32,0.1825,0.175,0.46,0.3155,10.0
0.585,0.955,0.27,0.176,0.16,0.43,0.3625,11.0
0.57,0.8615,0.255,0.2175,0.16,0.45,0.3725,12.0
0.635,1.598,0.58,0.2835,0.21,0.51,0.6535,15.0
0.695,2.033,0.685,0.4255,0.2,0.57,0.751,15.0
0.655,1.259,0.445,0.2215,0.185,0.525,0.487,20.0
0.51,0.7175,0.17,0.158,0.13,0.405,0.3725,9.0
0.525,0.7575,0.195,0.216,0.135,0.405,0.3305,10.0
0.44,0.487,0.155,0.0965,0.13,0.375,0.226,9.0
0.475,0.563,0.185,0.1205,0.12,0.375,0.2525,10.0
0.525,0.702,0.22,0.1465,0.12,0.425,0.3335,12.0
0.475,0.578,0.17,0.12,0.12,0.36,0.2825,8.0
0.46,0.5735,0.195,0.119,0.13,0.375,0.2505,9.0
0.59,1.008,0.285,0.2245,0.135,0.49,0.422,11.0
0.455,0.515,0.175,0.1275,0.13,0.355,0.2,11.0
0.47,0.5795,0.195,0.164,0.13,0.375,0.2145,13.0
0.35,0.2965,0.085,0.063,0.11,0.265,0.1365,7.0
0.595,0.991,0.34,0.1505,0.145,0.47,0.4035,16.0
0.575,0.805,0.27,0.1625,0.15,0.435,0.293,17.0
0.535,0.8915,0.25,0.177,0.155,0.435,0.3415,13.0
0.515,0.769,0.29,0.154,0.14,0.42,0.2505,13.0
0.49,0.5545,0.215,0.0925,0.135,0.395,0.213,14.0
0.53,0.7365,0.22,0.1315,0.135,0.435,0.3275,12.0
0.43,0.3045,0.12,0.055,0.115,0.345,0.0925,11.0
0.475,0.592,0.2,0.1645,0.135,0.395,0.2465,13.0
0.59,0.906,0.335,0.1485,0.155,0.46,0.327,15.0
0.695,1.5515,0.445,0.3835,0.22,0.55,0.566,13.0
0.61,1.103,0.36,0.2025,0.15,0.49,0.425,23.0
0.56,0.86,0.245,0.1695,0.165,0.455,0.4015,11.0
0.655,1.62,0.485,0.358,0.195,0.485,0.6275,17.0
0.64,1.407,0.455,0.304,0.2,0.52,0.566,17.0
0.67,1.247,0.4,0.2455,0.17,0.55,0.472,21.0
0.505,0.764,0.2175,0.189,0.13,0.4,0.3035,11.0
0.525,0.8645,0.2515,0.1945,0.165,0.43,0.376,16.0
0.59,0.9455,0.27,0.184,0.16,0.475,0.3815,19.0
0.7,1.3185,0.42,0.233,0.19,0.53,0.548,18.0
0.635,1.081,0.31,0.242,0.15,0.495,0.4825,11.0
0.555,0.9025,0.28,0.2105,0.135,0.44,0.3805,13.0
0.575,1.1415,0.4,0.204,0.15,0.47,0.4515,13.0
0.585,1.027,0.25,0.212,0.125,0.455,0.391,17.0
0.55,0.7895,0.25,0.159,0.155,0.45,0.343,12.0
0.57,1.0295,0.305,0.1905,0.195,0.475,0.4635,18.0
0.695,1.885,0.5,0.435,0.23,0.57,0.8665,19.0
0.65,1.2425,0.48,0.296,0.16,0.545,0.487,15.0
0.18,0.023,0.01,0.0055,0.05,0.125,0.0085,3.0
0.34,0.2065,0.07,0.043,0.09,0.275,0.0725,10.0
0.175,0.0305,0.01,0.0075,0.04,0.135,0.011,5.0
0.155,0.024,0.0075,0.005,0.025,0.115,0.009,5.0
0.42,0.4495,0.144,0.1125,0.125,0.34,0.165,11.0
0.37,0.241,0.069,0.045,0.09,0.29,0.11,10.0
0.33,0.197,0.0605,0.041,0.09,0.25,0.085,10.0
0.29,0.1295,0.045,0.026,0.08,0.225,0.0535,10.0
0.31,0.15,0.048,0.034,0.095,0.245,0.0525,7.0
0.4,0.287,0.113,0.037,0.105,0.315,0.1135,10.0
0.425,0.3525,0.13,0.0565,0.125,0.315,0.1135,18.0
0.31,0.12,0.04,0.033,0.06,0.235,0.0415,11.0
0.35,0.2145,0.06,0.0465,0.085,0.255,0.1,13.0
0.26,0.096,0.03,0.027,0.065,0.2,0.044,6.0
0.26,0.0945,0.03,0.02,0.075,0.19,0.0445,6.0
0.34,0.213,0.07,0.034,0.095,0.255,0.081,9.0
0.515,0.8175,0.3,0.156,0.16,0.4,0.2515,23.0
0.465,0.5255,0.145,0.135,0.125,0.355,0.2025,13.0
0.54,0.879,0.255,0.208,0.17,0.415,0.339,10.0
0.475,0.4625,0.145,0.107,0.125,0.355,0.186,9.0
0.5,0.528,0.14,0.149,0.14,0.355,0.2125,9.0
0.5,0.5835,0.18,0.1265,0.135,0.38,0.2295,12.0
0.35,0.198,0.06,0.056,0.09,0.26,0.0725,10.0
0.395,0.282,0.096,0.065,0.105,0.305,0.0975,9.0
0.445,0.5905,0.19,0.158,0.14,0.35,0.2025,14.0
0.44,0.413,0.13,0.1015,0.08,0.325,0.144,8.0
0.515,0.8505,0.315,0.146,0.14,0.405,0.312,17.0
0.5,0.709,0.18,0.168,0.13,0.39,0.275,11.0
0.425,0.3755,0.105,0.1065,0.12,0.325,0.142,9.0
0.51,0.8185,0.235,0.2155,0.14,0.415,0.3025,16.0
0.54,0.8245,0.24,0.226,0.13,0.415,0.272,13.0
0.615,1.1825,0.24,0.2895,0.17,0.475,0.474,11.0
0.565,1.122,0.375,0.2,0.175,0.44,0.393,20.0
0.645,1.6115,0.385,0.384,0.175,0.515,0.6745,14.0
0.605,1.3,0.31,0.3285,0.145,0.49,0.517,14.0
0.645,1.489,0.38,0.312,0.155,0.485,0.5915,18.0
0.57,1.008,0.34,0.193,0.155,0.42,0.377,13.0
0.39,0.271,0.08,0.06,0.095,0.285,0.11,8.0
0.52,0.8565,0.21,0.201,0.165,0.4,0.2745,12.0
0.46,0.6105,0.235,0.107,0.135,0.36,0.1955,14.0
0.5,0.7615,0.204,0.195,0.145,0.385,0.246,14.0
0.49,0.592,0.1835,0.096,0.135,0.39,0.242,15.0
0.44,0.39,0.113,0.087,0.115,0.325,0.163,7.0
0.4,0.2935,0.105,0.0675,0.13,0.305,0.096,9.0
0.45,0.567,0.225,0.1245,0.16,0.36,0.174,12.0
0.505,0.8415,0.285,0.1775,0.155,0.4,0.2715,12.0
0.495,0.7775,0.25,0.18,0.14,0.4,0.2015,15.0
0.54,0.989,0.355,0.213,0.145,0.41,0.2815,19.0
0.465,0.5,0.1505,0.113,0.11,0.375,0.21,8.0
0.48,0.6315,0.161,0.1015,0.135,0.37,0.3445,7.0
0.5,0.7715,0.211,0.16,0.13,0.4,0.37,8.0
0.525,0.872,0.199,0.1725,0.19,0.425,0.4625,9.0
0.54,0.8115,0.2235,0.1455,0.12,0.42,0.392,9.0
0.545,0.8795,0.2625,0.15,0.15,0.45,0.387,11.0
0.58,1.145,0.325,0.277,0.18,0.46,0.48,11.0
0.59,1.09,0.292,0.2215,0.16,0.455,0.5,9.0
0.59,1.262,0.335,0.2725,0.16,0.48,0.5685,9.0
0.595,1.185,0.361,0.2015,0.185,0.49,0.482,10.0
0.605,1.201,0.309,0.275,0.175,0.475,0.5395,10.0
0.63,1.362,0.384,0.3125,0.185,0.5,0.5785,10.0
0.64,1.647,0.471,0.331,0.195,0.585,0.7225,12.0
0.66,1.791,0.54,0.318,0.2,0.535,0.733,15.0
0.465,0.486,0.1225,0.1035,0.105,0.34,0.231,9.0
0.48,0.5135,0.135,0.1015,0.1,0.37,0.243,8.0
0.5,0.6215,0.1485,0.166,0.145,0.375,0.274,7.0
0.515,0.646,0.172,0.1365,0.12,0.395,0.285,9.0
0.525,0.7945,0.202,0.189,0.135,0.415,0.394,7.0
0.525,0.812,0.195,0.1705,0.125,0.425,0.4035,8.0
0.53,0.681,0.1835,0.1415,0.14,0.41,0.3095,6.0
0.54,0.7345,0.213,0.1595,0.14,0.435,0.33,9.0
0.575,0.948,0.259,0.206,0.155,0.45,0.429,7.0
0.59,1.046,0.263,0.263,0.14,0.465,0.4695,7.0
0.6,1.247,0.29,0.2735,0.15,0.46,0.5335,9.0
0.61,1.1495,0.264,0.274,0.15,0.48,0.564,8.0
0.615,1.2,0.292,0.32,0.155,0.47,0.5085,8.0
0.625,1.3555,0.3385,0.268,0.17,0.48,0.671,10.0
0.63,1.286,0.35,0.271,0.165,0.48,0.604,8.0
0.645,1.251,0.3165,0.3345,0.16,0.49,0.5355,9.0
0.645,1.5105,0.3775,0.3755,0.175,0.5,0.6735,12.0
0.67,1.6385,0.391,0.369,0.19,0.52,0.8115,9.0
0.69,1.71,0.4325,0.3855,0.185,0.54,0.7725,8.0
0.695,1.742,0.505,0.389,0.175,0.525,0.696,12.0
0.765,2.398,0.5335,0.512,0.18,0.585,1.128,12.0
0.77,2.1945,0.584,0.482,0.215,0.6,1.0515,10.0
0.49,0.554,0.15,0.1005,0.11,0.38,0.2935,8.0
0.5,0.5765,0.145,0.135,0.12,0.38,0.273,9.0
0.505,0.723,0.178,0.149,0.135,0.4,0.377,7.0
0.545,0.778,0.205,0.1545,0.145,0.42,0.3745,7.0
0.545,0.7865,0.17,0.185,0.12,0.42,0.403,7.0
0.565,0.784,0.213,0.1885,0.13,0.43,0.3495,9.0
0.57,1.02,0.25,0.204,0.135,0.45,0.546,9.0
0.58,0.852,0.225,0.1725,0.13,0.455,0.41,8.0
0.59,0.861,0.249,0.164,0.15,0.47,0.413,8.0
0.59,1.004,0.26,0.2165,0.14,0.46,0.496,9.0
0.595,1.108,0.3345,0.2325,0.165,0.47,0.4915,9.0
0.595,0.852,0.227,0.2255,0.14,0.46,0.4215,9.0
0.6,1.9875,0.491,0.419,0.21,0.49,1.005,10.0
0.615,1.198,0.2505,0.2095,0.15,0.45,0.707,7.0
0.615,1.103,0.2725,0.3095,0.175,0.475,0.4635,10.0
0.62,1.1,0.31,0.2475,0.155,0.49,0.505,9.0
0.62,1.1015,0.305,0.243,0.15,0.48,0.4965,10.0
0.625,1.3835,0.345,0.3005,0.185,0.495,0.7105,11.0
0.625,1.085,0.327,0.2445,0.145,0.48,0.4645,10.0
0.63,1.3165,0.37,0.2465,0.15,0.505,0.6325,11.0
0.63,1.3415,0.375,0.262,0.175,0.51,0.6575,10.0
0.63,1.027,0.176,0.188,0.15,0.465,0.537,8.0
0.645,1.1845,0.335,0.311,0.16,0.515,0.506,9.0
0.645,1.192,0.285,0.2595,0.15,0.48,0.6055,9.0
0.65,1.1805,0.3275,0.283,0.125,0.515,0.5235,9.0
0.65,1.2655,0.336,0.2775,0.175,0.52,0.615,9.0
0.65,1.407,0.335,0.298,0.155,0.51,0.7215,9.0
0.66,1.4465,0.3755,0.298,0.165,0.515,0.694,10.0
0.67,1.269,0.351,0.2985,0.2,0.5,0.576,11.0
0.67,1.68,0.3935,0.2975,0.18,0.51,0.926,13.0
0.68,1.4775,0.406,0.279,0.165,0.52,0.724,11.0
0.68,1.529,0.4025,0.3115,0.18,0.53,0.7635,11.0
0.7,1.7585,0.47,0.3615,0.175,0.525,0.8745,10.0
0.7,1.523,0.4405,0.306,0.2,0.55,0.693,13.0
0.725,1.51,0.5085,0.4265,0.2,0.55,0.8735,9.0
0.735,1.88,0.488,0.387,0.175,0.57,0.9095,11.0
0.75,2.201,0.5285,0.5235,0.215,0.555,1.0615,11.0
0.45,0.4305,0.1155,0.0785,0.115,0.325,0.2235,8.0
0.48,0.5895,0.172,0.128,0.12,0.375,0.2535,11.0
0.515,0.7355,0.2,0.137,0.14,0.41,0.3065,7.0
0.535,0.7845,0.245,0.169,0.155,0.43,0.3285,10.0
0.58,1.2255,0.3265,0.2705,0.175,0.44,0.5405,10.0
0.585,0.885,0.274,0.1625,0.165,0.465,0.4025,10.0
0.59,0.9235,0.254,0.173,0.145,0.47,0.4545,9.0
0.59,0.977,0.275,0.2025,0.14,0.475,0.4625,10.0
0.595,1.0305,0.278,0.217,0.14,0.475,0.4925,10.0
0.6,1.05,0.28,0.2685,0.09,0.48,0.457,8.0
0.6,1.1145,0.367,0.2635,0.185,0.495,0.5055,11.0
0.6,0.877,0.24,0.155,0.145,0.45,0.4325,9.0
0.6,1.285,0.315,0.2745,0.185,0.51,0.6095,9.0
0.61,1.3065,0.29,0.2915,0.185,0.48,0.6895,10.0
0.625,1.096,0.295,0.2165,0.14,0.5,0.5445,10.0
0.625,1.205,0.3465,0.3105,0.165,0.49,0.5175,10.0
0.63,1.221,0.34,0.252,0.175,0.505,0.555,12.0
0.63,1.1355,0.3115,0.2325,0.15,0.47,0.539,12.0
0.63,1.3135,0.465,0.2565,0.195,0.525,0.4935,10.0
0.64,1.1955,0.346,0.211,0.155,0.505,0.5565,11.0
0.64,1.098,0.3175,0.222,0.15,0.485,0.5195,10.0
0.64,1.139,0.285,0.282,0.17,0.495,0.5395,10.0
0.64,1.042,0.175,0.1755,0.08,0.515,0.515,10.0
0.65,1.368,0.365,0.288,0.155,0.52,0.6185,9.0
0.65,1.446,0.45,0.2705,0.175,0.51,0.6485,12.0
0.7,1.74,0.4865,0.373,0.205,0.54,0.7885,13.0
0.71,1.601,0.45,0.321,0.2,0.565,0.706,11.0
0.72,2.165,0.404,0.525,0.205,0.55,1.1055,10.0
0.725,2.3305,0.52,0.541,0.19,0.57,1.253,9.0
0.5,0.5945,0.1535,0.1085,0.13,0.365,0.309,9.0
0.52,0.872,0.1985,0.1615,0.105,0.4,0.4515,9.0
0.535,0.818,0.189,0.1715,0.14,0.405,0.402,7.0
0.57,0.8745,0.25,0.165,0.14,0.42,0.416,8.0
0.58,0.984,0.27,0.201,0.16,0.445,0.49,9.0
0.59,1.1735,0.2595,0.233,0.155,0.47,0.6245,9.0
0.59,1.0785,0.31,0.2435,0.155,0.485,0.4535,9.0
0.595,1.057,0.31,0.224,0.16,0.435,0.4255,9.0
0.6,1.11,0.285,0.256,0.175,0.475,0.5105,9.0
0.6,1.142,0.307,0.225,0.16,0.45,0.539,10.0
0.605,1.1255,0.26,0.247,0.19,0.475,0.59,10.0
0.625,1.3405,0.337,0.283,0.175,0.475,0.656,10.0
0.625,1.082,0.25,0.2045,0.13,0.5,0.5785,8.0
0.63,1.2005,0.294,0.273,0.165,0.49,0.575,10.0
0.63,1.243,0.3,0.275,0.16,0.485,0.623,10.0
0.665,1.6385,0.371,0.3575,0.19,0.515,0.831,11.0
0.695,1.691,0.4755,0.363,0.195,0.54,0.768,11.0
0.735,2.2355,0.5315,0.463,0.21,0.57,1.1705,10.0
0.74,2.3235,0.505,0.5115,0.19,0.595,1.1495,11.0
0.505,0.521,0.15,0.096,0.115,0.365,0.25,8.0
0.52,0.9505,0.255,0.199,0.15,0.465,0.456,8.0
0.53,0.8315,0.2525,0.187,0.15,0.405,0.352,10.0
0.575,0.9655,0.23,0.19,0.165,0.45,0.498,8.0
0.58,0.9065,0.29,0.1965,0.15,0.465,0.371,8.0
0.58,1.049,0.305,0.1935,0.15,0.46,0.5205,10.0
0.58,0.9525,0.287,0.1945,0.15,0.445,0.4315,11.0
0.59,1.142,0.345,0.265,0.15,0.5,0.485,9.0
0.595,1.2015,0.265,0.3865,0.155,0.47,0.492,10.0
0.595,1.1295,0.265,0.2555,0.17,0.46,0.57,10.0
0.6,1.34,0.3605,0.3255,0.195,0.45,0.617,10.0
0.6,1.0475,0.315,0.2345,0.165,0.465,0.465,11.0
0.605,1.167,0.3745,0.29,0.18,0.49,0.457,9.0
0.61,1.0625,0.2915,0.225,0.14,0.48,0.516,11.0
0.615,0.9335,0.2615,0.247,0.15,0.455,0.382,10.0
0.62,1.3585,0.3745,0.3365,0.195,0.475,0.5935,10.0
0.625,1.2075,0.3525,0.281,0.175,0.495,0.531,11.0
0.625,1.217,0.3115,0.2065,0.165,0.515,0.667,10.0
0.625,0.8765,0.233,0.18,0.12,0.49,0.456,10.0
0.63,1.2795,0.315,0.256,0.18,0.53,0.618,9.0
0.63,1.1885,0.348,0.3065,0.17,0.51,0.4915,7.0
0.635,1.292,0.367,0.269,0.175,0.52,0.6,11.0
0.635,1.1795,0.355,0.2775,0.18,0.485,0.4785,10.0
0.635,1.2075,0.345,0.282,0.16,0.515,0.5385,11.0
0.64,1.297,0.363,0.3125,0.18,0.505,0.59,11.0
0.64,1.4585,0.4395,0.266,0.175,0.575,0.625,11.0
0.645,1.539,0.445,0.408,0.19,0.495,0.6115,12.0
0.65,1.676,0.47,0.44,0.195,0.52,0.693,15.0
0.67,1.4005,0.387,0.3025,0.17,0.525,0.715,9.0
0.67,1.4405,0.425,0.2675,0.195,0.525,0.6595,9.0
0.67,1.482,0.365,0.2925,0.175,0.54,0.739,10.0
0.68,1.2345,0.325,0.2625,0.16,0.515,0.618,11.0
0.685,1.533,0.41,0.4055,0.19,0.505,0.667,10.0
0.69,1.8445,0.341,0.4655,0.18,0.515,0.9815,13.0
0.715,1.825,0.44,0.3805,0.175,0.55,0.938,11.0
0.72,2.0885,0.5305,0.478,0.19,0.58,0.9955,13.0
0.735,2.087,0.625,0.474,0.205,0.59,0.909,12.0
0.745,1.884,0.495,0.336,0.2,0.575,0.954,12.0
0.485,1.029,0.313,0.2285,0.155,0.365,0.4235,8.0
0.49,0.981,0.2505,0.2015,0.155,0.355,0.465,8.0
0.535,1.2705,0.337,0.3265,0.175,0.405,0.548,13.0
0.555,1.406,0.389,0.342,0.19,0.405,0.6115,10.0
0.555,0.873,0.1965,0.1845,0.15,0.425,0.4625,9.0
0.56,0.9415,0.1975,0.2015,0.135,0.425,0.509,9.0
0.595,1.0835,0.276,0.231,0.15,0.485,0.5305,8.0
0.61,1.024,0.322,0.261,0.175,0.475,0.409,9.0
0.61,1.281,0.33,0.3035,0.17,0.485,0.597,9.0
0.64,1.006,0.2835,0.2245,0.16,0.485,0.456,9.0
0.64,1.307,0.266,0.292,0.165,0.495,0.678,11.0
0.645,1.463,0.416,0.3905,0.185,0.505,0.592,10.0
0.68,1.7885,0.437,0.408,0.21,0.54,0.8345,13.0
0.7,1.6135,0.3685,0.4035,0.185,0.545,0.75,11.0
0.73,2.2305,0.563,0.422,0.225,0.585,1.2395,14.0
0.535,0.6835,0.159,0.1655,0.12,0.41,0.3125,8.0
0.54,0.6855,0.38,0.163,0.19,0.42,0.293,10.0
0.56,0.894,0.264,0.2095,0.145,0.45,0.3885,9.0
0.57,0.95,0.2845,0.2235,0.145,0.45,0.4005,10.0
0.575,0.9785,0.276,0.196,0.15,0.47,0.4505,9.0
0.575,0.737,0.237,0.1405,0.14,0.445,0.325,10.0
0.585,1.1275,0.335,0.262,0.175,0.45,0.4925,11.0
0.59,0.9765,0.235,0.2395,0.165,0.435,0.4525,9.0
0.59,0.853,0.245,0.2615,0.15,0.405,0.326,9.0
0.595,0.991,0.5,0.2395,0.175,0.47,0.382,12.0
0.595,0.9125,0.289,0.1825,0.14,0.48,0.4095,9.0
0.6,0.8665,0.255,0.1955,0.15,0.45,0.3695,12.0
0.615,0.9615,0.29,0.176,0.215,0.485,0.422,11.0
0.615,1.145,0.343,0.208,0.17,0.49,0.4915,13.0
0.63,1.1955,0.37,0.247,0.175,0.515,0.492,11.0
0.63,1.31,0.4695,0.295,0.18,0.495,0.495,10.0
0.635,1.154,0.387,0.2315,0.18,0.5,0.4405,9.0
0.65,1.5595,0.395,0.3515,0.17,0.505,0.695,11.0
0.65,1.3165,0.364,0.2605,0.175,0.51,0.6345,12.0
0.655,1.403,0.42,0.2385,0.165,0.54,0.6955,11.0
0.665,1.3575,0.4485,0.3045,0.155,0.525,0.5325,10.0
0.675,1.3645,0.385,0.3405,0.145,0.52,0.557,11.0
0.685,1.545,0.4055,0.3775,0.165,0.51,0.686,10.0
0.71,1.724,0.4625,0.4575,0.175,0.56,0.566,13.0
0.455,0.458,0.1305,0.111,0.11,0.35,0.2,8.0
0.46,0.491,0.174,0.115,0.14,0.355,0.207,10.0
0.495,0.474,0.1545,0.1065,0.12,0.38,0.197,10.0
0.51,0.5805,0.188,0.1335,0.125,0.395,0.244,11.0
0.525,0.622,0.184,0.147,0.13,0.4,0.2655,9.0
0.53,0.706,0.1345,0.1635,0.12,0.415,0.3355,9.0
0.545,0.9385,0.345,0.1245,0.145,0.435,0.3685,11.0
0.575,0.9465,0.2505,0.2605,0.15,0.48,0.4355,9.0
0.58,0.9115,0.121,0.2075,0.125,0.43,0.446,10.0
0.595,0.942,0.277,0.182,0.145,0.455,0.43,11.0
0.6,1.193,0.3055,0.315,0.18,0.465,0.5145,8.0
0.645,1.461,0.439,0.2425,0.18,0.5,0.5985,11.0
0.66,1.489,0.421,0.3795,0.2,0.525,0.6065,10.0
0.465,0.7775,0.1455,0.1715,0.135,0.405,0.436,10.0
0.51,0.751,0.203,0.1835,0.145,0.415,0.3295,8.0
0.56,0.8755,0.2315,0.1965,0.15,0.42,0.44,8.0
0.575,0.9215,0.2365,0.209,0.135,0.45,0.354,9.0
0.585,1.206,0.323,0.216,0.15,0.46,0.581,10.0
0.615,1.2865,0.3245,0.293,0.155,0.495,0.435,11.0
0.67,1.1735,0.316,0.285,0.165,0.515,0.526,11.0
0.675,1.532,0.3815,0.357,0.16,0.505,0.74,11.0
0.46,0.547,0.19,0.1105,0.125,0.36,0.2165,8.0
0.46,0.5165,0.185,0.1145,0.125,0.35,0.1885,9.0
0.535,0.764,0.265,0.1505,0.125,0.42,0.312,11.0
0.465,0.488,0.19,0.0845,0.105,0.36,0.188,10.0
0.51,0.6905,0.23,0.151,0.14,0.4,0.259,10.0
0.55,0.97,0.48,0.139,0.16,0.425,0.2885,20.0
0.55,0.8465,0.245,0.2405,0.17,0.42,0.336,13.0
0.585,1.047,0.315,0.276,0.15,0.45,0.4315,14.0
0.425,0.4085,0.135,0.092,0.1,0.335,0.1755,9.0
0.54,0.56,0.175,0.1065,0.13,0.41,0.2375,7.0
0.505,0.635,0.175,0.1555,0.125,0.395,0.29,9.0
0.535,0.875,0.3,0.18,0.165,0.44,0.279,10.0
0.55,0.806,0.215,0.203,0.11,0.435,0.3415,9.0
0.64,1.194,0.375,0.238,0.14,0.49,0.4445,15.0
0.605,1.153,0.295,0.2505,0.155,0.49,0.503,15.0
0.605,1.114,0.31,0.291,0.115,0.47,0.3925,15.0
0.56,0.9125,0.35,0.271,0.155,0.45,0.3595,10.0
0.525,0.792,0.28,0.1455,0.16,0.405,0.316,13.0
0.35,0.2265,0.065,0.0575,0.09,0.265,0.0995,6.0
0.45,0.3955,0.145,0.0765,0.12,0.355,0.147,9.0
0.38,0.2505,0.0775,0.0535,0.1,0.3,0.106,8.0
0.5,0.551,0.206,0.0715,0.135,0.385,0.2245,11.0
0.645,1.307,0.52,0.262,0.165,0.505,0.4335,10.0
0.565,0.9185,0.29,0.1785,0.115,0.44,0.404,11.0
0.72,2.2695,0.665,0.3985,0.23,0.575,0.8835,16.0
0.55,0.9235,0.24,0.2135,0.15,0.405,0.412,7.0
0.65,1.3315,0.405,0.347,0.18,0.515,0.5665,13.0
0.565,1.032,0.31,0.2045,0.185,0.435,0.354,20.0
0.45,0.478,0.16,0.115,0.14,0.335,0.1865,11.0
0.335,0.1975,0.07,0.0375,0.095,0.265,0.0795,9.0
0.565,1.0055,0.265,0.244,0.14,0.45,0.3785,12.0
0.63,1.4985,0.545,0.3075,0.19,0.51,0.4125,16.0
0.425,0.388,0.125,0.087,0.12,0.34,0.149,10.0
0.675,1.402,0.465,0.3205,0.175,0.525,0.483,16.0
0.5,0.6025,0.21,0.138,0.145,0.4,0.216,11.0
0.385,0.2775,0.1,0.0515,0.09,0.305,0.109,9.0
0.52,0.973,0.355,0.2135,0.195,0.435,0.2985,18.0
0.52,0.753,0.255,0.171,0.175,0.415,0.258,8.0
0.64,1.3765,0.47,0.3075,0.2,0.525,0.44,16.0
0.57,0.96,0.275,0.2385,0.15,0.455,0.387,11.0
0.41,0.3745,0.125,0.081,0.12,0.325,0.158,12.0
0.485,0.696,0.265,0.1625,0.15,0.41,0.2405,13.0
0.665,1.383,0.485,0.2565,0.155,0.535,0.596,14.0
0.635,1.156,0.315,0.289,0.155,0.51,0.428,18.0
0.695,1.477,0.43,0.3025,0.15,0.53,0.6375,14.0
0.555,0.858,0.29,0.1585,0.135,0.435,0.377,15.0
0.65,1.4995,0.395,0.4005,0.19,0.525,0.6265,14.0
0.635,1.467,0.42,0.303,0.19,0.48,0.5825,15.0
0.55,0.906,0.295,0.219,0.16,0.435,0.342,13.0
0.595,1.06,0.275,0.28,0.165,0.5,0.402,11.0
0.3,0.161,0.05,0.039,0.09,0.24,0.0725,6.0
0.48,0.6175,0.175,0.142,0.13,0.38,0.3,12.0
0.505,0.655,0.185,0.15,0.11,0.385,0.3185,9.0
0.455,0.484,0.165,0.102,0.125,0.375,0.2155,7.0
0.64,1.4435,0.39,0.3035,0.165,0.505,0.6145,18.0
0.565,0.9085,0.29,0.197,0.115,0.45,0.398,17.0
0.48,0.528,0.16,0.1395,0.135,0.38,0.2,14.0
0.41,0.3595,0.115,0.0885,0.125,0.31,0.1415,11.0
0.52,0.7735,0.255,0.123,0.155,0.425,0.297,17.0
0.465,0.4365,0.145,0.1075,0.125,0.36,0.169,11.0
0.46,0.415,0.13,0.082,0.11,0.355,0.215,12.0
0.485,0.4775,0.17,0.0785,0.125,0.385,0.2,12.0
0.525,0.6445,0.22,0.1575,0.16,0.415,0.26,12.0
0.69,1.6195,0.555,0.353,0.185,0.54,0.533,24.0
0.55,0.81,0.22,0.157,0.17,0.45,0.317,11.0
0.565,0.868,0.26,0.217,0.155,0.44,0.348,11.0
0.55,0.7085,0.205,0.1455,0.13,0.46,0.305,12.0
0.535,0.72,0.225,0.164,0.16,0.42,0.275,15.0
0.53,0.738,0.193,0.17,0.13,0.405,0.2845,9.0
0.575,1.156,0.295,0.243,0.185,0.455,0.5525,13.0
0.59,0.7485,0.22,0.1315,0.12,0.45,0.3345,14.0
0.645,1.229,0.395,0.278,0.19,0.5,0.524,17.0
0.605,1.145,0.405,0.27,0.175,0.485,0.4325,16.0
0.275,0.099,0.03,0.024,0.08,0.2,0.037,5.0
0.4,0.314,0.1,0.057,0.11,0.31,0.138,11.0
0.35,0.195,0.0655,0.041,0.09,0.26,0.0745,9.0
0.44,0.451,0.184,0.0705,0.14,0.35,0.171,16.0
0.265,0.084,0.03,0.0105,0.065,0.2,0.034,7.0
0.165,0.0245,0.008,0.0045,0.04,0.125,0.0095,4.0
0.345,0.163,0.0485,0.037,0.09,0.265,0.0615,10.0
0.43,0.34,0.112,0.085,0.095,0.33,0.1315,14.0
0.415,0.3005,0.104,0.0575,0.1,0.32,0.1215,11.0
0.285,0.106,0.035,0.023,0.075,0.215,0.0415,5.0
0.41,0.306,0.09,0.0735,0.095,0.315,0.121,9.0
0.41,0.301,0.09,0.069,0.1,0.3,0.124,9.0
0.33,0.171,0.055,0.0365,0.085,0.245,0.0655,11.0
0.28,0.0905,0.03,0.02,0.065,0.21,0.035,5.0
0.455,0.44,0.135,0.1065,0.125,0.345,0.169,12.0
0.33,0.163,0.055,0.034,0.09,0.235,0.0615,10.0
