whole_weight,length,diameter,shucked_weight,shell_weight,viscera_weight,height,rings
0.7575,0.555,0.43,0.2735,0.275,0.1635,0.165,13.0
1.0965,0.595,0.475,0.419,0.35,0.229,0.17,17.0
1.229,0.6,0.48,0.4125,0.415,0.2735,0.175,13.0
1.171,0.585,0.465,0.3905,0.4,0.2355,0.19,17.0
0.388,0.415,0.315,0.068,0.125,0.09,0.125,12.0
0.5265,0.465,0.36,0.2105,0.165,0.1185,0.13,10.0
0.5105,0.46,0.375,0.192,0.205,0.1045,0.14,9.0
0.2225,0.36,0.27,0.083,0.075,0.053,0.09,6.0
1.5455,0.655,0.59,0.654,0.415,0.3765,0.2,11.0
1.2675,0.6,0.485,0.4995,0.38,0.2815,0.175,13.0
1.793,0.65,0.495,0.8005,0.53,0.339,0.18,14.0
0.6185,0.51,0.395,0.216,0.24,0.1385,0.145,12.0
0.5825,0.52,0.38,0.2505,0.175,0.1565,0.135,8.0
0.7485,0.495,0.415,0.264,0.285,0.134,0.165,13.0
0.406,0.43,0.335,0.166,0.135,0.0935,0.115,8.0
0.869,0.55,0.46,0.3155,0.32,0.1825,0.175,10.0
0.955,0.585,0.43,0.3625,0.27,0.176,0.16,11.0
0.8615,0.57,0.45,0.3725,0.255,0.2175,0.16,12.0
1.598,0.635,0.51,0.6535,0.58,0.2835,0.21,15.0
2.033,0.695,0.57,0.751,0.685,0.4255,0.2,15.0
1.259,0.655,0.525,0.487,0.445,0.2215,0.185,20.0
0.7175,0.51,0.405,0.3725,0.17,0.158,0.13,9.0
0.7575,0.525,0.405,0.3305,0.195,0.216,0.135,10.0
0.487,0.44,0.375,0.226,0.155,0.0965,0.13,9.0
0.563,0.475,0.375,0.2525,0.185,0.1205,0.12,10.0
0.702,0.525,0.425,0.3335,0.22,0.1465,0.12,12.0
0.578,0.475,0.36,0.2825,0.17,0.12,0.12,8.0
0.5735,0.46,0.375,0.2505,0.195,0.119,0.13,9.0
1.008,0.59,0.49,0.422,0.285,0.2245,0.135,11.0
0.515,0.455,0.355,0.2,0.175,0.1275,0.13,11.0
0.5795,0.47,0.375,0.2145,0.195,0.164,0.13,13.0
0.2965,0.35,0.265,0.1365,0.085,0.063,0.11,7.0
0.991,0.595,0.47,0.4035,0.34,0.1505,0.145,16.0
0.805,0.575,0.435,0.293,0.27,0.1625,0.15,17.0
0.8915,0.535,0.435,0.3415,0.25,0.177,0.155,13.0
0.769,0.515,0.42,0.2505,0.29,0.154,0.14,13.0
0.5545,0.49,0.395,0.213,0.215,0.0925,0.135,14.0
0.7365,0.53,0.435,0.3275,0.22,0.1315,0.135,12.0
0.3045,0.43,0.345,0.0925,0.12,0.055,0.115,11.0
0.592,0.475,0.395,0.2465,0.2,0.1645,0.135,13.0
0.906,0.59,0.46,0.327,0.335,0.1485,0.155,15.0
1.5515,0.695,0.55,0.566,0.445,0.3835,0.22,13.0
1.103,0.61,0.49,0.425,0.36,0.2025,0.15,23.0
0.86,0.56,0.455,0.4015,0.245,0.1695,0.165,11.0
1.62,0.655,0.485,0.6275,0.485,0.358,0.195,17.0
1.407,0.64,0.52,0.566,0.455,0.304,0.2,17.0
1.247,0.67,0.55,0.472,0.4,0.2455,0.17,21.0
0.764,0.505,0.4,0.3035,0.2175,0.189,0.13,11.0
0.8645,0.525,0.43,0.376,0.2515,0.1945,0.165,16.0
0.9455,0.59,0.475,0.3815,0.27,0.184,0.16,19.0
1.3185,0.7,0.53,0.548,0.42,0.233,0.19,18.0
1.081,0.635,0.495,0.4825,0.31,0.242,0.15,11.0
0.9025,0.555,0.44,0.3805,0.28,0.2105,0.135,13.0
1.1415,0.575,0.47,0.4515,0.4,0.204,0.15,13.0
1.027,0.585,0.455,0.391,0.25,0.212,0.125,17.0
0.7895,0.55,0.45,0.343,0.25,0.159,0.155,12.0
1.0295,0.57,0.475,0.4635,0.305,0.1905,0.195,18.0
1.885,0.695,0.57,0.8665,0.5,0.435,0.23,19.0
1.2425,0.65,0.545,0.487,0.48,0.296,0.16,15.0
0.023,0.18,0.125,0.0085,0.01,0.0055,0.05,3.0
0.2065,0.34,0.275,0.0725,0.07,0.043,0.09,10.0
0.0305,0.175,0.135,0.011,0.01,0.0075,0.04,5.0
0.024,0.155,0.115,0.009,0.0075,0.005,0.025,5.0
0.4495,0.42,0.34,0.165,0.144,0.1125,0.125,11.0
0.241,0.37,0.29,0.11,0.069,0.045,0.09,10.0
0.197,0.33,0.25,0.085,0.0605,0.041,0.09,10.0
0.1295,0.29,0.225,0.0535,0.045,0.026,0.08,10.0
0.15,0.31,0.245,0.0525,0.048,0.034,0.095,7.0
0.287,0.4,0.315,0.1135,0.113,0.037,0.105,10.0
0.3525,0.425,0.315,0.1135,0.13,0.0565,0.125,18.0
0.12,0.31,0.235,0.0415,0.04,0.033,0.06,11.0
0.2145,0.35,0.255,0.1,0.06,0.0465,0.085,13.0
0.096,0.26,0.2,0.044,0.03,0.027,0.065,6.0
0.0945,0.26,0.19,0.0445,0.03,0.02,0.075,6.0
0.213,0.34,0.255,0.081,0.07,0.034,0.095,9.0
0.8175,0.515,0.4,0.2515,0.3,0.156,0.16,23.0
0.5255,0.465,0.355,0.2025,0.145,0.135,0.125,13.0
0.879,0.54,0.415,0.339,0.255,0.208,0.17,10.0
0.4625,0.475,0.355,0.186,0.145,0.107,0.125,9.0
0.528,0.5,0.355,0.2125,0.14,0.149,0.14,9.0
0.5835,0.5,0.38,0.2295,0.18,0.1265,0.135,12.0
0.198,0.35,0.26,0.0725,0.06,0.056,0.09,10.0
0.282,0.395,0.305,0.0975,0.096,0.065,0.105,9.0
0.5905,0.445,0.35,0.2025,0.19,0.158,0.14,14.0
0.413,0.44,0.325,0.144,0.13,0.1015,0.08,8.0
0.8505,0.515,0.405,0.312,0.315,0.146,0.14,17.0
0.709,0.5,0.39,0.275,0.18,0.168,0.13,11.0
0.3755,0.425,0.325,0.142,0.105,0.1065,0.12,9.0
0.8185,0.51,0.415,0.3025,0.235,0.2155,0.14,16.0
0.8245,0.54,0.415,0.272,0.24,0.226,0.13,13.0
1.1825,0.615,0.475,0.474,0.24,0.2895,0.17,11.0
1.122,0.565,0.44,0.393,0.375,0.2,0.175,20.0
1.6115,0.645,0.515,0.6745,0.385,0.384,0.175,14.0
1.3,0.605,0.49,0.517,0.31,0.3285,0.145,14.0
1.489,0.645,0.485,0.5915,0.38,0.312,0.155,18.0
1.008,0.57,0.42,0.377,0.34,0.193,0.155,13.0
0.271,0.39,0.285,0.11,0.08,0.06,0.095,8.0
0.8565,0.52,0.4,0.2745,0.21,0.201,0.165,12.0
0.6105,0.46,0.36,0.1955,0.235,0.107,0.135,14.0
0.7615,0.5,0.385,0.246,0.204,0.195,0.145,14.0
0.592,0.49,0.39,0.242,0.1835,0.096,0.135,15.0
0.39,0.44,0.325,0.163,0.113,0.087,0.115,7.0
0.2935,0.4,0.305,0.096,0.105,0.0675,0.13,9.0
0.567,0.45,0.36,0.174,0.225,0.1245,0.16,12.0
0.8415,0.505,0.4,0.2715,0.285,0.1775,0.155,12.0
0.7775,0.495,0.4,0.2015,0.25,0.18,0.14,15.0
0.989,0.54,0.41,0.2815,0.355,0.213,0.145,19.0
0.5,0.465,0.375,0.21,0.1505,0.113,0.11,8.0
0.6315,0.48,0.37,0.3445,0.161,0.1015,0.135,7.0
0.7715,0.5,0.4,0.37,0.211,0.16,0.13,8.0
0.872,0.525,0.425,0.4625,0.199,0.1725,0.19,9.0
0.8115,0.54,0.42,0.392,0.2235,0.1455,0.12,9.0
0.8795,0.545,0.45,0.387,0.2625,0.15,0.15,11.0
1.145,0.58,0.46,0.48,0.325,0.277,0.18,11.0
1.09,0.59,0.455,0.5,0.292,0.2215,0.16,9.0
1.262,0.59,0.48,0.5685,0.335,0.2725,0.16,9.0
1.185,0.595,0.49,0.482,0.361,0.2015,0.185,10.0
1.201,0.605,0.475,0.5395,0.309,0.275,0.175,10.0
1.362,0.63,0.5,0.5785,0.384,0.3125,0.185,10.0
1.647,0.64,0.585,0.7225,0.471,0.331,0.195,12.0
1.791,0.66,0.535,0.733,0.54,0.318,0.2,15.0
0.486,0.465,0.34,0.231,0.1225,0.1035,0.105,9.0
0.5135,0.48,0.37,0.243,0.135,0.1015,0.1,8.0
0.6215,0.5,0.375,0.274,0.1485,0.166,0.145,7.0
0.646,0.515,0.395,0.285,0.172,0.1365,0.12,9.0
0.7945,0.525,0.415,0.394,0.202,0.189,0.135,7.0
0.812,0.525,0.425,0.4035,0.195,0.1705,0.125,8.0
0.681,0.53,0.41,0.3095,0.1835,0.1415,0.14,6.0
0.7345,0.54,0.435,0.33,0.213,0.1595,0.14,9.0
0.948,0.575,0.45,0.429,0.259,0.206,0.155,7.0
1.046,0.59,0.465,0.4695,0.263,0.263,0.14,7.0
1.247,0.6,0.46,0.5335,0.29,0.2735,0.15,9.0
1.1495,0.61,0.48,0.564,0.264,0.274,0.15,8.0
1.2,0.615,0.47,0.5085,0.292,0.32,0.155,8.0
1.3555,0.625,0.48,0.671,0.3385,0.268,0.17,10.0
1.286,0.63,0.48,0.604,0.35,0.271,0.165,8.0
1.251,0.645,0.49,0.5355,0.3165,0.3345,0.16,9.0
1.5105,0.645,0.5,0.6735,0.3775,0.3755,0.175,12.0
1.6385,0.67,0.52,0.8115,0.391,0.369,0.19,9.0
1.71,0.69,0.54,0.7725,0.4325,0.3855,0.185,8.0
1.742,0.695,0.525,0.696,0.505,0.389,0.175,12.0
2.398,0.765,0.585,1.128,0.5335,0.512,0.18,12.0
2.1945,0.77,0.6,1.0515,0.584,0.482,0.215,10.0
0.554,0.49,0.38,0.2935,0.15,0.1005,0.11,8.0
0.5765,0.5,0.38,0.273,0.145,0.135,0.12,9.0
0.723,0.505,0.4,0.377,0.178,0.149,0.135,7.0
0.778,0.545,0.42,0.3745,0.205,0.1545,0.145,7.0
0.7865,0.545,0.42,0.403,0.17,0.185,0.12,7.0
0.784,0.565,0.43,0.3495,0.213,0.1885,0.13,9.0
1.02,0.57,0.45,0.546,0.25,0.204,0.135,9.0
0.852,0.58,0.455,0.41,0.225,0.1725,0.13,8.0
0.861,0.59,0.47,0.413,0.249,0.164,0.15,8.0
1.004,0.59,0.46,0.496,0.26,0.2165,0.14,9.0
1.108,0.595,0.47,0.4915,0.3345,0.2325,0.165,9.0
0.852,0.595,0.46,0.4215,0.227,0.2255,0.14,9.0
1.9875,0.6,0.49,1.005,0.491,0.419,0.21,10.0
1.198,0.615,0.45,0.707,0.2505,0.2095,0.15,7.0
1.103,0.615,0.475,0.4635,0.2725,0.3095,0.175,10.0
1.1,0.62,0.49,0.505,0.31,0.2475,0.155,9.0
1.1015,0.62,0.48,0.4965,0.305,0.243,0.15,10.0
1.3835,0.625,0.495,0.7105,0.345,0.3005,0.185,11.0
1.085,0.625,0.48,0.4645,0.327,0.2445,0.145,10.0
1.3165,0.63,0.505,0.6325,0.37,0.2465,0.15,11.0
1.3415,0.63,0.51,0.6575,0.375,0.262,0.175,10.0
1.027,0.63,0.465,0.537,0.176,0.188,0.15,8.0
1.1845,0.645,0.515,0.506,0.335,0.311,0.16,9.0
1.192,0.645,0.48,0.6055,0.285,0.2595,0.15,9.0
1.1805,0.65,0.515,0.5235,0.3275,0.283,0.125,9.0
1.2655,0.65,0.52,0.615,0.336,0.2775,0.175,9.0
1.407,0.65,0.51,0.7215,0.335,0.298,0.155,9.0
1.4465,0.66,0.515,0.694,0.3755,0.298,0.165,10.0
1.269,0.67,0.5,0.576,0.351,0.2985,0.2,11.0
1.68,0.67,0.51,0.926,0.3935,0.2975,0.18,13.0
1.4775,0.68,0.52,0.724,0.406,0.279,0.165,11.0
1.529,0.68,0.53,0.7635,0.4025,0.3115,0.18,11.0
1.7585,0.7,0.525,0.8745,0.47,0.3615,0.175,10.0
1.523,0.7,0.55,0.693,0.4405,0.306,0.2,13.0
1.51,0.725,0.55,0.8735,0.5085,0.4265,0.2,9.0
1.88,0.735,0.57,0.9095,0.488,0.387,0.175,11.0
2.201,0.75,0.555,1.0615,0.5285,0.5235,0.215,11.0
0.4305,0.45,0.325,0.2235,0.1155,0.0785,0.115,8.0
0.5895,0.48,0.375,0.2535,0.172,0.128,0.12,11.0
0.7355,0.515,0.41,0.3065,0.2,0.137,0.14,7.0
0.7845,0.535,0.43,0.3285,0.245,0.169,0.155,10.0
1.2255,0.58,0.44,0.5405,0.3265,0.2705,0.175,10.0
0.885,0.585,0.465,0.4025,0.274,0.1625,0.165,10.0
0.9235,0.59,0.47,0.4545,0.254,0.173,0.145,9.0
0.977,0.59,0.475,0.4625,0.275,0.2025,0.14,10.0
1.0305,0.595,0.475,0.4925,0.278,0.217,0.14,10.0
1.05,0.6,0.48,0.457,0.28,0.2685,0.09,8.0
1.1145,0.6,0.495,0.5055,0.367,0.2635,0.185,11.0
0.877,0.6,0.45,0.4325,0.24,0.155,0.145,9.0
1.285,0.6,0.51,0.6095,0.315,0.2745,0.185,9.0
1.3065,0.61,0.48,0.6895,0.29,0.2915,0.185,10.0
1.096,0.625,0.5,0.5445,0.295,0.2165,0.14,10.0
1.205,0.625,0.49,0.5175,0.3465,0.3105,0.165,10.0
1.221,0.63,0.505,0.555,0.34,0.252,0.175,12.0
1.1355,0.63,0.47,0.539,0.3115,0.2325,0.15,12.0
1.3135,0.63,0.525,0.4935,0.465,0.2565,0.195,10.0
1.1955,0.64,0.505,0.5565,0.346,0.211,0.155,11.0
1.098,0.64,0.485,0.5195,0.3175,0.222,0.15,10.0
1.139,0.64,0.495,0.5395,0.285,0.282,0.17,10.0
1.042,0.64,0.515,0.515,0.175,0.1755,0.08,10.0
1.368,0.65,0.52,0.6185,0.365,0.288,0.155,9.0
1.446,0.65,0.51,0.6485,0.45,0.2705,0.175,12.0
1.74,0.7,0.54,0.7885,0.4865,0.373,0.205,13.0
1.601,0.71,0.565,0.706,0.45,0.321,0.2,11.0
2.165,0.72,0.55,1.1055,0.404,0.525,0.205,10.0
2.3305,0.725,0.57,1.253,0.52,0.541,0.19,9.0
0.5945,0.5,0.365,0.309,0.1535,0.1085,0.13,9.0
0.872,0.52,0.4,0.4515,0.1985,0.1615,0.105,9.0
0.818,0.535,0.405,0.402,0.189,0.1715,0.14,7.0
0.8745,0.57,0.42,0.416,0.25,0.165,0.14,8.0
0.984,0.58,0.445,0.49,0.27,0.201,0.16,9.0
1.1735,0.59,0.47,0.6245,0.2595,0.233,0.155,9.0
1.0785,0.59,0.485,0.4535,0.31,0.2435,0.155,9.0
1.057,0.595,0.435,0.4255,0.31,0.224,0.16,9.0
1.11,0.6,0.475,0.5105,0.285,0.256,0.175,9.0
1.142,0.6,0.45,0.539,0.307,0.225,0.16,10.0
1.1255,0.605,0.475,0.59,0.26,0.247,0.19,10.0
1.3405,0.625,0.475,0.656,0.337,0.283,0.175,10.0
1.082,0.625,0.5,0.5785,0.25,0.2045,0.13,8.0
1.2005,0.63,0.49,0.575,0.294,0.273,0.165,10.0
1.243,0.63,0.485,0.623,0.3,0.275,0.16,10.0
1.6385,0.665,0.515,0.831,0.371,0.3575,0.19,11.0
1.691,0.695,0.54,0.768,0.4755,0.363,0.195,11.0
2.2355,0.735,0.57,1.1705,0.5315,0.463,0.21,10.0
2.3235,0.74,0.595,1.1495,0.505,0.5115,0.19,11.0
0.521,0.505,0.365,0.25,0.15,0.096,0.115,8.0
0.9505,0.52,0.465,0.456,0.255,0.199,0.15,8.0
0.8315,0.53,0.405,0.352,0.2525,0.187,0.15,10.0
0.9655,0.575,0.45,0.498,0.23,0.19,0.165,8.0
0.9065,0.58,0.465,0.371,0.29,0.1965,0.15,8.0
1.049,0.58,0.46,0.5205,0.305,0.1935,0.15,10.0
0.9525,0.58,0.445,0.4315,0.287,0.1945,0.15,11.0
1.142,0.59,0.5,0.485,0.345,0.265,0.15,9.0
1.2015,0.595,0.47,0.492,0.265,0.3865,0.155,10.0
1.1295,0.595,0.46,0.57,0.265,0.2555,0.17,10.0
1.34,0.6,0.45,0.617,0.3605,0.3255,0.195,10.0
1.0475,0.6,0.465,0.465,0.315,0.2345,0.165,11.0
1.167,0.605,0.49,0.457,0.3745,0.29,0.18,9.0
1.0625,0.61,0.48,0.516,0.2915,0.225,0.14,11.0
0.9335,0.615,0.455,0.382,0.2615,0.247,0.15,10.0
1.3585,0.62,0.475,0.5935,0.3745,0.3365,0.195,10.0
1.2075,0.625,0.495,0.531,0.3525,0.281,0.175,11.0
1.217,0.625,0.515,0.667,0.3115,0.2065,0.165,10.0
0.8765,0.625,0.49,0.456,0.233,0.18,0.12,10.0
1.2795,0.63,0.53,0.618,0.315,0.256,0.18,9.0
1.1885,0.63,0.51,0.4915,0.348,0.3065,0.17,7.0
1.292,0.635,0.52,0.6,0.367,0.269,0.175,11.0
1.1795,0.635,0.485,0.4785,0.355,0.2775,0.18,10.0
1.2075,0.635,0.515,0.5385,0.345,0.282,0.16,11.0
1.297,0.64,0.505,0.59,0.363,0.3125,0.18,11.0
1.4585,0.64,0.575,0.625,0.4395,0.266,0.175,11.0
1.539,0.645,0.495,0.6115,0.445,0.408,0.19,12.0
1.676,0.65,0.52,0.693,0.47,0.44,0.195,15.0
1.4005,0.67,0.525,0.715,0.387,0.3025,0.17,9.0
1.4405,0.67,0.525,0.6595,0.425,0.2675,0.195,9.0
1.482,0.67,0.54,0.739,0.365,0.2925,0.175,10.0
1.2345,0.68,0.515,0.618,0.325,0.2625,0.16,11.0
1.533,0.685,0.505,0.667,0.41,0.4055,0.19,10.0
1.8445,0.69,0.515,0.9815,0.341,0.4655,0.18,13.0
1.825,0.715,0.55,0.938,0.44,0.3805,0.175,11.0
2.0885,0.72,0.58,0.9955,0.5305,0.478,0.19,13.0
2.087,0.735,0.59,0.909,0.625,0.474,0.205,12.0
1.884,0.745,0.575,0.954,0.495,0.336,0.2,12.0
1.029,0.485,0.365,0.4235,0.313,0.2285,0.155,8.0
0.981,0.49,0.355,0.465,0.2505,0.2015,0.155,8.0
1.2705,0.535,0.405,0.548,0.337,0.3265,0.175,13.0
1.406,0.555,0.405,0.6115,0.389,0.342,0.19,10.0
0.873,0.555,0.425,0.4625,0.1965,0.1845,0.15,9.0
0.9415,0.56,0.425,0.509,0.1975,0.2015,0.135,9.0
1.0835,0.595,0.485,0.5305,0.276,0.231,0.15,8.0
1.024,0.61,0.475,0.409,0.322,0.261,0.175,9.0
1.281,0.61,0.485,0.597,0.33,0.3035,0.17,9.0
1.006,0.64,0.485,0.456,0.2835,0.2245,0.16,9.0
1.307,0.64,0.495,0.678,0.266,0.292,0.165,11.0
1.463,0.645,0.505,0.592,0.416,0.3905,0.185,10.0
1.7885,0.68,0.54,0.8345,0.437,0.408,0.21,13.0
1.6135,0.7,0.545,0.75,0.3685,0.4035,0.185,11.0
2.2305,0.73,0.585,1.2395,0.563,0.422,0.225,14.0
0.6835,0.535,0.41,0.3125,0.159,0.1655,0.12,8.0
0.6855,0.54,0.42,0.293,0.38,0.163,0.19,10.0
0.894,0.56,0.45,0.3885,0.264,0.2095,0.145,9.0
0.95,0.57,0.45,0.4005,0.2845,0.2235,0.145,10.0
0.9785,0.575,0.47,0.4505,0.276,0.196,0.15,9.0
0.737,0.575,0.445,0.325,0.237,0.1405,0.14,10.0
1.1275,0.585,0.45,0.4925,0.335,0.262,0.175,11.0
0.9765,0.59,0.435,0.4525,0.235,0.2395,0.165,9.0
0.853,0.59,0.405,0.326,0.245,0.2615,0.15,9.0
0.991,0.595,0.47,0.382,0.5,0.2395,0.175,12.0
0.9125,0.595,0.48,0.4095,0.289,0.1825,0.14,9.0
0.8665,0.6,0.45,0.3695,0.255,0.1955,0.15,12.0
0.9615,0.615,0.485,0.422,0.29,0.176,0.215,11.0
1.145,0.615,0.49,0.4915,0.343,0.208,0.17,13.0
1.1955,0.63,0.515,0.492,0.37,0.247,0.175,11.0
1.31,0.63,0.495,0.495,0.4695,0.295,0.18,10.0
1.154,0.635,0.5,0.4405,0.387,0.2315,0.18,9.0
1.5595,0.65,0.505,0.695,0.395,0.3515,0.17,11.0
1.3165,0.65,0.51,0.6345,0.364,0.2605,0.175,12.0
1.403,0.655,0.54,0.6955,0.42,0.2385,0.165,11.0
1.3575,0.665,0.525,0.5325,0.4485,0.3045,0.155,10.0
1.3645,0.675,0.52,0.557,0.385,0.3405,0.145,11.0
1.545,0.685,0.51,0.686,0.4055,0.3775,0.165,10.0
1.724,0.71,0.56,0.566,0.4625,0.4575,0.175,13.0
0.458,0.455,0.35,0.2,0.1305,0.111,0.11,8.0
0.491,0.46,0.355,0.207,0.174,0.115,0.14,10.0
0.474,0.495,0.38,0.197,0.1545,0.1065,0.12,10.0
0.5805,0.51,0.395,0.244,0.188,0.1335,0.125,11.0
0.622,0.525,0.4,0.2655,0.184,0.147,0.13,9.0
0.706,0.53,0.415,0.3355,0.1345,0.1635,0.12,9.0
0.9385,0.545,0.435,0.3685,0.345,0.1245,0.145,11.0
0.9465,0.575,0.48,0.4355,0.2505,0.2605,0.15,9.0
0.9115,0.58,0.43,0.446,0.121,0.2075,0.125,10.0
0.942,0.595,0.455,0.43,0.277,0.182,0.145,11.0
1.193,0.6,0.465,0.5145,0.3055,0.315,0.18,8.0
1.461,0.645,0.5,0.5985,0.439,0.2425,0.18,11.0
1.489,0.66,0.525,0.6065,0.421,0.3795,0.2,10.0
0.7775,0.465,0.405,0.436,0.1455,0.1715,0.135,10.0
0.751,0.51,0.415,0.3295,0.203,0.1835,0.145,8.0
0.8755,0.56,0.42,0.44,0.2315,0.1965,0.15,8.0
0.9215,0.575,0.45,0.354,0.2365,0.209,0.135,9.0
1.206,0.585,0.46,0.581,0.323,0.216,0.15,10.0
1.2865,0.615,0.495,0.435,0.3245,0.293,0.155,11.0
1.1735,0.67,0.515,0.526,0.316,0.285,0.165,11.0
1.532,0.675,0.505,0.74,0.3815,0.357,0.16,11.0
0.547,0.46,0.36,0.2165,0.19,0.1105,0.125,8.0
0.5165,0.46,0.35,0.1885,0.185,0.1145,0.125,9.0
0.764,0.535,0.42,0.312,0.265,0.1505,0.125,11.0
0.488,0.465,0.36,0.188,0.19,0.0845,0.105,10.0
0.6905,0.51,0.4,0.259,0.23,0.151,0.14,10.0
0.97,0.55,0.425,0.2885,0.48,0.139,0.16,20.0
0.8465,0.55,0.42,0.336,0.245,0.2405,0.17,13.0
1.047,0.585,0.45,0.4315,0.315,0.276,0.15,14.0
0.4085,0.425,0.335,0.1755,0.135,0.092,0.1,9.0
0.56,0.54,0.41,0.2375,0.175,0.1065,0.13,7.0
0.635,0.505,0.395,0.29,0.175,0.1555,0.125,9.0
0.875,0.535,0.44,0.279,0.3,0.18,0.165,10.0
0.806,0.55,0.435,0.3415,0.215,0.203,0.11,9.0
1.194,0.64,0.49,0.4445,0.375,0.238,0.14,15.0
1.153,0.605,0.49,0.503,0.295,0.2505,0.155,15.0
1.114,0.605,0.47,0.3925,0.31,0.291,0.115,15.0
0.9125,0.56,0.45,0.3595,0.35,0.271,0.155,10.0
0.792,0.525,0.405,0.316,0.28,0.1455,0.16,13.0
0.2265,0.35,0.265,0.0995,0.065,0.0575,0.09,6.0
0.3955,0.45,0.355,0.147,0.145,0.0765,0.12,9.0
0.2505,0.38,0.3,0.106,0.0775,0.0535,0.1,8.0
0.551,0.5,0.385,0.2245,0.206,0.0715,0.135,11.0
1.307,0.645,0.505,0.4335,0.52,0.262,0.165,10.0
0.9185,0.565,0.44,0.404,0.29,0.1785,0.115,11.0
2.2695,0.72,0.575,0.8835,0.665,0.3985,0.23,16.0
0.9235,0.55,0.405,0.412,0.24,0.2135,0.15,7.0
1.3315,0.65,0.515,0.5665,0.405,0.347,0.18,13.0
1.032,0.565,0.435,0.354,0.31,0.2045,0.185,20.0
0.478,0.45,0.335,0.1865,0.16,0.115,0.14,11.0
0.1975,0.335,0.265,0.0795,0.07,0.0375,0.095,9.0
1.0055,0.565,0.45,0.3785,0.265,0.244,0.14,12.0
1.4985,0.63,0.51,0.4125,0.545,0.3075,0.19,16.0
0.388,0.425,0.34,0.149,0.125,0.087,0.12,10.0
1.402,0.675,0.525,0.483,0.465,0.3205,0.175,16.0
0.6025,0.5,0.4,0.216,0.21,0.138,0.145,11.0
0.2775,0.385,0.305,0.109,0.1,0.0515,0.09,9.0
0.973,0.52,0.435,0.2985,0.355,0.2135,0.195,18.0
0.753,0.52,0.415,0.258,0.255,0.171,0.175,8.0
1.3765,0.64,0.525,0.44,0.47,0.3075,0.2,16.0
0.96,0.57,0.455,0.387,0.275,0.2385,0.15,11.0
0.3745,0.41,0.325,0.158,0.125,0.081,0.12,12.0
0.696,0.485,0.41,0.2405,0.265,0.1625,0.15,13.0
1.383,0.665,0.535,0.596,0.485,0.2565,0.155,14.0
1.156,0.635,0.51,0.428,0.315,0.289,0.155,18.0
1.477,0.695,0.53,0.6375,0.43,0.3025,0.15,14.0
0.858,0.555,0.435,0.377,0.29,0.1585,0.135,15.0
1.4995,0.65,0.525,0.6265,0.395,0.4005,0.19,14.0
1.467,0.635,0.48,0.5825,0.42,0.303,0.19,15.0
0.906,0.55,0.435,0.342,0.295,0.219,0.16,13.0
1.06,0.595,0.5,0.402,0.275,0.28,0.165,11.0
0.161,0.3,0.24,0.0725,0.05,0.039,0.09,6.0
0.6175,0.48,0.38,0.3,0.175,0.142,0.13,12.0
0.655,0.505,0.385,0.3185,0.185,0.15,0.11,9.0
0.484,0.455,0.375,0.2155,0.165,0.102,0.125,7.0
1.4435,0.64,0.505,0.6145,0.39,0.3035,0.165,18.0
0.9085,0.565,0.45,0.398,0.29,0.197,0.115,17.0
0.528,0.48,0.38,0.2,0.16,0.1395,0.135,14.0
0.3595,0.41,0.31,0.1415,0.115,0.0885,0.125,11.0
0.7735,0.52,0.425,0.297,0.255,0.123,0.155,17.0
0.4365,0.465,0.36,0.169,0.145,0.1075,0.125,11.0
0.415,0.46,0.355,0.215,0.13,0.082,0.11,12.0
0.4775,0.485,0.385,0.2,0.17,0.0785,0.125,12.0
0.6445,0.525,0.415,0.26,0.22,0.1575,0.16,12.0
1.6195,0.69,0.54,0.533,0.555,0.353,0.185,24.0
0.81,0.55,0.45,0.317,0.22,0.157,0.17,11.0
0.868,0.565,0.44,0.348,0.26,0.217,0.155,11.0
0.7085,0.55,0.46,0.305,0.205,0.1455,0.13,12.0
0.72,0.535,0.42,0.275,0.225,0.164,0.16,15.0
0.738,0.53,0.405,0.2845,0.193,0.17,0.13,9.0
1.156,0.575,0.455,0.5525,0.295,0.243,0.185,13.0
0.7485,0.59,0.45,0.3345,0.22,0.1315,0.12,14.0
1.229,0.645,0.5,0.524,0.395,0.278,0.19,17.0
1.145,0.605,0.485,0.4325,0.405,0.27,0.175,16.0
0.099,0.275,0.2,0.037,0.03,0.024,0.08,5.0
0.314,0.4,0.31,0.138,0.1,0.057,0.11,11.0
0.195,0.35,0.26,0.0745,0.0655,0.041,0.09,9.0
0.451,0.44,0.35,0.171,0.184,0.0705,0.14,16.0
0.084,0.265,0.2,0.034,0.03,0.0105,0.065,7.0
0.0245,0.165,0.125,0.0095,0.008,0.0045,0.04,4.0
0.163,0.345,0.265,0.0615,0.0485,0.037,0.09,10.0
0.34,0.43,0.33,0.1315,0.112,0.085,0.095,14.0
0.3005,0.415,0.32,0.1215,0.104,0.0575,0.1,11.0
0.106,0.285,0.215,0.0415,0.035,0.023,0.075,5.0
0.306,0.41,0.315,0.121,0.09,0.0735,0.095,9.0
0.301,0.41,0.3,0.124,0.09,0.069,0.1,9.0
0.171,0.33,0.245,0.0655,0.055,0.0365,0.085,11.0
0.0905,0.28,0.21,0.035,0.03,0.02,0.065,5.0
0.44,0.455,0.345,0.169,0.135,0.1065,0.125,12.0
0.163,0.33,0.235,0.0615,0.055,0.034,0.09,10.0
