shell_weight,shucked_weight,whole_weight,diameter,length,viscera_weight,height,rings
0.275,0.2735,0.7575,0.43,0.555,0.1635,0.165,13.0
0.35,0.419,1.0965,0.475,0.595,0.229,0.17,17.0
0.415,0.4125,1.229,0.48,0.6,0.2735,0.175,13.0
0.4,0.3905,1.171,0.465,0.585,0.2355,0.19,17.0
0.125,0.068,0.388,0.315,0.415,0.09,0.125,12.0
0.165,0.2105,0.5265,0.36,0.465,0.1185,0.13,10.0
0.205,0.192,0.5105,0.375,0.46,0.1045,0.14,9.0
0.075,0.083,0.2225,0.27,0.36,0.053,0.09,6.0
0.415,0.654,1.5455,0.59,0.655,0.3765,0.2,11.0
0.38,0.4995,1.2675,0.485,0.6,0.2815,0.175,13.0
0.53,0.8005,1.793,0.495,0.65,0.339,0.18,14.0
0.24,0.216,0.6185,0.395,0.51,0.1385,0.145,12.0
0.175,0.2505,0.5825,0.38,0.52,0.1565,0.135,8.0
0.285,0.264,0.7485,0.415,0.495,0.134,0.165,13.0
0.135,0.166,0.406,0.335,0.43,0.0935,0.115,8.0
0.32,0.3155,0.869,0.46,0.55,0.1825,0.175,10.0
0.27,0.3625,0.955,0.43,0.585,0.176,0.16,11.0
0.255,0.3725,0.8615,0.45,0.57,0.2175,0.16,12.0
0.58,0.6535,1.598,0.51,0.635,0.2835,0.21,15.0
0.685,0.751,2.033,0.57,0.695,0.4255,0.2,15.0
0.445,0.487,1.259,0.525,0.655,0.2215,0.185,20.0
0.17,0.3725,0.7175,0.405,0.51,0.158,0.13,9.0
0.195,0.3305,0.7575,0.405,0.525,0.216,0.135,10.0
0.155,0.226,0.487,0.375,0.44,0.0965,0.13,9.0
0.185,0.2525,0.563,0.375,0.475,0.1205,0.12,10.0
0.22,0.3335,0.702,0.425,0.525,0.1465,0.12,12.0
0.17,0.2825,0.578,0.36,0.475,0.12,0.12,8.0
0.195,0.2505,0.5735,0.375,0.46,0.119,0.13,9.0
0.285,0.422,1.008,0.49,0.59,0.2245,0.135,11.0
0.175,0.2,0.515,0.355,0.455,0.1275,0.13,11.0
0.195,0.2145,0.5795,0.375,0.47,0.164,0.13,13.0
0.085,0.1365,0.2965,0.265,0.35,0.063,0.11,7.0
0.34,0.4035,0.991,0.47,0.595,0.1505,0.145,16.0
0.27,0.293,0.805,0.435,0.575,0.1625,0.15,17.0
0.25,0.3415,0.8915,0.435,0.535,0.177,0.155,13.0
0.29,0.2505,0.769,0.42,0.515,0.154,0.14,13.0
0.215,0.213,0.5545,0.395,0.49,0.0925,0.135,14.0
0.22,0.3275,0.7365,0.435,0.53,0.1315,0.135,12.0
0.12,0.0925,0.3045,0.345,0.43,0.055,0.115,11.0
0.2,0.2465,0.592,0.395,0.475,0.1645,0.135,13.0
0.335,0.327,0.906,0.46,0.59,0.1485,0.155,15.0
0.445,0.566,1.5515,0.55,0.695,0.3835,0.22,13.0
0.36,0.425,1.103,0.49,0.61,0.2025,0.15,23.0
0.245,0.4015,0.86,0.455,0.56,0.1695,0.165,11.0
0.485,0.6275,1.62,0.485,0.655,0.358,0.195,17.0
0.455,0.566,1.407,0.52,0.64,0.304,0.2,17.0
0.4,0.472,1.247,0.55,0.67,0.2455,0.17,21.0
0.2175,0.3035,0.764,0.4,0.505,0.189,0.13,11.0
0.2515,0.376,0.8645,0.43,0.525,0.1945,0.165,16.0
0.27,0.3815,0.9455,0.475,0.59,0.184,0.16,19.0
0.42,0.548,1.3185,0.53,0.7,0.233,0.19,18.0
0.31,0.4825,1.081,0.495,0.635,0.242,0.15,11.0
0.28,0.3805,0.9025,0.44,0.555,0.2105,0.135,13.0
0.4,0.4515,1.1415,0.47,0.575,0.204,0.15,13.0
0.25,0.391,1.027,0.455,0.585,0.212,0.125,17.0
0.25,0.343,0.7895,0.45,0.55,0.159,0.155,12.0
0.305,0.4635,1.0295,0.475,0.57,0.1905,0.195,18.0
0.5,0.8665,1.885,0.57,0.695,0.435,0.23,19.0
0.48,0.487,1.2425,0.545,0.65,0.296,0.16,15.0
0.01,0.0085,0.023,0.125,0.18,0.0055,0.05,3.0
0.07,0.0725,0.2065,0.275,0.34,0.043,0.09,10.0
0.01,0.011,0.0305,0.135,0.175,0.0075,0.04,5.0
0.0075,0.009,0.024,0.115,0.155,0.005,0.025,5.0
0.144,0.165,0.4495,0.34,0.42,0.1125,0.125,11.0
0.069,0.11,0.241,0.29,0.37,0.045,0.09,10.0
0.0605,0.085,0.197,0.25,0.33,0.041,0.09,10.0
0.045,0.0535,0.1295,0.225,0.29,0.026,0.08,10.0
0.048,0.0525,0.15,0.245,0.31,0.034,0.095,7.0
0.113,0.1135,0.287,0.315,0.4,0.037,0.105,10.0
0.13,0.1135,0.3525,0.315,0.425,0.0565,0.125,18.0
0.04,0.0415,0.12,0.235,0.31,0.033,0.06,11.0
0.06,0.1,0.2145,0.255,0.35,0.0465,0.085,13.0
0.03,0.044,0.096,0.2,0.26,0.027,0.065,6.0
0.03,0.0445,0.0945,0.19,0.26,0.02,0.075,6.0
0.07,0.081,0.213,0.255,0.34,0.034,0.095,9.0
0.3,0.2515,0.8175,0.4,0.515,0.156,0.16,23.0
0.145,0.2025,0.5255,0.355,0.465,0.135,0.125,13.0
0.255,0.339,0.879,0.415,0.54,0.208,0.17,10.0
0.145,0.186,0.4625,0.355,0.475,0.107,0.125,9.0
0.14,0.2125,0.528,0.355,0.5,0.149,0.14,9.0
0.18,0.2295,0.5835,0.38,0.5,0.1265,0.135,12.0
0.06,0.0725,0.198,0.26,0.35,0.056,0.09,10.0
0.096,0.0975,0.282,0.305,0.395,0.065,0.105,9.0
0.19,0.2025,0.5905,0.35,0.445,0.158,0.14,14.0
0.13,0.144,0.413,0.325,0.44,0.1015,0.08,8.0
0.315,0.312,0.8505,0.405,0.515,0.146,0.14,17.0
0.18,0.275,0.709,0.39,0.5,0.168,0.13,11.0
0.105,0.142,0.3755,0.325,0.425,0.1065,0.12,9.0
0.235,0.3025,0.8185,0.415,0.51,0.2155,0.14,16.0
0.24,0.272,0.8245,0.415,0.54,0.226,0.13,13.0
0.24,0.474,1.1825,0.475,0.615,0.2895,0.17,11.0
0.375,0.393,1.122,0.44,0.565,0.2,0.175,20.0
0.385,0.6745,1.6115,0.515,0.645,0.384,0.175,14.0
0.31,0.517,1.3,0.49,0.605,0.3285,0.145,14.0
0.38,0.5915,1.489,0.485,0.645,0.312,0.155,18.0
0.34,0.377,1.008,0.42,0.57,0.193,0.155,13.0
0.08,0.11,0.271,0.285,0.39,0.06,0.095,8.0
0.21,0.2745,0.8565,0.4,0.52,0.201,0.165,12.0
0.235,0.1955,0.6105,0.36,0.46,0.107,0.135,14.0
0.204,0.246,0.7615,0.385,0.5,0.195,0.145,14.0
0.1835,0.242,0.592,0.39,0.49,0.096,0.135,15.0
0.113,0.163,0.39,0.325,0.44,0.087,0.115,7.0
0.105,0.096,0.2935,0.305,0.4,0.0675,0.13,9.0
0.225,0.174,0.567,0.36,0.45,0.1245,0.16,12.0
0.285,0.2715,0.8415,0.4,0.505,0.1775,0.155,12.0
0.25,0.2015,0.7775,0.4,0.495,0.18,0.14,15.0
0.355,0.2815,0.989,0.41,0.54,0.213,0.145,19.0
0.1505,0.21,0.5,0.375,0.465,0.113,0.11,8.0
0.161,0.3445,0.6315,0.37,0.48,0.1015,0.135,7.0
0.211,0.37,0.7715,0.4,0.5,0.16,0.13,8.0
0.199,0.4625,0.872,0.425,0.525,0.1725,0.19,9.0
0.2235,0.392,0.8115,0.42,0.54,0.1455,0.12,9.0
0.2625,0.387,0.8795,0.45,0.545,0.15,0.15,11.0
0.325,0.48,1.145,0.46,0.58,0.277,0.18,11.0
0.292,0.5,1.09,0.455,0.59,0.2215,0.16,9.0
0.335,0.5685,1.262,0.48,0.59,0.2725,0.16,9.0
0.361,0.482,1.185,0.49,0.595,0.2015,0.185,10.0
0.309,0.5395,1.201,0.475,0.605,0.275,0.175,10.0
0.384,0.5785,1.362,0.5,0.63,0.3125,0.185,10.0
0.471,0.7225,1.647,0.585,0.64,0.331,0.195,12.0
0.54,0.733,1.791,0.535,0.66,0.318,0.2,15.0
0.1225,0.231,0.486,0.34,0.465,0.1035,0.105,9.0
0.135,0.243,0.5135,0.37,0.48,0.1015,0.1,8.0
0.1485,0.274,0.6215,0.375,0.5,0.166,0.145,7.0
0.172,0.285,0.646,0.395,0.515,0.1365,0.12,9.0
0.202,0.394,0.7945,0.415,0.525,0.189,0.135,7.0
0.195,0.4035,0.812,0.425,0.525,0.1705,0.125,8.0
0.1835,0.3095,0.681,0.41,0.53,0.1415,0.14,6.0
0.213,0.33,0.7345,0.435,0.54,0.1595,0.14,9.0
0.259,0.429,0.948,0.45,0.575,0.206,0.155,7.0
0.263,0.4695,1.046,0.465,0.59,0.263,0.14,7.0
0.29,0.5335,1.247,0.46,0.6,0.2735,0.15,9.0
0.264,0.564,1.1495,0.48,0.61,0.274,0.15,8.0
0.292,0.5085,1.2,0.47,0.615,0.32,0.155,8.0
0.3385,0.671,1.3555,0.48,0.625,0.268,0.17,10.0
0.35,0.604,1.286,0.48,0.63,0.271,0.165,8.0
0.3165,0.5355,1.251,0.49,0.645,0.3345,0.16,9.0
0.3775,0.6735,1.5105,0.5,0.645,0.3755,0.175,12.0
0.391,0.8115,1.6385,0.52,0.67,0.369,0.19,9.0
0.4325,0.7725,1.71,0.54,0.69,0.3855,0.185,8.0
0.505,0.696,1.742,0.525,0.695,0.389,0.175,12.0
0.5335,1.128,2.398,0.585,0.765,0.512,0.18,12.0
0.584,1.0515,2.1945,0.6,0.77,0.482,0.215,10.0
0.15,0.2935,0.554,0.38,0.49,0.1005,0.11,8.0
0.145,0.273,0.5765,0.38,0.5,0.135,0.12,9.0
0.178,0.377,0.723,0.4,0.505,0.149,0.135,7.0
0.205,0.3745,0.778,0.42,0.545,0.1545,0.145,7.0
0.17,0.403,0.7865,0.42,0.545,0.185,0.12,7.0
0.213,0.3495,0.784,0.43,0.565,0.1885,0.13,9.0
0.25,0.546,1.02,0.45,0.57,0.204,0.135,9.0
0.225,0.41,0.852,0.455,0.58,0.1725,0.13,8.0
0.249,0.413,0.861,0.47,0.59,0.164,0.15,8.0
0.26,0.496,1.004,0.46,0.59,0.2165,0.14,9.0
0.3345,0.4915,1.108,0.47,0.595,0.2325,0.165,9.0
0.227,0.4215,0.852,0.46,0.595,0.2255,0.14,9.0
0.491,1.005,1.9875,0.49,0.6,0.419,0.21,10.0
0.2505,0.707,1.198,0.45,0.615,0.2095,0.15,7.0
0.2725,0.4635,1.103,0.475,0.615,0.3095,0.175,10.0
0.31,0.505,1.1,0.49,0.62,0.2475,0.155,9.0
0.305,0.4965,1.1015,0.48,0.62,0.243,0.15,10.0
0.345,0.7105,1.3835,0.495,0.625,0.3005,0.185,11.0
0.327,0.4645,1.085,0.48,0.625,0.2445,0.145,10.0
0.37,0.6325,1.3165,0.505,0.63,0.2465,0.15,11.0
0.375,0.6575,1.3415,0.51,0.63,0.262,0.175,10.0
0.176,0.537,1.027,0.465,0.63,0.188,0.15,8.0
0.335,0.506,1.1845,0.515,0.645,0.311,0.16,9.0
0.285,0.6055,1.192,0.48,0.645,0.2595,0.15,9.0
0.3275,0.5235,1.1805,0.515,0.65,0.283,0.125,9.0
0.336,0.615,1.2655,0.52,0.65,0.2775,0.175,9.0
0.335,0.7215,1.407,0.51,0.65,0.298,0.155,9.0
0.3755,0.694,1.4465,0.515,0.66,0.298,0.165,10.0
0.351,0.576,1.269,0.5,0.67,0.2985,0.2,11.0
0.3935,0.926,1.68,0.51,0.67,0.2975,0.18,13.0
0.406,0.724,1.4775,0.52,0.68,0.279,0.165,11.0
0.4025,0.7635,1.529,0.53,0.68,0.3115,0.18,11.0
0.47,0.8745,1.7585,0.525,0.7,0.3615,0.175,10.0
0.4405,0.693,1.523,0.55,0.7,0.306,0.2,13.0
0.5085,0.8735,1.51,0.55,0.725,0.4265,0.2,9.0
0.488,0.9095,1.88,0.57,0.735,0.387,0.175,11.0
0.5285,1.0615,2.201,0.555,0.75,0.5235,0.215,11.0
0.1155,0.2235,0.4305,0.325,0.45,0.0785,0.115,8.0
0.172,0.2535,0.5895,0.375,0.48,0.128,0.12,11.0
0.2,0.3065,0.7355,0.41,0.515,0.137,0.14,7.0
0.245,0.3285,0.7845,0.43,0.535,0.169,0.155,10.0
0.3265,0.5405,1.2255,0.44,0.58,0.2705,0.175,10.0
0.274,0.4025,0.885,0.465,0.585,0.1625,0.165,10.0
0.254,0.4545,0.9235,0.47,0.59,0.173,0.145,9.0
0.275,0.4625,0.977,0.475,0.59,0.2025,0.14,10.0
0.278,0.4925,1.0305,0.475,0.595,0.217,0.14,10.0
0.28,0.457,1.05,0.48,0.6,0.2685,0.09,8.0
0.367,0.5055,1.1145,0.495,0.6,0.2635,0.185,11.0
0.24,0.4325,0.877,0.45,0.6,0.155,0.145,9.0
0.315,0.6095,1.285,0.51,0.6,0.2745,0.185,9.0
0.29,0.6895,1.3065,0.48,0.61,0.2915,0.185,10.0
0.295,0.5445,1.096,0.5,0.625,0.2165,0.14,10.0
0.3465,0.5175,1.205,0.49,0.625,0.3105,0.165,10.0
0.34,0.555,1.221,0.505,0.63,0.252,0.175,12.0
0.3115,0.539,1.1355,0.47,0.63,0.2325,0.15,12.0
0.465,0.4935,1.3135,0.525,0.63,0.2565,0.195,10.0
0.346,0.5565,1.1955,0.505,0.64,0.211,0.155,11.0
0.3175,0.5195,1.098,0.485,0.64,0.222,0.15,10.0
0.285,0.5395,1.139,0.495,0.64,0.282,0.17,10.0
0.175,0.515,1.042,0.515,0.64,0.1755,0.08,10.0
0.365,0.6185,1.368,0.52,0.65,0.288,0.155,9.0
0.45,0.6485,1.446,0.51,0.65,0.2705,0.175,12.0
0.4865,0.7885,1.74,0.54,0.7,0.373,0.205,13.0
0.45,0.706,1.601,0.565,0.71,0.321,0.2,11.0
0.404,1.1055,2.165,0.55,0.72,0.525,0.205,10.0
0.52,1.253,2.3305,0.57,0.725,0.541,0.19,9.0
0.1535,0.309,0.5945,0.365,0.5,0.1085,0.13,9.0
0.1985,0.4515,0.872,0.4,0.52,0.1615,0.105,9.0
0.189,0.402,0.818,0.405,0.535,0.1715,0.14,7.0
0.25,0.416,0.8745,0.42,0.57,0.165,0.14,8.0
0.27,0.49,0.984,0.445,0.58,0.201,0.16,9.0
0.2595,0.6245,1.1735,0.47,0.59,0.233,0.155,9.0
0.31,0.4535,1.0785,0.485,0.59,0.2435,0.155,9.0
0.31,0.4255,1.057,0.435,0.595,0.224,0.16,9.0
0.285,0.5105,1.11,0.475,0.6,0.256,0.175,9.0
0.307,0.539,1.142,0.45,0.6,0.225,0.16,10.0
0.26,0.59,1.1255,0.475,0.605,0.247,0.19,10.0
0.337,0.656,1.3405,0.475,0.625,0.283,0.175,10.0
0.25,0.5785,1.082,0.5,0.625,0.2045,0.13,8.0
0.294,0.575,1.2005,0.49,0.63,0.273,0.165,10.0
0.3,0.623,1.243,0.485,0.63,0.275,0.16,10.0
0.371,0.831,1.6385,0.515,0.665,0.3575,0.19,11.0
0.4755,0.768,1.691,0.54,0.695,0.363,0.195,11.0
0.5315,1.1705,2.2355,0.57,0.735,0.463,0.21,10.0
0.505,1.1495,2.3235,0.595,0.74,0.5115,0.19,11.0
0.15,0.25,0.521,0.365,0.505,0.096,0.115,8.0
0.255,0.456,0.9505,0.465,0.52,0.199,0.15,8.0
0.2525,0.352,0.8315,0.405,0.53,0.187,0.15,10.0
0.23,0.498,0.9655,0.45,0.575,0.19,0.165,8.0
0.29,0.371,0.9065,0.465,0.58,0.1965,0.15,8.0
0.305,0.5205,1.049,0.46,0.58,0.1935,0.15,10.0
0.287,0.4315,0.9525,0.445,0.58,0.1945,0.15,11.0
0.345,0.485,1.142,0.5,0.59,0.265,0.15,9.0
0.265,0.492,1.2015,0.47,0.595,0.3865,0.155,10.0
0.265,0.57,1.1295,0.46,0.595,0.2555,0.17,10.0
0.3605,0.617,1.34,0.45,0.6,0.3255,0.195,10.0
0.315,0.465,1.0475,0.465,0.6,0.2345,0.165,11.0
0.3745,0.457,1.167,0.49,0.605,0.29,0.18,9.0
0.2915,0.516,1.0625,0.48,0.61,0.225,0.14,11.0
0.2615,0.382,0.9335,0.455,0.615,0.247,0.15,10.0
0.3745,0.5935,1.3585,0.475,0.62,0.3365,0.195,10.0
0.3525,0.531,1.2075,0.495,0.625,0.281,0.175,11.0
0.3115,0.667,1.217,0.515,0.625,0.2065,0.165,10.0
0.233,0.456,0.8765,0.49,0.625,0.18,0.12,10.0
0.315,0.618,1.2795,0.53,0.63,0.256,0.18,9.0
0.348,0.4915,1.1885,0.51,0.63,0.3065,0.17,7.0
0.367,0.6,1.292,0.52,0.635,0.269,0.175,11.0
0.355,0.4785,1.1795,0.485,0.635,0.2775,0.18,10.0
0.345,0.5385,1.2075,0.515,0.635,0.282,0.16,11.0
0.363,0.59,1.297,0.505,0.64,0.3125,0.18,11.0
0.4395,0.625,1.4585,0.575,0.64,0.266,0.175,11.0
0.445,0.6115,1.539,0.495,0.645,0.408,0.19,12.0
0.47,0.693,1.676,0.52,0.65,0.44,0.195,15.0
0.387,0.715,1.4005,0.525,0.67,0.3025,0.17,9.0
0.425,0.6595,1.4405,0.525,0.67,0.2675,0.195,9.0
0.365,0.739,1.482,0.54,0.67,0.2925,0.175,10.0
0.325,0.618,1.2345,0.515,0.68,0.2625,0.16,11.0
0.41,0.667,1.533,0.505,0.685,0.4055,0.19,10.0
0.341,0.9815,1.8445,0.515,0.69,0.4655,0.18,13.0
0.44,0.938,1.825,0.55,0.715,0.3805,0.175,11.0
0.5305,0.9955,2.0885,0.58,0.72,0.478,0.19,13.0
0.625,0.909,2.087,0.59,0.735,0.474,0.205,12.0
0.495,0.954,1.884,0.575,0.745,0.336,0.2,12.0
0.313,0.4235,1.029,0.365,0.485,0.2285,0.155,8.0
0.2505,0.465,0.981,0.355,0.49,0.2015,0.155,8.0
0.337,0.548,1.2705,0.405,0.535,0.3265,0.175,13.0
0.389,0.6115,1.406,0.405,0.555,0.342,0.19,10.0
0.1965,0.4625,0.873,0.425,0.555,0.1845,0.15,9.0
0.1975,0.509,0.9415,0.425,0.56,0.2015,0.135,9.0
0.276,0.5305,1.0835,0.485,0.595,0.231,0.15,8.0
0.322,0.409,1.024,0.475,0.61,0.261,0.175,9.0
0.33,0.597,1.281,0.485,0.61,0.3035,0.17,9.0
0.2835,0.456,1.006,0.485,0.64,0.2245,0.16,9.0
0.266,0.678,1.307,0.495,0.64,0.292,0.165,11.0
0.416,0.592,1.463,0.505,0.645,0.3905,0.185,10.0
0.437,0.8345,1.7885,0.54,0.68,0.408,0.21,13.0
0.3685,0.75,1.6135,0.545,0.7,0.4035,0.185,11.0
0.563,1.2395,2.2305,0.585,0.73,0.422,0.225,14.0
0.159,0.3125,0.6835,0.41,0.535,0.1655,0.12,8.0
0.38,0.293,0.6855,0.42,0.54,0.163,0.19,10.0
0.264,0.3885,0.894,0.45,0.56,0.2095,0.145,9.0
0.2845,0.4005,0.95,0.45,0.57,0.2235,0.145,10.0
0.276,0.4505,0.9785,0.47,0.575,0.196,0.15,9.0
0.237,0.325,0.737,0.445,0.575,0.1405,0.14,10.0
0.335,0.4925,1.1275,0.45,0.585,0.262,0.175,11.0
0.235,0.4525,0.9765,0.435,0.59,0.2395,0.165,9.0
0.245,0.326,0.853,0.405,0.59,0.2615,0.15,9.0
0.5,0.382,0.991,0.47,0.595,0.2395,0.175,12.0
0.289,0.4095,0.9125,0.48,0.595,0.1825,0.14,9.0
0.255,0.3695,0.8665,0.45,0.6,0.1955,0.15,12.0
0.29,0.422,0.9615,0.485,0.615,0.176,0.215,11.0
0.343,0.4915,1.145,0.49,0.615,0.208,0.17,13.0
0.37,0.492,1.1955,0.515,0.63,0.247,0.175,11.0
0.4695,0.495,1.31,0.495,0.63,0.295,0.18,10.0
0.387,0.4405,1.154,0.5,0.635,0.2315,0.18,9.0
0.395,0.695,1.5595,0.505,0.65,0.3515,0.17,11.0
0.364,0.6345,1.3165,0.51,0.65,0.2605,0.175,12.0
0.42,0.6955,1.403,0.54,0.655,0.2385,0.165,11.0
0.4485,0.5325,1.3575,0.525,0.665,0.3045,0.155,10.0
0.385,0.557,1.3645,0.52,0.675,0.3405,0.145,11.0
0.4055,0.686,1.545,0.51,0.685,0.3775,0.165,10.0
0.4625,0.566,1.724,0.56,0.71,0.4575,0.175,13.0
0.1305,0.2,0.458,0.35,0.455,0.111,0.11,8.0
0.174,0.207,0.491,0.355,0.46,0.115,0.14,10.0
0.1545,0.197,0.474,0.38,0.495,0.1065,0.12,10.0
0.188,0.244,0.5805,0.395,0.51,0.1335,0.125,11.0
0.184,0.2655,0.622,0.4,0.525,0.147,0.13,9.0
0.1345,0.3355,0.706,0.415,0.53,0.1635,0.12,9.0
0.345,0.3685,0.9385,0.435,0.545,0.1245,0.145,11.0
0.2505,0.4355,0.9465,0.48,0.575,0.2605,0.15,9.0
0.121,0.446,0.9115,0.43,0.58,0.2075,0.125,10.0
0.277,0.43,0.942,0.455,0.595,0.182,0.145,11.0
0.3055,0.5145,1.193,0.465,0.6,0.315,0.18,8.0
0.439,0.5985,1.461,0.5,0.645,0.2425,0.18,11.0
0.421,0.6065,1.489,0.525,0.66,0.3795,0.2,10.0
0.1455,0.436,0.7775,0.405,0.465,0.1715,0.135,10.0
0.203,0.3295,0.751,0.415,0.51,0.1835,0.145,8.0
0.2315,0.44,0.8755,0.42,0.56,0.1965,0.15,8.0
0.2365,0.354,0.9215,0.45,0.575,0.209,0.135,9.0
0.323,0.581,1.206,0.46,0.585,0.216,0.15,10.0
0.3245,0.435,1.2865,0.495,0.615,0.293,0.155,11.0
0.316,0.526,1.1735,0.515,0.67,0.285,0.165,11.0
0.3815,0.74,1.532,0.505,0.675,0.357,0.16,11.0
0.19,0.2165,0.547,0.36,0.46,0.1105,0.125,8.0
0.185,0.1885,0.5165,0.35,0.46,0.1145,0.125,9.0
0.265,0.312,0.764,0.42,0.535,0.1505,0.125,11.0
0.19,0.188,0.488,0.36,0.465,0.0845,0.105,10.0
0.23,0.259,0.6905,0.4,0.51,0.151,0.14,10.0
0.48,0.2885,0.97,0.425,0.55,0.139,0.16,20.0
0.245,0.336,0.8465,0.42,0.55,0.2405,0.17,13.0
0.315,0.4315,1.047,0.45,0.585,0.276,0.15,14.0
0.135,0.1755,0.4085,0.335,0.425,0.092,0.1,9.0
0.175,0.2375,0.56,0.41,0.54,0.1065,0.13,7.0
0.175,0.29,0.635,0.395,0.505,0.1555,0.125,9.0
0.3,0.279,0.875,0.44,0.535,0.18,0.165,10.0
0.215,0.3415,0.806,0.435,0.55,0.203,0.11,9.0
0.375,0.4445,1.194,0.49,0.64,0.238,0.14,15.0
0.295,0.503,1.153,0.49,0.605,0.2505,0.155,15.0
0.31,0.3925,1.114,0.47,0.605,0.291,0.115,15.0
0.35,0.3595,0.9125,0.45,0.56,0.271,0.155,10.0
0.28,0.316,0.792,0.405,0.525,0.1455,0.16,13.0
0.065,0.0995,0.2265,0.265,0.35,0.0575,0.09,6.0
0.145,0.147,0.3955,0.355,0.45,0.0765,0.12,9.0
0.0775,0.106,0.2505,0.3,0.38,0.0535,0.1,8.0
0.206,0.2245,0.551,0.385,0.5,0.0715,0.135,11.0
0.52,0.4335,1.307,0.505,0.645,0.262,0.165,10.0
0.29,0.404,0.9185,0.44,0.565,0.1785,0.115,11.0
0.665,0.8835,2.2695,0.575,0.72,0.3985,0.23,16.0
0.24,0.412,0.9235,0.405,0.55,0.2135,0.15,7.0
0.405,0.5665,1.3315,0.515,0.65,0.347,0.18,13.0
0.31,0.354,1.032,0.435,0.565,0.2045,0.185,20.0
0.16,0.1865,0.478,0.335,0.45,0.115,0.14,11.0
0.07,0.0795,0.1975,0.265,0.335,0.0375,0.095,9.0
0.265,0.3785,1.0055,0.45,0.565,0.244,0.14,12.0
0.545,0.4125,1.4985,0.51,0.63,0.3075,0.19,16.0
0.125,0.149,0.388,0.34,0.425,0.087,0.12,10.0
0.465,0.483,1.402,0.525,0.675,0.3205,0.175,16.0
0.21,0.216,0.6025,0.4,0.5,0.138,0.145,11.0
0.1,0.109,0.2775,0.305,0.385,0.0515,0.09,9.0
0.355,0.2985,0.973,0.435,0.52,0.2135,0.195,18.0
0.255,0.258,0.753,0.415,0.52,0.171,0.175,8.0
0.47,0.44,1.3765,0.525,0.64,0.3075,0.2,16.0
0.275,0.387,0.96,0.455,0.57,0.2385,0.15,11.0
0.125,0.158,0.3745,0.325,0.41,0.081,0.12,12.0
0.265,0.2405,0.696,0.41,0.485,0.1625,0.15,13.0
0.485,0.596,1.383,0.535,0.665,0.2565,0.155,14.0
0.315,0.428,1.156,0.51,0.635,0.289,0.155,18.0
0.43,0.6375,1.477,0.53,0.695,0.3025,0.15,14.0
0.29,0.377,0.858,0.435,0.555,0.1585,0.135,15.0
0.395,0.6265,1.4995,0.525,0.65,0.4005,0.19,14.0
0.42,0.5825,1.467,0.48,0.635,0.303,0.19,15.0
0.295,0.342,0.906,0.435,0.55,0.219,0.16,13.0
0.275,0.402,1.06,0.5,0.595,0.28,0.165,11.0
0.05,0.0725,0.161,0.24,0.3,0.039,0.09,6.0
0.175,0.3,0.6175,0.38,0.48,0.142,0.13,12.0
0.185,0.3185,0.655,0.385,0.505,0.15,0.11,9.0
0.165,0.2155,0.484,0.375,0.455,0.102,0.125,7.0
0.39,0.6145,1.4435,0.505,0.64,0.3035,0.165,18.0
0.29,0.398,0.9085,0.45,0.565,0.197,0.115,17.0
0.16,0.2,0.528,0.38,0.48,0.1395,0.135,14.0
0.115,0.1415,0.3595,0.31,0.41,0.0885,0.125,11.0
0.255,0.297,0.7735,0.425,0.52,0.123,0.155,17.0
0.145,0.169,0.4365,0.36,0.465,0.1075,0.125,11.0
0.13,0.215,0.415,0.355,0.46,0.082,0.11,12.0
0.17,0.2,0.4775,0.385,0.485,0.0785,0.125,12.0
0.22,0.26,0.6445,0.415,0.525,0.1575,0.16,12.0
0.555,0.533,1.6195,0.54,0.69,0.353,0.185,24.0
0.22,0.317,0.81,0.45,0.55,0.157,0.17,11.0
0.26,0.348,0.868,0.44,0.565,0.217,0.155,11.0
0.205,0.305,0.7085,0.46,0.55,0.1455,0.13,12.0
0.225,0.275,0.72,0.42,0.535,0.164,0.16,15.0
0.193,0.2845,0.738,0.405,0.53,0.17,0.13,9.0
0.295,0.5525,1.156,0.455,0.575,0.243,0.185,13.0
0.22,0.3345,0.7485,0.45,0.59,0.1315,0.12,14.0
0.395,0.524,1.229,0.5,0.645,0.278,0.19,17.0
0.405,0.4325,1.145,0.485,0.605,0.27,0.175,16.0
0.03,0.037,0.099,0.2,0.275,0.024,0.08,5.0
0.1,0.138,0.314,0.31,0.4,0.057,0.11,11.0
0.0655,0.0745,0.195,0.26,0.35,0.041,0.09,9.0
0.184,0.171,0.451,0.35,0.44,0.0705,0.14,16.0
0.03,0.034,0.084,0.2,0.265,0.0105,0.065,7.0
0.008,0.0095,0.0245,0.125,0.165,0.0045,0.04,4.0
0.0485,0.0615,0.163,0.265,0.345,0.037,0.09,10.0
0.112,0.1315,0.34,0.33,0.43,0.085,0.095,14.0
0.104,0.1215,0.3005,0.32,0.415,0.0575,0.1,11.0
0.035,0.0415,0.106,0.215,0.285,0.023,0.075,5.0
0.09,0.121,0.306,0.315,0.41,0.0735,0.095,9.0
0.09,0.124,0.301,0.3,0.41,0.069,0.1,9.0
0.055,0.0655,0.171,0.245,0.33,0.0365,0.085,11.0
0.03,0.035,0.0905,0.21,0.28,0.02,0.065,5.0
0.135,0.169,0.44,0.345,0.455,0.1065,0.125,12.0
0.055,0.0615,0.163,0.235,0.33,0.034,0.09,10.0
