length,diameter,height,viscera_weight,shell_weight,shucked_weight,whole_weight,rings
0.555,0.43,0.165,0.1635,0.275,0.2735,0.7575,13.0
0.595,0.475,0.17,0.229,0.35,0.419,1.0965,17.0
0.6,0.48,0.175,0.2735,0.415,0.4125,1.229,13.0
0.585,0.465,0.19,0.2355,0.4,0.3905,1.171,17.0
0.415,0.315,0.125,0.09,0.125,0.068,0.388,12.0
0.465,0.36,0.13,0.1185,0.165,0.2105,0.5265,10.0
0.46,0.375,0.14,0.1045,0.205,0.192,0.5105,9.0
0.36,0.27,0.09,0.053,0.075,0.083,0.2225,6.0
0.655,0.59,0.2,0.3765,0.415,0.654,1.5455,11.0
0.6,0.485,0.175,0.2815,0.38,0.4995,1.2675,13.0
0.65,0.495,0.18,0.339,0.53,0.8005,1.793,14.0
0.51,0.395,0.145,0.1385,0.24,0.216,0.6185,12.0
0.52,0.38,0.135,0.1565,0.175,0.2505,0.5825,8.0
0.495,0.415,0.165,0.134,0.285,0.264,0.7485,13.0
0.43,0.335,0.115,0.0935,0.135,0.166,0.406,8.0
0.55,0.46,0.175,0.1825,0.32,0.3155,0.869,10.0
0.585,0.43,0.16,0.176,0.27,0.3625,0.955,11.0
0.57,0.45,0.16,0.2175,0.255,0.3725,0.8615,12.0
0.635,0.51,0.21,0.2835,0.58,0.6535,1.598,15.0
0.695,0.57,0.2,0.4255,0.685,0.751,2.033,15.0
0.655,0.525,0.185,0.2215,0.445,0.487,1.259,20.0
0.51,0.405,0.13,0.158,0.17,0.3725,0.7175,9.0
0.525,0.405,0.135,0.216,0.195,0.3305,0.7575,10.0
0.44,0.375,0.13,0.0965,0.155,0.226,0.487,9.0
0.475,0.375,0.12,0.1205,0.185,0.2525,0.563,10.0
0.525,0.425,0.12,0.1465,0.22,0.3335,0.702,12.0
0.475,0.36,0.12,0.12,0.17,0.2825,0.578,8.0
0.46,0.375,0.13,0.119,0.195,0.2505,0.5735,9.0
0.59,0.49,0.135,0.2245,0.285,0.422,1.008,11.0
0.455,0.355,0.13,0.1275,0.175,0.2,0.515,11.0
0.47,0.375,0.13,0.164,0.195,0.2145,0.5795,13.0
0.35,0.265,0.11,0.063,0.085,0.1365,0.2965,7.0
0.595,0.47,0.145,0.1505,0.34,0.4035,0.991,16.0
0.575,0.435,0.15,0.1625,0.27,0.293,0.805,17.0
0.535,0.435,0.155,0.177,0.25,0.3415,0.8915,13.0
0.515,0.42,0.14,0.154,0.29,0.2505,0.769,13.0
0.49,0.395,0.135,0.0925,0.215,0.213,0.5545,14.0
0.53,0.435,0.135,0.1315,0.22,0.3275,0.7365,12.0
0.43,0.345,0.115,0.055,0.12,0.0925,0.3045,11.0
0.475,0.395,0.135,0.1645,0.2,0.2465,0.592,13.0
0.59,0.46,0.155,0.1485,0.335,0.327,0.906,15.0
0.695,0.55,0.22,0.3835,0.445,0.566,1.5515,13.0
0.61,0.49,0.15,0.2025,0.36,0.425,1.103,23.0
0.56,0.455,0.165,0.1695,0.245,0.4015,0.86,11.0
0.655,0.485,0.195,0.358,0.485,0.6275,1.62,17.0
0.64,0.52,0.2,0.304,0.455,0.566,1.407,17.0
0.67,0.55,0.17,0.2455,0.4,0.472,1.247,21.0
0.505,0.4,0.13,0.189,0.2175,0.3035,0.764,11.0
0.525,0.43,0.165,0.1945,0.2515,0.376,0.8645,16.0
0.59,0.475,0.16,0.184,0.27,0.3815,0.9455,19.0
0.7,0.53,0.19,0.233,0.42,0.548,1.3185,18.0
0.635,0.495,0.15,0.242,0.31,0.4825,1.081,11.0
0.555,0.44,0.135,0.2105,0.28,0.3805,0.9025,13.0
0.575,0.47,0.15,0.204,0.4,0.4515,1.1415,13.0
0.585,0.455,0.125,0.212,0.25,0.391,1.027,17.0
0.55,0.45,0.155,0.159,0.25,0.343,0.7895,12.0
0.57,0.475,0.195,0.1905,0.305,0.4635,1.0295,18.0
0.695,0.57,0.23,0.435,0.5,0.8665,1.885,19.0
0.65,0.545,0.16,0.296,0.48,0.487,1.2425,15.0
0.18,0.125,0.05,0.0055,0.01,0.0085,0.023,3.0
0.34,0.275,0.09,0.043,0.07,0.0725,0.2065,10.0
0.175,0.135,0.04,0.0075,0.01,0.011,0.0305,5.0
0.155,0.115,0.025,0.005,0.0075,0.009,0.024,5.0
0.42,0.34,0.125,0.1125,0.144,0.165,0.4495,11.0
0.37,0.29,0.09,0.045,0.069,0.11,0.241,10.0
0.33,0.25,0.09,0.041,0.0605,0.085,0.197,10.0
0.29,0.225,0.08,0.026,0.045,0.0535,0.1295,10.0
0.31,0.245,0.095,0.034,0.048,0.0525,0.15,7.0
0.4,0.315,0.105,0.037,0.113,0.1135,0.287,10.0
0.425,0.315,0.125,0.0565,0.13,0.1135,0.3525,18.0
0.31,0.235,0.06,0.033,0.04,0.0415,0.12,11.0
0.35,0.255,0.085,0.0465,0.06,0.1,0.2145,13.0
0.26,0.2,0.065,0.027,0.03,0.044,0.096,6.0
0.26,0.19,0.075,0.02,0.03,0.0445,0.0945,6.0
0.34,0.255,0.095,0.034,0.07,0.081,0.213,9.0
0.515,0.4,0.16,0.156,0.3,0.2515,0.8175,23.0
0.465,0.355,0.125,0.135,0.145,0.2025,0.5255,13.0
0.54,0.415,0.17,0.208,0.255,0.339,0.879,10.0
0.475,0.355,0.125,0.107,0.145,0.186,0.4625,9.0
0.5,0.355,0.14,0.149,0.14,0.2125,0.528,9.0
0.5,0.38,0.135,0.1265,0.18,0.2295,0.5835,12.0
0.35,0.26,0.09,0.056,0.06,0.0725,0.198,10.0
0.395,0.305,0.105,0.065,0.096,0.0975,0.282,9.0
0.445,0.35,0.14,0.158,0.19,0.2025,0.5905,14.0
0.44,0.325,0.08,0.1015,0.13,0.144,0.413,8.0
0.515,0.405,0.14,0.146,0.315,0.312,0.8505,17.0
0.5,0.39,0.13,0.168,0.18,0.275,0.709,11.0
0.425,0.325,0.12,0.1065,0.105,0.142,0.3755,9.0
0.51,0.415,0.14,0.2155,0.235,0.3025,0.8185,16.0
0.54,0.415,0.13,0.226,0.24,0.272,0.8245,13.0
0.615,0.475,0.17,0.2895,0.24,0.474,1.1825,11.0
0.565,0.44,0.175,0.2,0.375,0.393,1.122,20.0
0.645,0.515,0.175,0.384,0.385,0.6745,1.6115,14.0
0.605,0.49,0.145,0.3285,0.31,0.517,1.3,14.0
0.645,0.485,0.155,0.312,0.38,0.5915,1.489,18.0
0.57,0.42,0.155,0.193,0.34,0.377,1.008,13.0
0.39,0.285,0.095,0.06,0.08,0.11,0.271,8.0
0.52,0.4,0.165,0.201,0.21,0.2745,0.8565,12.0
0.46,0.36,0.135,0.107,0.235,0.1955,0.6105,14.0
0.5,0.385,0.145,0.195,0.204,0.246,0.7615,14.0
0.49,0.39,0.135,0.096,0.1835,0.242,0.592,15.0
0.44,0.325,0.115,0.087,0.113,0.163,0.39,7.0
0.4,0.305,0.13,0.0675,0.105,0.096,0.2935,9.0
0.45,0.36,0.16,0.1245,0.225,0.174,0.567,12.0
0.505,0.4,0.155,0.1775,0.285,0.2715,0.8415,12.0
0.495,0.4,0.14,0.18,0.25,0.2015,0.7775,15.0
0.54,0.41,0.145,0.213,0.355,0.2815,0.989,19.0
0.465,0.375,0.11,0.113,0.1505,0.21,0.5,8.0
0.48,0.37,0.135,0.1015,0.161,0.3445,0.6315,7.0
0.5,0.4,0.13,0.16,0.211,0.37,0.7715,8.0
0.525,0.425,0.19,0.1725,0.199,0.4625,0.872,9.0
0.54,0.42,0.12,0.1455,0.2235,0.392,0.8115,9.0
0.545,0.45,0.15,0.15,0.2625,0.387,0.8795,11.0
0.58,0.46,0.18,0.277,0.325,0.48,1.145,11.0
0.59,0.455,0.16,0.2215,0.292,0.5,1.09,9.0
0.59,0.48,0.16,0.2725,0.335,0.5685,1.262,9.0
0.595,0.49,0.185,0.2015,0.361,0.482,1.185,10.0
0.605,0.475,0.175,0.275,0.309,0.5395,1.201,10.0
0.63,0.5,0.185,0.3125,0.384,0.5785,1.362,10.0
0.64,0.585,0.195,0.331,0.471,0.7225,1.647,12.0
0.66,0.535,0.2,0.318,0.54,0.733,1.791,15.0
0.465,0.34,0.105,0.1035,0.1225,0.231,0.486,9.0
0.48,0.37,0.1,0.1015,0.135,0.243,0.5135,8.0
0.5,0.375,0.145,0.166,0.1485,0.274,0.6215,7.0
0.515,0.395,0.12,0.1365,0.172,0.285,0.646,9.0
0.525,0.415,0.135,0.189,0.202,0.394,0.7945,7.0
0.525,0.425,0.125,0.1705,0.195,0.4035,0.812,8.0
0.53,0.41,0.14,0.1415,0.1835,0.3095,0.681,6.0
0.54,0.435,0.14,0.1595,0.213,0.33,0.7345,9.0
0.575,0.45,0.155,0.206,0.259,0.429,0.948,7.0
0.59,0.465,0.14,0.263,0.263,0.4695,1.046,7.0
0.6,0.46,0.15,0.2735,0.29,0.5335,1.247,9.0
0.61,0.48,0.15,0.274,0.264,0.564,1.1495,8.0
0.615,0.47,0.155,0.32,0.292,0.5085,1.2,8.0
0.625,0.48,0.17,0.268,0.3385,0.671,1.3555,10.0
0.63,0.48,0.165,0.271,0.35,0.604,1.286,8.0
0.645,0.49,0.16,0.3345,0.3165,0.5355,1.251,9.0
0.645,0.5,0.175,0.3755,0.3775,0.6735,1.5105,12.0
0.67,0.52,0.19,0.369,0.391,0.8115,1.6385,9.0
0.69,0.54,0.185,0.3855,0.4325,0.7725,1.71,8.0
0.695,0.525,0.175,0.389,0.505,0.696,1.742,12.0
0.765,0.585,0.18,0.512,0.5335,1.128,2.398,12.0
0.77,0.6,0.215,0.482,0.584,1.0515,2.1945,10.0
0.49,0.38,0.11,0.1005,0.15,0.2935,0.554,8.0
0.5,0.38,0.12,0.135,0.145,0.273,0.5765,9.0
0.505,0.4,0.135,0.149,0.178,0.377,0.723,7.0
0.545,0.42,0.145,0.1545,0.205,0.3745,0.778,7.0
0.545,0.42,0.12,0.185,0.17,0.403,0.7865,7.0
0.565,0.43,0.13,0.1885,0.213,0.3495,0.784,9.0
0.57,0.45,0.135,0.204,0.25,0.546,1.02,9.0
0.58,0.455,0.13,0.1725,0.225,0.41,0.852,8.0
0.59,0.47,0.15,0.164,0.249,0.413,0.861,8.0
0.59,0.46,0.14,0.2165,0.26,0.496,1.004,9.0
0.595,0.47,0.165,0.2325,0.3345,0.4915,1.108,9.0
0.595,0.46,0.14,0.2255,0.227,0.4215,0.852,9.0
0.6,0.49,0.21,0.419,0.491,1.005,1.9875,10.0
0.615,0.45,0.15,0.2095,0.2505,0.707,1.198,7.0
0.615,0.475,0.175,0.3095,0.2725,0.4635,1.103,10.0
0.62,0.49,0.155,0.2475,0.31,0.505,1.1,9.0
0.62,0.48,0.15,0.243,0.305,0.4965,1.1015,10.0
0.625,0.495,0.185,0.3005,0.345,0.7105,1.3835,11.0
0.625,0.48,0.145,0.2445,0.327,0.4645,1.085,10.0
0.63,0.505,0.15,0.2465,0.37,0.6325,1.3165,11.0
0.63,0.51,0.175,0.262,0.375,0.6575,1.3415,10.0
0.63,0.465,0.15,0.188,0.176,0.537,1.027,8.0
0.645,0.515,0.16,0.311,0.335,0.506,1.1845,9.0
0.645,0.48,0.15,0.2595,0.285,0.6055,1.192,9.0
0.65,0.515,0.125,0.283,0.3275,0.5235,1.1805,9.0
0.65,0.52,0.175,0.2775,0.336,0.615,1.2655,9.0
0.65,0.51,0.155,0.298,0.335,0.7215,1.407,9.0
0.66,0.515,0.165,0.298,0.3755,0.694,1.4465,10.0
0.67,0.5,0.2,0.2985,0.351,0.576,1.269,11.0
0.67,0.51,0.18,0.2975,0.3935,0.926,1.68,13.0
0.68,0.52,0.165,0.279,0.406,0.724,1.4775,11.0
0.68,0.53,0.18,0.3115,0.4025,0.7635,1.529,11.0
0.7,0.525,0.175,0.3615,0.47,0.8745,1.7585,10.0
0.7,0.55,0.2,0.306,0.4405,0.693,1.523,13.0
0.725,0.55,0.2,0.4265,0.5085,0.8735,1.51,9.0
0.735,0.57,0.175,0.387,0.488,0.9095,1.88,11.0
0.75,0.555,0.215,0.5235,0.5285,1.0615,2.201,11.0
0.45,0.325,0.115,0.0785,0.1155,0.2235,0.4305,8.0
0.48,0.375,0.12,0.128,0.172,0.2535,0.5895,11.0
0.515,0.41,0.14,0.137,0.2,0.3065,0.7355,7.0
0.535,0.43,0.155,0.169,0.245,0.3285,0.7845,10.0
0.58,0.44,0.175,0.2705,0.3265,0.5405,1.2255,10.0
0.585,0.465,0.165,0.1625,0.274,0.4025,0.885,10.0
0.59,0.47,0.145,0.173,0.254,0.4545,0.9235,9.0
0.59,0.475,0.14,0.2025,0.275,0.4625,0.977,10.0
0.595,0.475,0.14,0.217,0.278,0.4925,1.0305,10.0
0.6,0.48,0.09,0.2685,0.28,0.457,1.05,8.0
0.6,0.495,0.185,0.2635,0.367,0.5055,1.1145,11.0
0.6,0.45,0.145,0.155,0.24,0.4325,0.877,9.0
0.6,0.51,0.185,0.2745,0.315,0.6095,1.285,9.0
0.61,0.48,0.185,0.2915,0.29,0.6895,1.3065,10.0
0.625,0.5,0.14,0.2165,0.295,0.5445,1.096,10.0
0.625,0.49,0.165,0.3105,0.3465,0.5175,1.205,10.0
0.63,0.505,0.175,0.252,0.34,0.555,1.221,12.0
0.63,0.47,0.15,0.2325,0.3115,0.539,1.1355,12.0
0.63,0.525,0.195,0.2565,0.465,0.4935,1.3135,10.0
0.64,0.505,0.155,0.211,0.346,0.5565,1.1955,11.0
0.64,0.485,0.15,0.222,0.3175,0.5195,1.098,10.0
0.64,0.495,0.17,0.282,0.285,0.5395,1.139,10.0
0.64,0.515,0.08,0.1755,0.175,0.515,1.042,10.0
0.65,0.52,0.155,0.288,0.365,0.6185,1.368,9.0
0.65,0.51,0.175,0.2705,0.45,0.6485,1.446,12.0
0.7,0.54,0.205,0.373,0.4865,0.7885,1.74,13.0
0.71,0.565,0.2,0.321,0.45,0.706,1.601,11.0
0.72,0.55,0.205,0.525,0.404,1.1055,2.165,10.0
0.725,0.57,0.19,0.541,0.52,1.253,2.3305,9.0
0.5,0.365,0.13,0.1085,0.1535,0.309,0.5945,9.0
0.52,0.4,0.105,0.1615,0.1985,0.4515,0.872,9.0
0.535,0.405,0.14,0.1715,0.189,0.402,0.818,7.0
0.57,0.42,0.14,0.165,0.25,0.416,0.8745,8.0
0.58,0.445,0.16,0.201,0.27,0.49,0.984,9.0
0.59,0.47,0.155,0.233,0.2595,0.6245,1.1735,9.0
0.59,0.485,0.155,0.2435,0.31,0.4535,1.0785,9.0
0.595,0.435,0.16,0.224,0.31,0.4255,1.057,9.0
0.6,0.475,0.175,0.256,0.285,0.5105,1.11,9.0
0.6,0.45,0.16,0.225,0.307,0.539,1.142,10.0
0.605,0.475,0.19,0.247,0.26,0.59,1.1255,10.0
0.625,0.475,0.175,0.283,0.337,0.656,1.3405,10.0
0.625,0.5,0.13,0.2045,0.25,0.5785,1.082,8.0
0.63,0.49,0.165,0.273,0.294,0.575,1.2005,10.0
0.63,0.485,0.16,0.275,0.3,0.623,1.243,10.0
0.665,0.515,0.19,0.3575,0.371,0.831,1.6385,11.0
0.695,0.54,0.195,0.363,0.4755,0.768,1.691,11.0
0.735,0.57,0.21,0.463,0.5315,1.1705,2.2355,10.0
0.74,0.595,0.19,0.5115,0.505,1.1495,2.3235,11.0
0.505,0.365,0.115,0.096,0.15,0.25,0.521,8.0
0.52,0.465,0.15,0.199,0.255,0.456,0.9505,8.0
0.53,0.405,0.15,0.187,0.2525,0.352,0.8315,10.0
0.575,0.45,0.165,0.19,0.23,0.498,0.9655,8.0
0.58,0.465,0.15,0.1965,0.29,0.371,0.9065,8.0
0.58,0.46,0.15,0.1935,0.305,0.5205,1.049,10.0
0.58,0.445,0.15,0.1945,0.287,0.4315,0.9525,11.0
0.59,0.5,0.15,0.265,0.345,0.485,1.142,9.0
0.595,0.47,0.155,0.3865,0.265,0.492,1.2015,10.0
0.595,0.46,0.17,0.2555,0.265,0.57,1.1295,10.0
0.6,0.45,0.195,0.3255,0.3605,0.617,1.34,10.0
0.6,0.465,0.165,0.2345,0.315,0.465,1.0475,11.0
0.605,0.49,0.18,0.29,0.3745,0.457,1.167,9.0
0.61,0.48,0.14,0.225,0.2915,0.516,1.0625,11.0
0.615,0.455,0.15,0.247,0.2615,0.382,0.9335,10.0
0.62,0.475,0.195,0.3365,0.3745,0.5935,1.3585,10.0
0.625,0.495,0.175,0.281,0.3525,0.531,1.2075,11.0
0.625,0.515,0.165,0.2065,0.3115,0.667,1.217,10.0
0.625,0.49,0.12,0.18,0.233,0.456,0.8765,10.0
0.63,0.53,0.18,0.256,0.315,0.618,1.2795,9.0
0.63,0.51,0.17,0.3065,0.348,0.4915,1.1885,7.0
0.635,0.52,0.175,0.269,0.367,0.6,1.292,11.0
0.635,0.485,0.18,0.2775,0.355,0.4785,1.1795,10.0
0.635,0.515,0.16,0.282,0.345,0.5385,1.2075,11.0
0.64,0.505,0.18,0.3125,0.363,0.59,1.297,11.0
0.64,0.575,0.175,0.266,0.4395,0.625,1.4585,11.0
0.645,0.495,0.19,0.408,0.445,0.6115,1.539,12.0
0.65,0.52,0.195,0.44,0.47,0.693,1.676,15.0
0.67,0.525,0.17,0.3025,0.387,0.715,1.4005,9.0
0.67,0.525,0.195,0.2675,0.425,0.6595,1.4405,9.0
0.67,0.54,0.175,0.2925,0.365,0.739,1.482,10.0
0.68,0.515,0.16,0.2625,0.325,0.618,1.2345,11.0
0.685,0.505,0.19,0.4055,0.41,0.667,1.533,10.0
0.69,0.515,0.18,0.4655,0.341,0.9815,1.8445,13.0
0.715,0.55,0.175,0.3805,0.44,0.938,1.825,11.0
0.72,0.58,0.19,0.478,0.5305,0.9955,2.0885,13.0
0.735,0.59,0.205,0.474,0.625,0.909,2.087,12.0
0.745,0.575,0.2,0.336,0.495,0.954,1.884,12.0
0.485,0.365,0.155,0.2285,0.313,0.4235,1.029,8.0
0.49,0.355,0.155,0.2015,0.2505,0.465,0.981,8.0
0.535,0.405,0.175,0.3265,0.337,0.548,1.2705,13.0
0.555,0.405,0.19,0.342,0.389,0.6115,1.406,10.0
0.555,0.425,0.15,0.1845,0.1965,0.4625,0.873,9.0
0.56,0.425,0.135,0.2015,0.1975,0.509,0.9415,9.0
0.595,0.485,0.15,0.231,0.276,0.5305,1.0835,8.0
0.61,0.475,0.175,0.261,0.322,0.409,1.024,9.0
0.61,0.485,0.17,0.3035,0.33,0.597,1.281,9.0
0.64,0.485,0.16,0.2245,0.2835,0.456,1.006,9.0
0.64,0.495,0.165,0.292,0.266,0.678,1.307,11.0
0.645,0.505,0.185,0.3905,0.416,0.592,1.463,10.0
0.68,0.54,0.21,0.408,0.437,0.8345,1.7885,13.0
0.7,0.545,0.185,0.4035,0.3685,0.75,1.6135,11.0
0.73,0.585,0.225,0.422,0.563,1.2395,2.2305,14.0
0.535,0.41,0.12,0.1655,0.159,0.3125,0.6835,8.0
0.54,0.42,0.19,0.163,0.38,0.293,0.6855,10.0
0.56,0.45,0.145,0.2095,0.264,0.3885,0.894,9.0
0.57,0.45,0.145,0.2235,0.2845,0.4005,0.95,10.0
0.575,0.47,0.15,0.196,0.276,0.4505,0.9785,9.0
0.575,0.445,0.14,0.1405,0.237,0.325,0.737,10.0
0.585,0.45,0.175,0.262,0.335,0.4925,1.1275,11.0
0.59,0.435,0.165,0.2395,0.235,0.4525,0.9765,9.0
0.59,0.405,0.15,0.2615,0.245,0.326,0.853,9.0
0.595,0.47,0.175,0.2395,0.5,0.382,0.991,12.0
0.595,0.48,0.14,0.1825,0.289,0.4095,0.9125,9.0
0.6,0.45,0.15,0.1955,0.255,0.3695,0.8665,12.0
0.615,0.485,0.215,0.176,0.29,0.422,0.9615,11.0
0.615,0.49,0.17,0.208,0.343,0.4915,1.145,13.0
0.63,0.515,0.175,0.247,0.37,0.492,1.1955,11.0
0.63,0.495,0.18,0.295,0.4695,0.495,1.31,10.0
0.635,0.5,0.18,0.2315,0.387,0.4405,1.154,9.0
0.65,0.505,0.17,0.3515,0.395,0.695,1.5595,11.0
0.65,0.51,0.175,0.2605,0.364,0.6345,1.3165,12.0
0.655,0.54,0.165,0.2385,0.42,0.6955,1.403,11.0
0.665,0.525,0.155,0.3045,0.4485,0.5325,1.3575,10.0
0.675,0.52,0.145,0.3405,0.385,0.557,1.3645,11.0
0.685,0.51,0.165,0.3775,0.4055,0.686,1.545,10.0
0.71,0.56,0.175,0.4575,0.4625,0.566,1.724,13.0
0.455,0.35,0.11,0.111,0.1305,0.2,0.458,8.0
0.46,0.355,0.14,0.115,0.174,0.207,0.491,10.0
0.495,0.38,0.12,0.1065,0.1545,0.197,0.474,10.0
0.51,0.395,0.125,0.1335,0.188,0.244,0.5805,11.0
0.525,0.4,0.13,0.147,0.184,0.2655,0.622,9.0
0.53,0.415,0.12,0.1635,0.1345,0.3355,0.706,9.0
0.545,0.435,0.145,0.1245,0.345,0.3685,0.9385,11.0
0.575,0.48,0.15,0.2605,0.2505,0.4355,0.9465,9.0
0.58,0.43,0.125,0.2075,0.121,0.446,0.9115,10.0
0.595,0.455,0.145,0.182,0.277,0.43,0.942,11.0
0.6,0.465,0.18,0.315,0.3055,0.5145,1.193,8.0
0.645,0.5,0.18,0.2425,0.439,0.5985,1.461,11.0
0.66,0.525,0.2,0.3795,0.421,0.6065,1.489,10.0
0.465,0.405,0.135,0.1715,0.1455,0.436,0.7775,10.0
0.51,0.415,0.145,0.1835,0.203,0.3295,0.751,8.0
0.56,0.42,0.15,0.1965,0.2315,0.44,0.8755,8.0
0.575,0.45,0.135,0.209,0.2365,0.354,0.9215,9.0
0.585,0.46,0.15,0.216,0.323,0.581,1.206,10.0
0.615,0.495,0.155,0.293,0.3245,0.435,1.2865,11.0
0.67,0.515,0.165,0.285,0.316,0.526,1.1735,11.0
0.675,0.505,0.16,0.357,0.3815,0.74,1.532,11.0
0.46,0.36,0.125,0.1105,0.19,0.2165,0.547,8.0
0.46,0.35,0.125,0.1145,0.185,0.1885,0.5165,9.0
0.535,0.42,0.125,0.1505,0.265,0.312,0.764,11.0
0.465,0.36,0.105,0.0845,0.19,0.188,0.488,10.0
0.51,0.4,0.14,0.151,0.23,0.259,0.6905,10.0
0.55,0.425,0.16,0.139,0.48,0.2885,0.97,20.0
0.55,0.42,0.17,0.2405,0.245,0.336,0.8465,13.0
0.585,0.45,0.15,0.276,0.315,0.4315,1.047,14.0
0.425,0.335,0.1,0.092,0.135,0.1755,0.4085,9.0
0.54,0.41,0.13,0.1065,0.175,0.2375,0.56,7.0
0.505,0.395,0.125,0.1555,0.175,0.29,0.635,9.0
0.535,0.44,0.165,0.18,0.3,0.279,0.875,10.0
0.55,0.435,0.11,0.203,0.215,0.3415,0.806,9.0
0.64,0.49,0.14,0.238,0.375,0.4445,1.194,15.0
0.605,0.49,0.155,0.2505,0.295,0.503,1.153,15.0
0.605,0.47,0.115,0.291,0.31,0.3925,1.114,15.0
0.56,0.45,0.155,0.271,0.35,0.3595,0.9125,10.0
0.525,0.405,0.16,0.1455,0.28,0.316,0.792,13.0
0.35,0.265,0.09,0.0575,0.065,0.0995,0.2265,6.0
0.45,0.355,0.12,0.0765,0.145,0.147,0.3955,9.0
0.38,0.3,0.1,0.0535,0.0775,0.106,0.2505,8.0
0.5,0.385,0.135,0.0715,0.206,0.2245,0.551,11.0
0.645,0.505,0.165,0.262,0.52,0.4335,1.307,10.0
0.565,0.44,0.115,0.1785,0.29,0.404,0.9185,11.0
0.72,0.575,0.23,0.3985,0.665,0.8835,2.2695,16.0
0.55,0.405,0.15,0.2135,0.24,0.412,0.9235,7.0
0.65,0.515,0.18,0.347,0.405,0.5665,1.3315,13.0
0.565,0.435,0.185,0.2045,0.31,0.354,1.032,20.0
0.45,0.335,0.14,0.115,0.16,0.1865,0.478,11.0
0.335,0.265,0.095,0.0375,0.07,0.0795,0.1975,9.0
0.565,0.45,0.14,0.244,0.265,0.3785,1.0055,12.0
0.63,0.51,0.19,0.3075,0.545,0.4125,1.4985,16.0
0.425,0.34,0.12,0.087,0.125,0.149,0.388,10.0
0.675,0.525,0.175,0.3205,0.465,0.483,1.402,16.0
0.5,0.4,0.145,0.138,0.21,0.216,0.6025,11.0
0.385,0.305,0.09,0.0515,0.1,0.109,0.2775,9.0
0.52,0.435,0.195,0.2135,0.355,0.2985,0.973,18.0
0.52,0.415,0.175,0.171,0.255,0.258,0.753,8.0
0.64,0.525,0.2,0.3075,0.47,0.44,1.3765,16.0
0.57,0.455,0.15,0.2385,0.275,0.387,0.96,11.0
0.41,0.325,0.12,0.081,0.125,0.158,0.3745,12.0
0.485,0.41,0.15,0.1625,0.265,0.2405,0.696,13.0
0.665,0.535,0.155,0.2565,0.485,0.596,1.383,14.0
0.635,0.51,0.155,0.289,0.315,0.428,1.156,18.0
0.695,0.53,0.15,0.3025,0.43,0.6375,1.477,14.0
0.555,0.435,0.135,0.1585,0.29,0.377,0.858,15.0
0.65,0.525,0.19,0.4005,0.395,0.6265,1.4995,14.0
0.635,0.48,0.19,0.303,0.42,0.5825,1.467,15.0
0.55,0.435,0.16,0.219,0.295,0.342,0.906,13.0
0.595,0.5,0.165,0.28,0.275,0.402,1.06,11.0
0.3,0.24,0.09,0.039,0.05,0.0725,0.161,6.0
0.48,0.38,0.13,0.142,0.175,0.3,0.6175,12.0
0.505,0.385,0.11,0.15,0.185,0.3185,0.655,9.0
0.455,0.375,0.125,0.102,0.165,0.2155,0.484,7.0
0.64,0.505,0.165,0.3035,0.39,0.6145,1.4435,18.0
0.565,0.45,0.115,0.197,0.29,0.398,0.9085,17.0
0.48,0.38,0.135,0.1395,0.16,0.2,0.528,14.0
0.41,0.31,0.125,0.0885,0.115,0.1415,0.3595,11.0
0.52,0.425,0.155,0.123,0.255,0.297,0.7735,17.0
0.465,0.36,0.125,0.1075,0.145,0.169,0.4365,11.0
0.46,0.355,0.11,0.082,0.13,0.215,0.415,12.0
0.485,0.385,0.125,0.0785,0.17,0.2,0.4775,12.0
0.525,0.415,0.16,0.1575,0.22,0.26,0.6445,12.0
0.69,0.54,0.185,0.353,0.555,0.533,1.6195,24.0
0.55,0.45,0.17,0.157,0.22,0.317,0.81,11.0
0.565,0.44,0.155,0.217,0.26,0.348,0.868,11.0
0.55,0.46,0.13,0.1455,0.205,0.305,0.7085,12.0
0.535,0.42,0.16,0.164,0.225,0.275,0.72,15.0
0.53,0.405,0.13,0.17,0.193,0.2845,0.738,9.0
0.575,0.455,0.185,0.243,0.295,0.5525,1.156,13.0
0.59,0.45,0.12,0.1315,0.22,0.3345,0.7485,14.0
0.645,0.5,0.19,0.278,0.395,0.524,1.229,17.0
0.605,0.485,0.175,0.27,0.405,0.4325,1.145,16.0
0.275,0.2,0.08,0.024,0.03,0.037,0.099,5.0
0.4,0.31,0.11,0.057,0.1,0.138,0.314,11.0
0.35,0.26,0.09,0.041,0.0655,0.0745,0.195,9.0
0.44,0.35,0.14,0.0705,0.184,0.171,0.451,16.0
0.265,0.2,0.065,0.0105,0.03,0.034,0.084,7.0
0.165,0.125,0.04,0.0045,0.008,0.0095,0.0245,4.0
0.345,0.265,0.09,0.037,0.0485,0.0615,0.163,10.0
0.43,0.33,0.095,0.085,0.112,0.1315,0.34,14.0
0.415,0.32,0.1,0.0575,0.104,0.1215,0.3005,11.0
0.285,0.215,0.075,0.023,0.035,0.0415,0.106,5.0
0.41,0.315,0.095,0.0735,0.09,0.121,0.306,9.0
0.41,0.3,0.1,0.069,0.09,0.124,0.301,9.0
0.33,0.245,0.085,0.0365,0.055,0.0655,0.171,11.0
0.28,0.21,0.065,0.02,0.03,0.035,0.0905,5.0
0.455,0.345,0.125,0.1065,0.135,0.169,0.44,12.0
0.33,0.235,0.09,0.034,0.055,0.0615,0.163,10.0
