whole_weight,shucked_weight,viscera_weight,diameter,length,shell_weight,height,rings
0.7575,0.2735,0.1635,0.43,0.555,0.275,0.165,13.0
1.0965,0.419,0.229,0.475,0.595,0.35,0.17,17.0
1.229,0.4125,0.2735,0.48,0.6,0.415,0.175,13.0
1.171,0.3905,0.2355,0.465,0.585,0.4,0.19,17.0
0.388,0.068,0.09,0.315,0.415,0.125,0.125,12.0
0.5265,0.2105,0.1185,0.36,0.465,0.165,0.13,10.0
0.5105,0.192,0.1045,0.375,0.46,0.205,0.14,9.0
0.2225,0.083,0.053,0.27,0.36,0.075,0.09,6.0
1.5455,0.654,0.3765,0.59,0.655,0.415,0.2,11.0
1.2675,0.4995,0.2815,0.485,0.6,0.38,0.175,13.0
1.793,0.8005,0.339,0.495,0.65,0.53,0.18,14.0
0.6185,0.216,0.1385,0.395,0.51,0.24,0.145,12.0
0.5825,0.2505,0.1565,0.38,0.52,0.175,0.135,8.0
0.7485,0.264,0.134,0.415,0.495,0.285,0.165,13.0
0.406,0.166,0.0935,0.335,0.43,0.135,0.115,8.0
0.869,0.3155,0.1825,0.46,0.55,0.32,0.175,10.0
0.955,0.3625,0.176,0.43,0.585,0.27,0.16,11.0
0.8615,0.3725,0.2175,0.45,0.57,0.255,0.16,12.0
1.598,0.6535,0.2835,0.51,0.635,0.58,0.21,15.0
2.033,0.751,0.4255,0.57,0.695,0.685,0.2,15.0
1.259,0.487,0.2215,0.525,0.655,0.445,0.185,20.0
0.7175,0.3725,0.158,0.405,0.51,0.17,0.13,9.0
0.7575,0.3305,0.216,0.405,0.525,0.195,0.135,10.0
0.487,0.226,0.0965,0.375,0.44,0.155,0.13,9.0
0.563,0.2525,0.1205,0.375,0.475,0.185,0.12,10.0
0.702,0.3335,0.1465,0.425,0.525,0.22,0.12,12.0
0.578,0.2825,0.12,0.36,0.475,0.17,0.12,8.0
0.5735,0.2505,0.119,0.375,0.46,0.195,0.13,9.0
1.008,0.422,0.2245,0.49,0.59,0.285,0.135,11.0
0.515,0.2,0.1275,0.355,0.455,0.175,0.13,11.0
0.5795,0.2145,0.164,0.375,0.47,0.195,0.13,13.0
0.2965,0.1365,0.063,0.265,0.35,0.085,0.11,7.0
0.991,0.4035,0.1505,0.47,0.595,0.34,0.145,16.0
0.805,0.293,0.1625,0.435,0.575,0.27,0.15,17.0
0.8915,0.3415,0.177,0.435,0.535,0.25,0.155,13.0
0.769,0.2505,0.154,0.42,0.515,0.29,0.14,13.0
0.5545,0.213,0.0925,0.395,0.49,0.215,0.135,14.0
0.7365,0.3275,0.1315,0.435,0.53,0.22,0.135,12.0
0.3045,0.0925,0.055,0.345,0.43,0.12,0.115,11.0
0.592,0.2465,0.1645,0.395,0.475,0.2,0.135,13.0
0.906,0.327,0.1485,0.46,0.59,0.335,0.155,15.0
1.5515,0.566,0.3835,0.55,0.695,0.445,0.22,13.0
1.103,0.425,0.2025,0.49,0.61,0.36,0.15,23.0
0.86,0.4015,0.1695,0.455,0.56,0.245,0.165,11.0
1.62,0.6275,0.358,0.485,0.655,0.485,0.195,17.0
1.407,0.566,0.304,0.52,0.64,0.455,0.2,17.0
1.247,0.472,0.2455,0.55,0.67,0.4,0.17,21.0
0.764,0.3035,0.189,0.4,0.505,0.2175,0.13,11.0
0.8645,0.376,0.1945,0.43,0.525,0.2515,0.165,16.0
0.9455,0.3815,0.184,0.475,0.59,0.27,0.16,19.0
1.3185,0.548,0.233,0.53,0.7,0.42,0.19,18.0
1.081,0.4825,0.242,0.495,0.635,0.31,0.15,11.0
0.9025,0.3805,0.2105,0.44,0.555,0.28,0.135,13.0
1.1415,0.4515,0.204,0.47,0.575,0.4,0.15,13.0
1.027,0.391,0.212,0.455,0.585,0.25,0.125,17.0
0.7895,0.343,0.159,0.45,0.55,0.25,0.155,12.0
1.0295,0.4635,0.1905,0.475,0.57,0.305,0.195,18.0
1.885,0.8665,0.435,0.57,0.695,0.5,0.23,19.0
1.2425,0.487,0.296,0.545,0.65,0.48,0.16,15.0
0.023,0.0085,0.0055,0.125,0.18,0.01,0.05,3.0
0.2065,0.0725,0.043,0.275,0.34,0.07,0.09,10.0
0.0305,0.011,0.0075,0.135,0.175,0.01,0.04,5.0
0.024,0.009,0.005,0.115,0.155,0.0075,0.025,5.0
0.4495,0.165,0.1125,0.34,0.42,0.144,0.125,11.0
0.241,0.11,0.045,0.29,0.37,0.069,0.09,10.0
0.197,0.085,0.041,0.25,0.33,0.0605,0.09,10.0
0.1295,0.0535,0.026,0.225,0.29,0.045,0.08,10.0
0.15,0.0525,0.034,0.245,0.31,0.048,0.095,7.0
0.287,0.1135,0.037,0.315,0.4,0.113,0.105,10.0
0.3525,0.1135,0.0565,0.315,0.425,0.13,0.125,18.0
0.12,0.0415,0.033,0.235,0.31,0.04,0.06,11.0
0.2145,0.1,0.0465,0.255,0.35,0.06,0.085,13.0
0.096,0.044,0.027,0.2,0.26,0.03,0.065,6.0
0.0945,0.0445,0.02,0.19,0.26,0.03,0.075,6.0
0.213,0.081,0.034,0.255,0.34,0.07,0.095,9.0
0.8175,0.2515,0.156,0.4,0.515,0.3,0.16,23.0
0.5255,0.2025,0.135,0.355,0.465,0.145,0.125,13.0
0.879,0.339,0.208,0.415,0.54,0.255,0.17,10.0
0.4625,0.186,0.107,0.355,0.475,0.145,0.125,9.0
0.528,0.2125,0.149,0.355,0.5,0.14,0.14,9.0
0.5835,0.2295,0.1265,0.38,0.5,0.18,0.135,12.0
0.198,0.0725,0.056,0.26,0.35,0.06,0.09,10.0
0.282,0.0975,0.065,0.305,0.395,0.096,0.105,9.0
0.5905,0.2025,0.158,0.35,0.445,0.19,0.14,14.0
0.413,0.144,0.1015,0.325,0.44,0.13,0.08,8.0
0.8505,0.312,0.146,0.405,0.515,0.315,0.14,17.0
0.709,0.275,0.168,0.39,0.5,0.18,0.13,11.0
0.3755,0.142,0.1065,0.325,0.425,0.105,0.12,9.0
0.8185,0.3025,0.2155,0.415,0.51,0.235,0.14,16.0
0.8245,0.272,0.226,0.415,0.54,0.24,0.13,13.0
1.1825,0.474,0.2895,0.475,0.615,0.24,0.17,11.0
1.122,0.393,0.2,0.44,0.565,0.375,0.175,20.0
1.6115,0.6745,0.384,0.515,0.645,0.385,0.175,14.0
1.3,0.517,0.3285,0.49,0.605,0.31,0.145,14.0
1.489,0.5915,0.312,0.485,0.645,0.38,0.155,18.0
1.008,0.377,0.193,0.42,0.57,0.34,0.155,13.0
0.271,0.11,0.06,0.285,0.39,0.08,0.095,8.0
0.8565,0.2745,0.201,0.4,0.52,0.21,0.165,12.0
0.6105,0.1955,0.107,0.36,0.46,0.235,0.135,14.0
0.7615,0.246,0.195,0.385,0.5,0.204,0.145,14.0
0.592,0.242,0.096,0.39,0.49,0.1835,0.135,15.0
0.39,0.163,0.087,0.325,0.44,0.113,0.115,7.0
0.2935,0.096,0.0675,0.305,0.4,0.105,0.13,9.0
0.567,0.174,0.1245,0.36,0.45,0.225,0.16,12.0
0.8415,0.2715,0.1775,0.4,0.505,0.285,0.155,12.0
0.7775,0.2015,0.18,0.4,0.495,0.25,0.14,15.0
0.989,0.2815,0.213,0.41,0.54,0.355,0.145,19.0
0.5,0.21,0.113,0.375,0.465,0.1505,0.11,8.0
0.6315,0.3445,0.1015,0.37,0.48,0.161,0.135,7.0
0.7715,0.37,0.16,0.4,0.5,0.211,0.13,8.0
0.872,0.4625,0.1725,0.425,0.525,0.199,0.19,9.0
0.8115,0.392,0.1455,0.42,0.54,0.2235,0.12,9.0
0.8795,0.387,0.15,0.45,0.545,0.2625,0.15,11.0
1.145,0.48,0.277,0.46,0.58,0.325,0.18,11.0
1.09,0.5,0.2215,0.455,0.59,0.292,0.16,9.0
1.262,0.5685,0.2725,0.48,0.59,0.335,0.16,9.0
1.185,0.482,0.2015,0.49,0.595,0.361,0.185,10.0
1.201,0.5395,0.275,0.475,0.605,0.309,0.175,10.0
1.362,0.5785,0.3125,0.5,0.63,0.384,0.185,10.0
1.647,0.7225,0.331,0.585,0.64,0.471,0.195,12.0
1.791,0.733,0.318,0.535,0.66,0.54,0.2,15.0
0.486,0.231,0.1035,0.34,0.465,0.1225,0.105,9.0
0.5135,0.243,0.1015,0.37,0.48,0.135,0.1,8.0
0.6215,0.274,0.166,0.375,0.5,0.1485,0.145,7.0
0.646,0.285,0.1365,0.395,0.515,0.172,0.12,9.0
0.7945,0.394,0.189,0.415,0.525,0.202,0.135,7.0
0.812,0.4035,0.1705,0.425,0.525,0.195,0.125,8.0
0.681,0.3095,0.1415,0.41,0.53,0.1835,0.14,6.0
0.7345,0.33,0.1595,0.435,0.54,0.213,0.14,9.0
0.948,0.429,0.206,0.45,0.575,0.259,0.155,7.0
1.046,0.4695,0.263,0.465,0.59,0.263,0.14,7.0
1.247,0.5335,0.2735,0.46,0.6,0.29,0.15,9.0
1.1495,0.564,0.274,0.48,0.61,0.264,0.15,8.0
1.2,0.5085,0.32,0.47,0.615,0.292,0.155,8.0
1.3555,0.671,0.268,0.48,0.625,0.3385,0.17,10.0
1.286,0.604,0.271,0.48,0.63,0.35,0.165,8.0
1.251,0.5355,0.3345,0.49,0.645,0.3165,0.16,9.0
1.5105,0.6735,0.3755,0.5,0.645,0.3775,0.175,12.0
1.6385,0.8115,0.369,0.52,0.67,0.391,0.19,9.0
1.71,0.7725,0.3855,0.54,0.69,0.4325,0.185,8.0
1.742,0.696,0.389,0.525,0.695,0.505,0.175,12.0
2.398,1.128,0.512,0.585,0.765,0.5335,0.18,12.0
2.1945,1.0515,0.482,0.6,0.77,0.584,0.215,10.0
0.554,0.2935,0.1005,0.38,0.49,0.15,0.11,8.0
0.5765,0.273,0.135,0.38,0.5,0.145,0.12,9.0
0.723,0.377,0.149,0.4,0.505,0.178,0.135,7.0
0.778,0.3745,0.1545,0.42,0.545,0.205,0.145,7.0
0.7865,0.403,0.185,0.42,0.545,0.17,0.12,7.0
0.784,0.3495,0.1885,0.43,0.565,0.213,0.13,9.0
1.02,0.546,0.204,0.45,0.57,0.25,0.135,9.0
0.852,0.41,0.1725,0.455,0.58,0.225,0.13,8.0
0.861,0.413,0.164,0.47,0.59,0.249,0.15,8.0
1.004,0.496,0.2165,0.46,0.59,0.26,0.14,9.0
1.108,0.4915,0.2325,0.47,0.595,0.3345,0.165,9.0
0.852,0.4215,0.2255,0.46,0.595,0.227,0.14,9.0
1.9875,1.005,0.419,0.49,0.6,0.491,0.21,10.0
1.198,0.707,0.2095,0.45,0.615,0.2505,0.15,7.0
1.103,0.4635,0.3095,0.475,0.615,0.2725,0.175,10.0
1.1,0.505,0.2475,0.49,0.62,0.31,0.155,9.0
1.1015,0.4965,0.243,0.48,0.62,0.305,0.15,10.0
1.3835,0.7105,0.3005,0.495,0.625,0.345,0.185,11.0
1.085,0.4645,0.2445,0.48,0.625,0.327,0.145,10.0
1.3165,0.6325,0.2465,0.505,0.63,0.37,0.15,11.0
1.3415,0.6575,0.262,0.51,0.63,0.375,0.175,10.0
1.027,0.537,0.188,0.465,0.63,0.176,0.15,8.0
1.1845,0.506,0.311,0.515,0.645,0.335,0.16,9.0
1.192,0.6055,0.2595,0.48,0.645,0.285,0.15,9.0
1.1805,0.5235,0.283,0.515,0.65,0.3275,0.125,9.0
1.2655,0.615,0.2775,0.52,0.65,0.336,0.175,9.0
1.407,0.7215,0.298,0.51,0.65,0.335,0.155,9.0
1.4465,0.694,0.298,0.515,0.66,0.3755,0.165,10.0
1.269,0.576,0.2985,0.5,0.67,0.351,0.2,11.0
1.68,0.926,0.2975,0.51,0.67,0.3935,0.18,13.0
1.4775,0.724,0.279,0.52,0.68,0.406,0.165,11.0
1.529,0.7635,0.3115,0.53,0.68,0.4025,0.18,11.0
1.7585,0.8745,0.3615,0.525,0.7,0.47,0.175,10.0
1.523,0.693,0.306,0.55,0.7,0.4405,0.2,13.0
1.51,0.8735,0.4265,0.55,0.725,0.5085,0.2,9.0
1.88,0.9095,0.387,0.57,0.735,0.488,0.175,11.0
2.201,1.0615,0.5235,0.555,0.75,0.5285,0.215,11.0
0.4305,0.2235,0.0785,0.325,0.45,0.1155,0.115,8.0
0.5895,0.2535,0.128,0.375,0.48,0.172,0.12,11.0
0.7355,0.3065,0.137,0.41,0.515,0.2,0.14,7.0
0.7845,0.3285,0.169,0.43,0.535,0.245,0.155,10.0
1.2255,0.5405,0.2705,0.44,0.58,0.3265,0.175,10.0
0.885,0.4025,0.1625,0.465,0.585,0.274,0.165,10.0
0.9235,0.4545,0.173,0.47,0.59,0.254,0.145,9.0
0.977,0.4625,0.2025,0.475,0.59,0.275,0.14,10.0
1.0305,0.4925,0.217,0.475,0.595,0.278,0.14,10.0
1.05,0.457,0.2685,0.48,0.6,0.28,0.09,8.0
1.1145,0.5055,0.2635,0.495,0.6,0.367,0.185,11.0
0.877,0.4325,0.155,0.45,0.6,0.24,0.145,9.0
1.285,0.6095,0.2745,0.51,0.6,0.315,0.185,9.0
1.3065,0.6895,0.2915,0.48,0.61,0.29,0.185,10.0
1.096,0.5445,0.2165,0.5,0.625,0.295,0.14,10.0
1.205,0.5175,0.3105,0.49,0.625,0.3465,0.165,10.0
1.221,0.555,0.252,0.505,0.63,0.34,0.175,12.0
1.1355,0.539,0.2325,0.47,0.63,0.3115,0.15,12.0
1.3135,0.4935,0.2565,0.525,0.63,0.465,0.195,10.0
1.1955,0.5565,0.211,0.505,0.64,0.346,0.155,11.0
1.098,0.5195,0.222,0.485,0.64,0.3175,0.15,10.0
1.139,0.5395,0.282,0.495,0.64,0.285,0.17,10.0
1.042,0.515,0.1755,0.515,0.64,0.175,0.08,10.0
1.368,0.6185,0.288,0.52,0.65,0.365,0.155,9.0
1.446,0.6485,0.2705,0.51,0.65,0.45,0.175,12.0
1.74,0.7885,0.373,0.54,0.7,0.4865,0.205,13.0
1.601,0.706,0.321,0.565,0.71,0.45,0.2,11.0
2.165,1.1055,0.525,0.55,0.72,0.404,0.205,10.0
2.3305,1.253,0.541,0.57,0.725,0.52,0.19,9.0
0.5945,0.309,0.1085,0.365,0.5,0.1535,0.13,9.0
0.872,0.4515,0.1615,0.4,0.52,0.1985,0.105,9.0
0.818,0.402,0.1715,0.405,0.535,0.189,0.14,7.0
0.8745,0.416,0.165,0.42,0.57,0.25,0.14,8.0
0.984,0.49,0.201,0.445,0.58,0.27,0.16,9.0
1.1735,0.6245,0.233,0.47,0.59,0.2595,0.155,9.0
1.0785,0.4535,0.2435,0.485,0.59,0.31,0.155,9.0
1.057,0.4255,0.224,0.435,0.595,0.31,0.16,9.0
1.11,0.5105,0.256,0.475,0.6,0.285,0.175,9.0
1.142,0.539,0.225,0.45,0.6,0.307,0.16,10.0
1.1255,0.59,0.247,0.475,0.605,0.26,0.19,10.0
1.3405,0.656,0.283,0.475,0.625,0.337,0.175,10.0
1.082,0.5785,0.2045,0.5,0.625,0.25,0.13,8.0
1.2005,0.575,0.273,0.49,0.63,0.294,0.165,10.0
1.243,0.623,0.275,0.485,0.63,0.3,0.16,10.0
1.6385,0.831,0.3575,0.515,0.665,0.371,0.19,11.0
1.691,0.768,0.363,0.54,0.695,0.4755,0.195,11.0
2.2355,1.1705,0.463,0.57,0.735,0.5315,0.21,10.0
2.3235,1.1495,0.5115,0.595,0.74,0.505,0.19,11.0
0.521,0.25,0.096,0.365,0.505,0.15,0.115,8.0
0.9505,0.456,0.199,0.465,0.52,0.255,0.15,8.0
0.8315,0.352,0.187,0.405,0.53,0.2525,0.15,10.0
0.9655,0.498,0.19,0.45,0.575,0.23,0.165,8.0
0.9065,0.371,0.1965,0.465,0.58,0.29,0.15,8.0
1.049,0.5205,0.1935,0.46,0.58,0.305,0.15,10.0
0.9525,0.4315,0.1945,0.445,0.58,0.287,0.15,11.0
1.142,0.485,0.265,0.5,0.59,0.345,0.15,9.0
1.2015,0.492,0.3865,0.47,0.595,0.265,0.155,10.0
1.1295,0.57,0.2555,0.46,0.595,0.265,0.17,10.0
1.34,0.617,0.3255,0.45,0.6,0.3605,0.195,10.0
1.0475,0.465,0.2345,0.465,0.6,0.315,0.165,11.0
1.167,0.457,0.29,0.49,0.605,0.3745,0.18,9.0
1.0625,0.516,0.225,0.48,0.61,0.2915,0.14,11.0
0.9335,0.382,0.247,0.455,0.615,0.2615,0.15,10.0
1.3585,0.5935,0.3365,0.475,0.62,0.3745,0.195,10.0
1.2075,0.531,0.281,0.495,0.625,0.3525,0.175,11.0
1.217,0.667,0.2065,0.515,0.625,0.3115,0.165,10.0
0.8765,0.456,0.18,0.49,0.625,0.233,0.12,10.0
1.2795,0.618,0.256,0.53,0.63,0.315,0.18,9.0
1.1885,0.4915,0.3065,0.51,0.63,0.348,0.17,7.0
1.292,0.6,0.269,0.52,0.635,0.367,0.175,11.0
1.1795,0.4785,0.2775,0.485,0.635,0.355,0.18,10.0
1.2075,0.5385,0.282,0.515,0.635,0.345,0.16,11.0
1.297,0.59,0.3125,0.505,0.64,0.363,0.18,11.0
1.4585,0.625,0.266,0.575,0.64,0.4395,0.175,11.0
1.539,0.6115,0.408,0.495,0.645,0.445,0.19,12.0
1.676,0.693,0.44,0.52,0.65,0.47,0.195,15.0
1.4005,0.715,0.3025,0.525,0.67,0.387,0.17,9.0
1.4405,0.6595,0.2675,0.525,0.67,0.425,0.195,9.0
1.482,0.739,0.2925,0.54,0.67,0.365,0.175,10.0
1.2345,0.618,0.2625,0.515,0.68,0.325,0.16,11.0
1.533,0.667,0.4055,0.505,0.685,0.41,0.19,10.0
1.8445,0.9815,0.4655,0.515,0.69,0.341,0.18,13.0
1.825,0.938,0.3805,0.55,0.715,0.44,0.175,11.0
2.0885,0.9955,0.478,0.58,0.72,0.5305,0.19,13.0
2.087,0.909,0.474,0.59,0.735,0.625,0.205,12.0
1.884,0.954,0.336,0.575,0.745,0.495,0.2,12.0
1.029,0.4235,0.2285,0.365,0.485,0.313,0.155,8.0
0.981,0.465,0.2015,0.355,0.49,0.2505,0.155,8.0
1.2705,0.548,0.3265,0.405,0.535,0.337,0.175,13.0
1.406,0.6115,0.342,0.405,0.555,0.389,0.19,10.0
0.873,0.4625,0.1845,0.425,0.555,0.1965,0.15,9.0
0.9415,0.509,0.2015,0.425,0.56,0.1975,0.135,9.0
1.0835,0.5305,0.231,0.485,0.595,0.276,0.15,8.0
1.024,0.409,0.261,0.475,0.61,0.322,0.175,9.0
1.281,0.597,0.3035,0.485,0.61,0.33,0.17,9.0
1.006,0.456,0.2245,0.485,0.64,0.2835,0.16,9.0
1.307,0.678,0.292,0.495,0.64,0.266,0.165,11.0
1.463,0.592,0.3905,0.505,0.645,0.416,0.185,10.0
1.7885,0.8345,0.408,0.54,0.68,0.437,0.21,13.0
1.6135,0.75,0.4035,0.545,0.7,0.3685,0.185,11.0
2.2305,1.2395,0.422,0.585,0.73,0.563,0.225,14.0
0.6835,0.3125,0.1655,0.41,0.535,0.159,0.12,8.0
0.6855,0.293,0.163,0.42,0.54,0.38,0.19,10.0
0.894,0.3885,0.2095,0.45,0.56,0.264,0.145,9.0
0.95,0.4005,0.2235,0.45,0.57,0.2845,0.145,10.0
0.9785,0.4505,0.196,0.47,0.575,0.276,0.15,9.0
0.737,0.325,0.1405,0.445,0.575,0.237,0.14,10.0
1.1275,0.4925,0.262,0.45,0.585,0.335,0.175,11.0
0.9765,0.4525,0.2395,0.435,0.59,0.235,0.165,9.0
0.853,0.326,0.2615,0.405,0.59,0.245,0.15,9.0
0.991,0.382,0.2395,0.47,0.595,0.5,0.175,12.0
0.9125,0.4095,0.1825,0.48,0.595,0.289,0.14,9.0
0.8665,0.3695,0.1955,0.45,0.6,0.255,0.15,12.0
0.9615,0.422,0.176,0.485,0.615,0.29,0.215,11.0
1.145,0.4915,0.208,0.49,0.615,0.343,0.17,13.0
1.1955,0.492,0.247,0.515,0.63,0.37,0.175,11.0
1.31,0.495,0.295,0.495,0.63,0.4695,0.18,10.0
1.154,0.4405,0.2315,0.5,0.635,0.387,0.18,9.0
1.5595,0.695,0.3515,0.505,0.65,0.395,0.17,11.0
1.3165,0.6345,0.2605,0.51,0.65,0.364,0.175,12.0
1.403,0.6955,0.2385,0.54,0.655,0.42,0.165,11.0
1.3575,0.5325,0.3045,0.525,0.665,0.4485,0.155,10.0
1.3645,0.557,0.3405,0.52,0.675,0.385,0.145,11.0
1.545,0.686,0.3775,0.51,0.685,0.4055,0.165,10.0
1.724,0.566,0.4575,0.56,0.71,0.4625,0.175,13.0
0.458,0.2,0.111,0.35,0.455,0.1305,0.11,8.0
0.491,0.207,0.115,0.355,0.46,0.174,0.14,10.0
0.474,0.197,0.1065,0.38,0.495,0.1545,0.12,10.0
0.5805,0.244,0.1335,0.395,0.51,0.188,0.125,11.0
0.622,0.2655,0.147,0.4,0.525,0.184,0.13,9.0
0.706,0.3355,0.1635,0.415,0.53,0.1345,0.12,9.0
0.9385,0.3685,0.1245,0.435,0.545,0.345,0.145,11.0
0.9465,0.4355,0.2605,0.48,0.575,0.2505,0.15,9.0
0.9115,0.446,0.2075,0.43,0.58,0.121,0.125,10.0
0.942,0.43,0.182,0.455,0.595,0.277,0.145,11.0
1.193,0.5145,0.315,0.465,0.6,0.3055,0.18,8.0
1.461,0.5985,0.2425,0.5,0.645,0.439,0.18,11.0
1.489,0.6065,0.3795,0.525,0.66,0.421,0.2,10.0
0.7775,0.436,0.1715,0.405,0.465,0.1455,0.135,10.0
0.751,0.3295,0.1835,0.415,0.51,0.203,0.145,8.0
0.8755,0.44,0.1965,0.42,0.56,0.2315,0.15,8.0
0.9215,0.354,0.209,0.45,0.575,0.2365,0.135,9.0
1.206,0.581,0.216,0.46,0.585,0.323,0.15,10.0
1.2865,0.435,0.293,0.495,0.615,0.3245,0.155,11.0
1.1735,0.526,0.285,0.515,0.67,0.316,0.165,11.0
1.532,0.74,0.357,0.505,0.675,0.3815,0.16,11.0
0.547,0.2165,0.1105,0.36,0.46,0.19,0.125,8.0
0.5165,0.1885,0.1145,0.35,0.46,0.185,0.125,9.0
0.764,0.312,0.1505,0.42,0.535,0.265,0.125,11.0
0.488,0.188,0.0845,0.36,0.465,0.19,0.105,10.0
0.6905,0.259,0.151,0.4,0.51,0.23,0.14,10.0
0.97,0.2885,0.139,0.425,0.55,0.48,0.16,20.0
0.8465,0.336,0.2405,0.42,0.55,0.245,0.17,13.0
1.047,0.4315,0.276,0.45,0.585,0.315,0.15,14.0
0.4085,0.1755,0.092,0.335,0.425,0.135,0.1,9.0
0.56,0.2375,0.1065,0.41,0.54,0.175,0.13,7.0
0.635,0.29,0.1555,0.395,0.505,0.175,0.125,9.0
0.875,0.279,0.18,0.44,0.535,0.3,0.165,10.0
0.806,0.3415,0.203,0.435,0.55,0.215,0.11,9.0
1.194,0.4445,0.238,0.49,0.64,0.375,0.14,15.0
1.153,0.503,0.2505,0.49,0.605,0.295,0.155,15.0
1.114,0.3925,0.291,0.47,0.605,0.31,0.115,15.0
0.9125,0.3595,0.271,0.45,0.56,0.35,0.155,10.0
0.792,0.316,0.1455,0.405,0.525,0.28,0.16,13.0
0.2265,0.0995,0.0575,0.265,0.35,0.065,0.09,6.0
0.3955,0.147,0.0765,0.355,0.45,0.145,0.12,9.0
0.2505,0.106,0.0535,0.3,0.38,0.0775,0.1,8.0
0.551,0.2245,0.0715,0.385,0.5,0.206,0.135,11.0
1.307,0.4335,0.262,0.505,0.645,0.52,0.165,10.0
0.9185,0.404,0.1785,0.44,0.565,0.29,0.115,11.0
2.2695,0.8835,0.3985,0.575,0.72,0.665,0.23,16.0
0.9235,0.412,0.2135,0.405,0.55,0.24,0.15,7.0
1.3315,0.5665,0.347,0.515,0.65,0.405,0.18,13.0
1.032,0.354,0.2045,0.435,0.565,0.31,0.185,20.0
0.478,0.1865,0.115,0.335,0.45,0.16,0.14,11.0
0.1975,0.0795,0.0375,0.265,0.335,0.07,0.095,9.0
1.0055,0.3785,0.244,0.45,0.565,0.265,0.14,12.0
1.4985,0.4125,0.3075,0.51,0.63,0.545,0.19,16.0
0.388,0.149,0.087,0.34,0.425,0.125,0.12,10.0
1.402,0.483,0.3205,0.525,0.675,0.465,0.175,16.0
0.6025,0.216,0.138,0.4,0.5,0.21,0.145,11.0
0.2775,0.109,0.0515,0.305,0.385,0.1,0.09,9.0
0.973,0.2985,0.2135,0.435,0.52,0.355,0.195,18.0
0.753,0.258,0.171,0.415,0.52,0.255,0.175,8.0
1.3765,0.44,0.3075,0.525,0.64,0.47,0.2,16.0
0.96,0.387,0.2385,0.455,0.57,0.275,0.15,11.0
0.3745,0.158,0.081,0.325,0.41,0.125,0.12,12.0
0.696,0.2405,0.1625,0.41,0.485,0.265,0.15,13.0
1.383,0.596,0.2565,0.535,0.665,0.485,0.155,14.0
1.156,0.428,0.289,0.51,0.635,0.315,0.155,18.0
1.477,0.6375,0.3025,0.53,0.695,0.43,0.15,14.0
0.858,0.377,0.1585,0.435,0.555,0.29,0.135,15.0
1.4995,0.6265,0.4005,0.525,0.65,0.395,0.19,14.0
1.467,0.5825,0.303,0.48,0.635,0.42,0.19,15.0
0.906,0.342,0.219,0.435,0.55,0.295,0.16,13.0
1.06,0.402,0.28,0.5,0.595,0.275,0.165,11.0
0.161,0.0725,0.039,0.24,0.3,0.05,0.09,6.0
0.6175,0.3,0.142,0.38,0.48,0.175,0.13,12.0
0.655,0.3185,0.15,0.385,0.505,0.185,0.11,9.0
0.484,0.2155,0.102,0.375,0.455,0.165,0.125,7.0
1.4435,0.6145,0.3035,0.505,0.64,0.39,0.165,18.0
0.9085,0.398,0.197,0.45,0.565,0.29,0.115,17.0
0.528,0.2,0.1395,0.38,0.48,0.16,0.135,14.0
0.3595,0.1415,0.0885,0.31,0.41,0.115,0.125,11.0
0.7735,0.297,0.123,0.425,0.52,0.255,0.155,17.0
0.4365,0.169,0.1075,0.36,0.465,0.145,0.125,11.0
0.415,0.215,0.082,0.355,0.46,0.13,0.11,12.0
0.4775,0.2,0.0785,0.385,0.485,0.17,0.125,12.0
0.6445,0.26,0.1575,0.415,0.525,0.22,0.16,12.0
1.6195,0.533,0.353,0.54,0.69,0.555,0.185,24.0
0.81,0.317,0.157,0.45,0.55,0.22,0.17,11.0
0.868,0.348,0.217,0.44,0.565,0.26,0.155,11.0
0.7085,0.305,0.1455,0.46,0.55,0.205,0.13,12.0
0.72,0.275,0.164,0.42,0.535,0.225,0.16,15.0
0.738,0.2845,0.17,0.405,0.53,0.193,0.13,9.0
1.156,0.5525,0.243,0.455,0.575,0.295,0.185,13.0
0.7485,0.3345,0.1315,0.45,0.59,0.22,0.12,14.0
1.229,0.524,0.278,0.5,0.645,0.395,0.19,17.0
1.145,0.4325,0.27,0.485,0.605,0.405,0.175,16.0
0.099,0.037,0.024,0.2,0.275,0.03,0.08,5.0
0.314,0.138,0.057,0.31,0.4,0.1,0.11,11.0
0.195,0.0745,0.041,0.26,0.35,0.0655,0.09,9.0
0.451,0.171,0.0705,0.35,0.44,0.184,0.14,16.0
0.084,0.034,0.0105,0.2,0.265,0.03,0.065,7.0
0.0245,0.0095,0.0045,0.125,0.165,0.008,0.04,4.0
0.163,0.0615,0.037,0.265,0.345,0.0485,0.09,10.0
0.34,0.1315,0.085,0.33,0.43,0.112,0.095,14.0
0.3005,0.1215,0.0575,0.32,0.415,0.104,0.1,11.0
0.106,0.0415,0.023,0.215,0.285,0.035,0.075,5.0
0.306,0.121,0.0735,0.315,0.41,0.09,0.095,9.0
0.301,0.124,0.069,0.3,0.41,0.09,0.1,9.0
0.171,0.0655,0.0365,0.245,0.33,0.055,0.085,11.0
0.0905,0.035,0.02,0.21,0.28,0.03,0.065,5.0
0.44,0.169,0.1065,0.345,0.455,0.135,0.125,12.0
0.163,0.0615,0.034,0.235,0.33,0.055,0.09,10.0
