length,diameter,whole_weight,shucked_weight,viscera_weight,height,shell_weight,rings
0.555,0.43,0.7575,0.2735,0.1635,0.165,0.275,13.0
0.595,0.475,1.0965,0.419,0.229,0.17,0.35,17.0
0.6,0.48,1.229,0.4125,0.2735,0.175,0.415,13.0
0.585,0.465,1.171,0.3905,0.2355,0.19,0.4,17.0
0.415,0.315,0.388,0.068,0.09,0.125,0.125,12.0
0.465,0.36,0.5265,0.2105,0.1185,0.13,0.165,10.0
0.46,0.375,0.5105,0.192,0.1045,0.14,0.205,9.0
0.36,0.27,0.2225,0.083,0.053,0.09,0.075,6.0
0.655,0.59,1.5455,0.654,0.3765,0.2,0.415,11.0
0.6,0.485,1.2675,0.4995,0.2815,0.175,0.38,13.0
0.65,0.495,1.793,0.8005,0.339,0.18,0.53,14.0
0.51,0.395,0.6185,0.216,0.1385,0.145,0.24,12.0
0.52,0.38,0.5825,0.2505,0.1565,0.135,0.175,8.0
0.495,0.415,0.7485,0.264,0.134,0.165,0.285,13.0
0.43,0.335,0.406,0.166,0.0935,0.115,0.135,8.0
0.55,0.46,0.869,0.3155,0.1825,0.175,0.32,10.0
0.585,0.43,0.955,0.3625,0.176,0.16,0.27,11.0
0.57,0.45,0.8615,0.3725,0.2175,0.16,0.255,12.0
0.635,0.51,1.598,0.6535,0.2835,0.21,0.58,15.0
0.695,0.57,2.033,0.751,0.4255,0.2,0.685,15.0
0.655,0.525,1.259,0.487,0.2215,0.185,0.445,20.0
0.51,0.405,0.7175,0.3725,0.158,0.13,0.17,9.0
0.525,0.405,0.7575,0.3305,0.216,0.135,0.195,10.0
0.44,0.375,0.487,0.226,0.0965,0.13,0.155,9.0
0.475,0.375,0.563,0.2525,0.1205,0.12,0.185,10.0
0.525,0.425,0.702,0.3335,0.1465,0.12,0.22,12.0
0.475,0.36,0.578,0.2825,0.12,0.12,0.17,8.0
0.46,0.375,0.5735,0.2505,0.119,0.13,0.195,9.0
0.59,0.49,1.008,0.422,0.2245,0.135,0.285,11.0
0.455,0.355,0.515,0.2,0.1275,0.13,0.175,11.0
0.47,0.375,0.5795,0.2145,0.164,0.13,0.195,13.0
0.35,0.265,0.2965,0.1365,0.063,0.11,0.085,7.0
0.595,0.47,0.991,0.4035,0.1505,0.145,0.34,16.0
0.575,0.435,0.805,0.293,0.1625,0.15,0.27,17.0
0.535,0.435,0.8915,0.3415,0.177,0.155,0.25,13.0
0.515,0.42,0.769,0.2505,0.154,0.14,0.29,13.0
0.49,0.395,0.5545,0.213,0.0925,0.135,0.215,14.0
0.53,0.435,0.7365,0.3275,0.1315,0.135,0.22,12.0
0.43,0.345,0.3045,0.0925,0.055,0.115,0.12,11.0
0.475,0.395,0.592,0.2465,0.1645,0.135,0.2,13.0
0.59,0.46,0.906,0.327,0.1485,0.155,0.335,15.0
0.695,0.55,1.5515,0.566,0.3835,0.22,0.445,13.0
0.61,0.49,1.103,0.425,0.2025,0.15,0.36,23.0
0.56,0.455,0.86,0.4015,0.1695,0.165,0.245,11.0
0.655,0.485,1.62,0.6275,0.358,0.195,0.485,17.0
0.64,0.52,1.407,0.566,0.304,0.2,0.455,17.0
0.67,0.55,1.247,0.472,0.2455,0.17,0.4,21.0
0.505,0.4,0.764,0.3035,0.189,0.13,0.2175,11.0
0.525,0.43,0.8645,0.376,0.1945,0.165,0.2515,16.0
0.59,0.475,0.9455,0.3815,0.184,0.16,0.27,19.0
0.7,0.53,1.3185,0.548,0.233,0.19,0.42,18.0
0.635,0.495,1.081,0.4825,0.242,0.15,0.31,11.0
0.555,0.44,0.9025,0.3805,0.2105,0.135,0.28,13.0
0.575,0.47,1.1415,0.4515,0.204,0.15,0.4,13.0
0.585,0.455,1.027,0.391,0.212,0.125,0.25,17.0
0.55,0.45,0.7895,0.343,0.159,0.155,0.25,12.0
0.57,0.475,1.0295,0.4635,0.1905,0.195,0.305,18.0
0.695,0.57,1.885,0.8665,0.435,0.23,0.5,19.0
0.65,0.545,1.2425,0.487,0.296,0.16,0.48,15.0
0.18,0.125,0.023,0.0085,0.0055,0.05,0.01,3.0
0.34,0.275,0.2065,0.0725,0.043,0.09,0.07,10.0
0.175,0.135,0.0305,0.011,0.0075,0.04,0.01,5.0
0.155,0.115,0.024,0.009,0.005,0.025,0.0075,5.0
0.42,0.34,0.4495,0.165,0.1125,0.125,0.144,11.0
0.37,0.29,0.241,0.11,0.045,0.09,0.069,10.0
0.33,0.25,0.197,0.085,0.041,0.09,0.0605,10.0
0.29,0.225,0.1295,0.0535,0.026,0.08,0.045,10.0
0.31,0.245,0.15,0.0525,0.034,0.095,0.048,7.0
0.4,0.315,0.287,0.1135,0.037,0.105,0.113,10.0
0.425,0.315,0.3525,0.1135,0.0565,0.125,0.13,18.0
0.31,0.235,0.12,0.0415,0.033,0.06,0.04,11.0
0.35,0.255,0.2145,0.1,0.0465,0.085,0.06,13.0
0.26,0.2,0.096,0.044,0.027,0.065,0.03,6.0
0.26,0.19,0.0945,0.0445,0.02,0.075,0.03,6.0
0.34,0.255,0.213,0.081,0.034,0.095,0.07,9.0
0.515,0.4,0.8175,0.2515,0.156,0.16,0.3,23.0
0.465,0.355,0.5255,0.2025,0.135,0.125,0.145,13.0
0.54,0.415,0.879,0.339,0.208,0.17,0.255,10.0
0.475,0.355,0.4625,0.186,0.107,0.125,0.145,9.0
0.5,0.355,0.528,0.2125,0.149,0.14,0.14,9.0
0.5,0.38,0.5835,0.2295,0.1265,0.135,0.18,12.0
0.35,0.26,0.198,0.0725,0.056,0.09,0.06,10.0
0.395,0.305,0.282,0.0975,0.065,0.105,0.096,9.0
0.445,0.35,0.5905,0.2025,0.158,0.14,0.19,14.0
0.44,0.325,0.413,0.144,0.1015,0.08,0.13,8.0
0.515,0.405,0.8505,0.312,0.146,0.14,0.315,17.0
0.5,0.39,0.709,0.275,0.168,0.13,0.18,11.0
0.425,0.325,0.3755,0.142,0.1065,0.12,0.105,9.0
0.51,0.415,0.8185,0.3025,0.2155,0.14,0.235,16.0
0.54,0.415,0.8245,0.272,0.226,0.13,0.24,13.0
0.615,0.475,1.1825,0.474,0.2895,0.17,0.24,11.0
0.565,0.44,1.122,0.393,0.2,0.175,0.375,20.0
0.645,0.515,1.6115,0.6745,0.384,0.175,0.385,14.0
0.605,0.49,1.3,0.517,0.3285,0.145,0.31,14.0
0.645,0.485,1.489,0.5915,0.312,0.155,0.38,18.0
0.57,0.42,1.008,0.377,0.193,0.155,0.34,13.0
0.39,0.285,0.271,0.11,0.06,0.095,0.08,8.0
0.52,0.4,0.8565,0.2745,0.201,0.165,0.21,12.0
0.46,0.36,0.6105,0.1955,0.107,0.135,0.235,14.0
0.5,0.385,0.7615,0.246,0.195,0.145,0.204,14.0
0.49,0.39,0.592,0.242,0.096,0.135,0.1835,15.0
0.44,0.325,0.39,0.163,0.087,0.115,0.113,7.0
0.4,0.305,0.2935,0.096,0.0675,0.13,0.105,9.0
0.45,0.36,0.567,0.174,0.1245,0.16,0.225,12.0
0.505,0.4,0.8415,0.2715,0.1775,0.155,0.285,12.0
0.495,0.4,0.7775,0.2015,0.18,0.14,0.25,15.0
0.54,0.41,0.989,0.2815,0.213,0.145,0.355,19.0
0.465,0.375,0.5,0.21,0.113,0.11,0.1505,8.0
0.48,0.37,0.6315,0.3445,0.1015,0.135,0.161,7.0
0.5,0.4,0.7715,0.37,0.16,0.13,0.211,8.0
0.525,0.425,0.872,0.4625,0.1725,0.19,0.199,9.0
0.54,0.42,0.8115,0.392,0.1455,0.12,0.2235,9.0
0.545,0.45,0.8795,0.387,0.15,0.15,0.2625,11.0
0.58,0.46,1.145,0.48,0.277,0.18,0.325,11.0
0.59,0.455,1.09,0.5,0.2215,0.16,0.292,9.0
0.59,0.48,1.262,0.5685,0.2725,0.16,0.335,9.0
0.595,0.49,1.185,0.482,0.2015,0.185,0.361,10.0
0.605,0.475,1.201,0.5395,0.275,0.175,0.309,10.0
0.63,0.5,1.362,0.5785,0.3125,0.185,0.384,10.0
0.64,0.585,1.647,0.7225,0.331,0.195,0.471,12.0
0.66,0.535,1.791,0.733,0.318,0.2,0.54,15.0
0.465,0.34,0.486,0.231,0.1035,0.105,0.1225,9.0
0.48,0.37,0.5135,0.243,0.1015,0.1,0.135,8.0
0.5,0.375,0.6215,0.274,0.166,0.145,0.1485,7.0
0.515,0.395,0.646,0.285,0.1365,0.12,0.172,9.0
0.525,0.415,0.7945,0.394,0.189,0.135,0.202,7.0
0.525,0.425,0.812,0.4035,0.1705,0.125,0.195,8.0
0.53,0.41,0.681,0.3095,0.1415,0.14,0.1835,6.0
0.54,0.435,0.7345,0.33,0.1595,0.14,0.213,9.0
0.575,0.45,0.948,0.429,0.206,0.155,0.259,7.0
0.59,0.465,1.046,0.4695,0.263,0.14,0.263,7.0
0.6,0.46,1.247,0.5335,0.2735,0.15,0.29,9.0
0.61,0.48,1.1495,0.564,0.274,0.15,0.264,8.0
0.615,0.47,1.2,0.5085,0.32,0.155,0.292,8.0
0.625,0.48,1.3555,0.671,0.268,0.17,0.3385,10.0
0.63,0.48,1.286,0.604,0.271,0.165,0.35,8.0
0.645,0.49,1.251,0.5355,0.3345,0.16,0.3165,9.0
0.645,0.5,1.5105,0.6735,0.3755,0.175,0.3775,12.0
0.67,0.52,1.6385,0.8115,0.369,0.19,0.391,9.0
0.69,0.54,1.71,0.7725,0.3855,0.185,0.4325,8.0
0.695,0.525,1.742,0.696,0.389,0.175,0.505,12.0
0.765,0.585,2.398,1.128,0.512,0.18,0.5335,12.0
0.77,0.6,2.1945,1.0515,0.482,0.215,0.584,10.0
0.49,0.38,0.554,0.2935,0.1005,0.11,0.15,8.0
0.5,0.38,0.5765,0.273,0.135,0.12,0.145,9.0
0.505,0.4,0.723,0.377,0.149,0.135,0.178,7.0
0.545,0.42,0.778,0.3745,0.1545,0.145,0.205,7.0
0.545,0.42,0.7865,0.403,0.185,0.12,0.17,7.0
0.565,0.43,0.784,0.3495,0.1885,0.13,0.213,9.0
0.57,0.45,1.02,0.546,0.204,0.135,0.25,9.0
0.58,0.455,0.852,0.41,0.1725,0.13,0.225,8.0
0.59,0.47,0.861,0.413,0.164,0.15,0.249,8.0
0.59,0.46,1.004,0.496,0.2165,0.14,0.26,9.0
0.595,0.47,1.108,0.4915,0.2325,0.165,0.3345,9.0
0.595,0.46,0.852,0.4215,0.2255,0.14,0.227,9.0
0.6,0.49,1.9875,1.005,0.419,0.21,0.491,10.0
0.615,0.45,1.198,0.707,0.2095,0.15,0.2505,7.0
0.615,0.475,1.103,0.4635,0.3095,0.175,0.2725,10.0
0.62,0.49,1.1,0.505,0.2475,0.155,0.31,9.0
0.62,0.48,1.1015,0.4965,0.243,0.15,0.305,10.0
0.625,0.495,1.3835,0.7105,0.3005,0.185,0.345,11.0
0.625,0.48,1.085,0.4645,0.2445,0.145,0.327,10.0
0.63,0.505,1.3165,0.6325,0.2465,0.15,0.37,11.0
0.63,0.51,1.3415,0.6575,0.262,0.175,0.375,10.0
0.63,0.465,1.027,0.537,0.188,0.15,0.176,8.0
0.645,0.515,1.1845,0.506,0.311,0.16,0.335,9.0
0.645,0.48,1.192,0.6055,0.2595,0.15,0.285,9.0
0.65,0.515,1.1805,0.5235,0.283,0.125,0.3275,9.0
0.65,0.52,1.2655,0.615,0.2775,0.175,0.336,9.0
0.65,0.51,1.407,0.7215,0.298,0.155,0.335,9.0
0.66,0.515,1.4465,0.694,0.298,0.165,0.3755,10.0
0.67,0.5,1.269,0.576,0.2985,0.2,0.351,11.0
0.67,0.51,1.68,0.926,0.2975,0.18,0.3935,13.0
0.68,0.52,1.4775,0.724,0.279,0.165,0.406,11.0
0.68,0.53,1.529,0.7635,0.3115,0.18,0.4025,11.0
0.7,0.525,1.7585,0.8745,0.3615,0.175,0.47,10.0
0.7,0.55,1.523,0.693,0.306,0.2,0.4405,13.0
0.725,0.55,1.51,0.8735,0.4265,0.2,0.5085,9.0
0.735,0.57,1.88,0.9095,0.387,0.175,0.488,11.0
0.75,0.555,2.201,1.0615,0.5235,0.215,0.5285,11.0
0.45,0.325,0.4305,0.2235,0.0785,0.115,0.1155,8.0
0.48,0.375,0.5895,0.2535,0.128,0.12,0.172,11.0
0.515,0.41,0.7355,0.3065,0.137,0.14,0.2,7.0
0.535,0.43,0.7845,0.3285,0.169,0.155,0.245,10.0
0.58,0.44,1.2255,0.5405,0.2705,0.175,0.3265,10.0
0.585,0.465,0.885,0.4025,0.1625,0.165,0.274,10.0
0.59,0.47,0.9235,0.4545,0.173,0.145,0.254,9.0
0.59,0.475,0.977,0.4625,0.2025,0.14,0.275,10.0
0.595,0.475,1.0305,0.4925,0.217,0.14,0.278,10.0
0.6,0.48,1.05,0.457,0.2685,0.09,0.28,8.0
0.6,0.495,1.1145,0.5055,0.2635,0.185,0.367,11.0
0.6,0.45,0.877,0.4325,0.155,0.145,0.24,9.0
0.6,0.51,1.285,0.6095,0.2745,0.185,0.315,9.0
0.61,0.48,1.3065,0.6895,0.2915,0.185,0.29,10.0
0.625,0.5,1.096,0.5445,0.2165,0.14,0.295,10.0
0.625,0.49,1.205,0.5175,0.3105,0.165,0.3465,10.0
0.63,0.505,1.221,0.555,0.252,0.175,0.34,12.0
0.63,0.47,1.1355,0.539,0.2325,0.15,0.3115,12.0
0.63,0.525,1.3135,0.4935,0.2565,0.195,0.465,10.0
0.64,0.505,1.1955,0.5565,0.211,0.155,0.346,11.0
0.64,0.485,1.098,0.5195,0.222,0.15,0.3175,10.0
0.64,0.495,1.139,0.5395,0.282,0.17,0.285,10.0
0.64,0.515,1.042,0.515,0.1755,0.08,0.175,10.0
0.65,0.52,1.368,0.6185,0.288,0.155,0.365,9.0
0.65,0.51,1.446,0.6485,0.2705,0.175,0.45,12.0
0.7,0.54,1.74,0.7885,0.373,0.205,0.4865,13.0
0.71,0.565,1.601,0.706,0.321,0.2,0.45,11.0
0.72,0.55,2.165,1.1055,0.525,0.205,0.404,10.0
0.725,0.57,2.3305,1.253,0.541,0.19,0.52,9.0
0.5,0.365,0.5945,0.309,0.1085,0.13,0.1535,9.0
0.52,0.4,0.872,0.4515,0.1615,0.105,0.1985,9.0
0.535,0.405,0.818,0.402,0.1715,0.14,0.189,7.0
0.57,0.42,0.8745,0.416,0.165,0.14,0.25,8.0
0.58,0.445,0.984,0.49,0.201,0.16,0.27,9.0
0.59,0.47,1.1735,0.6245,0.233,0.155,0.2595,9.0
0.59,0.485,1.0785,0.4535,0.2435,0.155,0.31,9.0
0.595,0.435,1.057,0.4255,0.224,0.16,0.31,9.0
0.6,0.475,1.11,0.5105,0.256,0.175,0.285,9.0
0.6,0.45,1.142,0.539,0.225,0.16,0.307,10.0
0.605,0.475,1.1255,0.59,0.247,0.19,0.26,10.0
0.625,0.475,1.3405,0.656,0.283,0.175,0.337,10.0
0.625,0.5,1.082,0.5785,0.2045,0.13,0.25,8.0
0.63,0.49,1.2005,0.575,0.273,0.165,0.294,10.0
0.63,0.485,1.243,0.623,0.275,0.16,0.3,10.0
0.665,0.515,1.6385,0.831,0.3575,0.19,0.371,11.0
0.695,0.54,1.691,0.768,0.363,0.195,0.4755,11.0
0.735,0.57,2.2355,1.1705,0.463,0.21,0.5315,10.0
0.74,0.595,2.3235,1.1495,0.5115,0.19,0.505,11.0
0.505,0.365,0.521,0.25,0.096,0.115,0.15,8.0
0.52,0.465,0.9505,0.456,0.199,0.15,0.255,8.0
0.53,0.405,0.8315,0.352,0.187,0.15,0.2525,10.0
0.575,0.45,0.9655,0.498,0.19,0.165,0.23,8.0
0.58,0.465,0.9065,0.371,0.1965,0.15,0.29,8.0
0.58,0.46,1.049,0.5205,0.1935,0.15,0.305,10.0
0.58,0.445,0.9525,0.4315,0.1945,0.15,0.287,11.0
0.59,0.5,1.142,0.485,0.265,0.15,0.345,9.0
0.595,0.47,1.2015,0.492,0.3865,0.155,0.265,10.0
0.595,0.46,1.1295,0.57,0.2555,0.17,0.265,10.0
0.6,0.45,1.34,0.617,0.3255,0.195,0.3605,10.0
0.6,0.465,1.0475,0.465,0.2345,0.165,0.315,11.0
0.605,0.49,1.167,0.457,0.29,0.18,0.3745,9.0
0.61,0.48,1.0625,0.516,0.225,0.14,0.2915,11.0
0.615,0.455,0.9335,0.382,0.247,0.15,0.2615,10.0
0.62,0.475,1.3585,0.5935,0.3365,0.195,0.3745,10.0
0.625,0.495,1.2075,0.531,0.281,0.175,0.3525,11.0
0.625,0.515,1.217,0.667,0.2065,0.165,0.3115,10.0
0.625,0.49,0.8765,0.456,0.18,0.12,0.233,10.0
0.63,0.53,1.2795,0.618,0.256,0.18,0.315,9.0
0.63,0.51,1.1885,0.4915,0.3065,0.17,0.348,7.0
0.635,0.52,1.292,0.6,0.269,0.175,0.367,11.0
0.635,0.485,1.1795,0.4785,0.2775,0.18,0.355,10.0
0.635,0.515,1.2075,0.5385,0.282,0.16,0.345,11.0
0.64,0.505,1.297,0.59,0.3125,0.18,0.363,11.0
0.64,0.575,1.4585,0.625,0.266,0.175,0.4395,11.0
0.645,0.495,1.539,0.6115,0.408,0.19,0.445,12.0
0.65,0.52,1.676,0.693,0.44,0.195,0.47,15.0
0.67,0.525,1.4005,0.715,0.3025,0.17,0.387,9.0
0.67,0.525,1.4405,0.6595,0.2675,0.195,0.425,9.0
0.67,0.54,1.482,0.739,0.2925,0.175,0.365,10.0
0.68,0.515,1.2345,0.618,0.2625,0.16,0.325,11.0
0.685,0.505,1.533,0.667,0.4055,0.19,0.41,10.0
0.69,0.515,1.8445,0.9815,0.4655,0.18,0.341,13.0
0.715,0.55,1.825,0.938,0.3805,0.175,0.44,11.0
0.72,0.58,2.0885,0.9955,0.478,0.19,0.5305,13.0
0.735,0.59,2.087,0.909,0.474,0.205,0.625,12.0
0.745,0.575,1.884,0.954,0.336,0.2,0.495,12.0
0.485,0.365,1.029,0.4235,0.2285,0.155,0.313,8.0
0.49,0.355,0.981,0.465,0.2015,0.155,0.2505,8.0
0.535,0.405,1.2705,0.548,0.3265,0.175,0.337,13.0
0.555,0.405,1.406,0.6115,0.342,0.19,0.389,10.0
0.555,0.425,0.873,0.4625,0.1845,0.15,0.1965,9.0
0.56,0.425,0.9415,0.509,0.2015,0.135,0.1975,9.0
0.595,0.485,1.0835,0.5305,0.231,0.15,0.276,8.0
0.61,0.475,1.024,0.409,0.261,0.175,0.322,9.0
0.61,0.485,1.281,0.597,0.3035,0.17,0.33,9.0
0.64,0.485,1.006,0.456,0.2245,0.16,0.2835,9.0
0.64,0.495,1.307,0.678,0.292,0.165,0.266,11.0
0.645,0.505,1.463,0.592,0.3905,0.185,0.416,10.0
0.68,0.54,1.7885,0.8345,0.408,0.21,0.437,13.0
0.7,0.545,1.6135,0.75,0.4035,0.185,0.3685,11.0
0.73,0.585,2.2305,1.2395,0.422,0.225,0.563,14.0
0.535,0.41,0.6835,0.3125,0.1655,0.12,0.159,8.0
0.54,0.42,0.6855,0.293,0.163,0.19,0.38,10.0
0.56,0.45,0.894,0.3885,0.2095,0.145,0.264,9.0
0.57,0.45,0.95,0.4005,0.2235,0.145,0.2845,10.0
0.575,0.47,0.9785,0.4505,0.196,0.15,0.276,9.0
0.575,0.445,0.737,0.325,0.1405,0.14,0.237,10.0
0.585,0.45,1.1275,0.4925,0.262,0.175,0.335,11.0
0.59,0.435,0.9765,0.4525,0.2395,0.165,0.235,9.0
0.59,0.405,0.853,0.326,0.2615,0.15,0.245,9.0
0.595,0.47,0.991,0.382,0.2395,0.175,0.5,12.0
0.595,0.48,0.9125,0.4095,0.1825,0.14,0.289,9.0
0.6,0.45,0.8665,0.3695,0.1955,0.15,0.255,12.0
0.615,0.485,0.9615,0.422,0.176,0.215,0.29,11.0
0.615,0.49,1.145,0.4915,0.208,0.17,0.343,13.0
0.63,0.515,1.1955,0.492,0.247,0.175,0.37,11.0
0.63,0.495,1.31,0.495,0.295,0.18,0.4695,10.0
0.635,0.5,1.154,0.4405,0.2315,0.18,0.387,9.0
0.65,0.505,1.5595,0.695,0.3515,0.17,0.395,11.0
0.65,0.51,1.3165,0.6345,0.2605,0.175,0.364,12.0
0.655,0.54,1.403,0.6955,0.2385,0.165,0.42,11.0
0.665,0.525,1.3575,0.5325,0.3045,0.155,0.4485,10.0
0.675,0.52,1.3645,0.557,0.3405,0.145,0.385,11.0
0.685,0.51,1.545,0.686,0.3775,0.165,0.4055,10.0
0.71,0.56,1.724,0.566,0.4575,0.175,0.4625,13.0
0.455,0.35,0.458,0.2,0.111,0.11,0.1305,8.0
0.46,0.355,0.491,0.207,0.115,0.14,0.174,10.0
0.495,0.38,0.474,0.197,0.1065,0.12,0.1545,10.0
0.51,0.395,0.5805,0.244,0.1335,0.125,0.188,11.0
0.525,0.4,0.622,0.2655,0.147,0.13,0.184,9.0
0.53,0.415,0.706,0.3355,0.1635,0.12,0.1345,9.0
0.545,0.435,0.9385,0.3685,0.1245,0.145,0.345,11.0
0.575,0.48,0.9465,0.4355,0.2605,0.15,0.2505,9.0
0.58,0.43,0.9115,0.446,0.2075,0.125,0.121,10.0
0.595,0.455,0.942,0.43,0.182,0.145,0.277,11.0
0.6,0.465,1.193,0.5145,0.315,0.18,0.3055,8.0
0.645,0.5,1.461,0.5985,0.2425,0.18,0.439,11.0
0.66,0.525,1.489,0.6065,0.3795,0.2,0.421,10.0
0.465,0.405,0.7775,0.436,0.1715,0.135,0.1455,10.0
0.51,0.415,0.751,0.3295,0.1835,0.145,0.203,8.0
0.56,0.42,0.8755,0.44,0.1965,0.15,0.2315,8.0
0.575,0.45,0.9215,0.354,0.209,0.135,0.2365,9.0
0.585,0.46,1.206,0.581,0.216,0.15,0.323,10.0
0.615,0.495,1.2865,0.435,0.293,0.155,0.3245,11.0
0.67,0.515,1.1735,0.526,0.285,0.165,0.316,11.0
0.675,0.505,1.532,0.74,0.357,0.16,0.3815,11.0
0.46,0.36,0.547,0.2165,0.1105,0.125,0.19,8.0
0.46,0.35,0.5165,0.1885,0.1145,0.125,0.185,9.0
0.535,0.42,0.764,0.312,0.1505,0.125,0.265,11.0
0.465,0.36,0.488,0.188,0.0845,0.105,0.19,10.0
0.51,0.4,0.6905,0.259,0.151,0.14,0.23,10.0
0.55,0.425,0.97,0.2885,0.139,0.16,0.48,20.0
0.55,0.42,0.8465,0.336,0.2405,0.17,0.245,13.0
0.585,0.45,1.047,0.4315,0.276,0.15,0.315,14.0
0.425,0.335,0.4085,0.1755,0.092,0.1,0.135,9.0
0.54,0.41,0.56,0.2375,0.1065,0.13,0.175,7.0
0.505,0.395,0.635,0.29,0.1555,0.125,0.175,9.0
0.535,0.44,0.875,0.279,0.18,0.165,0.3,10.0
0.55,0.435,0.806,0.3415,0.203,0.11,0.215,9.0
0.64,0.49,1.194,0.4445,0.238,0.14,0.375,15.0
0.605,0.49,1.153,0.503,0.2505,0.155,0.295,15.0
0.605,0.47,1.114,0.3925,0.291,0.115,0.31,15.0
0.56,0.45,0.9125,0.3595,0.271,0.155,0.35,10.0
0.525,0.405,0.792,0.316,0.1455,0.16,0.28,13.0
0.35,0.265,0.2265,0.0995,0.0575,0.09,0.065,6.0
0.45,0.355,0.3955,0.147,0.0765,0.12,0.145,9.0
0.38,0.3,0.2505,0.106,0.0535,0.1,0.0775,8.0
0.5,0.385,0.551,0.2245,0.0715,0.135,0.206,11.0
0.645,0.505,1.307,0.4335,0.262,0.165,0.52,10.0
0.565,0.44,0.9185,0.404,0.1785,0.115,0.29,11.0
0.72,0.575,2.2695,0.8835,0.3985,0.23,0.665,16.0
0.55,0.405,0.9235,0.412,0.2135,0.15,0.24,7.0
0.65,0.515,1.3315,0.5665,0.347,0.18,0.405,13.0
0.565,0.435,1.032,0.354,0.2045,0.185,0.31,20.0
0.45,0.335,0.478,0.1865,0.115,0.14,0.16,11.0
0.335,0.265,0.1975,0.0795,0.0375,0.095,0.07,9.0
0.565,0.45,1.0055,0.3785,0.244,0.14,0.265,12.0
0.63,0.51,1.4985,0.4125,0.3075,0.19,0.545,16.0
0.425,0.34,0.388,0.149,0.087,0.12,0.125,10.0
0.675,0.525,1.402,0.483,0.3205,0.175,0.465,16.0
0.5,0.4,0.6025,0.216,0.138,0.145,0.21,11.0
0.385,0.305,0.2775,0.109,0.0515,0.09,0.1,9.0
0.52,0.435,0.973,0.2985,0.2135,0.195,0.355,18.0
0.52,0.415,0.753,0.258,0.171,0.175,0.255,8.0
0.64,0.525,1.3765,0.44,0.3075,0.2,0.47,16.0
0.57,0.455,0.96,0.387,0.2385,0.15,0.275,11.0
0.41,0.325,0.3745,0.158,0.081,0.12,0.125,12.0
0.485,0.41,0.696,0.2405,0.1625,0.15,0.265,13.0
0.665,0.535,1.383,0.596,0.2565,0.155,0.485,14.0
0.635,0.51,1.156,0.428,0.289,0.155,0.315,18.0
0.695,0.53,1.477,0.6375,0.3025,0.15,0.43,14.0
0.555,0.435,0.858,0.377,0.1585,0.135,0.29,15.0
0.65,0.525,1.4995,0.6265,0.4005,0.19,0.395,14.0
0.635,0.48,1.467,0.5825,0.303,0.19,0.42,15.0
0.55,0.435,0.906,0.342,0.219,0.16,0.295,13.0
0.595,0.5,1.06,0.402,0.28,0.165,0.275,11.0
0.3,0.24,0.161,0.0725,0.039,0.09,0.05,6.0
0.48,0.38,0.6175,0.3,0.142,0.13,0.175,12.0
0.505,0.385,0.655,0.3185,0.15,0.11,0.185,9.0
0.455,0.375,0.484,0.2155,0.102,0.125,0.165,7.0
0.64,0.505,1.4435,0.6145,0.3035,0.165,0.39,18.0
0.565,0.45,0.9085,0.398,0.197,0.115,0.29,17.0
0.48,0.38,0.528,0.2,0.1395,0.135,0.16,14.0
0.41,0.31,0.3595,0.1415,0.0885,0.125,0.115,11.0
0.52,0.425,0.7735,0.297,0.123,0.155,0.255,17.0
0.465,0.36,0.4365,0.169,0.1075,0.125,0.145,11.0
0.46,0.355,0.415,0.215,0.082,0.11,0.13,12.0
0.485,0.385,0.4775,0.2,0.0785,0.125,0.17,12.0
0.525,0.415,0.6445,0.26,0.1575,0.16,0.22,12.0
0.69,0.54,1.6195,0.533,0.353,0.185,0.555,24.0
0.55,0.45,0.81,0.317,0.157,0.17,0.22,11.0
0.565,0.44,0.868,0.348,0.217,0.155,0.26,11.0
0.55,0.46,0.7085,0.305,0.1455,0.13,0.205,12.0
0.535,0.42,0.72,0.275,0.164,0.16,0.225,15.0
0.53,0.405,0.738,0.2845,0.17,0.13,0.193,9.0
0.575,0.455,1.156,0.5525,0.243,0.185,0.295,13.0
0.59,0.45,0.7485,0.3345,0.1315,0.12,0.22,14.0
0.645,0.5,1.229,0.524,0.278,0.19,0.395,17.0
0.605,0.485,1.145,0.4325,0.27,0.175,0.405,16.0
0.275,0.2,0.099,0.037,0.024,0.08,0.03,5.0
0.4,0.31,0.314,0.138,0.057,0.11,0.1,11.0
0.35,0.26,0.195,0.0745,0.041,0.09,0.0655,9.0
0.44,0.35,0.451,0.171,0.0705,0.14,0.184,16.0
0.265,0.2,0.084,0.034,0.0105,0.065,0.03,7.0
0.165,0.125,0.0245,0.0095,0.0045,0.04,0.008,4.0
0.345,0.265,0.163,0.0615,0.037,0.09,0.0485,10.0
0.43,0.33,0.34,0.1315,0.085,0.095,0.112,14.0
0.415,0.32,0.3005,0.1215,0.0575,0.1,0.104,11.0
0.285,0.215,0.106,0.0415,0.023,0.075,0.035,5.0
0.41,0.315,0.306,0.121,0.0735,0.095,0.09,9.0
0.41,0.3,0.301,0.124,0.069,0.1,0.09,9.0
0.33,0.245,0.171,0.0655,0.0365,0.085,0.055,11.0
0.28,0.21,0.0905,0.035,0.02,0.065,0.03,5.0
0.455,0.345,0.44,0.169,0.1065,0.125,0.135,12.0
0.33,0.235,0.163,0.0615,0.034,0.09,0.055,10.0
