diameter,shucked_weight,shell_weight,height,whole_weight,viscera_weight,length,rings
0.43,0.2735,0.275,0.165,0.7575,0.1635,0.555,13.0
0.475,0.419,0.35,0.17,1.0965,0.229,0.595,17.0
0.48,0.4125,0.415,0.175,1.229,0.2735,0.6,13.0
0.465,0.3905,0.4,0.19,1.171,0.2355,0.585,17.0
0.315,0.068,0.125,0.125,0.388,0.09,0.415,12.0
0.36,0.2105,0.165,0.13,0.5265,0.1185,0.465,10.0
0.375,0.192,0.205,0.14,0.5105,0.1045,0.46,9.0
0.27,0.083,0.075,0.09,0.2225,0.053,0.36,6.0
0.59,0.654,0.415,0.2,1.5455,0.3765,0.655,11.0
0.485,0.4995,0.38,0.175,1.2675,0.2815,0.6,13.0
0.495,0.8005,0.53,0.18,1.793,0.339,0.65,14.0
0.395,0.216,0.24,0.145,0.6185,0.1385,0.51,12.0
0.38,0.2505,0.175,0.135,0.5825,0.1565,0.52,8.0
0.415,0.264,0.285,0.165,0.7485,0.134,0.495,13.0
0.335,0.166,0.135,0.115,0.406,0.0935,0.43,8.0
0.46,0.3155,0.32,0.175,0.869,0.1825,0.55,10.0
0.43,0.3625,0.27,0.16,0.955,0.176,0.585,11.0
0.45,0.3725,0.255,0.16,0.8615,0.2175,0.57,12.0
0.51,0.6535,0.58,0.21,1.598,0.2835,0.635,15.0
0.57,0.751,0.685,0.2,2.033,0.4255,0.695,15.0
0.525,0.487,0.445,0.185,1.259,0.2215,0.655,20.0
0.405,0.3725,0.17,0.13,0.7175,0.158,0.51,9.0
0.405,0.3305,0.195,0.135,0.7575,0.216,0.525,10.0
0.375,0.226,0.155,0.13,0.487,0.0965,0.44,9.0
0.375,0.2525,0.185,0.12,0.563,0.1205,0.475,10.0
0.425,0.3335,0.22,0.12,0.702,0.1465,0.525,12.0
0.36,0.2825,0.17,0.12,0.578,0.12,0.475,8.0
0.375,0.2505,0.195,0.13,0.5735,0.119,0.46,9.0
0.49,0.422,0.285,0.135,1.008,0.2245,0.59,11.0
0.355,0.2,0.175,0.13,0.515,0.1275,0.455,11.0
0.375,0.2145,0.195,0.13,0.5795,0.164,0.47,13.0
0.265,0.1365,0.085,0.11,0.2965,0.063,0.35,7.0
0.47,0.4035,0.34,0.145,0.991,0.1505,0.595,16.0
0.435,0.293,0.27,0.15,0.805,0.1625,0.575,17.0
0.435,0.3415,0.25,0.155,0.8915,0.177,0.535,13.0
0.42,0.2505,0.29,0.14,0.769,0.154,0.515,13.0
0.395,0.213,0.215,0.135,0.5545,0.0925,0.49,14.0
0.435,0.3275,0.22,0.135,0.7365,0.1315,0.53,12.0
0.345,0.0925,0.12,0.115,0.3045,0.055,0.43,11.0
0.395,0.2465,0.2,0.135,0.592,0.1645,0.475,13.0
0.46,0.327,0.335,0.155,0.906,0.1485,0.59,15.0
0.55,0.566,0.445,0.22,1.5515,0.3835,0.695,13.0
0.49,0.425,0.36,0.15,1.103,0.2025,0.61,23.0
0.455,0.4015,0.245,0.165,0.86,0.1695,0.56,11.0
0.485,0.6275,0.485,0.195,1.62,0.358,0.655,17.0
0.52,0.566,0.455,0.2,1.407,0.304,0.64,17.0
0.55,0.472,0.4,0.17,1.247,0.2455,0.67,21.0
0.4,0.3035,0.2175,0.13,0.764,0.189,0.505,11.0
0.43,0.376,0.2515,0.165,0.8645,0.1945,0.525,16.0
0.475,0.3815,0.27,0.16,0.9455,0.184,0.59,19.0
0.53,0.548,0.42,0.19,1.3185,0.233,0.7,18.0
0.495,0.4825,0.31,0.15,1.081,0.242,0.635,11.0
0.44,0.3805,0.28,0.135,0.9025,0.2105,0.555,13.0
0.47,0.4515,0.4,0.15,1.1415,0.204,0.575,13.0
0.455,0.391,0.25,0.125,1.027,0.212,0.585,17.0
0.45,0.343,0.25,0.155,0.7895,0.159,0.55,12.0
0.475,0.4635,0.305,0.195,1.0295,0.1905,0.57,18.0
0.57,0.8665,0.5,0.23,1.885,0.435,0.695,19.0
0.545,0.487,0.48,0.16,1.2425,0.296,0.65,15.0
0.125,0.0085,0.01,0.05,0.023,0.0055,0.18,3.0
0.275,0.0725,0.07,0.09,0.2065,0.043,0.34,10.0
0.135,0.011,0.01,0.04,0.0305,0.0075,0.175,5.0
0.115,0.009,0.0075,0.025,0.024,0.005,0.155,5.0
0.34,0.165,0.144,0.125,0.4495,0.1125,0.42,11.0
0.29,0.11,0.069,0.09,0.241,0.045,0.37,10.0
0.25,0.085,0.0605,0.09,0.197,0.041,0.33,10.0
0.225,0.0535,0.045,0.08,0.1295,0.026,0.29,10.0
0.245,0.0525,0.048,0.095,0.15,0.034,0.31,7.0
0.315,0.1135,0.113,0.105,0.287,0.037,0.4,10.0
0.315,0.1135,0.13,0.125,0.3525,0.0565,0.425,18.0
0.235,0.0415,0.04,0.06,0.12,0.033,0.31,11.0
0.255,0.1,0.06,0.085,0.2145,0.0465,0.35,13.0
0.2,0.044,0.03,0.065,0.096,0.027,0.26,6.0
0.19,0.0445,0.03,0.075,0.0945,0.02,0.26,6.0
0.255,0.081,0.07,0.095,0.213,0.034,0.34,9.0
0.4,0.2515,0.3,0.16,0.8175,0.156,0.515,23.0
0.355,0.2025,0.145,0.125,0.5255,0.135,0.465,13.0
0.415,0.339,0.255,0.17,0.879,0.208,0.54,10.0
0.355,0.186,0.145,0.125,0.4625,0.107,0.475,9.0
0.355,0.2125,0.14,0.14,0.528,0.149,0.5,9.0
0.38,0.2295,0.18,0.135,0.5835,0.1265,0.5,12.0
0.26,0.0725,0.06,0.09,0.198,0.056,0.35,10.0
0.305,0.0975,0.096,0.105,0.282,0.065,0.395,9.0
0.35,0.2025,0.19,0.14,0.5905,0.158,0.445,14.0
0.325,0.144,0.13,0.08,0.413,0.1015,0.44,8.0
0.405,0.312,0.315,0.14,0.8505,0.146,0.515,17.0
0.39,0.275,0.18,0.13,0.709,0.168,0.5,11.0
0.325,0.142,0.105,0.12,0.3755,0.1065,0.425,9.0
0.415,0.3025,0.235,0.14,0.8185,0.2155,0.51,16.0
0.415,0.272,0.24,0.13,0.8245,0.226,0.54,13.0
0.475,0.474,0.24,0.17,1.1825,0.2895,0.615,11.0
0.44,0.393,0.375,0.175,1.122,0.2,0.565,20.0
0.515,0.6745,0.385,0.175,1.6115,0.384,0.645,14.0
0.49,0.517,0.31,0.145,1.3,0.3285,0.605,14.0
0.485,0.5915,0.38,0.155,1.489,0.312,0.645,18.0
0.42,0.377,0.34,0.155,1.008,0.193,0.57,13.0
0.285,0.11,0.08,0.095,0.271,0.06,0.39,8.0
0.4,0.2745,0.21,0.165,0.8565,0.201,0.52,12.0
0.36,0.1955,0.235,0.135,0.6105,0.107,0.46,14.0
0.385,0.246,0.204,0.145,0.7615,0.195,0.5,14.0
0.39,0.242,0.1835,0.135,0.592,0.096,0.49,15.0
0.325,0.163,0.113,0.115,0.39,0.087,0.44,7.0
0.305,0.096,0.105,0.13,0.2935,0.0675,0.4,9.0
0.36,0.174,0.225,0.16,0.567,0.1245,0.45,12.0
0.4,0.2715,0.285,0.155,0.8415,0.1775,0.505,12.0
0.4,0.2015,0.25,0.14,0.7775,0.18,0.495,15.0
0.41,0.2815,0.355,0.145,0.989,0.213,0.54,19.0
0.375,0.21,0.1505,0.11,0.5,0.113,0.465,8.0
0.37,0.3445,0.161,0.135,0.6315,0.1015,0.48,7.0
0.4,0.37,0.211,0.13,0.7715,0.16,0.5,8.0
0.425,0.4625,0.199,0.19,0.872,0.1725,0.525,9.0
0.42,0.392,0.2235,0.12,0.8115,0.1455,0.54,9.0
0.45,0.387,0.2625,0.15,0.8795,0.15,0.545,11.0
0.46,0.48,0.325,0.18,1.145,0.277,0.58,11.0
0.455,0.5,0.292,0.16,1.09,0.2215,0.59,9.0
0.48,0.5685,0.335,0.16,1.262,0.2725,0.59,9.0
0.49,0.482,0.361,0.185,1.185,0.2015,0.595,10.0
0.475,0.5395,0.309,0.175,1.201,0.275,0.605,10.0
0.5,0.5785,0.384,0.185,1.362,0.3125,0.63,10.0
0.585,0.7225,0.471,0.195,1.647,0.331,0.64,12.0
0.535,0.733,0.54,0.2,1.791,0.318,0.66,15.0
0.34,0.231,0.1225,0.105,0.486,0.1035,0.465,9.0
0.37,0.243,0.135,0.1,0.5135,0.1015,0.48,8.0
0.375,0.274,0.1485,0.145,0.6215,0.166,0.5,7.0
0.395,0.285,0.172,0.12,0.646,0.1365,0.515,9.0
0.415,0.394,0.202,0.135,0.7945,0.189,0.525,7.0
0.425,0.4035,0.195,0.125,0.812,0.1705,0.525,8.0
0.41,0.3095,0.1835,0.14,0.681,0.1415,0.53,6.0
0.435,0.33,0.213,0.14,0.7345,0.1595,0.54,9.0
0.45,0.429,0.259,0.155,0.948,0.206,0.575,7.0
0.465,0.4695,0.263,0.14,1.046,0.263,0.59,7.0
0.46,0.5335,0.29,0.15,1.247,0.2735,0.6,9.0
0.48,0.564,0.264,0.15,1.1495,0.274,0.61,8.0
0.47,0.5085,0.292,0.155,1.2,0.32,0.615,8.0
0.48,0.671,0.3385,0.17,1.3555,0.268,0.625,10.0
0.48,0.604,0.35,0.165,1.286,0.271,0.63,8.0
0.49,0.5355,0.3165,0.16,1.251,0.3345,0.645,9.0
0.5,0.6735,0.3775,0.175,1.5105,0.3755,0.645,12.0
0.52,0.8115,0.391,0.19,1.6385,0.369,0.67,9.0
0.54,0.7725,0.4325,0.185,1.71,0.3855,0.69,8.0
0.525,0.696,0.505,0.175,1.742,0.389,0.695,12.0
0.585,1.128,0.5335,0.18,2.398,0.512,0.765,12.0
0.6,1.0515,0.584,0.215,2.1945,0.482,0.77,10.0
0.38,0.2935,0.15,0.11,0.554,0.1005,0.49,8.0
0.38,0.273,0.145,0.12,0.5765,0.135,0.5,9.0
0.4,0.377,0.178,0.135,0.723,0.149,0.505,7.0
0.42,0.3745,0.205,0.145,0.778,0.1545,0.545,7.0
0.42,0.403,0.17,0.12,0.7865,0.185,0.545,7.0
0.43,0.3495,0.213,0.13,0.784,0.1885,0.565,9.0
0.45,0.546,0.25,0.135,1.02,0.204,0.57,9.0
0.455,0.41,0.225,0.13,0.852,0.1725,0.58,8.0
0.47,0.413,0.249,0.15,0.861,0.164,0.59,8.0
0.46,0.496,0.26,0.14,1.004,0.2165,0.59,9.0
0.47,0.4915,0.3345,0.165,1.108,0.2325,0.595,9.0
0.46,0.4215,0.227,0.14,0.852,0.2255,0.595,9.0
0.49,1.005,0.491,0.21,1.9875,0.419,0.6,10.0
0.45,0.707,0.2505,0.15,1.198,0.2095,0.615,7.0
0.475,0.4635,0.2725,0.175,1.103,0.3095,0.615,10.0
0.49,0.505,0.31,0.155,1.1,0.2475,0.62,9.0
0.48,0.4965,0.305,0.15,1.1015,0.243,0.62,10.0
0.495,0.7105,0.345,0.185,1.3835,0.3005,0.625,11.0
0.48,0.4645,0.327,0.145,1.085,0.2445,0.625,10.0
0.505,0.6325,0.37,0.15,1.3165,0.2465,0.63,11.0
0.51,0.6575,0.375,0.175,1.3415,0.262,0.63,10.0
0.465,0.537,0.176,0.15,1.027,0.188,0.63,8.0
0.515,0.506,0.335,0.16,1.1845,0.311,0.645,9.0
0.48,0.6055,0.285,0.15,1.192,0.2595,0.645,9.0
0.515,0.5235,0.3275,0.125,1.1805,0.283,0.65,9.0
0.52,0.615,0.336,0.175,1.2655,0.2775,0.65,9.0
0.51,0.7215,0.335,0.155,1.407,0.298,0.65,9.0
0.515,0.694,0.3755,0.165,1.4465,0.298,0.66,10.0
0.5,0.576,0.351,0.2,1.269,0.2985,0.67,11.0
0.51,0.926,0.3935,0.18,1.68,0.2975,0.67,13.0
0.52,0.724,0.406,0.165,1.4775,0.279,0.68,11.0
0.53,0.7635,0.4025,0.18,1.529,0.3115,0.68,11.0
0.525,0.8745,0.47,0.175,1.7585,0.3615,0.7,10.0
0.55,0.693,0.4405,0.2,1.523,0.306,0.7,13.0
0.55,0.8735,0.5085,0.2,1.51,0.4265,0.725,9.0
0.57,0.9095,0.488,0.175,1.88,0.387,0.735,11.0
0.555,1.0615,0.5285,0.215,2.201,0.5235,0.75,11.0
0.325,0.2235,0.1155,0.115,0.4305,0.0785,0.45,8.0
0.375,0.2535,0.172,0.12,0.5895,0.128,0.48,11.0
0.41,0.3065,0.2,0.14,0.7355,0.137,0.515,7.0
0.43,0.3285,0.245,0.155,0.7845,0.169,0.535,10.0
0.44,0.5405,0.3265,0.175,1.2255,0.2705,0.58,10.0
0.465,0.4025,0.274,0.165,0.885,0.1625,0.585,10.0
0.47,0.4545,0.254,0.145,0.9235,0.173,0.59,9.0
0.475,0.4625,0.275,0.14,0.977,0.2025,0.59,10.0
0.475,0.4925,0.278,0.14,1.0305,0.217,0.595,10.0
0.48,0.457,0.28,0.09,1.05,0.2685,0.6,8.0
0.495,0.5055,0.367,0.185,1.1145,0.2635,0.6,11.0
0.45,0.4325,0.24,0.145,0.877,0.155,0.6,9.0
0.51,0.6095,0.315,0.185,1.285,0.2745,0.6,9.0
0.48,0.6895,0.29,0.185,1.3065,0.2915,0.61,10.0
0.5,0.5445,0.295,0.14,1.096,0.2165,0.625,10.0
0.49,0.5175,0.3465,0.165,1.205,0.3105,0.625,10.0
0.505,0.555,0.34,0.175,1.221,0.252,0.63,12.0
0.47,0.539,0.3115,0.15,1.1355,0.2325,0.63,12.0
0.525,0.4935,0.465,0.195,1.3135,0.2565,0.63,10.0
0.505,0.5565,0.346,0.155,1.1955,0.211,0.64,11.0
0.485,0.5195,0.3175,0.15,1.098,0.222,0.64,10.0
0.495,0.5395,0.285,0.17,1.139,0.282,0.64,10.0
0.515,0.515,0.175,0.08,1.042,0.1755,0.64,10.0
0.52,0.6185,0.365,0.155,1.368,0.288,0.65,9.0
0.51,0.6485,0.45,0.175,1.446,0.2705,0.65,12.0
0.54,0.7885,0.4865,0.205,1.74,0.373,0.7,13.0
0.565,0.706,0.45,0.2,1.601,0.321,0.71,11.0
0.55,1.1055,0.404,0.205,2.165,0.525,0.72,10.0
0.57,1.253,0.52,0.19,2.3305,0.541,0.725,9.0
0.365,0.309,0.1535,0.13,0.5945,0.1085,0.5,9.0
0.4,0.4515,0.1985,0.105,0.872,0.1615,0.52,9.0
0.405,0.402,0.189,0.14,0.818,0.1715,0.535,7.0
0.42,0.416,0.25,0.14,0.8745,0.165,0.57,8.0
0.445,0.49,0.27,0.16,0.984,0.201,0.58,9.0
0.47,0.6245,0.2595,0.155,1.1735,0.233,0.59,9.0
0.485,0.4535,0.31,0.155,1.0785,0.2435,0.59,9.0
0.435,0.4255,0.31,0.16,1.057,0.224,0.595,9.0
0.475,0.5105,0.285,0.175,1.11,0.256,0.6,9.0
0.45,0.539,0.307,0.16,1.142,0.225,0.6,10.0
0.475,0.59,0.26,0.19,1.1255,0.247,0.605,10.0
0.475,0.656,0.337,0.175,1.3405,0.283,0.625,10.0
0.5,0.5785,0.25,0.13,1.082,0.2045,0.625,8.0
0.49,0.575,0.294,0.165,1.2005,0.273,0.63,10.0
0.485,0.623,0.3,0.16,1.243,0.275,0.63,10.0
0.515,0.831,0.371,0.19,1.6385,0.3575,0.665,11.0
0.54,0.768,0.4755,0.195,1.691,0.363,0.695,11.0
0.57,1.1705,0.5315,0.21,2.2355,0.463,0.735,10.0
0.595,1.1495,0.505,0.19,2.3235,0.5115,0.74,11.0
0.365,0.25,0.15,0.115,0.521,0.096,0.505,8.0
0.465,0.456,0.255,0.15,0.9505,0.199,0.52,8.0
0.405,0.352,0.2525,0.15,0.8315,0.187,0.53,10.0
0.45,0.498,0.23,0.165,0.9655,0.19,0.575,8.0
0.465,0.371,0.29,0.15,0.9065,0.1965,0.58,8.0
0.46,0.5205,0.305,0.15,1.049,0.1935,0.58,10.0
0.445,0.4315,0.287,0.15,0.9525,0.1945,0.58,11.0
0.5,0.485,0.345,0.15,1.142,0.265,0.59,9.0
0.47,0.492,0.265,0.155,1.2015,0.3865,0.595,10.0
0.46,0.57,0.265,0.17,1.1295,0.2555,0.595,10.0
0.45,0.617,0.3605,0.195,1.34,0.3255,0.6,10.0
0.465,0.465,0.315,0.165,1.0475,0.2345,0.6,11.0
0.49,0.457,0.3745,0.18,1.167,0.29,0.605,9.0
0.48,0.516,0.2915,0.14,1.0625,0.225,0.61,11.0
0.455,0.382,0.2615,0.15,0.9335,0.247,0.615,10.0
0.475,0.5935,0.3745,0.195,1.3585,0.3365,0.62,10.0
0.495,0.531,0.3525,0.175,1.2075,0.281,0.625,11.0
0.515,0.667,0.3115,0.165,1.217,0.2065,0.625,10.0
0.49,0.456,0.233,0.12,0.8765,0.18,0.625,10.0
0.53,0.618,0.315,0.18,1.2795,0.256,0.63,9.0
0.51,0.4915,0.348,0.17,1.1885,0.3065,0.63,7.0
0.52,0.6,0.367,0.175,1.292,0.269,0.635,11.0
0.485,0.4785,0.355,0.18,1.1795,0.2775,0.635,10.0
0.515,0.5385,0.345,0.16,1.2075,0.282,0.635,11.0
0.505,0.59,0.363,0.18,1.297,0.3125,0.64,11.0
0.575,0.625,0.4395,0.175,1.4585,0.266,0.64,11.0
0.495,0.6115,0.445,0.19,1.539,0.408,0.645,12.0
0.52,0.693,0.47,0.195,1.676,0.44,0.65,15.0
0.525,0.715,0.387,0.17,1.4005,0.3025,0.67,9.0
0.525,0.6595,0.425,0.195,1.4405,0.2675,0.67,9.0
0.54,0.739,0.365,0.175,1.482,0.2925,0.67,10.0
0.515,0.618,0.325,0.16,1.2345,0.2625,0.68,11.0
0.505,0.667,0.41,0.19,1.533,0.4055,0.685,10.0
0.515,0.9815,0.341,0.18,1.8445,0.4655,0.69,13.0
0.55,0.938,0.44,0.175,1.825,0.3805,0.715,11.0
0.58,0.9955,0.5305,0.19,2.0885,0.478,0.72,13.0
0.59,0.909,0.625,0.205,2.087,0.474,0.735,12.0
0.575,0.954,0.495,0.2,1.884,0.336,0.745,12.0
0.365,0.4235,0.313,0.155,1.029,0.2285,0.485,8.0
0.355,0.465,0.2505,0.155,0.981,0.2015,0.49,8.0
0.405,0.548,0.337,0.175,1.2705,0.3265,0.535,13.0
0.405,0.6115,0.389,0.19,1.406,0.342,0.555,10.0
0.425,0.4625,0.1965,0.15,0.873,0.1845,0.555,9.0
0.425,0.509,0.1975,0.135,0.9415,0.2015,0.56,9.0
0.485,0.5305,0.276,0.15,1.0835,0.231,0.595,8.0
0.475,0.409,0.322,0.175,1.024,0.261,0.61,9.0
0.485,0.597,0.33,0.17,1.281,0.3035,0.61,9.0
0.485,0.456,0.2835,0.16,1.006,0.2245,0.64,9.0
0.495,0.678,0.266,0.165,1.307,0.292,0.64,11.0
0.505,0.592,0.416,0.185,1.463,0.3905,0.645,10.0
0.54,0.8345,0.437,0.21,1.7885,0.408,0.68,13.0
0.545,0.75,0.3685,0.185,1.6135,0.4035,0.7,11.0
0.585,1.2395,0.563,0.225,2.2305,0.422,0.73,14.0
0.41,0.3125,0.159,0.12,0.6835,0.1655,0.535,8.0
0.42,0.293,0.38,0.19,0.6855,0.163,0.54,10.0
0.45,0.3885,0.264,0.145,0.894,0.2095,0.56,9.0
0.45,0.4005,0.2845,0.145,0.95,0.2235,0.57,10.0
0.47,0.4505,0.276,0.15,0.9785,0.196,0.575,9.0
0.445,0.325,0.237,0.14,0.737,0.1405,0.575,10.0
0.45,0.4925,0.335,0.175,1.1275,0.262,0.585,11.0
0.435,0.4525,0.235,0.165,0.9765,0.2395,0.59,9.0
0.405,0.326,0.245,0.15,0.853,0.2615,0.59,9.0
0.47,0.382,0.5,0.175,0.991,0.2395,0.595,12.0
0.48,0.4095,0.289,0.14,0.9125,0.1825,0.595,9.0
0.45,0.3695,0.255,0.15,0.8665,0.1955,0.6,12.0
0.485,0.422,0.29,0.215,0.9615,0.176,0.615,11.0
0.49,0.4915,0.343,0.17,1.145,0.208,0.615,13.0
0.515,0.492,0.37,0.175,1.1955,0.247,0.63,11.0
0.495,0.495,0.4695,0.18,1.31,0.295,0.63,10.0
0.5,0.4405,0.387,0.18,1.154,0.2315,0.635,9.0
0.505,0.695,0.395,0.17,1.5595,0.3515,0.65,11.0
0.51,0.6345,0.364,0.175,1.3165,0.2605,0.65,12.0
0.54,0.6955,0.42,0.165,1.403,0.2385,0.655,11.0
0.525,0.5325,0.4485,0.155,1.3575,0.3045,0.665,10.0
0.52,0.557,0.385,0.145,1.3645,0.3405,0.675,11.0
0.51,0.686,0.4055,0.165,1.545,0.3775,0.685,10.0
0.56,0.566,0.4625,0.175,1.724,0.4575,0.71,13.0
0.35,0.2,0.1305,0.11,0.458,0.111,0.455,8.0
0.355,0.207,0.174,0.14,0.491,0.115,0.46,10.0
0.38,0.197,0.1545,0.12,0.474,0.1065,0.495,10.0
0.395,0.244,0.188,0.125,0.5805,0.1335,0.51,11.0
0.4,0.2655,0.184,0.13,0.622,0.147,0.525,9.0
0.415,0.3355,0.1345,0.12,0.706,0.1635,0.53,9.0
0.435,0.3685,0.345,0.145,0.9385,0.1245,0.545,11.0
0.48,0.4355,0.2505,0.15,0.9465,0.2605,0.575,9.0
0.43,0.446,0.121,0.125,0.9115,0.2075,0.58,10.0
0.455,0.43,0.277,0.145,0.942,0.182,0.595,11.0
0.465,0.5145,0.3055,0.18,1.193,0.315,0.6,8.0
0.5,0.5985,0.439,0.18,1.461,0.2425,0.645,11.0
0.525,0.6065,0.421,0.2,1.489,0.3795,0.66,10.0
0.405,0.436,0.1455,0.135,0.7775,0.1715,0.465,10.0
0.415,0.3295,0.203,0.145,0.751,0.1835,0.51,8.0
0.42,0.44,0.2315,0.15,0.8755,0.1965,0.56,8.0
0.45,0.354,0.2365,0.135,0.9215,0.209,0.575,9.0
0.46,0.581,0.323,0.15,1.206,0.216,0.585,10.0
0.495,0.435,0.3245,0.155,1.2865,0.293,0.615,11.0
0.515,0.526,0.316,0.165,1.1735,0.285,0.67,11.0
0.505,0.74,0.3815,0.16,1.532,0.357,0.675,11.0
0.36,0.2165,0.19,0.125,0.547,0.1105,0.46,8.0
0.35,0.1885,0.185,0.125,0.5165,0.1145,0.46,9.0
0.42,0.312,0.265,0.125,0.764,0.1505,0.535,11.0
0.36,0.188,0.19,0.105,0.488,0.0845,0.465,10.0
0.4,0.259,0.23,0.14,0.6905,0.151,0.51,10.0
0.425,0.2885,0.48,0.16,0.97,0.139,0.55,20.0
0.42,0.336,0.245,0.17,0.8465,0.2405,0.55,13.0
0.45,0.4315,0.315,0.15,1.047,0.276,0.585,14.0
0.335,0.1755,0.135,0.1,0.4085,0.092,0.425,9.0
0.41,0.2375,0.175,0.13,0.56,0.1065,0.54,7.0
0.395,0.29,0.175,0.125,0.635,0.1555,0.505,9.0
0.44,0.279,0.3,0.165,0.875,0.18,0.535,10.0
0.435,0.3415,0.215,0.11,0.806,0.203,0.55,9.0
0.49,0.4445,0.375,0.14,1.194,0.238,0.64,15.0
0.49,0.503,0.295,0.155,1.153,0.2505,0.605,15.0
0.47,0.3925,0.31,0.115,1.114,0.291,0.605,15.0
0.45,0.3595,0.35,0.155,0.9125,0.271,0.56,10.0
0.405,0.316,0.28,0.16,0.792,0.1455,0.525,13.0
0.265,0.0995,0.065,0.09,0.2265,0.0575,0.35,6.0
0.355,0.147,0.145,0.12,0.3955,0.0765,0.45,9.0
0.3,0.106,0.0775,0.1,0.2505,0.0535,0.38,8.0
0.385,0.2245,0.206,0.135,0.551,0.0715,0.5,11.0
0.505,0.4335,0.52,0.165,1.307,0.262,0.645,10.0
0.44,0.404,0.29,0.115,0.9185,0.1785,0.565,11.0
0.575,0.8835,0.665,0.23,2.2695,0.3985,0.72,16.0
0.405,0.412,0.24,0.15,0.9235,0.2135,0.55,7.0
0.515,0.5665,0.405,0.18,1.3315,0.347,0.65,13.0
0.435,0.354,0.31,0.185,1.032,0.2045,0.565,20.0
0.335,0.1865,0.16,0.14,0.478,0.115,0.45,11.0
0.265,0.0795,0.07,0.095,0.1975,0.0375,0.335,9.0
0.45,0.3785,0.265,0.14,1.0055,0.244,0.565,12.0
0.51,0.4125,0.545,0.19,1.4985,0.3075,0.63,16.0
0.34,0.149,0.125,0.12,0.388,0.087,0.425,10.0
0.525,0.483,0.465,0.175,1.402,0.3205,0.675,16.0
0.4,0.216,0.21,0.145,0.6025,0.138,0.5,11.0
0.305,0.109,0.1,0.09,0.2775,0.0515,0.385,9.0
0.435,0.2985,0.355,0.195,0.973,0.2135,0.52,18.0
0.415,0.258,0.255,0.175,0.753,0.171,0.52,8.0
0.525,0.44,0.47,0.2,1.3765,0.3075,0.64,16.0
0.455,0.387,0.275,0.15,0.96,0.2385,0.57,11.0
0.325,0.158,0.125,0.12,0.3745,0.081,0.41,12.0
0.41,0.2405,0.265,0.15,0.696,0.1625,0.485,13.0
0.535,0.596,0.485,0.155,1.383,0.2565,0.665,14.0
0.51,0.428,0.315,0.155,1.156,0.289,0.635,18.0
0.53,0.6375,0.43,0.15,1.477,0.3025,0.695,14.0
0.435,0.377,0.29,0.135,0.858,0.1585,0.555,15.0
0.525,0.6265,0.395,0.19,1.4995,0.4005,0.65,14.0
0.48,0.5825,0.42,0.19,1.467,0.303,0.635,15.0
0.435,0.342,0.295,0.16,0.906,0.219,0.55,13.0
0.5,0.402,0.275,0.165,1.06,0.28,0.595,11.0
0.24,0.0725,0.05,0.09,0.161,0.039,0.3,6.0
0.38,0.3,0.175,0.13,0.6175,0.142,0.48,12.0
0.385,0.3185,0.185,0.11,0.655,0.15,0.505,9.0
0.375,0.2155,0.165,0.125,0.484,0.102,0.455,7.0
0.505,0.6145,0.39,0.165,1.4435,0.3035,0.64,18.0
0.45,0.398,0.29,0.115,0.9085,0.197,0.565,17.0
0.38,0.2,0.16,0.135,0.528,0.1395,0.48,14.0
0.31,0.1415,0.115,0.125,0.3595,0.0885,0.41,11.0
0.425,0.297,0.255,0.155,0.7735,0.123,0.52,17.0
0.36,0.169,0.145,0.125,0.4365,0.1075,0.465,11.0
0.355,0.215,0.13,0.11,0.415,0.082,0.46,12.0
0.385,0.2,0.17,0.125,0.4775,0.0785,0.485,12.0
0.415,0.26,0.22,0.16,0.6445,0.1575,0.525,12.0
0.54,0.533,0.555,0.185,1.6195,0.353,0.69,24.0
0.45,0.317,0.22,0.17,0.81,0.157,0.55,11.0
0.44,0.348,0.26,0.155,0.868,0.217,0.565,11.0
0.46,0.305,0.205,0.13,0.7085,0.1455,0.55,12.0
0.42,0.275,0.225,0.16,0.72,0.164,0.535,15.0
0.405,0.2845,0.193,0.13,0.738,0.17,0.53,9.0
0.455,0.5525,0.295,0.185,1.156,0.243,0.575,13.0
0.45,0.3345,0.22,0.12,0.7485,0.1315,0.59,14.0
0.5,0.524,0.395,0.19,1.229,0.278,0.645,17.0
0.485,0.4325,0.405,0.175,1.145,0.27,0.605,16.0
0.2,0.037,0.03,0.08,0.099,0.024,0.275,5.0
0.31,0.138,0.1,0.11,0.314,0.057,0.4,11.0
0.26,0.0745,0.0655,0.09,0.195,0.041,0.35,9.0
0.35,0.171,0.184,0.14,0.451,0.0705,0.44,16.0
0.2,0.034,0.03,0.065,0.084,0.0105,0.265,7.0
0.125,0.0095,0.008,0.04,0.0245,0.0045,0.165,4.0
0.265,0.0615,0.0485,0.09,0.163,0.037,0.345,10.0
0.33,0.1315,0.112,0.095,0.34,0.085,0.43,14.0
0.32,0.1215,0.104,0.1,0.3005,0.0575,0.415,11.0
0.215,0.0415,0.035,0.075,0.106,0.023,0.285,5.0
0.315,0.121,0.09,0.095,0.306,0.0735,0.41,9.0
0.3,0.124,0.09,0.1,0.301,0.069,0.41,9.0
0.245,0.0655,0.055,0.085,0.171,0.0365,0.33,11.0
0.21,0.035,0.03,0.065,0.0905,0.02,0.28,5.0
0.345,0.169,0.135,0.125,0.44,0.1065,0.455,12.0
0.235,0.0615,0.055,0.09,0.163,0.034,0.33,10.0
